mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	0	0	3/8	3/4	2	1	g.i					g	i		i		i							m	1	1	1, -2, 2		1	1	0	3	0.0	0.0	0.375	0.0
1	0	1/8	1/2	3/4	2	1	iio				#viio6	g	i		iio		ii	o						o	1	1	3, 0, -3		3	3	0	3	0.0	0.0	0.375	0.0
1	0	1/4	5/8	3/4	2	1	i6					g	i		i6		i		6					m	1	1	-2, 2, 1		1	-2	0	3	0.0	0.0	0.375	0.0
2	1	0	0	3/4	2	1	i(#764)					g	i		i(#764)		i			#764				m	1	1	1, 0, -3	6	1	1	0	4	0.0	0.0	1.0	0.0
2	1	1/4	1/4	3/4	2	1	i					g	i		i		i							m	1	1	1, -2, 2		1	1	0	8	0.0	0.0	1.0	0.0
2	1	1/2	1/2	3/4	2	1	iio				#viio6	g	i		iio		ii	o						o	1	1	3, 0, -3		3	3	0	4	0.0	0.0	0.5	0.0
2	1	5/8	5/8	3/4	2	1	i6					g	i		i6		i		6					m	1	1	-2, 2, 1		1	-2	0	4	0.0	0.0	0.5	0.0
3	2	0	0	3/4	2	1	i(9#764)					g	i		i(9#764)		i			9#764				m	1	1	1, 0, -3	3, 6	1	1	0	5	0.0	0.0	1.25	0.0
3	2	1/4	1/4	3/4	2	1	i					g	i		i		i							m	1	1	1, -2, 2		1	1	0	9	0.0	0.0	1.0	0.0
3	2	1/2	1/2	3/4	2	1	iio				#viio6	g	i		iio		ii	o						o	1	1	3, 0, -3		3	3	1	3	0.25	0.0625	0.3125	0.16666666666666666
3	2	5/8	5/8	3/4	2	1	i6					g	i		i6		i		6					m	1	1	-2, 2, 1		1	-2	1	3	0.25	0.0625	0.3125	0.16666666666666666
4	3	0	0	3/4	2	1	#viio6					g	i		#viio6		#vii	o	6					o	1	1	3, 0, 6		6	3	1	5	0.16666666666666666	0.0625	1.1875	0.05
4	3	1/4	1/4	3/4	2	1	V[V7					g	i	V	V7		V		7					Mm7	1	1	2, 6, 3, 0		2	2	1	4	0.2	0.0625	0.6875	0.08333333333333333
4	3	1/2	1/2	3/4	2	1	i					g	i	V	i		i							m	1	1	1, -2, 2		1	1	1	5	0.16666666666666666	0.0625	0.6875	0.08333333333333333
5	4	0	0	3/4	2	1	V7					g	i	V	V7		V		7					Mm7	1	1	2, 6, 3, 0		2	2	2	10	0.16666666666666666	0.125	2.125	0.05555555555555555
5	4	1/2	1/2	3/4	2	1	i					g	i	V	i		i							m	1	1	1, -2, 2		1	1	0	6	0.0	0.0	0.75	0.0
6	5	0	0	3/4	2	1	V7					g	i	V	V7		V		7					Mm7	1	1	2, 6, 3, 0		2	2	2	10	0.16666666666666666	0.125	2.125	0.05555555555555555
6	5	1/2	1/2	3/4	2	1	i					g	i	V	i		i							m	1	1	1, -2, 2		1	1	1	5	0.16666666666666666	0.0625	0.6875	0.08333333333333333
7	6	0	0	3/4	2	1	V\\					g	i	V	V		V						\\	M	1	1	2, 6, 3		2	2	0	4	0.0	0.0	1.0	0.0
7	6	5/8	5/8	3/4	2	1	V]					g	i	V	V		V							M	1	1	2, 6, 3		2	2	2	4	0.3333333333333333	0.5	0.5	0.5
8	7	1/8	1/8	3/4	2	1	iv					g	i		iv		iv							m	1	1	0, -3, 1		0	0	2	2	0.5	0.5	0.5	0.5
8	7	3/8	3/8	3/4	2	1	#viio6					g	i		#viio6		#vii	o	6					o	1	1	3, 0, 6		6	3	2	2	0.5	0.5	0.5	0.5
8	7	5/8	5/8	3/4	2	1	i6					g	i		i6		i		6					m	1	1	-2, 2, 1		1	-2	2	4	0.3333333333333333	0.5	0.5	0.5
9	8	1/8	1/8	3/4	2	1	iio6					g	i		iio6		ii	o	6					o	1	1	0, -3, 3		3	0	0	4	0.0	0.0	1.0	0.0
9	8	3/8	3/8	3/4	2	1	iv6					g	i		iv6		iv		6					m	1	1	-3, 1, 0		0	-3	2	2	0.5	0.5	0.5	0.5
9	8	5/8	5/8	3/4	2	1	#viio6/iv	0	-7.3	/		g	i		#viio6/iv		#vii	o	6		iv			o	1	1	2, -1, 5		5	2	0	6	0.0	0.0	1.0	0.0
10	9	1/8	1/8	3/4	2	1	#viio64/iv					g	i		#viio64/iv		#vii	o	64		iv			o	1	1	-1, 5, 2		5	-1	2	2	0.5	0.5	0.5	0.5
10	9	3/8	3/8	3/4	2	1	iv6					g	i		iv6		iv		6					m	1	1	-3, 1, 0		0	-3	0	4	0.0	0.0	1.0	0.0
10	9	5/8	5/8	3/4	2	1	iv					g	i		iv		iv							m	1	1	0, -3, 1		0	0	2	4	0.3333333333333333	0.5	0.5	0.5
11	10	1/8	1/8	3/4	2	1	V					g	i		V		V							M	1	1	2, 6, 3		2	2	2	2	0.5	0.5	0.5	0.5
11	10	3/8	3/8	3/4	2	1	i6					g	i		i6		i		6					m	1	1	-2, 2, 1		1	-2	0	4	0.0	0.0	1.0	0.0
11	10	5/8	5/8	3/4	2	1	i					g	i		i		i							m	1	1	1, -2, 2		1	1	2	4	0.3333333333333333	0.5	0.5	0.5
12	11	1/8	1/8	3/4	2	1	iio6					g	i		iio6		ii	o	6					o	1	1	0, -3, 3		3	0	0	4	0.0	0.0	1.0	0.0
12	11	3/8	3/8	3/4	2	1	iio					g	i		iio		ii	o						o	1	1	3, 0, -3		3	3	2	2	0.5	0.5	0.5	0.5
12	11	5/8	5/8	3/4	2	1	V					g	i		V		V							M	1	1	2, 6, 3		2	2	0	2	0.0	0.0	0.25	0.0
13	12	0	0	3/4	2	1	i\\					g	i		i		i						\\	m	1	1	1, -2, 2		1	1	0	4	0.0	0.0	1.0	0.0
13	12	3/8	3/8	3/4	2	1	i					g	i		i		i							m	1	1	1, -2, 2		1	1	0	3	0.0	0.0	0.375	0.0
13	12	1/2	1/2	3/4	2	1	iio				#viio6	g	i		iio		ii	o						o	1	1	3, 0, -3		3	3	0	3	0.0	0.0	0.375	0.0
13	12	5/8	5/8	3/4	2	1	i6					g	i		i6		i		6					m	1	1	-2, 2, 1		1	-2	0	3	0.0	0.0	0.375	0.0
14	13	0	0	3/4	2	1	i(#764)					g	i		i(#764)		i			#764				m	1	1	1, 0, -3	6	1	1	0	4	0.0	0.0	1.0	0.0
14	13	1/4	1/4	3/4	2	1	i					g	i		i		i							m	1	1	1, -2, 2		1	1	0	4	0.0	0.0	0.5	0.0
14	13	3/8	3/8	3/4	2	1	i6					g	i		i6		i		6					m	1	1	-2, 2, 1		1	-2	0	3	0.0	0.0	0.375	0.0
14	13	1/2	1/2	3/4	2	1	#viio6					g	i		#viio6		#vii	o	6					o	1	1	3, 0, 6		6	3	0	4	0.0	0.0	0.5	0.0
14	13	5/8	5/8	3/4	2	1	i					g	i		i		i							m	1	1	1, -2, 2		1	1	0	4	0.0	0.0	0.5	0.0
15	14	0	0	3/4	2	1	V65					g	i		V65		V		65					Mm7	1	1	6, 3, 0, 2		2	6	0	5	0.0	0.0	1.0	0.0
15	14	1/4	1/4	3/4	2	1	i\\					g	i		i		i						\\	m	1	1	1, -2, 2		1	1	0	4	0.0	0.0	0.5	0.0
15	14	3/8	3/8	3/4	2	1	i					g	i		i		i							m	1	1	1, -2, 2		1	1	0	3	0.0	0.0	0.375	0.0
15	14	1/2	1/2	3/4	2	1	VI.ii6					g	VI		ii6		ii		6					m	1	0	-4, 0, -1		-1	-4	0	3	0.0	0.0	0.375	0.0
