mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	0	0	5/8	3/4	2	1	E.V		E	I		V	V							M	0	0	5, 9, 6		5	5	0	1	0.0	0.0	0.125	0.0
2	1	0	0	3/4	2	1	I		E	I		I	I							M	0	0	4, 8, 5		4	4	1	6	0.14285714285714285	0.03125	0.71875	0.041666666666666664
2	1	1/4	1/4	3/4	2	1	viio6		E	I		viio6	vii	o	6					o	0	0	6, 3, 9		9	6	0	5	0.0	0.0	0.75	0.0
2	1	1/2	1/2	3/4	2	1	I6		E	I		I6	I		6					M	0	0	8, 5, 4		4	8	1	7	0.125	0.041666666666666664	0.7083333333333334	0.05555555555555555
3	2	0	0	3/4	2	1	V6		E	I		V6	V		6					M	0	0	9, 6, 5		5	9	2	3	0.4	0.0625	0.6875	0.08333333333333333
3	2	1/4	1/4	3/4	2	1	I\\		E	I		I	I						\\	M	0	0	4, 8, 5		4	4	0	3	0.0	0.0	0.375	0.0
3	2	1/2	1/2	3/4	2	1	I		E	I		I	I							M	0	0	4, 8, 5		4	4	2	2	0.5	0.0625	0.0625	0.5
3	2	5/8	5/8	3/4	2	1	I6		E	I		I6	I		6					M	0	0	8, 5, 4		4	8	2	5	0.2857142857142857	0.08333333333333333	0.4166666666666667	0.16666666666666666
4	3	1/8	1/8	3/4	2	1	ii6		E	I		ii6	ii		6					m	0	0	3, 7, 6		6	3	1	12	0.07692307692307693	0.041666666666666664	1.0833333333333333	0.037037037037037035
4	3	1/2	1/2	3/4	2	1	V7		E	I		V7	V		7					Mm7	0	0	5, 9, 6, 3		5	5	3	10	0.23076923076923078	0.125	0.75	0.14285714285714285
5	4	1/8	1/8	3/4	2	1	vi\\		E	I		vi	vi						\\	m	0	0	7, 4, 8		7	7	0	11	0.0	0.0	1.0416666666666667	0.0
5	4	1/2	1/2	3/4	2	1	I64		E	I		I64	I		64					M	0	0	5, 4, 8		4	5	1	3	0.25	0.041666666666666664	0.2916666666666667	0.12499999999999999
