mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	2/2	1	1	.A.I				A	I		I		I							M	0	0	3, 7, 4		3	3	3	8	0.2727272727272727	0.10416666666666667	1.8958333333333333	0.052083333333333336
1	1	1/2	1/2	2/2	1	1	I6				A	I		I6		I		6					M	0	0	7, 4, 3		3	7	0	5	0.0	0.0	1.0	0.0
1	1	3/4	3/4	2/2	1	1	IV				A	I		IV		IV							M	0	0	2, 6, 3		2	2	0	5	0.0	0.0	1.0	0.0
2	2	0	0	2/2	1	1	I6				A	I		I6		I		6					M	0	0	7, 4, 3		3	7	3	8	0.2727272727272727	0.1875	1.8125	0.09375
2	2	1/2	1/2	2/2	1	1	I				A	I		I		I							M	0	0	3, 7, 4		3	3	0	4	0.0	0.0	1.0	0.0
2	2	15/16	15/16	2/2	1	1	V				A	I		V		V							M	0	0	4, 8, 5		4	4	0	1	0.0	0.0	0.0625	0.0
3	3	0	0	2/2	1	1	I[I				A	I	I	I		I							M	0	0	3, 7, 4		3	3	0	3	0.0	0.0	0.75	0.0
3	3	1/8	1/8	2/2	1	1	viio64				A	I	I	viio64		vii	o	64					o	0	0	2, 8, 5		8	2	0	2	0.0	0.0	0.25	0.0
3	3	1/4	1/4	2/2	1	1	I				A	I	I	I		I							M	0	0	3, 7, 4		3	3	0	2	0.0	0.0	0.25	0.0
3	3	3/8	3/8	2/2	1	1	viio64				A	I	I	viio64		vii	o	64					o	0	0	2, 8, 5		8	2	0	2	0.0	0.0	0.25	0.0
3	3	1/2	1/2	2/2	1	1	I				A	I	I	I		I							M	0	0	3, 7, 4		3	3	0	3	0.0	0.0	0.75	0.0
3	3	5/8	5/8	2/2	1	1	V				A	I	I	V		V							M	0	0	4, 8, 5		4	4	0	2	0.0	0.0	0.25	0.0
3	3	3/4	3/4	2/2	1	1	IV				A	I	I	IV		IV							M	0	0	2, 6, 3		2	2	0	2	0.0	0.0	0.25	0.0
3	3	7/8	7/8	2/2	1	1	I]				A	I	I	I		I							M	0	0	3, 7, 4		3	3	0	2	0.0	0.0	0.25	0.0
4	4	0	0	2/2	1	1	V(64)				A	I		V(64)		V			64				M	0	0	4, 3, 7		4	4	0	3	0.0	0.0	1.0	0.0
4	4	1/4	1/4	2/2	1	1	V7				A	I		V7		V		7					Mm7	0	0	4, 8, 5, 2		4	4	1	5	0.16666666666666666	0.0625	0.4375	0.125
4	4	1/2	1/2	2/2	1	1	I\\				A	I		I		I						\\	M	0	0	3, 7, 4		3	3	0	3	0.0	0.0	0.75	0.0
4	4	15/16	15/16	2/2	1	1	I				A	I		I		I							M	0	0	3, 7, 4		3	3	0	1	0.0	0.0	0.0625	0.0
5	5	0	0	2/2	1	1	IV6				A	I		IV6		IV		6					M	0	0	6, 3, 2		2	6	0	4	0.0	0.0	0.75	0.0
5	5	1/4	1/4	2/2	1	1	#viio43(4)/ii				A	I		#viio43(4)/ii		#vii	o	43	4	ii			o7	0	0	4, 1, 10, 2		10	4	0	4	0.0	0.0	0.875	0.0
5	5	3/8	3/8	2/2	1	1	#viio43/ii				A	I		#viio43/ii		#vii	o	43		ii			o7	0	0	4, 1, 10, 7		10	4	0	1	0.0	0.0	0.125	0.0
5	5	1/2	1/2	2/2	1	1	ii6				A	I		ii6		ii		6					m	0	0	2, 6, 5		5	2	3	7	0.3	0.1875	0.6875	0.21428571428571427
6	6	0	0	2/2	1	1	I6				A	I		I6		I		6					M	0	0	7, 4, 3		3	7	0	4	0.0	0.0	0.75	0.0
6	6	1/4	1/4	2/2	1	1	ii				A	I		ii		ii							m	0	0	5, 2, 6		5	5	0	4	0.0	0.0	0.875	0.0
6	6	3/8	3/8	2/2	1	1	viio6				A	I		viio6		vii	o	6					o	0	0	5, 2, 8		8	5	0	1	0.0	0.0	0.125	0.0
6	6	1/2	1/2	2/2	1	1	I				A	I		I		I							M	0	0	3, 7, 4		3	3	3	7	0.3	0.1875	0.9375	0.16666666666666666
7	7	0	0	2/2	1	1	V7(4)				A	I		V7(4)		V		7	4				Mm7	0	0	4, 3, 5, 2		4	4	0	4	0.0	0.0	1.3125	0.0
7	7	3/16	3/16	2/2	1	1	V7				A	I		V7		V		7					Mm7	0	0	4, 8, 5, 2		4	4	0	3	0.0	0.0	0.25	0.0
7	7	1/2	1/2	2/2	1	1	V(+64)				A	I		V(+64)		V			+64				M	0	0	4, 3, 5	7	4	4	0	4	0.0	0.0	1.3125	0.0
7	7	11/16	11/16	2/2	1	1	V(64)				A	I		V(64)		V			64				M	0	0	4, 3, 7		4	4	0	8	0.0	0.0	3.25	0.0
8	8	1/2	1/2	2/2	1	1	V\\				A	I		V		V						\\	M	0	0	4, 8, 5		4	4	0	2	0.0	0.0	0.125	0.0
8	8	9/16	9/16	2/2	1	1	V				A	I		V		V							M	0	0	4, 8, 5		4	4	4	3	0.5714285714285714	0.25	0.1875	0.5714285714285714
9	9	0	0	2/2	1	1	I				A	I		I		I							M	0	0	3, 7, 4		3	3	3	8	0.2727272727272727	0.10416666666666667	1.8958333333333333	0.052083333333333336
9	9	1/2	1/2	2/2	1	1	I6				A	I		I6		I		6					M	0	0	7, 4, 3		3	7	0	5	0.0	0.0	1.0	0.0
9	9	3/4	3/4	2/2	1	1	IV				A	I		IV		IV							M	0	0	2, 6, 3		2	2	0	5	0.0	0.0	1.0	0.0
