mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	0	0	1/4	2/4	2	1	Eb.I6					Eb	I		I6		I		6					M	0	0	1, -2, -3		-3	1	0	4	0.0	0.0	0.5	0.0
2	1	0	0	2/4	2	1	I					Eb	I		I		I							M	0	0	-3, 1, -2		-3	-3	0	64	0.0	0.0	7.0	0.0
6	5	0	0	2/4	2	1	V43					Eb	I		V43		V		43					Mm7	0	0	-1, -4, -2, 2		-2	-1	0	7	0.0	0.0	0.75	0.0
6	5	1/4	1/4	2/4	2	1	I					Eb	I		I		I							M	0	0	-3, 1, -2		-3	-3	0	8	0.0	0.0	0.75	0.0
7	6	0	0	2/4	2	1	V43					Eb	I		V43		V		43					Mm7	0	0	-1, -4, -2, 2		-2	-1	0	7	0.0	0.0	0.75	0.0
7	6	1/4	1/4	2/4	2	1	I					Eb	I		I		I							M	0	0	-3, 1, -2		-3	-3	0	8	0.0	0.0	0.75	0.0
8	7	0	0	2/4	2	1	IV					Eb	I		IV		IV							M	0	0	-4, 0, -3		-4	-4	0	8	0.0	0.0	0.75	0.0
8	7	1/4	1/4	2/4	2	1	ii6					Eb	I		ii6		ii		6					m	0	0	-4, 0, -1		-1	-4	0	4	0.0	0.0	0.375	0.0
8	7	3/8	3/8	2/4	2	1	vii%7/V	0	-8	/		Eb	I		vii%7/V		vii	%	7		V			%7	0	0	3, 0, -3, 1		3	3	0	4	0.0	0.0	0.375	0.0
9	8	0	0	2/4	2	1	V(64)					Eb	I		V(64)		V			64				M	0	0	-2, -3, 1		-2	-2	0	3	0.0	0.0	0.375	0.0
9	8	1/8	1/8	2/4	2	1	V\\					Eb	I		V		V						\\	M	0	0	-2, 2, -1		-2	-2	0	3	0.0	0.0	0.375	0.0
9	8	1/4	1/4	2/4	2	1	I6					Eb	I		I6		I		6					M	0	0	1, -2, -3		-3	1	0	4	0.0	0.0	0.5	0.0
10	9	0	0	2/4	2	1	I					Eb	I		I		I							M	0	0	-3, 1, -2		-3	-3	0	56	0.0	0.0	6.25	0.0
13	12	1/4	1/4	2/4	2	1	viio/IV					Eb	I		viio/IV		vii	o			IV			o	0	0	1, -2, -5		1	1	0	8	0.0	0.0	0.75	0.0
14	13	0	0	2/4	2	1	IV(9)					Eb	I		IV(9)		IV			9				M	0	0	-4, 0, -3	-2	-4	-4	0	4	0.0	0.0	0.5	0.0
14	13	1/8	1/8	2/4	2	1	IV					Eb	I		IV		IV							M	0	0	-4, 0, -3		-4	-4	0	3	0.0	0.0	0.25	0.0
14	13	1/4	1/4	2/4	2	1	V7					Eb	I		V7		V		7					Mm7	0	0	-2, 2, -1, -4		-2	-2	0	8	0.0	0.0	0.75	0.0
15	14	0	0	2/4	2	1	vi(4)					Eb	I		vi(4)		vi			4				m	0	0	0, -1, 1		0	0	0	4	0.0	0.0	0.5	0.0
15	14	1/8	1/8	2/4	2	1	vi					Eb	I		vi		vi							m	0	0	0, -3, 1		0	0	0	3	0.0	0.0	0.25	0.0
15	14	1/4	1/4	2/4	2	1	#viio43/ii					Eb	I		#viio43/ii		#vii	o	43		ii			o7	0	0	-2, -5, 4, 1		4	-2	0	10	0.0	0.0	1.0	0.0
16	15	0	0	2/4	2	1	ii6					Eb	I		ii6		ii		6					m	0	0	-4, 0, -1		-1	-4	0	10	0.0	0.0	1.0	0.0
16	15	1/4	1/4	2/4	2	1	V7					Eb	I		V7		V		7					Mm7	0	0	-2, 2, -1, -4		-2	-2	0	10	0.0	0.0	1.0	0.0
17	16	0	0	2/4	2	1	I\\					Eb	I		I		I						\\	M	0	0	-3, 1, -2		-3	-3	0	4	0.0	0.0	0.5	0.0
17	16	1/4	1/4	2/4	2	1	I6					Eb	I		I6		I		6					M	0	0	1, -2, -3		-3	1	0	8	0.0	0.0	0.75	0.0
18	17	0	0	2/4	2	1	IV					Eb	I		IV		IV							M	0	0	-4, 0, -3		-4	-4	0	8	0.0	0.0	0.75	0.0
18	17	1/4	1/4	2/4	2	1	IV6				vi	Eb	I		IV6		IV		6					M	0	0	0, -3, -4		-4	0	0	8	0.0	0.0	0.75	0.0
19	18	0	0	2/4	2	1	I					Eb	I		I		I							M	0	0	-3, 1, -2		-3	-3	0	7	0.0	0.0	1.0	0.0
19	18	1/4	1/4	2/4	2	1	I6					Eb	I		I6		I		6					M	0	0	1, -2, -3		-3	1	0	8	0.0	0.0	0.75	0.0
20	19	0	0	2/4	2	1	IV					Eb	I		IV		IV							M	0	0	-4, 0, -3		-4	-4	0	8	0.0	0.0	0.75	0.0
20	19	1/4	1/4	2/4	2	1	IV6				vi	Eb	I		IV6		IV		6					M	0	0	0, -3, -4		-4	0	0	8	0.0	0.0	0.75	0.0
21	20	0	0	2/4	2	1	I					Eb	I		I		I							M	0	0	-3, 1, -2		-3	-3	0	7	0.0	0.0	1.0	0.0
21	20	1/4	1/4	2/4	2	1	vi				IV6	Eb	I		vi		vi							m	0	0	0, -3, 1		0	0	0	8	0.0	0.0	0.75	0.0
22	21	0	0	2/4	2	1	IV					Eb	I		IV		IV							M	0	0	-4, 0, -3		-4	-4	0	8	0.0	0.0	0.75	0.0
22	21	1/4	1/4	2/4	2	1	ii					Eb	I		ii		ii							m	0	0	-1, -4, 0		-1	-1	0	8	0.0	0.0	0.75	0.0
23	22	0	0	2/4	2	1	V7					Eb	I		V7		V		7					Mm7	0	0	-2, 2, -1, -4		-2	-2	0	7	0.0	0.0	1.0	0.0
23	22	1/4	1/4	2/4	2	1	IV					Eb	I		IV		IV							M	0	0	-4, 0, -3		-4	-4	0	8	0.0	0.0	0.75	0.0
24	23	0	0	2/4	2	1	ii					Eb	I		ii		ii							m	0	0	-1, -4, 0		-1	-1	0	8	0.0	0.0	0.75	0.0
24	23	1/4	1/4	2/4	2	1	viio					Eb	I		viio		vii	o						o	0	0	2, -1, -4		2	2	0	8	0.0	0.0	0.75	0.0
25	24	0	0	2/4	2	1	V[V					Eb	I	V	V		V							M	0	0	-2, 2, -1		-2	-2	0	32	0.0	0.0	3.0	0.0
27	26	0	0	2/4	2	1	viio43/V]					Eb	I	V	viio43/V		vii	o	43		V			o7	0	0	-3, -6, 3, 0		3	-3	8	24	0.25	1.0	2.0	0.3333333333333333
29	28	0	0	2/4	2	1	#viio7/vi					Eb	I		#viio7/vi		#vii	o	7		vi			o7	0	0	5, 2, -1, -4		5	5	0	6	0.0	0.0	0.75	0.0
29	28	1/4	1/4	2/4	2	1	vi					Eb	I		vi		vi							m	0	0	0, -3, 1		0	0	0	6	0.0	0.0	0.75	0.0
30	29	0	0	2/4	2	1	ii65					Eb	I		ii65		ii		65					mm7	0	0	-4, 0, -3, -1		-1	-4	0	6	0.0	0.0	0.75	0.0
30	29	1/4	1/4	2/4	2	1	V					Eb	I		V		V							M	0	0	-2, 2, -1		-2	-2	0	5	0.0	0.0	0.5	0.0
31	30	0	0	2/4	2	1	I[I\\					Eb	I	I	I		I						\\	M	0	0	-3, 1, -2		-3	-3	0	8	0.0	0.0	1.25	0.0
31	30	3/8	3/8	2/4	2	1	V					Eb	I	I	V		V							M	0	0	-2, 2, -1		-2	-2	0	4	0.0	0.0	0.375	0.0
32	31	0	0	2/4	2	1	I					Eb	I	I	I		I							M	0	0	-3, 1, -2		-3	-3	0	10	0.0	0.0	1.25	0.0
32	31	3/8	3/8	2/4	2	1	V					Eb	I	I	V		V							M	0	0	-2, 2, -1		-2	-2	0	4	0.0	0.0	0.375	0.0
33	32	0	0	2/4	2	1	I					Eb	I	I	I		I							M	0	0	-3, 1, -2		-3	-3	0	8	0.0	0.0	1.25	0.0
33	32	3/8	3/8	2/4	2	1	V					Eb	I	I	V		V							M	0	0	-2, 2, -1		-2	-2	0	4	0.0	0.0	0.375	0.0
34	33	0	0	2/4	2	1	I					Eb	I	I	I		I							M	0	0	-3, 1, -2		-3	-3	0	10	0.0	0.0	1.25	0.0
34	33	3/8	3/8	2/4	2	1	V					Eb	I	I	V		V							M	0	0	-2, 2, -1		-2	-2	0	4	0.0	0.0	0.375	0.0
35	34	0	0	2/4	2	1	I					Eb	I	I	I		I							M	0	0	-3, 1, -2		-3	-3	0	8	0.0	0.0	1.25	0.0
35	34	3/8	3/8	2/4	2	1	V					Eb	I	I	V		V							M	0	0	-2, 2, -1		-2	-2	0	4	0.0	0.0	0.375	0.0
36	35	0	0	2/4	2	1	I					Eb	I	I	I		I							M	0	0	-3, 1, -2		-3	-3	0	8	0.0	0.0	1.25	0.0
36	35	3/8	3/8	2/4	2	1	V					Eb	I	I	V		V							M	0	0	-2, 2, -1		-2	-2	0	4	0.0	0.0	0.375	0.0
37	36	0	0	2/4	2	1	I\\					Eb	I	I	I		I						\\	M	0	0	-3, 1, -2		-3	-3	0	15	0.0	0.0	1.875	0.0
39	37	0	1/4	2/4	2	1	I]					Eb	I	I	I		I							M	0	0	-3, 1, -2		-3	-3	0	6	0.0	0.0	0.5	0.0
40	38	0	0	2/4	2	1	V6					Eb	I		V6		V		6					M	0	0	2, -1, -2		-2	2	0	6	0.0	0.0	0.5	0.0
40	38	1/4	1/4	2/4	2	1	vi7					Eb	I		vi7		vi		7					mm7	0	0	0, -3, 1, -2		0	0	0	6	0.0	0.0	0.5	0.0
41	39	0	0	2/4	2	1	V					Eb	I		V		V							M	0	0	-2, 2, -1		-2	-2	0	6	0.0	0.0	0.5	0.0
41	39	1/4	1/4	2/4	2	1	I					Eb	I		I		I							M	0	0	-3, 1, -2		-3	-3	0	6	0.0	0.0	0.5	0.0
42	40	0	0	2/4	2	1	V6					Eb	I		V6		V		6					M	0	0	2, -1, -2		-2	2	0	6	0.0	0.0	0.5	0.0
42	40	1/4	1/4	2/4	2	1	vi7					Eb	I		vi7		vi		7					mm7	0	0	0, -3, 1, -2		0	0	0	6	0.0	0.0	0.5	0.0
43	41	0	0	2/4	2	1	V					Eb	I		V		V							M	0	0	-2, 2, -1		-2	-2	0	6	0.0	0.0	0.5	0.0
43	41	1/4	1/4	2/4	2	1	V.I6					Eb	V		I6		I		6					M	0	0	2, -1, -2		-2	2	0	8	0.0	0.0	0.625	0.0
44	42	0	0	2/4	2	1	V43					Eb	V		V43		V		43					Mm7	0	0	0, -3, -1, 3		-1	0	0	8	0.0	0.0	0.625	0.0
44	42	1/4	1/4	2/4	2	1	I					Eb	V		I		I							M	0	0	-2, 2, -1		-2	-2	0	8	0.0	0.0	0.625	0.0
45	43	0	0	2/4	2	1	V					Eb	V		V		V							M	0	0	-1, 3, 0		-1	-1	0	7	0.0	0.0	0.5625	0.0
45	43	1/4	1/4	2/4	2	1	I6					Eb	V		I6		I		6					M	0	0	2, -1, -2		-2	2	0	8	0.0	0.0	0.625	0.0
46	44	0	0	2/4	2	1	V43					Eb	V		V43		V		43					Mm7	0	0	0, -3, -1, 3		-1	0	0	8	0.0	0.0	0.625	0.0
46	44	1/4	1/4	2/4	2	1	I					Eb	V		I		I							M	0	0	-2, 2, -1		-2	-2	0	8	0.0	0.0	0.625	0.0
