mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	0	0	3/8	3/4	2	1	D.V				D	I		V		V							M	0	0	3, 7, 4		3	3	0	1	0.0	0.0	0.125	0.0
1	0	1/8	1/2	3/4	2	1	I				D	I		I		I							M	0	0	2, 6, 3		2	2	0	5	0.0	0.0	0.625	0.0
2	1	0	0	3/4	2	1	V43(4)				D	I		V43(4)		V		43	4				Mm7	0	0	4, 1, 3, 2		3	4	0	4	0.0	0.0	1.75	0.0
2	1	1/4	1/4	3/4	2	1	V43				D	I		V43		V		43					Mm7	0	0	4, 1, 3, 7		3	4	1	1	0.5	0.0625	0.1875	0.25
2	1	1/2	1/2	3/4	2	1	V65				D	I		V65		V		65					Mm7	0	0	7, 4, 1, 3		3	7	0	6	0.0	0.0	0.75	0.0
3	2	0	0	3/4	2	1	I				D	I		I		I							M	0	0	2, 6, 3		2	2	1	4	0.2	0.0625	0.9375	0.0625
3	2	1/4	1/4	3/4	2	1	V				D	I		V		V							M	0	0	3, 7, 4		3	3	0	4	0.0	0.0	0.5	0.0
3	2	3/8	3/8	3/4	2	1	vi				D	I		vi		vi							m	0	0	5, 2, 6		5	5	0	6	0.0	0.0	0.75	0.0
3	2	5/8	5/8	3/4	2	1	#viio43/ii	0	-8	/	D	I		#viio43/ii		#vii	o	43		ii			o7	0	0	3, 0, 9, 6		9	3	0	4	0.0	0.0	0.5	0.0
4	3	0	0	3/4	2	1	ii6				D	I		ii6		ii		6					m	0	0	1, 5, 4		4	1	4	10	0.2857142857142857	0.375	2.125	0.15
4	3	5/8	5/8	3/4	2	1	vii%7/V	0	-8	/	D	I		vii%7/V		vii	%	7		V			%7	0	0	8, 5, 2, 6		8	8	0	4	0.0	0.0	0.5	0.0
5	4	0	0	3/4	2	1	V(64)				D	I		V(64)		V			64				M	0	0	3, 2, 6		3	3	1	4	0.2	0.0625	1.1875	0.05
5	4	1/4	1/4	3/4	2	1	V\\				D	I		V		V						\\	M	0	0	3, 7, 4		3	3	0	2	0.0	0.0	0.25	0.0
5	4	3/8	3/8	3/4	2	1	V				D	I		V		V							M	0	0	3, 7, 4		3	3	0	1	0.0	0.0	0.125	0.0
5	4	1/2	1/2	3/4	2	1	I				D	I		I		I							M	0	0	2, 6, 3		2	2	0	5	0.0	0.0	0.625	0.0
6	5	0	0	3/4	2	1	V43(4)				D	I		V43(4)		V		43	4				Mm7	0	0	4, 1, 3, 2		3	4	0	4	0.0	0.0	1.75	0.0
6	5	1/4	1/4	3/4	2	1	V43				D	I		V43		V		43					Mm7	0	0	4, 1, 3, 7		3	4	1	1	0.5	0.0625	0.1875	0.25
6	5	1/2	1/2	3/4	2	1	V65				D	I		V65		V		65					Mm7	0	0	7, 4, 1, 3		3	7	0	6	0.0	0.0	0.75	0.0
7	6	0	0	3/4	2	1	I				D	I		I		I							M	0	0	2, 6, 3		2	2	1	4	0.2	0.0625	0.9375	0.0625
7	6	1/4	1/4	3/4	2	1	V				D	I		V		V							M	0	0	3, 7, 4		3	3	0	4	0.0	0.0	0.5	0.0
7	6	3/8	3/8	3/4	2	1	vi				D	I		vi		vi							m	0	0	5, 2, 6		5	5	0	3	0.0	0.0	0.375	0.0
7	6	1/2	1/2	3/4	2	1	ii6				D	I		ii6		ii		6					m	0	0	1, 5, 4		4	1	0	4	0.0	0.0	0.5	0.0
