mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	0	0	1/4	2/4	2	1	Bb.I6					Bb	I		I6		I		6					M	0	0	2, -1, -2		-2	2	0	6	0.0	0.0	0.5	0.0
2	1	0	0	2/4	2	1	I					Bb	I		I		I							M	0	0	-2, 2, -1		-2	-2	0	6	0.0	0.0	0.5	0.0
2	1	1/4	1/4	2/4	2	1	I6					Bb	I		I6		I		6					M	0	0	2, -1, -2		-2	2	0	6	0.0	0.0	0.5	0.0
3	2	0	0	2/4	2	1	I[I					Bb	I	I	I		I							M	0	0	-2, 2, -1		-2	-2	0	11	0.0	0.0	1.5	0.0
3	2	3/8	3/8	2/4	2	1	V2					Bb	I	I	V2		V		2					Mm7	0	0	-3, -1, 3, 0		-1	-3	0	4	0.0	0.0	0.25	0.0
4	3	0	0	2/4	2	1	I]					Bb	I	I	I		I							M	0	0	-2, 2, -1		-2	-2	0	9	0.0	0.0	0.75	0.0
4	3	1/4	1/4	2/4	2	1	V65					Bb	I		V65		V		65					Mm7	0	0	3, 0, -3, -1		-1	3	0	5	0.0	0.0	0.3125	0.0
4	3	3/8	3/8	2/4	2	1	I					Bb	I		I		I							M	0	0	-2, 2, -1		-2	-2	0	4	0.0	0.0	0.25	0.0
5	4	0	0	2/4	2	1	V(64)					Bb	I		V(64)		V			64				M	0	0	-1, -2, 2		-1	-1	0	4	0.0	0.0	0.375	0.0
5	4	1/8	1/8	2/4	2	1	V					Bb	I		V		V							M	0	0	-1, 3, 0		-1	-1	0	3	0.0	0.0	0.375	0.0
5	4	1/4	1/4	2/4	2	1	I6					Bb	I		I6		I		6					M	0	0	2, -1, -2		-2	2	0	6	0.0	0.0	0.5	0.0
6	5	0	0	2/4	2	1	I					Bb	I		I		I							M	0	0	-2, 2, -1		-2	-2	0	6	0.0	0.0	0.5	0.0
6	5	1/4	1/4	2/4	2	1	I6					Bb	I		I6		I		6					M	0	0	2, -1, -2		-2	2	0	6	0.0	0.0	0.5	0.0
7	6	0	0	2/4	2	1	I					Bb	I		I		I							M	0	0	-2, 2, -1		-2	-2	0	7	0.0	0.0	1.0	0.0
7	6	1/4	1/4	2/4	2	1	I6					Bb	I		I6		I		6					M	0	0	2, -1, -2		-2	2	0	7	0.0	0.0	0.625	0.0
8	7	0	0	2/4	2	1	ii65					Bb	I		ii65		ii		65					mm7	0	0	-3, 1, -2, 0		0	-3	3	5	0.375	0.125	0.5	0.2
8	7	1/4	1/4	2/4	2	1	V7					Bb	I		V7		V		7					Mm7	0	0	-1, 3, 0, -3		-1	-1	2	5	0.2857142857142857	0.125	0.5	0.2
9	8	0	0	2/4	2	1	I\\					Bb	I		I		I						\\	M	0	0	-2, 2, -1		-2	-2	0	3	0.0	0.0	0.375	0.0
9	8	1/4	1/4	2/4	2	1	V[V					Bb	I	V	V		V							M	0	0	-1, 3, 0		-1	-1	0	6	0.0	0.0	0.625	0.0
9	8	3/8	3/8	2/4	2	1	I					Bb	I	V	I		I							M	0	0	-2, 2, -1		-2	-2	0	5	0.0	0.0	0.375	0.0
10	9	0	0	2/4	2	1	V7					Bb	I	V	V7		V		7					Mm7	0	0	-1, 3, 0, -3		-1	-1	5	11	0.3125	0.16666666666666666	1.8333333333333333	0.08333333333333333
11	10	0	0	2/4	2	1	I					Bb	I	V	I		I							M	0	0	-2, 2, -1		-2	-2	1	12	0.07692307692307693	0.041666666666666664	1.2083333333333333	0.03333333333333333
11	10	3/8	3/8	2/4	2	1	V7					Bb	I	V	V7		V		7					Mm7	0	0	-1, 3, 0, -3		-1	-1	0	5	0.0	0.0	0.375	0.0
12	11	0	0	2/4	2	1	I6					Bb	I	V	I6		I		6					M	0	0	2, -1, -2		-2	2	6	9	0.4	0.25	1.75	0.125
13	12	0	0	2/4	2	1	V7]\\					Bb	I	V	V7		V		7				\\	Mm7	0	0	-1, 3, 0, -3		-1	-1	16	48	0.25	0.6666666666666666	4.583333333333333	0.12698412698412698
17	16	1/4	1/4	2/4	2	1	I6					Bb	I		I6		I		6					M	0	0	2, -1, -2		-2	2	1	7	0.125	0.041666666666666664	0.4583333333333333	0.08333333333333333
18	17	0	0	2/4	2	1	I					Bb	I		I		I							M	0	0	-2, 2, -1		-2	-2	0	6	0.0	0.0	0.5	0.0
18	17	1/4	1/4	2/4	2	1	I6					Bb	I		I6		I		6					M	0	0	2, -1, -2		-2	2	0	6	0.0	0.0	0.5	0.0
19	18	0	0	2/4	2	1	I[I					Bb	I	I	I		I							M	0	0	-2, 2, -1		-2	-2	0	11	0.0	0.0	1.5	0.0
19	18	3/8	3/8	2/4	2	1	V2					Bb	I	I	V2		V		2					Mm7	0	0	-3, -1, 3, 0		-1	-3	0	4	0.0	0.0	0.25	0.0
20	19	0	0	2/4	2	1	I]					Bb	I	I	I		I							M	0	0	-2, 2, -1		-2	-2	0	9	0.0	0.0	0.75	0.0
20	19	1/4	1/4	2/4	2	1	V65					Bb	I		V65		V		65					Mm7	0	0	3, 0, -3, -1		-1	3	0	5	0.0	0.0	0.3125	0.0
20	19	3/8	3/8	2/4	2	1	I					Bb	I		I		I							M	0	0	-2, 2, -1		-2	-2	0	4	0.0	0.0	0.25	0.0
21	20	0	0	2/4	2	1	V(64)					Bb	I		V(64)		V			64				M	0	0	-1, -2, 2		-1	-1	0	4	0.0	0.0	0.375	0.0
21	20	1/8	1/8	2/4	2	1	V					Bb	I		V		V							M	0	0	-1, 3, 0		-1	-1	0	3	0.0	0.0	0.375	0.0
21	20	1/4	1/4	2/4	2	1	I6					Bb	I		I6		I		6					M	0	0	2, -1, -2		-2	2	1	7	0.125	0.041666666666666664	0.4583333333333333	0.08333333333333333
22	21	0	0	2/4	2	1	I					Bb	I		I		I							M	0	0	-2, 2, -1		-2	-2	0	6	0.0	0.0	0.5	0.0
22	21	1/4	1/4	2/4	2	1	I6					Bb	I		I6		I		6					M	0	0	2, -1, -2		-2	2	0	6	0.0	0.0	0.5	0.0
23	22	0	0	2/4	2	1	V65/IV					Bb	I		V65/IV		V		65		IV			Mm7	0	0	2, -1, -4, -2		-2	2	0	7	0.0	0.0	2.625	0.0
23	22	3/8	3/8	2/4	2	1	IV					Bb	I		IV		IV							M	0	0	-3, 1, -2		-3	-3	1	5	0.16666666666666666	0.03125	0.46875	0.0625
24	23	0	0	2/4	2	1	V(64)					Bb	I		V(64)		V			64				M	0	0	-1, -2, 2		-1	-1	0	4	0.0	0.0	0.5	0.0
24	23	1/8	1/8	2/4	2	1	IV6					Bb	I		IV6		IV		6					M	0	0	1, -2, -3		-3	1	1	5	0.16666666666666666	0.03125	0.46875	0.0625
24	23	1/4	1/4	2/4	2	1	V2/IV					Bb	I		V2/IV		V		2		IV			Mm7	0	0	-4, -2, 2, -1		-2	-4	0	4	0.0	0.0	0.5	0.0
24	23	3/8	3/8	2/4	2	1	IV6					Bb	I		IV6		IV		6					M	0	0	1, -2, -3		-3	1	1	5	0.16666666666666666	0.03125	0.46875	0.0625
25	24	0	0	2/4	2	1	V7					Bb	I		V7		V		7					Mm7	0	0	-1, 3, 0, -3		-1	-1	0	4	0.0	0.0	1.0	0.0
