mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	0	0	1/4	2/4	2	1	C.I	-0.0988064	-5.59284	/		C	I		I		I							M	0	0	0, 4, 1		0	0	1	3	0.25	0.0625	0.1875	0.25
1	0	1/8	3/8	2/4	2	1	V64					C	I		V64		V		64					M	0	0	2, 1, 5		1	2	1	3	0.25	0.0625	0.1875	0.25
2	1	0	0	2/4	2	1	I					C	I		I		I							M	0	0	0, 4, 1		0	0	2	7	0.2222222222222222	0.0	0.5	0.0
2	1	1/4	1/4	2/4	2	1	V7					C	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1	0	8	0.0	0.0	0.5	0.0
3	2	0	0	2/4	2	1	I\\					C	I		I		I						\\	M	0	0	0, 4, 1		0	0	0	6	0.0	0.0	0.5	0.0
3	2	1/4	1/4	2/4	2	1	I					C	I		I		I							M	0	0	0, 4, 1		0	0	1	3	0.25	0.0625	0.1875	0.25
3	2	3/8	3/8	2/4	2	1	V64					C	I		V64		V		64					M	0	0	2, 1, 5		1	2	1	3	0.25	0.0625	0.1875	0.25
4	3	0	0	2/4	2	1	I					C	I		I		I							M	0	0	0, 4, 1		0	0	0	6	0.0	0.0	0.5	0.0
4	3	1/4	1/4	2/4	2	1	V7					C	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1	0	8	0.0	0.0	0.5	0.0
5	4	0	0	2/4	2	1	I\\					C	I		I		I						\\	M	0	0	0, 4, 1		0	0	0	3	0.0	0.0	0.5	0.0
5	4	1/4	1/4	2/4	2	1	I					C	I		I		I							M	0	0	0, 4, 1		0	0	2	4	0.3333333333333333	0.03125	0.21875	0.125
5	4	3/8	3/8	2/4	2	1	V64					C	I		V64		V		64					M	0	0	2, 1, 5		1	2	3	3	0.5	0.109375	0.140625	0.4375
6	5	0	0	2/4	2	1	I					C	I		I		I							M	0	0	0, 4, 1		0	0	0	8	0.0	0.0	0.5	0.0
6	5	1/4	1/4	2/4	2	1	V7					C	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1	4	8	0.3333333333333333	0.125	0.375	0.25
7	6	0	0	2/4	2	1	I\\					C	I		I		I						\\	M	0	0	0, 4, 1		0	0	0	7	0.0	0.0	0.5	0.0
7	6	1/4	1/4	2/4	2	1	I					C	I		I		I							M	0	0	0, 4, 1		0	0	2	4	0.3333333333333333	0.03125	0.21875	0.125
7	6	3/8	3/8	2/4	2	1	V64					C	I		V64		V		64					M	0	0	2, 1, 5		1	2	3	3	0.5	0.109375	0.140625	0.4375
