mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	4/4	2	1	f.i					f	i		i		i							m	1	1	-1, -4, 0		-1	-1	2	22	0.08333333333333333	0.0625	4.6875	0.013157894736842105
3	3	0	0	4/4	2	1	i6					f	i		i6		i		6					m	1	1	-4, 0, -1		-1	-4	1	24	0.04	0.0625	5.4375	0.011363636363636364
5	5	0	0	4/4	2	1	#viio65(6)					f	i		#viio65(6)		#vii	o	65	6				o7	1	1	1, 0, -5, 4		4	1	1	6	0.14285714285714285	0.125	1.875	0.0625
5	5	1/2	1/2	4/4	2	1	#viio65					f	i		#viio65		#vii	o	65					o7	1	1	1, -2, -5, 4		4	1	0	17	0.0	0.0	3.5	0.0
7	7	0	0	4/4	2	1	#viio43(2)					f	i		#viio43(2)		#vii	o	43	2				o7	1	1	-2, -5, -1, 1		4	-2	1	6	0.14285714285714285	0.125	1.875	0.0625
7	7	1/2	1/2	4/4	2	1	#viio43					f	i		#viio43		#vii	o	43					o7	1	1	-2, -5, 4, 1		4	-2	2	18	0.1	0.0625	3.4375	0.017857142857142856
9	9	0	0	4/4	2	1	i6					f	i		i6		i		6					m	1	1	-4, 0, -1		-1	-4	0	14	0.0	0.0	2.625	0.0
10	10	0	0	4/4	2	1	#viio43					f	i		#viio43		#vii	o	43					o7	1	1	-2, -5, 4, 1		4	-2	3	14	0.17647058823529413	0.25	2.75	0.08333333333333333
11	11	0	0	4/4	2	1	i6					f	i		i6		i		6					m	1	1	-4, 0, -1		-1	-4	0	14	0.0	0.0	2.625	0.0
12	12	0	0	4/4	2	1	#viio43					f	i		#viio43		#vii	o	43					o7	1	1	-2, -5, 4, 1		4	-2	3	14	0.17647058823529413	0.25	2.75	0.08333333333333333
13	13	0	0	4/4	2	1	i6\\					f	i		i6		i		6				\\	m	1	1	-4, 0, -1		-1	-4	0	4	0.0	0.0	0.8125	0.0
13	13	1/16	1/16	4/4	2	1	i6					f	i		i6		i		6					m	1	1	-4, 0, -1		-1	-4	4	7	0.36363636363636365	0.25	0.6875	0.26666666666666666
14	14	0	0	4/4	2	1	iv6(2)					f	i		iv6(2)		iv		6	2				m	1	1	-5, -1, 0		-2	-5	0	4	0.0	0.0	1.0	0.0
14	14	1/4	1/4	4/4	2	1	iv6					f	i		iv6		iv		6					m	1	1	-5, -1, -2		-2	-5	0	3	0.0	0.0	0.625	0.0
14	14	1/2	1/2	4/4	2	1	iio6					f	i		iio6		ii	o	6					o	1	1	-2, -5, 1		1	-2	0	6	0.0	0.0	1.375	0.0
15	15	0	0	4/4	2	1	#viio6					f	i		#viio6		#vii	o	6					o	1	1	1, -2, 4		4	1	0	7	0.0	0.0	1.625	0.0
15	15	1/2	1/2	4/4	2	1	V65					f	i		V65		V		65					Mm7	1	1	4, 1, -2, 0		0	4	0	6	0.0	0.0	1.375	0.0
16	16	0	0	4/4	2	1	i					f	i		i		i							m	1	1	-1, -4, 0		-1	-1	0	7	0.0	0.0	1.625	0.0
16	16	1/2	1/2	4/4	2	1	v6					f	i		v6		v		6					m	1	1	-3, 1, 0		0	-3	0	6	0.0	0.0	1.375	0.0
17	17	0	0	4/4	2	1	It6					f	i		It6	It	vii	o	6	b3	V			It	1	1	-5, -1, 5		5	-5	2	4	0.3333333333333333	0.25	1.75	0.125
17	17	1/2	1/2	4/4	2	1	Ger6					f	i		Ger6	Ger	vii	o	65	b3	V			Ger	1	1	-5, -1, -4, 5		5	-5	2	3	0.4	0.25	0.75	0.25
18	18	0	0	4/4	2	1	V[V\\					f	i	V	V		V						\\	M	1	1	0, 4, 1		0	0	0	3	0.0	0.0	0.75	0.0
18	18	3/8	3/8	4/4	2	1	V					f	i	V	V		V							M	1	1	0, 4, 1		0	0	1	2	0.3333333333333333	0.125	0.25	0.3333333333333333
18	18	3/4	3/4	4/4	2	1	V7					f	i	V	V7		V		7					Mm7	1	1	0, 4, 1, -2		0	0	0	5	0.0	0.0	1.0	0.0
19	19	0	0	4/4	2	1	i					f	i	V	i		i							m	1	1	-1, -4, 0		-1	-1	0	5	0.0	0.0	1.0	0.0
19	19	3/8	3/8	4/4	2	1	V					f	i	V	V		V							M	1	1	0, 4, 1		0	0	1	2	0.3333333333333333	0.125	0.25	0.3333333333333333
