mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	2/4	2	1	C.I					C	I		I		I							M	0	0	0, 4, 1		0	0	0	6	0.0	0.0	0.5	0.0
1	1	1/4	1/4	2/4	2	1	V6					C	I		V6		V		6					M	0	0	5, 2, 1		1	5	0	6	0.0	0.0	0.5	0.0
2	2	0	0	2/4	2	1	vi				IV6	C	I		vi		vi							m	0	0	3, 0, 4		3	3	1	5	0.16666666666666666	0.0625	0.4375	0.125
2	2	1/4	1/4	2/4	2	1	iii6					C	I		iii6		iii		6					m	0	0	1, 5, 4		4	1	0	5	0.0	0.0	0.5	0.0
3	3	0	0	2/4	2	1	ii6					C	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1	1	3	0.25	0.0625	0.1875	0.25
3	3	1/8	1/8	2/4	2	1	I6					C	I		I6		I		6					M	0	0	4, 1, 0		0	4	1	3	0.25	0.0625	0.1875	0.25
3	3	1/4	1/4	2/4	2	1	ii					C	I		ii		ii							m	0	0	2, -1, 3		2	2	1	3	0.25	0.0625	0.1875	0.25
3	3	3/8	3/8	2/4	2	1	ii6					C	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1	1	3	0.25	0.0625	0.1875	0.25
4	4	0	0	2/4	2	1	V					C	I		V		V							M	0	0	1, 5, 2		1	1	4	6	0.4	0.25	0.75	0.25
5	5	0	0	2/4	2	1	I					C	I		I		I							M	0	0	0, 4, 1		0	0	0	7	0.0	0.0	0.75	0.0
5	5	1/4	1/4	2/4	2	1	V6					C	I		V6		V		6					M	0	0	5, 2, 1		1	5	0	7	0.0	0.0	0.75	0.0
6	6	0	0	2/4	2	1	V2/IV					C	I		V2/IV		V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2	1	7	0.125	0.03125	0.71875	0.041666666666666664
6	6	1/4	1/4	2/4	2	1	IV6					C	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3	0	4	0.0	0.0	0.375	0.0
6	6	3/8	3/8	2/4	2	1	vii%7					C	I		vii%7		vii	%	7					%7	0	0	5, 2, -1, 3		5	5	0	4	0.0	0.0	0.375	0.0
7	7	0	0	2/4	2	1	I					C	I		I		I							M	0	0	0, 4, 1		0	0	1	3	0.25	0.03125	0.28125	0.1
7	7	1/8	1/8	2/4	2	1	ii6					C	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1	1	3	0.25	0.03125	0.28125	0.1
7	7	1/4	1/4	2/4	2	1	V(64)					C	I		V(64)		V			64				M	0	0	1, 0, 4		1	1	1	3	0.25	0.03125	0.28125	0.1
7	7	3/8	3/8	2/4	2	1	V					C	I		V		V							M	0	0	1, 5, 2		1	1	1	3	0.25	0.03125	0.28125	0.1
8	8	0	0	2/4	2	1	I(97)					C	I		I(97)		I			97				M	0	0	0, 4, 1	2, 5	0	0	1	3	0.25	0.0625	0.8125	0.07142857142857142
8	8	1/4	1/4	2/4	2	1	I\\					C	I		I		I						\\	M	0	0	0, 4, 1		0	0	0	2	0.0	0.0	0.25	0.0
8	8	3/8	3/8	2/4	2	1	I					C	I		I		I							M	0	0	0, 4, 1		0	0	0	3	0.0	0.0	0.125	0.0
9	9	0	0	2/4	2	1	V[V7					C	I	V	V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1	4	14	0.2222222222222222	0.16666666666666666	1.8333333333333333	0.08333333333333333
