mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	2/4	2	1	G.I\\					G	I		I	I						\\	M	0	0	1, 5, 2		1	1	6	28	0.17647058823529413	0.375	2.875	0.11538461538461539
4	4	1/4	1/4	2/4	2	1	I					G	I		I	I							M	0	0	1, 5, 2		1	1	0	13	0.0	0.0	1.5	0.0
6	6	0	0	2/4	2	1	viio6(2)					G	I		viio6(2)	vii	o	6	2				o	0	0	3, 0, 1		6	3	0	3	0.0	0.0	0.625	0.0
6	6	1/8	1/8	2/4	2	1	viio6					G	I		viio6	vii	o	6					o	0	0	3, 0, 6		6	3	0	5	0.0	0.0	0.375	0.0
7	7	0	0	2/4	2	1	V6					G	I		V6	V		6					M	0	0	6, 3, 2		2	6	0	5	0.0	0.0	0.875	0.0
7	7	3/8	3/8	2/4	2	1	V65					G	I		V65	V		65					Mm7	0	0	6, 3, 0, 2		2	6	0	4	0.0	0.0	0.375	0.0
8	8	0	0	2/4	2	1	I(#2)					G	I		I(#2)	I			#2				M	0	0	1, 10, 2		1	1	0	3	0.0	0.0	0.625	0.0
8	8	1/8	1/8	2/4	2	1	I\\					G	I		I	I						\\	M	0	0	1, 5, 2		1	1	0	1	0.0	0.0	0.125	0.0
8	8	1/4	1/4	2/4	2	1	I6					G	I		I6	I		6					M	0	0	5, 2, 1		1	5	0	13	0.0	0.0	1.5	0.0
10	10	0	0	2/4	2	1	viio6(2)					G	I		viio6(2)	vii	o	6	2				o	0	0	3, 0, 1		6	3	0	3	0.0	0.0	0.625	0.0
10	10	1/8	1/8	2/4	2	1	viio6					G	I		viio6	vii	o	6					o	0	0	3, 0, 6		6	3	0	1	0.0	0.0	0.125	0.0
10	10	1/4	1/4	2/4	2	1	vi6					G	I		vi6	vi		6					m	0	0	1, 5, 4		4	1	0	4	0.0	0.0	0.625	0.0
11	11	0	0	2/4	2	1	V6(2)					G	I		V6(2)	V		6	2				M	0	0	6, 3, 4		2	6	0	3	0.0	0.0	0.625	0.0
11	11	1/8	1/8	2/4	2	1	V6					G	I		V6	V		6					M	0	0	6, 3, 2		2	6	0	1	0.0	0.0	0.125	0.0
11	11	1/4	1/4	2/4	2	1	viio6/V					G	I		viio6/V	vii	o	6		V			o	0	0	4, 1, 7		7	4	0	4	0.0	0.0	0.625	0.0
12	12	0	0	2/4	2	1	V\\					G	I		V	V						\\	M	0	0	2, 6, 3		2	2	0	3	0.0	0.0	0.75	0.0
12	12	1/4	1/4	2/4	2	1	V					G	I		V	V							M	0	0	2, 6, 3		2	2	4	4	0.5	0.25	0.25	0.5
13	13	1/4	1/4	2/4	2	1	V65					G	I		V65	V		65					Mm7	0	0	6, 3, 0, 2		2	6	1	5	0.16666666666666666	0.0625	0.6875	0.08333333333333333
14	14	0	0	2/4	2	1	I					G	I		I	I							M	0	0	1, 5, 2		1	1	0	7	0.0	0.0	0.875	0.0
14	14	3/8	3/8	2/4	2	1	I6					G	I		I6	I		6					M	0	0	5, 2, 1		1	5	0	2	0.0	0.0	0.25	0.0
15	15	0	0	2/4	2	1	IV					G	I		IV	IV							M	0	0	0, 4, 1		0	0	0	6	0.0	0.0	0.75	0.0
15	15	1/4	1/4	2/4	2	1	V65/V					G	I		V65/V	V		65		V			Mm7	0	0	7, 4, 1, 3		3	7	0	3	0.0	0.0	0.375	0.0
16	16	0	0	2/4	2	1	V(64)					G	I		V(64)	V			64				M	0	0	2, 1, 5		2	2	0	4	0.0	0.0	1.0625	0.0
16	16	1/4	1/4	2/4	2	1	V7					G	I		V7	V		7					Mm7	0	0	2, 6, 3, 0		2	2	1	3	0.25	0.0625	0.375	0.14285714285714285
17	17	0	0	2/4	2	1	I\\					G	I		I	I						\\	M	0	0	1, 5, 2		1	1	0	3	0.0	0.0	0.375	0.0
17	17	1/4	1/4	2/4	2	1	I					G	I		I	I							M	0	0	1, 5, 2		1	1	2	8	0.2	0.125	1.625	0.07142857142857142
19	19	0	0	2/4	2	1	V65					G	I		V65	V		65					Mm7	0	0	6, 3, 0, 2		2	6	0	6	0.0	0.0	1.5	0.0
20	20	0	0	2/4	2	1	I					G	I		I	I							M	0	0	1, 5, 2		1	1	2	5	0.2857142857142857	0.125	1.375	0.08333333333333333
21	21	0	0	2/4	2	1	V					G	I		V	V							M	0	0	2, 6, 3		2	2	1	7	0.125	0.0625	1.4375	0.041666666666666664
22	22	0	0	2/4	2	1	I					G	I		I	I							M	0	0	1, 5, 2		1	1	0	6	0.0	0.0	1.5	0.0
23	23	0	0	2/4	2	1	V65					G	I		V65	V		65					Mm7	0	0	6, 3, 0, 2		2	6	0	6	0.0	0.0	1.5	0.0
24	24	0	0	2/4	2	1	I					G	I		I	I							M	0	0	1, 5, 2		1	1	0	4	0.0	0.0	0.75	0.0
24	24	1/4	1/4	2/4	2	1	V.viio6					G	V		viio6	vii	o	6					o	0	0	4, 1, 7		7	4	0	7	0.0	0.0	1.5	0.0
25	25	1/4	1/4	2/4	2	1	I6\\					G	V		I6	I		6				\\	M	0	0	6, 3, 2		2	6	0	2	0.0	0.0	0.25	0.0
26	26	0	0	2/4	2	1	V65					G	V		V65	V		65					Mm7	0	0	7, 4, 1, 3		3	7	1	11	0.08333333333333333	0.0625	0.9375	0.0625
27	27	0	0	2/4	2	1	I					G	V		I	I							M	0	0	2, 6, 3		2	2	2	12	0.14285714285714285	0.125	0.875	0.125
28	28	0	0	2/4	2	1	V65					G	V		V65	V		65					Mm7	0	0	7, 4, 1, 3		3	7	1	13	0.07142857142857142	0.0625	0.9375	0.0625
29	29	0	0	2/4	2	1	I					G	V		I	I							M	0	0	2, 6, 3		2	2	0	12	0.0	0.0	1.0	0.0
30	30	0	0	2/4	2	1	V65					G	V		V65	V		65					Mm7	0	0	7, 4, 1, 3		3	7	1	11	0.08333333333333333	0.0625	0.9375	0.0625
31	31	0	0	2/4	2	1	I					G	V		I	I							M	0	0	2, 6, 3		2	2	2	12	0.14285714285714285	0.125	0.875	0.125
32	32	0	0	2/4	2	1	IV					G	V		IV	IV							M	0	0	1, 5, 2		1	1	3	5	0.375	0.1875	0.5	0.2727272727272727
