mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	0	0	0	0.25	0	3/8	2/4	1	1	1/16			1/16	1		3	69	A4	4	0
1	0	1/4	1/4	0.25	1/16	7/16	2/4	1	1	1/16			1/16	1		1	67	G4	4	1
2	1	1/2	1/2	0.5	0	0	2/4	2	1	1/8			1/8	1		2	50	D3	3	7
2	1	1/2	1/2	0.5	0	0	2/4	2	1	1/8			1/8	1		3	57	A3	3	7
2	1	1/2	1/2	0.5	0	0	2/4	1	1	1/8			1/8	1		6	66	F#4	4	2
2	1	1	1	0.5	1/8	1/8	2/4	2	1	1/8			1/8	1		2	50	D3	3	8
2	1	1	1	0.5	1/8	1/8	2/4	2	1	1/8			1/8	1		3	57	A3	3	8
2	1	1	1	0.5	1/8	1/8	2/4	1	1	1/8			1/8	1		6	66	F#4	4	3
2	1	3/2	3/2	0.5	1/4	1/4	2/4	2	1	1/8			1/8	1		2	50	D3	3	9
2	1	3/2	3/2	0.5	1/4	1/4	2/4	2	1	1/8			1/8	1		3	57	A3	3	9
2	1	3/2	3/2	0.5	1/4	1/4	2/4	1	1	1/8			1/8	1		6	66	F#4	4	4
2	1	2	2	0.25	3/8	3/8	2/4	1	1	1/16			1/16	1		5	71	B4	4	5
2	1	9/4	9/4	0.25	7/16	7/16	2/4	1	1	1/16			1/16	1		3	69	A4	4	6
3	2	5/2	5/2	0.5	0	0	2/4	2	1	1/8			1/8	1		4	52	E3	3	15
3	2	5/2	5/2	0.5	0	0	2/4	2	1	1/8			1/8	1		3	57	A3	3	15
3	2	5/2	5/2	0.5	0	0	2/4	1	1	1/8			1/8	1		1	67	G4	4	10
3	2	3	3	0.5	1/8	1/8	2/4	2	1	1/8			1/8	1		4	52	E3	3	16
3	2	3	3	0.5	1/8	1/8	2/4	2	1	1/8			1/8	1		3	57	A3	3	16
3	2	3	3	0.5	1/8	1/8	2/4	1	1	1/8			1/8	1		1	67	G4	4	11
3	2	7/2	7/2	0.5	1/4	1/4	2/4	2	1	1/8			1/8	1		4	52	E3	3	17
3	2	7/2	7/2	0.5	1/4	1/4	2/4	2	1	1/8			1/8	1		3	57	A3	3	17
3	2	7/2	7/2	0.5	1/4	1/4	2/4	1	1	1/8			1/8	1		1	67	G4	4	12
3	2	4	4	0.25	3/8	3/8	2/4	1	1	1/16			1/16	1		1	67	G4	4	13
3	2	17/4	17/4	0.25	7/16	7/16	2/4	1	1	1/16			1/16	1		6	66	F#4	4	14
4	3	9/2	9/2	0.5	0	0	2/4	2	1	1/8			1/8	1		7	49	C#3	3	23
4	3	9/2	9/2	0.5	0	0	2/4	2	1	1/8			1/8	1		3	57	A3	3	23
4	3	9/2	9/2	0.5	0	0	2/4	1	1	1/8			1/8	1		4	64	E4	4	18
4	3	5	5	0.5	1/8	1/8	2/4	2	1	1/8			1/8	1		7	49	C#3	3	24
4	3	5	5	0.5	1/8	1/8	2/4	2	1	1/8			1/8	1		3	57	A3	3	24
4	3	5	5	0.5	1/8	1/8	2/4	1	1	1/8			1/8	1		4	64	E4	4	19
4	3	11/2	11/2	0.5	1/4	1/4	2/4	2	1	1/8			1/8	1		7	49	C#3	3	25
4	3	11/2	11/2	0.5	1/4	1/4	2/4	2	1	1/8			1/8	1		3	57	A3	3	25
4	3	11/2	11/2	0.5	1/4	1/4	2/4	1	1	1/8			1/8	1		4	64	E4	4	20
4	3	6	6	0.25	3/8	3/8	2/4	1	1	1/16			1/16	1		3	69	A4	4	21
4	3	25/4	25/4	0.25	7/16	7/16	2/4	1	1	1/16			1/16	1		1	67	G4	4	22
5	4	13/2	13/2	0.5	0	0	2/4	2	1	1/8			1/8	1		2	50	D3	3	31
5	4	13/2	13/2	0.5	0	0	2/4	2	1	1/8			1/8	1		3	57	A3	3	31
5	4	13/2	13/2	0.5	0	0	2/4	1	1	1/8			1/8	1		6	66	F#4	4	26
