mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	1	0	2.0	0	0	2/4	2	2	1/2			1/2	1		1	55	G3	3	8
1	1	0	1.0	0	0	2/4	2	1	1/4			1/4	1		2	62	D4	4	6
1	1	0	0.5	0	0	2/4	1	1	1/8			1/8	1		5	71	B4	4	0
1	1	1/2	0.5	1/8	1/8	2/4	1	1	1/8			1/8	1		5	71	B4	4	1
1	1	1	0.0	1/4	1/4	2/4	1	1	0	grace16		1/16	1		2	74	D5	5	2
1	1	1	1.0	1/4	1/4	2/4	2	1	1/4			1/4	1		0	60	C4	4	7
1	1	1	0.5	1/4	1/4	2/4	1	1	1/8			1/8	1		0	72	C5	5	3
1	1	3/2	0.25	3/8	3/8	2/4	1	1	1/16			1/16	1		5	71	B4	4	4
1	1	7/4	0.25	7/16	7/16	2/4	1	1	1/16			1/16	1		3	69	A4	4	5
2	2	2	1.0	0	0	2/4	2	1	1/4			1/4	1		1	55	G3	3	16
2	2	2	1.0	0	0	2/4	2	1	1/4			1/4	1		5	59	B3	3	16
2	2	2	0.25	0	0	2/4	1	1	1/16			1/16	1		1	67	G4	4	9
2	2	9/4	0.25	1/16	1/16	2/4	1	1	1/16			1/16	1		5	71	B4	4	10
2	2	5/2	0.25	1/8	1/8	2/4	1	1	1/16			1/16	1		2	74	D5	5	11
2	2	11/4	0.25	3/16	3/16	2/4	1	1	1/16			1/16	1		1	79	G5	5	12
2	2	3	0.5	1/4	1/4	2/4	1	1	1/8			1/8	1		2	74	D5	5	13
2	2	7/2	0.5	3/8	3/8	2/4	2	1	1/8			1/8	1		1	55	G3	3	17
2	2	7/2	0.25	3/8	3/8	2/4	1	1	1/16			1/16	1		5	71	B4	4	14
2	2	15/4	0.25	7/16	7/16	2/4	1	1	1/16			1/16	1		2	74	D5	5	15
3	3	4	2.0	0	0	2/4	2	2	1/2			1/2	1		2	50	D3	3	30
3	3	4	0.5	0	0	2/4	2	1	1/8			1/8	1		3	57	A3	3	26
3	3	4	0.25	0	0	2/4	1	1	1/16			1/16	1		0	72	C5	5	18
3	3	17/4	0.25	1/16	1/16	2/4	1	1	1/16			1/16	1		2	74	D5	5	19
3	3	9/2	0.5	1/8	1/8	2/4	2	1	1/8			1/8	1		1	55	G3	3	27
3	3	9/2	0.25	1/8	1/8	2/4	1	1	1/16			1/16	1		5	71	B4	4	20
3	3	19/4	0.25	3/16	3/16	2/4	1	1	1/16			1/16	1		2	74	D5	5	21
3	3	5	0.5	1/4	1/4	2/4	2	1	1/8			1/8	1		6	54	F#3	3	28
3	3	5	0.25	1/4	1/4	2/4	1	1	1/16			1/16	1		3	69	A4	4	22
3	3	21/4	0.25	5/16	5/16	2/4	1	1	1/16			1/16	1		2	74	D5	5	23
3	3	11/2	0.5	3/8	3/8	2/4	2	1	1/8			1/8	1		1	55	G3	3	29
3	3	11/2	0.25	3/8	3/8	2/4	1	1	1/16			1/16	1		5	71	B4	4	24
3	3	23/4	0.25	7/16	7/16	2/4	1	1	1/16			1/16	1		2	74	D5	5	25
4	4	6	1.5	0	0	2/4	2	2	3/8			1/4	3/2		2	50	D3	3	39
4	4	6	1.0	0	0	2/4	2	1	1/4			1/4	1		3	57	A3	3	37
4	4	6	0.5	0	0	2/4	1	1	1/8			1/8	1	1	0	72	C5	5	31
4	4	13/2	0.125	1/8	1/8	2/4	1	1	1/32			1/32	1	-1	0	72	C5	5	32
4	4	53/8	0.125	5/32	5/32	2/4	1	1	1/32			1/32	1		2	74	D5	5	33
4	4	27/4	0.125	3/16	3/16	2/4	1	1	1/32			1/32	1		0	72	C5	5	34
4	4	55/8	0.125	7/32	7/32	2/4	1	1	1/32			1/32	1		5	71	B4	4	35
4	4	7	0.5	1/4	1/4	2/4	2	1	1/8			1/8	1		6	54	F#3	3	38
4	4	7	0.5	1/4	1/4	2/4	1	1	1/8			1/8	1		3	69	A4	4	36
5	5	8	2.0	0	0	2/4	2	2	1/2			1/2	1		1	55	G3	3	48
5	5	8	1.0	0	0	2/4	2	1	1/4			1/4	1		2	62	D4	4	46
5	5	8	0.5	0	0	2/4	1	1	1/8			1/8	1		5	71	B4	4	40
5	5	17/2	0.5	1/8	1/8	2/4	1	1	1/8			1/8	1		5	71	B4	4	41
5	5	9	0.0	1/4	1/4	2/4	1	1	0	grace16		1/16	1		2	74	D5	5	42
5	5	9	1.0	1/4	1/4	2/4	2	1	1/4			1/4	1		0	60	C4	4	47
