mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	1	0	0	1.5	0	0	4/4	1	1	3/8		1/4	3/2		1	55	G3	3	0
1	1	0	0	1.5	0	0	4/4	1	1	3/8		1/4	3/2		-3	63	Eb4	4	0
1	1	1/2	1/2	0.5	1/8	1/8	4/4	2	1	1/8		1/8	1		-3	39	Eb2	2	4
1	1	1	1	1.0	1/4	1/4	4/4	2	1	1/4		1/4	1		-3	51	Eb3	3	5
1	1	3/2	3/2	0.5	3/8	3/8	4/4	1	1	1/8		1/8	1		-2	58	Bb3	3	1
1	1	3/2	3/2	0.5	3/8	3/8	4/4	1	1	1/8		1/8	1		1	67	G4	4	1
1	1	2	2	1.5	1/2	1/2	4/4	1	1	3/8		1/4	3/2		1	55	G3	3	2
1	1	2	2	1.5	1/2	1/2	4/4	1	1	3/8		1/4	3/2		-3	63	Eb4	4	2
1	1	5/2	5/2	0.5	5/8	5/8	4/4	2	1	1/8		1/8	1		-3	39	Eb2	2	6
1	1	3	3	1.0	3/4	3/4	4/4	2	1	1/4		1/4	1		-3	51	Eb3	3	7
1	1	7/2	7/2	0.5	7/8	7/8	4/4	1	1	1/8		1/8	1		-2	58	Bb3	3	3
1	1	7/2	7/2	0.5	7/8	7/8	4/4	1	1	1/8		1/8	1		1	67	G4	4	3
2	2	4	4	1.5	0	0	4/4	1	1	3/8		1/4	3/2		-4	56	Ab3	3	8
2	2	4	4	1.5	0	0	4/4	1	1	3/8		1/4	3/2		-1	65	F4	4	8
2	2	9/2	9/2	0.5	1/8	1/8	4/4	2	1	1/8		1/8	1		-3	39	Eb2	2	12
2	2	5	5	1.0	1/4	1/4	4/4	2	1	1/4		1/4	1		-3	51	Eb3	3	13
2	2	11/2	11/2	0.5	3/8	3/8	4/4	1	1	1/8		1/8	1		-1	53	F3	3	9
2	2	11/2	11/2	0.5	3/8	3/8	4/4	1	1	1/8		1/8	1		2	62	D4	4	9
2	2	6	6	1.5	1/2	1/2	4/4	1	1	3/8		1/4	3/2		1	55	G3	3	10
2	2	6	6	1.5	1/2	1/2	4/4	1	1	3/8		1/4	3/2		-3	63	Eb4	4	10
2	2	13/2	13/2	0.5	5/8	5/8	4/4	2	1	1/8		1/8	1		-3	39	Eb2	2	14
2	2	7	7	1.0	3/4	3/4	4/4	2	1	1/4		1/4	1		-3	51	Eb3	3	15
2	2	15/2	15/2	0.5	7/8	7/8	4/4	1	1	1/8		1/8	1		-3	63	Eb4	4	11
2	2	15/2	15/2	0.5	7/8	7/8	4/4	1	1	1/8		1/8	1		1	67	G4	4	11
3	3	8	8	1.5	0	0	4/4	1	1	3/8		1/4	3/2		1	67	G4	4	16
3	3	8	8	1.5	0	0	4/4	1	1	3/8		1/4	3/2		-2	70	Bb4	4	16
3	3	17/2	17/2	0.5	1/8	1/8	4/4	2	1	1/8		1/8	1		-3	39	Eb2	2	20
