mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	1	0	0	1.0	0	0	4/4	1	1	1/4			1/4	1		-3	75	Eb5	5	0
1	1	1/2	1/2	0.5	1/8	1/8	4/4	2	1	1/8			1/8	1		-3	51	Eb3	3	8
1	1	1	1	0.5	1/4	1/4	4/4	2	1	1/8			1/8	1		1	55	G3	3	9
1	1	1	1	1.5	1/4	1/4	4/4	1	1	3/8			1/4	3/2		-3	75	Eb5	5	1
1	1	3/2	3/2	0.5	3/8	3/8	4/4	2	1	1/8			1/8	1		-2	58	Bb3	3	10
1	1	2	2	0.5	1/2	1/2	4/4	2	1	1/8			1/8	1		1	55	G3	3	11
1	1	5/2	5/2	0.5	5/8	5/8	4/4	2	1	1/8			1/8	1		-3	51	Eb3	3	12
1	1	5/2	5/2	0.25	5/8	5/8	4/4	1	1	1/16			1/16	1		2	74	D5	5	2
1	1	11/4	11/4	0.25	11/16	11/16	4/4	1	1	1/16			1/16	1		-3	75	Eb5	5	3
1	1	3	3	0.5	3/4	3/4	4/4	2	1	1/8			1/8	1		1	55	G3	3	13
1	1	3	3	0.25	3/4	3/4	4/4	1	1	1/16			1/16	1		-1	77	F5	5	4
1	1	13/4	13/4	0.25	13/16	13/16	4/4	1	1	1/16			1/16	1		-3	75	Eb5	5	5
1	1	7/2	7/2	0.5	7/8	7/8	4/4	2	1	1/8			1/8	1		-2	58	Bb3	3	14
1	1	7/2	7/2	0.25	7/8	7/8	4/4	1	1	1/16			1/16	1		1	79	G5	5	6
1	1	15/4	15/4	0.25	15/16	15/16	4/4	1	1	1/16			1/16	1		-3	75	Eb5	5	7
2	2	4	4	0.75	0	0	4/4	1	1	3/16			1/8	3/2		2	74	D5	5	15
2	2	9/2	9/2	0.5	1/8	1/8	4/4	2	1	1/8			1/8	1		-3	51	Eb3	3	21
2	2	19/4	19/4	0.25	3/16	3/16	4/4	1	1	1/16			1/16	1		0	72	C5	5	16
2	2	5	5	0.5	1/4	1/4	4/4	2	1	1/8			1/8	1		-4	56	Ab3	3	22
2	2	5	5	1.0	1/4	1/4	4/4	1	1	1/4			1/4	1		0	72	C5	5	17
2	2	11/2	11/2	0.5	3/8	3/8	4/4	2	1	1/8			1/8	1		0	60	C4	4	23
2	2	6	6	0.5	1/2	1/2	4/4	2	1	1/8			1/8	1		-4	56	Ab3	3	24
2	2	13/2	13/2	0.5	5/8	5/8	4/4	2	1	1/8			1/8	1		-3	51	Eb3	3	25
2	2	13/2	13/2	0.5	5/8	5/8	4/4	1	1	1/8			1/8	1		0	72	C5	5	18
2	2	7	7	0.5	3/4	3/4	4/4	2	1	1/8			1/8	1		-4	56	Ab3	3	26
2	2	7	7	0.5	3/4	3/4	4/4	1	1	1/8			1/8	1		0	72	C5	5	19
2	2	15/2	15/2	0.5	7/8	7/8	4/4	2	1	1/8			1/8	1		0	60	C4	4	27
2	2	15/2	15/2	0.5	7/8	7/8	4/4	1	1	1/8			1/8	1		0	72	C5	5	20
3	3	8	8	0.5	0	0	4/4	1	1	1/8			1/8	1		0	72	C5	5	28
3	3	17/2	17/2	0.5	1/8	1/8	4/4	2	1	1/8			1/8	1		2	50	D3	3	35
3	3	17/2	17/2	0.5	1/8	1/8	4/4	1	1	1/8			1/8	1		-1	77	F5	5	29
3	3	9	9	0.5	1/4	1/4	4/4	2	1	1/8			1/8	1		-1	53	F3	3	36
