mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	1	0	0	2.0	0	0	2/4	2	2	1/2			1/2	1		1	55	G3	3	8
1	1	0	0	1.0	0	0	2/4	2	1	1/4			1/4	1		2	62	D4	4	6
1	1	0	0	0.5	0	0	2/4	1	1	1/8			1/8	1		5	71	B4	4	0
1	1	1/2	1/2	0.5	1/8	1/8	2/4	1	1	1/8			1/8	1		5	71	B4	4	1
1	1	1	1	0.0	1/4	1/4	2/4	1	1	0	grace16		1/16	1		2	74	D5	5	2
1	1	1	1	1.0	1/4	1/4	2/4	2	1	1/4			1/4	1		0	60	C4	4	7
1	1	1	1	0.5	1/4	1/4	2/4	1	1	1/8			1/8	1		0	72	C5	5	3
1	1	3/2	3/2	0.25	3/8	3/8	2/4	1	1	1/16			1/16	1		5	71	B4	4	4
1	1	7/4	7/4	0.25	7/16	7/16	2/4	1	1	1/16			1/16	1		3	69	A4	4	5
2	2	2	2	1.0	0	0	2/4	2	1	1/4			1/4	1		1	55	G3	3	16
2	2	2	2	1.0	0	0	2/4	2	1	1/4			1/4	1		5	59	B3	3	16
2	2	2	2	0.25	0	0	2/4	1	1	1/16			1/16	1		1	67	G4	4	9
2	2	9/4	9/4	0.25	1/16	1/16	2/4	1	1	1/16			1/16	1		5	71	B4	4	10
2	2	5/2	5/2	0.25	1/8	1/8	2/4	1	1	1/16			1/16	1		2	74	D5	5	11
2	2	11/4	11/4	0.25	3/16	3/16	2/4	1	1	1/16			1/16	1		1	79	G5	5	12
2	2	3	3	0.5	1/4	1/4	2/4	1	1	1/8			1/8	1		2	74	D5	5	13
2	2	7/2	7/2	0.5	3/8	3/8	2/4	2	1	1/8			1/8	1		1	55	G3	3	17
2	2	7/2	7/2	0.25	3/8	3/8	2/4	1	1	1/16			1/16	1		5	71	B4	4	14
2	2	15/4	15/4	0.25	7/16	7/16	2/4	1	1	1/16			1/16	1		2	74	D5	5	15
3	3	4	4	2.0	0	0	2/4	2	2	1/2			1/2	1		2	50	D3	3	30
3	3	4	4	0.5	0	0	2/4	2	1	1/8			1/8	1		3	57	A3	3	26
3	3	4	4	0.25	0	0	2/4	1	1	1/16			1/16	1		0	72	C5	5	18
3	3	17/4	17/4	0.25	1/16	1/16	2/4	1	1	1/16			1/16	1		2	74	D5	5	19
3	3	9/2	9/2	0.5	1/8	1/8	2/4	2	1	1/8			1/8	1		1	55	G3	3	27
3	3	9/2	9/2	0.25	1/8	1/8	2/4	1	1	1/16			1/16	1		5	71	B4	4	20
3	3	19/4	19/4	0.25	3/16	3/16	2/4	1	1	1/16			1/16	1		2	74	D5	5	21
3	3	5	5	0.5	1/4	1/4	2/4	2	1	1/8			1/8	1		6	54	F#3	3	28
3	3	5	5	0.25	1/4	1/4	2/4	1	1	1/16			1/16	1		3	69	A4	4	22
3	3	21/4	21/4	0.25	5/16	5/16	2/4	1	1	1/16			1/16	1		2	74	D5	5	23
3	3	11/2	11/2	0.5	3/8	3/8	2/4	2	1	1/8			1/8	1		1	55	G3	3	29
3	3	11/2	11/2	0.25	3/8	3/8	2/4	1	1	1/16			1/16	1		5	71	B4	4	24
3	3	23/4	23/4	0.25	7/16	7/16	2/4	1	1	1/16			1/16	1		2	74	D5	5	25
4	4	6	6	1.5	0	0	2/4	2	2	3/8			1/4	3/2		2	50	D3	3	39
4	4	6	6	1.0	0	0	2/4	2	1	1/4			1/4	1		3	57	A3	3	37
4	4	6	6	0.5	0	0	2/4	1	1	1/8			1/8	1	1	0	72	C5	5	31
4	4	13/2	13/2	0.125	1/8	1/8	2/4	1	1	1/32			1/32	1	-1	0	72	C5	5	32
4	4	53/8	53/8	0.125	5/32	5/32	2/4	1	1	1/32			1/32	1		2	74	D5	5	33
4	4	27/4	27/4	0.125	3/16	3/16	2/4	1	1	1/32			1/32	1		0	72	C5	5	34
4	4	55/8	55/8	0.125	7/32	7/32	2/4	1	1	1/32			1/32	1		5	71	B4	4	35
4	4	7	7	0.5	1/4	1/4	2/4	2	1	1/8			1/8	1		6	54	F#3	3	38
4	4	7	7	0.5	1/4	1/4	2/4	1	1	1/8			1/8	1		3	69	A4	4	36
5	5	8	8	2.0	0	0	2/4	2	2	1/2			1/2	1		1	55	G3	3	48
5	5	8	8	1.0	0	0	2/4	2	1	1/4			1/4	1		2	62	D4	4	46
5	5	8	8	0.5	0	0	2/4	1	1	1/8			1/8	1		5	71	B4	4	40
5	5	17/2	17/2	0.5	1/8	1/8	2/4	1	1	1/8			1/8	1		5	71	B4	4	41
5	5	9	9	0.0	1/4	1/4	2/4	1	1	0	grace16		1/16	1		2	74	D5	5	42
5	5	9	9	1.0	1/4	1/4	2/4	2	1	1/4			1/4	1		0	60	C4	4	47
5	5	9	9	0.5	1/4	1/4	2/4	1	1	1/8			1/8	1		0	72	C5	5	43
5	5	19/2	19/2	0.25	3/8	3/8	2/4	1	1	1/16			1/16	1		5	71	B4	4	44
5	5	39/4	39/4	0.25	7/16	7/16	2/4	1	1	1/16			1/16	1		3	69	A4	4	45
6	6	10	10	1.0	0	0	2/4	2	1	1/4			1/4	1		1	55	G3	3	55
6	6	10	10	1.0	0	0	2/4	2	1	1/4			1/4	1		5	59	B3	3	55
6	6	10	10	0.25	0	0	2/4	1	1	1/16			1/16	1		1	67	G4	4	49
6	6	41/4	41/4	0.25	1/16	1/16	2/4	1	1	1/16			1/16	1		5	71	B4	4	50
6	6	21/2	21/2	0.25	1/8	1/8	2/4	1	1	1/16			1/16	1		2	74	D5	5	51
6	6	43/4	43/4	0.25	3/16	3/16	2/4	1	1	1/16			1/16	1		1	79	G5	5	52
6	6	11	11	0.75	1/4	1/4	2/4	1	1	3/16			1/8	3/2		2	74	D5	5	53
6	6	23/2	23/2	0.5	3/8	3/8	2/4	2	1	1/8			1/8	1		5	59	B3	3	56
6	6	47/4	47/4	0.25	7/16	7/16	2/4	1	1	1/16			1/16	1		2	74	D5	5	54
7	7	12	12	1.0	0	0	2/4	2	1	1/4			1/4	1		0	60	C4	4	63
7	7	12	12	0.25	0	0	2/4	1	1	1/16			1/16	1		9	75	D#5	5	57
7	7	49/4	49/4	0.25	1/16	1/16	2/4	1	1	1/16			1/16	1		4	76	E5	5	58
7	7	25/2	25/2	0.25	1/8	1/8	2/4	1	1	1/16			1/16	1		4	64	E4	4	59
7	7	51/4	51/4	0.25	3/16	3/16	2/4	1	1	1/16			1/16	1		3	69	A4	4	60
7	7	51/4	51/4	0.25	3/16	3/16	2/4	1	1	1/16			1/16	1		0	72	C5	5	60
7	7	13	13	0.5	1/4	1/4	2/4	2	1	1/8			1/8	1		2	62	D4	4	64
7	7	13	13	0.5	1/4	1/4	2/4	1	1	1/8			1/8	1		1	67	G4	4	61
7	7	13	13	0.5	1/4	1/4	2/4	1	1	1/8			1/8	1		5	71	B4	4	61
7	7	27/2	27/2	0.5	3/8	3/8	2/4	2	1	1/8			1/8	1		2	50	D3	3	65
7	7	27/2	27/2	0.5	3/8	3/8	2/4	1	1	1/8			1/8	1		6	66	F#4	4	62
7	7	27/2	27/2	0.5	3/8	3/8	2/4	1	1	1/8			1/8	1		3	69	A4	4	62
8	8	14	14	0.5	0	0	2/4	2	1	1/8			1/8	1		1	55	G3	3	68
8	8	14	14	1.0	0	0	2/4	1	1	1/4			1/4	1		0	60	C4	4	66
8	8	14	14	1.0	0	0	2/4	1	1	1/4			1/4	1		6	66	F#4	4	66
8	8	14	14	1.0	0	0	2/4	1	1	1/4			1/4	1		3	69	A4	4	66
8	8	29/2	29/2	0.5	1/8	1/8	2/4	2	1	1/8			1/8	1		2	50	D3	3	69
8	8	15	15	0.5	1/4	1/4	2/4	2	1	1/8			1/8	1		1	43	G2	2	70
8	8	15	15	0.5	1/4	1/4	2/4	1	1	1/8			1/8	1		5	59	B3	3	67
8	8	15	15	0.5	1/4	1/4	2/4	1	1	1/8			1/8	1		1	67	G4	4	67
9	9	16	16	1.5	0	0	2/4	2	1	3/8			1/4	3/2		1	55	G3	3	78
9	9	16	16	1.5	0	0	2/4	2	1	3/8			1/4	3/2		5	59	B3	3	78
9	9	65/4	65/4	0.25	1/16	1/16	2/4	1	1	1/16			1/16	1		5	83	B5	5	71
9	9	33/2	33/2	0.25	1/8	1/8	2/4	1	1	1/16			1/16	1		3	81	A5	5	72
9	9	67/4	67/4	0.25	3/16	3/16	2/4	1	1	1/16			1/16	1		1	79	G5	5	73
9	9	17	17	0.25	1/4	1/4	2/4	1	1	1/16			1/16	1		6	78	F#5	5	74
9	9	69/4	69/4	0.25	5/16	5/16	2/4	1	1	1/16			1/16	1		4	76	E5	5	75
9	9	35/2	35/2	0.5	3/8	3/8	2/4	2	1	1/8			1/8	1		6	54	F#3	3	79
9	9	35/2	35/2	0.5	3/8	3/8	2/4	2	1	1/8			1/8	1		3	57	A3	3	79
9	9	35/2	35/2	0.25	3/8	3/8	2/4	1	1	1/16			1/16	1		9	75	D#5	5	76
9	9	71/4	71/4	0.25	7/16	7/16	2/4	1	1	1/16			1/16	1		6	78	F#5	5	77
10	10	18	18	0.5	0	0	2/4	2	2	1/8			1/8	1		1	55	G3	3	92
10	10	18	18	0.5	0	0	2/4	2	1	1/8			1/8	1		5	59	B3	3	88
10	10	18	18	0.25	0	0	2/4	1	1	1/16			1/16	1		4	76	E5	5	80
10	10	73/4	73/4	0.25	1/16	1/16	2/4	1	1	1/16			1/16	1		1	79	G5	5	81
