mc	mn	onset	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	staff	voice	volta
1	0	1/4	1/16		1/16	1		0	48	2	1	
1	0	1/4	1/16		1/16	1		0	84	1	1	
1	0	5/16	1/16		1/16	1		1	55	2	1	
1	0	5/16	1/16		1/16	1		5	83	1	1	
1	0	3/8	1/16		1/16	1		2	50	2	1	
1	0	3/8	1/16		1/16	1		3	81	1	1	
1	0	7/16	1/16		1/16	1		1	55	2	1	
1	0	7/16	1/16		1/16	1		1	79	1	1	
2	1	0	0	grace16	1/16	1		6	78	1	1	
2	1	0	0	grace16	1/16	1		1	79	1	1	
2	1	0	0	grace16	1/16	1		3	81	1	1	
2	1	0	1/16		1/16	1		4	52	2	1	
2	1	0	3/16		1/8	3/2		1	79	1	1	
2	1	1/16	1/16		1/16	1		1	55	2	1	
2	1	1/8	1/16		1/16	1		0	48	2	1	
2	1	3/16	1/16		1/16	1		1	55	2	1	
2	1	3/16	1/16		1/16	1		4	76	1	1	
2	1	1/4	1/16		1/16	1		5	47	2	1	
2	1	1/4	1/16		1/16	1		1	79	1	1	
2	1	5/16	1/16		1/16	1		1	55	2	1	
2	1	5/16	1/16		1/16	1		-1	77	1	1	
2	1	3/8	1/16		1/16	1		1	43	2	1	
2	1	3/8	1/16		1/16	1		2	74	1	1	
2	1	7/16	1/16		1/16	1		1	55	2	1	
2	1	7/16	1/16		1/16	1		5	71	1	1	
3	2	0	1/16		1/16	1		0	48	2	1	
3	2	0	1/8		1/8	1		0	72	1	1	
3	2	1/16	1/16		1/16	1		0	60	2	1	
3	2	1/8	1/16		1/16	1		1	55	2	1	
3	2	1/8	1/8		1/8	1		1	67	1	1	
3	2	3/16	1/16		1/16	1		4	52	2	1	
3	2	1/4	1/16		1/16	1		0	48	2	1	
3	2	1/4	1/16		1/16	1		0	84	1	1	
3	2	5/16	1/16		1/16	1		1	55	2	1	
3	2	5/16	1/16		1/16	1		5	83	1	1	
3	2	3/8	1/16		1/16	1		2	50	2	1	
3	2	3/8	1/16		1/16	1		3	81	1	1	
3	2	7/16	1/16		1/16	1		1	55	2	1	
3	2	7/16	1/16		1/16	1		1	79	1	1	
4	3	0	1/16		1/16	1		4	52	2	1	
4	3	0	3/16		1/8	3/2		1	79	1	1	
4	3	1/16	1/16		1/16	1		1	55	2	1	
4	3	1/8	1/16		1/16	1		0	48	2	1	
4	3	3/16	1/16		1/16	1		1	55	2	1	
4	3	3/16	1/16		1/16	1		4	76	1	1	
4	3	1/4	1/16		1/16	1		5	47	2	1	
4	3	1/4	1/16		1/16	1		1	79	1	1	
4	3	5/16	1/16		1/16	1		1	55	2	1	
4	3	5/16	1/16		1/16	1		-1	77	1	1	
4	3	3/8	1/16		1/16	1		1	43	2	1	
4	3	3/8	1/16		1/16	1		2	74	1	1	
4	3	7/16	1/16		1/16	1		1	55	2	1	
4	3	7/16	1/16		1/16	1		5	71	1	1	
5	4	0	1/8		1/8	1		0	48	2	1	
5	4	0	1/4		1/4	1		0	72	1	1	
5	4	1/8	1/8		1/8	1		0	60	2	1	
5	4	1/4	1/16		1/16	1		0	48	2	1	
5	4	1/4	3/64		1/32	3/2		0	84	1	1	
5	4	19/64	1/64		1/64	1		2	86	1	1	
5	4	5/16	1/16		1/16	1		1	55	2	1	
5	4	5/16	3/64		1/32	3/2		4	88	1	1	
5	4	23/64	1/64		1/64	1		2	86	1	1	
5	4	3/8	1/16		1/16	1		2	50	2	1	
5	4	3/8	3/64		1/32	3/2		0	84	1	1	
5	4	27/64	1/64		1/64	1		5	83	1	1	
5	4	7/16	1/16		1/16	1		1	55	2	1	
5	4	7/16	3/64		1/32	3/2		0	84	1	1	
5	4	31/64	1/64		1/64	1		3	81	1	1	
6	5	0	1/16		1/16	1		4	52	2	1	
6	5	0	3/16		1/8	3/2		1	79	1	1	
6	5	1/16	1/16		1/16	1		1	55	2	1	
6	5	1/8	1/16		1/16	1		0	48	2	1	
6	5	3/16	1/16		1/16	1		1	55	2	1	
6	5	3/16	1/64		1/64	1		0	84	1	1	
6	5	13/64	1/32		1/32	1		4	76	1	1	
6	5	15/64	1/64		1/64	1		1	79	1	1	
6	5	1/4	1/16		1/16	1		5	47	2	1	
6	5	1/4	1/32		1/32	1		1	79	1	1	
6	5	9/32	1/32		1/32	1		6	78	1	1	
6	5	5/16	1/16		1/16	1		1	55	2	1	
6	5	5/16	1/32		1/32	1		-1	77	1	1	
6	5	11/32	1/32		1/32	1		4	76	1	1	
6	5	3/8	1/16		1/16	1		1	43	2	1	
6	5	3/8	1/32		1/32	1		4	76	1	1	
6	5	13/32	1/32		1/32	1		2	74	1	1	
6	5	7/16	1/16		1/16	1		1	55	2	1	
6	5	7/16	1/32		1/32	1		0	72	1	1	
6	5	15/32	1/32		1/32	1		5	71	1	1	
7	6	0	1/16		1/16	1		0	48	2	1	
7	6	0	3/32		1/16	3/2		0	72	1	1	
7	6	1/16	1/16		1/16	1		0	60	2	1	
7	6	3/32	1/32		1/32	1		4	76	1	1	
7	6	1/8	1/16		1/16	1		1	55	2	1	
7	6	1/8	1/8		1/8	1		1	67	1	1	
7	6	3/16	1/16		1/16	1		4	52	2	1	
7	6	1/4	1/16		1/16	1		0	48	2	1	
7	6	1/4	3/64		1/32	3/2		0	84	1	1	
7	6	19/64	1/64		1/64	1		2	86	1	1	
7	6	5/16	1/16		1/16	1		1	55	2	1	
7	6	5/16	3/64		1/32	3/2		4	88	1	1	
7	6	23/64	1/64		1/64	1		2	86	1	1	
7	6	3/8	1/16		1/16	1		2	50	2	1	
7	6	3/8	3/64		1/32	3/2		0	84	1	1	
7	6	27/64	1/64		1/64	1		5	83	1	1	
7	6	7/16	1/16		1/16	1		1	55	2	1	
7	6	7/16	3/64		1/32	3/2		0	84	1	1	
7	6	31/64	1/64		1/64	1		3	81	1	1	
8	7	0	1/16		1/16	1		4	52	2	1	
8	7	0	3/16		1/8	3/2		1	79	1	1	
8	7	1/16	1/16		1/16	1		1	55	2	1	
8	7	1/8	1/16		1/16	1		0	48	2	1	
8	7	3/16	1/16		1/16	1		1	55	2	1	
8	7	3/16	1/64		1/64	1		0	84	1	1	
8	7	13/64	1/32		1/32	1		4	76	1	1	
8	7	15/64	1/64		1/64	1		1	79	1	1	
8	7	1/4	1/16		1/16	1		5	47	2	1	
8	7	1/4	1/32		1/32	1		1	79	1	1	
8	7	9/32	1/32		1/32	1		6	78	1	1	
8	7	5/16	1/16		1/16	1		1	55	2	1	
8	7	5/16	1/32		1/32	1		-1	77	1	1	
8	7	11/32	1/32		1/32	1		4	76	1	1	
8	7	3/8	1/16		1/16	1		1	43	2	1	
8	7	3/8	1/32		1/32	1		1	79	1	1	
8	7	13/32	1/32		1/32	1		-1	77	1	1	
8	7	7/16	1/16		1/16	1		1	55	2	1	
8	7	7/16	1/32		1/32	1		2	74	1	1	
8	7	15/32	1/32		1/32	1		5	71	1	1	
9	8	0	0	grace16	1/16	1		5	71	1	1	
9	8	0	0	grace16	1/16	1		0	72	1	1	
9	8	0	0	grace16	1/16	1		2	74	1	1	
9	8	0	1/16		1/16	1		0	48	2	1	
9	8	0	1/4		1/4	1		0	72	1	1	
9	8	1/16	1/16		1/16	1		0	60	2	1	
9	8	1/8	1/8		1/8	1		0	48	2	1	
9	8	1/4	1/16		1/16	1		5	47	2	1	
9	8	1/4	1/16		1/16	1		2	74	1	1	
9	8	5/16	1/16		1/16	1		1	55	2	1	
9	8	5/16	1/16		1/16	1		5	71	1	1	
9	8	3/8	1/16		1/16	1		2	50	2	1	
9	8	3/8	1/16		1/16	1		2	74	1	1	
9	8	7/16	1/16		1/16	1		1	55	2	1	
9	8	7/16	1/16		1/16	1		5	71	1	1	
10	9	0	1/16		1/16	1		0	48	2	1	
10	9	0	1/16		1/16	1		4	76	1	1	
10	9	1/16	1/16		1/16	1		1	55	2	1	
