mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin
5	5	8	8	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	46										
5	5	9	9	0.375	1/4	1/4	Chord	2/4	1	1	3/32		1/16	3/2	47										
5	5	75/8	75/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	48										
5	5	19/2	19/2	0.375	3/8	3/8	Chord	2/4	1	1	3/32		1/16	3/2	49										
5	5	79/8	79/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	50										
5	5	33/4	33/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	51										
5	5	17/2	17/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	52										
5	5	35/4	35/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	53										
5	5	9	9	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	54										
6	6	10	10	0.0	0	0	Chord	2/4	1	1	0	appoggiatura	1/8	1	55										
6	6	10	10	0.375	0	0	Chord	2/4	1	1	3/32		1/16	3/2	56										
6	6	83/8	83/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	57										
6	6	21/2	21/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	58										
6	6	11	11	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	59										
6	6	45/4	45/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	60										
6	6	23/2	23/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	61										
6	6	47/4	47/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	62										
6	6	41/4	41/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	63										
6	6	21/2	21/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	64										
6	6	43/4	43/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	65										
6	6	11	11	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	66										
7	7	12	12	0.375	0	0	Chord	2/4	1	1	3/32		1/16	3/2	67										
7	7	99/8	99/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	68										
7	7	25/2	25/2	0.375	1/8	1/8	Chord	2/4	1	1	3/32		1/16	3/2	69										
7	7	103/8	103/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	70										
7	7	13	13	0.375	1/4	1/4	Chord	2/4	1	1	3/32		1/16	3/2	71										
7	7	107/8	107/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	72										
7	7	27/2	27/2	0.375	3/8	3/8	Chord	2/4	1	1	3/32		1/16	3/2	73										
7	7	111/8	111/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	74										
7	7	12	12	1.5	0	0	Chord	2/4	2	1	3/8		1/4	3/2	75										
7	7	27/2	27/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	76										
8	8	14	14	0.75	0	0	Chord	2/4	1	1	3/16		1/8	3/2	77		ornamentTurnInverted								
8	8	59/4	59/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	78										
8	8	15	15	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	79										
8	8	63/4	63/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	80										
8	8	14	14	1.5	0	0	Chord	2/4	2	1	3/8		1/4	3/2	81										
9	9	16	16	0.75	0	0	Chord	2/4	1	1	3/16		1/8	3/2	82										
9	9	67/4	67/4	0.08333333333333333	3/16	3/16	Chord	2/4	1	1	1/48		1/32	2/3	83									0	
9	9	101/6	101/6	0.08333333333333333	5/24	5/24	Chord	2/4	1	1	1/48		1/32	2/3	84									0	
9	9	203/12	203/12	0.08333333333333333	11/48	11/48	Chord	2/4	1	1	1/48		1/32	2/3	85										
9	9	17	17	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	86									1	
9	9	69/4	69/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	87										
9	9	71/4	71/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	88										
9	9	16	16	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	89										
9	9	17	17	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	90										
9	9	65/4	65/4	0.25	1/16	1/16	Chord	2/4	2	2	1/16		1/16	1	91										
9	9	33/2	33/2	0.25	1/8	1/8	Chord	2/4	2	2	1/16		1/16	1	92										
9	9	67/4	67/4	0.25	3/16	3/16	Chord	2/4	2	2	1/16		1/16	1	93										
9	9	69/4	69/4	0.25	5/16	5/16	Chord	2/4	2	2	1/16		1/16	1	94										
9	9	35/2	35/2	0.25	3/8	3/8	Chord	2/4	2	2	1/16		1/16	1	95										
9	9	71/4	71/4	0.25	7/16	7/16	Chord	2/4	2	2	1/16		1/16	1	96										
10	10	18	18	0.125	0	0	Chord	2/4	1	1	1/32		1/32	1	97										
10	10	145/8	145/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32		1/32	1	98										
10	10	73/4	73/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32		1/32	1	99										
10	10	147/8	147/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	100										
10	10	37/2	37/2	0.125	1/8	1/8	Chord	2/4	1	1	1/32		1/32	1	101										
10	10	149/8	149/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32		1/32	1	102										
10	10	75/4	75/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	103										
10	10	151/8	151/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	104										
10	10	19	19	0.125	1/4	1/4	Chord	2/4	1	1	1/32		1/32	1	105										
10	10	153/8	153/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	106										
10	10	77/4	77/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	107										
10	10	155/8	155/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	108										
10	10	39/2	39/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	109										
10	10	159/8	159/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	110										
10	10	18	18	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	111										
10	10	19	19	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	112										
10	10	73/4	73/4	0.25	1/16	1/16	Chord	2/4	2	2	1/16		1/16	1	113										
10	10	37/2	37/2	0.25	1/8	1/8	Chord	2/4	2	2	1/16		1/16	1	114										
10	10	75/4	75/4	0.25	3/16	3/16	Chord	2/4	2	2	1/16		1/16	1	115										
10	10	77/4	77/4	0.25	5/16	5/16	Chord	2/4	2	2	1/16		1/16	1	116										
10	10	39/2	39/2	0.25	3/8	3/8	Chord	2/4	2	2	1/16		1/16	1	117										
10	10	79/4	79/4	0.25	7/16	7/16	Chord	2/4	2	2	1/16		1/16	1	118										
11	11	20	20	0.0	0	0	StaffText	2/4	1	1	0							"<font size=""10.5723""/><font face=""Times New Roman""/><i>cresc.</i>"							
11	11	20	20	0.0	0	0	Spanner	2/4	1	1	0														0
11	11	20	20	0.375	0	0	Chord	2/4	1	1	3/32		1/16	3/2	119		articStaccatissimoAbove								0
11	11	163/8	163/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	120										0
11	11	41/2	41/2	0.375	1/8	1/8	Chord	2/4	1	1	3/32		1/16	3/2	121		articStaccatissimoAbove								0
11	11	167/8	167/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	122										0
11	11	21	21	0.375	1/4	1/4	Chord	2/4	1	1	3/32		1/16	3/2	123		articStaccatissimoAbove								0
11	11	171/8	171/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	124										0
11	11	43/2	43/2	0.375	3/8	3/8	Chord	2/4	1	1	3/32		1/16	3/2	125		articStaccatissimoAbove								0
11	11	175/8	175/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	126										0
11	11	20	20	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	127										
11	11	41/2	41/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	128										
11	11	21	21	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	129										
11	11	43/2	43/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	130										
11	11	81/4	81/4	0.5	1/16	1/16	Chord	2/4	2	2	1/8		1/8	1	131										
11	11	83/4	83/4	0.5	3/16	3/16	Chord	2/4	2	2	1/8		1/8	1	132										
11	11	85/4	85/4	0.5	5/16	5/16	Chord	2/4	2	2	1/8		1/8	1	133										
11	11	87/4	87/4	0.25	7/16	7/16	Chord	2/4	2	2	1/16		1/16	1	134										
12	12	22	22	0.0	0	0	Dynamic	2/4	1	1	0					f									
12	12	22	22	0.0	0	0	Spanner	2/4	1	1	0														
12	12	22	22	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	135										
12	12	45/2	45/2	0.125	1/8	1/8	Chord	2/4	1	1	1/32		1/32	1	136										
12	12	181/8	181/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32		1/32	1	137										
12	12	91/4	91/4	0.08333333333333333	3/16	3/16	Chord	2/4	1	1	1/48		1/32	2/3	138									2	
12	12	137/6	137/6	0.08333333333333333	5/24	5/24	Chord	2/4	1	1	1/48		1/32	2/3	139									2	
12	12	275/12	275/12	0.08333333333333333	11/48	11/48	Chord	2/4	1	1	1/48		1/32	2/3	140										
12	12	23	23	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	141										
12	12	95/4	95/4	0.0	7/16	7/16	Dynamic	2/4	1	1	0					p									
12	12	95/4	95/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	142										
12	12	22	22	1.5	0	0	Chord	2/4	2	1	3/8		1/4	3/2	143										
13	13	24	24	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	144										
13	13	49/2	49/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	145										
13	13	199/8	199/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	146										
13	13	25	25	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	147										
13	13	51/2	51/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	148										
13	13	207/8	207/8	0.0	15/32	15/32	Dynamic	2/4	1	1	0					sf									
13	13	207/8	207/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	149										
13	13	24	24	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	150										
13	13	49/2	49/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	151										
13	13	25	25	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	152										
13	13	51/2	51/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	153										
14	14	26	26	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	154										
14	14	27	27	0.0	1/4	1/4	Chord	2/4	1	1	0	appoggiatura	1/8	1	155										
14	14	27	27	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	156										
14	14	55/2	55/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	157										
14	14	111/4	111/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	158										
14	14	26	26	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	159										
14	14	27	27	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	160										
14	14	55/2	55/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	161										
15	15	28	28	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	162										
15	15	113/4	113/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	163										
15	15	57/2	57/2	0.375	1/8	1/8	Chord	2/4	1	1	3/32		1/16	3/2	164										
15	15	231/8	231/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	165										
15	15	29	29	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	166										
15	15	59/2	59/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	167										
15	15	28	28	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	168										
15	15	57/2	57/2	0.375	1/8	1/8	Chord	2/4	2	1	3/32		1/16	3/2	169										
15	15	231/8	231/8	0.125	7/32	7/32	Chord	2/4	2	1	1/32		1/32	1	170										
15	15	29	29	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	171										
15	15	59/2	59/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	172										
16	16	30	30	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	173										
16	16	61/2	61/2	0.125	1/8	1/8	Chord	2/4	1	1	1/32		1/32	1	174										
16	16	245/8	245/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32		1/32	1	175										
16	16	123/4	123/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	176										
16	16	247/8	247/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	177										
16	16	31	31	0.125	1/4	1/4	Chord	2/4	1	1	1/32		1/32	1	178										
16	16	249/8	249/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	179										
16	16	125/4	125/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	180										
16	16	251/8	251/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	181										
16	16	63/2	63/2	0.125	3/8	3/8	Chord	2/4	1	1	1/32		1/32	1	182										
16	16	253/8	253/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32		1/32	1	183										
16	16	127/4	127/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	184										
16	16	255/8	255/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	185										
16	16	30	30	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	186										
17	17	32	32	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	187										
17	17	65/2	65/2	0.375	1/8	1/8	Chord	2/4	1	1	3/32		1/16	3/2	188										
17	17	263/8	263/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	189										
17	17	33	33	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	190										
17	17	67/2	67/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	191										
17	17	65/2	65/2	0.375	1/8	1/8	Chord	2/4	2	1	3/32		1/16	3/2	192										
17	17	263/8	263/8	0.125	7/32	7/32	Chord	2/4	2	1	1/32		1/32	1	193										
17	17	33	33	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	194										
17	17	67/2	67/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	195										
18	18	34	34	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	196										
18	18	35	35	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	197										
18	18	34	34	1.5	0	0	Chord	2/4	2	1	3/8		1/4	3/2	198										
19	19	37	37	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	199										
19	19	36	36	0.75	0	0	Chord	2/4	1	2	3/16		1/8	3/2	200										
19	19	147/4	147/4	0.25	3/16	3/16	Chord	2/4	1	2	1/16		1/16	1	201										
19	19	37	37	0.25	1/4	1/4	Chord	2/4	1	2	1/16		1/16	1	202										
19	19	149/4	149/4	0.25	5/16	5/16	Chord	2/4	1	2	1/16		1/16	1	203										
19	19	75/2	75/2	0.25	3/8	3/8	Chord	2/4	1	2	1/16		1/16	1	204										
19	19	151/4	151/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	205										
19	19	145/4	145/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	206										
19	19	73/2	73/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	207										
19	19	147/4	147/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	208										
19	19	149/4	149/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	209										
19	19	75/2	75/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	210										
19	19	151/4	151/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	211										
20	20	38	38	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	212										
20	20	77/2	77/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	213										
20	20	155/4	155/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	214										
20	20	39	39	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	215										
20	20	157/4	157/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	216										
20	20	79/2	79/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	217										
20	20	159/4	159/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	218										
20	20	38	38	1.0	0	0	Chord	2/4	1	2	1/4		1/4	1	219										
20	20	39	39	1.0	1/4	1/4	Chord	2/4	1	2	1/4		1/4	1	220										
20	20	153/4	153/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	221										
20	20	77/2	77/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	222										
20	20	155/4	155/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	223										
20	20	157/4	157/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	224										
20	20	79/2	79/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	225										
20	20	159/4	159/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	226										
21	21	40	40	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	227										
21	21	41	41	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	228										
21	21	40	40	0.5	0	0	Chord	2/4	1	2	1/8		1/8	1	229										
21	21	81/2	81/2	0.25	1/8	1/8	Chord	2/4	1	2	1/16		1/16	1	230										
21	21	163/4	163/4	0.25	3/16	3/16	Chord	2/4	1	2	1/16		1/16	1	231										
21	21	41	41	0.25	1/4	1/4	Chord	2/4	1	2	1/16		1/16	1	232										
21	21	165/4	165/4	0.25	5/16	5/16	Chord	2/4	1	2	1/16		1/16	1	233										
21	21	83/2	83/2	0.25	3/8	3/8	Chord	2/4	1	2	1/16		1/16	1	234										
21	21	167/4	167/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	235										
21	21	161/4	161/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	236										
21	21	81/2	81/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	237										
21	21	163/4	163/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	238										
21	21	165/4	165/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	239										
21	21	83/2	83/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	240										
21	21	167/4	167/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	241										
22	22	42	42	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	242										
22	22	85/2	85/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	243										
22	22	171/4	171/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	244										
22	22	43	43	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	245										
22	22	173/4	173/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	246										
22	22	87/2	87/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	247										
22	22	175/4	175/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	248										
22	22	42	42	1.0	0	0	Chord	2/4	1	2	1/4		1/4	1	249										
22	22	43	43	1.0	1/4	1/4	Chord	2/4	1	2	1/4		1/4	1	250										
22	22	169/4	169/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	251										
22	22	85/2	85/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	252										
22	22	171/4	171/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	253										
22	22	173/4	173/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	254										
22	22	87/2	87/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	255										
22	22	175/4	175/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	256										
23	23	44	44	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	257										
23	23	45	45	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	258										
23	23	44	44	0.5	0	0	Chord	2/4	1	2	1/8		1/8	1	259										
23	23	89/2	89/2	0.25	1/8	1/8	Chord	2/4	1	2	1/16		1/16	1	260										
23	23	179/4	179/4	0.25	3/16	3/16	Chord	2/4	1	2	1/16		1/16	1	261										
23	23	45	45	0.25	1/4	1/4	Chord	2/4	1	2	1/16		1/16	1	262										
23	23	181/4	181/4	0.25	5/16	5/16	Chord	2/4	1	2	1/16		1/16	1	263										
23	23	91/2	91/2	0.25	3/8	3/8	Chord	2/4	1	2	1/16		1/16	1	264										
23	23	183/4	183/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	265										
23	23	177/4	177/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	266										
23	23	89/2	89/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	267										
23	23	179/4	179/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	268										
23	23	181/4	181/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	269										
23	23	91/2	91/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	270										
23	23	183/4	183/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	271										
24	24	46	46	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	272										
24	24	47	47	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	273										
24	24	46	46	0.25	0	0	Chord	2/4	1	2	1/16		1/16	1	274										
24	24	185/4	185/4	0.5	1/16	1/16	Chord	2/4	1	2	1/8		1/8	1	275										
24	24	187/4	187/4	0.25	3/16	3/16	Chord	2/4	1	2	1/16		1/16	1	276										
24	24	47	47	0.25	1/4	1/4	Chord	2/4	1	2	1/16		1/16	1	277										
24	24	189/4	189/4	0.5	5/16	5/16	Chord	2/4	1	2	1/8		1/8	1	278										
