mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin
18	17	205/4	205/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	175										
18	17	103/2	103/2	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	176										
18	17	207/4	207/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	177										
18	17	52	52	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	178										
18	17	209/4	209/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	179										
18	17	99/2	99/2	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	180										
18	17	52	52	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	181										
19	18	105/2	105/2	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	182										
19	18	211/4	211/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	183										
19	18	53	53	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	184										
19	18	213/4	213/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	185										
19	18	107/2	107/2	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	186										
19	18	54	54	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	187										
19	18	217/4	217/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	188										
19	18	109/2	109/2	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	189										
19	18	219/4	219/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	190										
19	18	55	55	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	191										
19	18	221/4	221/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	192										
19	18	105/2	105/2	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	193										
19	18	55	55	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	194										
20	19	111/2	111/2	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	195										
20	19	115/2	115/2	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	196										
20	19	58	58	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	197										
20	19	111/2	111/2	0.25	0	0	Chord	3/4	2	1	1/16		1/16	1	198										
20	19	223/4	223/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	199										
20	19	56	56	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	200										
20	19	225/4	225/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	201										
20	19	113/2	113/2	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	202										
20	19	227/4	227/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	203										
20	19	57	57	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	204										
20	19	229/4	229/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	205										
20	19	115/2	115/2	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	206										
20	19	231/4	231/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	207										
20	19	58	58	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	208										
20	19	233/4	233/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	209										
21	20	117/2	117/2	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	210										
21	20	121/2	121/2	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	211										
21	20	61	61	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	212										
21	20	117/2	117/2	0.25	0	0	Chord	3/4	2	1	1/16		1/16	1	213										
21	20	235/4	235/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	214										
21	20	59	59	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	215										
21	20	237/4	237/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	216										
21	20	119/2	119/2	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	217										
21	20	239/4	239/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	218										
21	20	60	60	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	219										
21	20	241/4	241/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	220										
21	20	121/2	121/2	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	221										
21	20	243/4	243/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	222										
21	20	61	61	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	223										
21	20	245/4	245/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	224										
22	21	123/2	123/2	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	225										
22	21	127/2	127/2	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	226										
22	21	64	64	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	227										
22	21	123/2	123/2	0.25	0	0	Chord	3/4	2	1	1/16		1/16	1	228										
22	21	247/4	247/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	229										
22	21	62	62	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	230										
22	21	249/4	249/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	231										
22	21	125/2	125/2	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	232										
22	21	251/4	251/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	233										
22	21	63	63	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	234										
22	21	253/4	253/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	235										
22	21	127/2	127/2	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	236										
22	21	255/4	255/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	237										
22	21	64	64	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	238										
22	21	257/4	257/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	239										
23	22	129/2	129/2	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	240										
23	22	133/2	133/2	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	241										
23	22	67	67	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	242										
23	22	129/2	129/2	0.25	0	0	Chord	3/4	2	1	1/16		1/16	1	243										
23	22	259/4	259/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	244										
23	22	65	65	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	245										
23	22	261/4	261/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	246										
23	22	131/2	131/2	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	247										
23	22	263/4	263/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	248										
23	22	66	66	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	249										
23	22	265/4	265/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	250										
23	22	133/2	133/2	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	251										
23	22	267/4	267/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	252										
23	22	67	67	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	253										
23	22	269/4	269/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	254										
24	23	135/2	135/2	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	255										
24	23	271/4	271/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	256										
24	23	68	68	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	257										
24	23	273/4	273/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	258										
24	23	137/2	137/2	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	259										
24	23	275/4	275/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	260										
24	23	69	69	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	261										
24	23	277/4	277/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	262										
24	23	139/2	139/2	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	263										
24	23	279/4	279/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	264										
24	23	70	70	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	265										
24	23	281/4	281/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	266										
24	23	135/2	135/2	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	267										
25	24	141/2	141/2	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	268										
25	24	283/4	283/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	269										
25	24	71	71	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	270										
25	24	285/4	285/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	271										
25	24	143/2	143/2	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	272										
25	24	287/4	287/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	273										
