mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin
53	53	847/4	847/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	901										
53	53	208	208	0.25	0	0	Chord	4/4	2	1	1/16			1/16	1	902										
53	53	833/4	833/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16			1/16	1	903										
53	53	417/2	417/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16			1/16	1	904										
53	53	835/4	835/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16			1/16	1	905										
53	53	209	209	0.25	1/4	1/4	Chord	4/4	2	1	1/16			1/16	1	906										
53	53	837/4	837/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16			1/16	1	907										
53	53	419/2	419/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16			1/16	1	908										
53	53	839/4	839/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16			1/16	1	909										
53	53	210	210	0.25	1/2	1/2	Chord	4/4	2	1	1/16			1/16	1	910										
53	53	841/4	841/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16			1/16	1	911										
53	53	421/2	421/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16			1/16	1	912										
53	53	843/4	843/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16			1/16	1	913										
53	53	211	211	0.25	3/4	3/4	Chord	4/4	2	1	1/16			1/16	1	914										
53	53	845/4	845/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16			1/16	1	915										
53	53	423/2	423/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16			1/16	1	916										
53	53	847/4	847/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16			1/16	1	917										
54	54	212	212	0.0	0	0	Dynamic	4/4	1	1	0						ff									
54	54	212	212	0.25	0	0	Chord	4/4	1	1	1/16			1/16	1	918										
54	54	849/4	849/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16			1/16	1	919										
54	54	425/2	425/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	920										
54	54	851/4	851/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	921										
54	54	213	213	0.25	1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	922										
54	54	853/4	853/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	923										
54	54	427/2	427/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	924										
54	54	855/4	855/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	925										
54	54	214	214	0.25	1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	926										
54	54	857/4	857/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	927										
54	54	429/2	429/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	928										
54	54	859/4	859/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	929										
54	54	215	215	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	930										
54	54	861/4	861/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	931										
54	54	431/2	431/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	932										
54	54	863/4	863/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	933										
54	54	212	212	0.25	0	0	Chord	4/4	2	1	1/16			1/16	1	934										
54	54	849/4	849/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16			1/16	1	935										
54	54	425/2	425/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16			1/16	1	936										
54	54	851/4	851/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16			1/16	1	937										
54	54	213	213	0.25	1/4	1/4	Chord	4/4	2	1	1/16			1/16	1	938										
54	54	853/4	853/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16			1/16	1	939										
54	54	427/2	427/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16			1/16	1	940										
54	54	855/4	855/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16			1/16	1	941										
54	54	214	214	0.25	1/2	1/2	Chord	4/4	2	1	1/16			1/16	1	942										
54	54	857/4	857/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16			1/16	1	943										
54	54	429/2	429/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16			1/16	1	944										
54	54	859/4	859/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16			1/16	1	945										
54	54	215	215	0.25	3/4	3/4	Chord	4/4	2	1	1/16			1/16	1	946										
54	54	861/4	861/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16			1/16	1	947										
54	54	431/2	431/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16			1/16	1	948										
54	54	863/4	863/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16			1/16	1	949										
55	55	216	216	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	950										
55	55	217	217	0.2	1/4	1/4	Chord	4/4	1	1	1/20			1/16	4/5	951										
55	55	1086/5	1086/5	0.2	3/10	3/10	Chord	4/4	1	1	1/20			1/16	4/5	952										
55	55	1087/5	1087/5	0.2	7/20	7/20	Chord	4/4	1	1	1/20			1/16	4/5	953										
55	55	1088/5	1088/5	0.2	2/5	2/5	Chord	4/4	1	1	1/20			1/16	4/5	954										
55	55	1089/5	1089/5	0.2	9/20	9/20	Chord	4/4	1	1	1/20			1/16	4/5	955										
55	55	218	218	0.2	1/2	1/2	Chord	4/4	1	1	1/20			1/16	4/5	956										
55	55	1091/5	1091/5	0.2	11/20	11/20	Chord	4/4	1	1	1/20			1/16	4/5	957										
55	55	1092/5	1092/5	0.2	3/5	3/5	Chord	4/4	1	1	1/20			1/16	4/5	958										
55	55	1093/5	1093/5	0.2	13/20	13/20	Chord	4/4	1	1	1/20			1/16	4/5	959										
55	55	1094/5	1094/5	0.2	7/10	7/10	Chord	4/4	1	1	1/20			1/16	4/5	960										
55	55	219	219	0.2	3/4	3/4	Chord	4/4	1	1	1/20			1/16	4/5	961										
55	55	1096/5	1096/5	0.2	4/5	4/5	Chord	4/4	1	1	1/20			1/16	4/5	962										
55	55	1097/5	1097/5	0.2	17/20	17/20	Chord	4/4	1	1	1/20			1/16	4/5	963										
55	55	1098/5	1098/5	0.2	9/10	9/10	Chord	4/4	1	1	1/20			1/16	4/5	964										
55	55	1099/5	1099/5	0.2	19/20	19/20	Chord	4/4	1	1	1/20			1/16	4/5	965										
55	55	216	216	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	966										
55	55	219	219	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	967										
56	56	220	220	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	968										
56	56	221	221	0.2	1/4	1/4	Chord	4/4	1	1	1/20			1/16	4/5	969										
56	56	1106/5	1106/5	0.2	3/10	3/10	Chord	4/4	1	1	1/20			1/16	4/5	970										
56	56	1107/5	1107/5	0.2	7/20	7/20	Chord	4/4	1	1	1/20			1/16	4/5	971										
56	56	1108/5	1108/5	0.2	2/5	2/5	Chord	4/4	1	1	1/20			1/16	4/5	972										
56	56	1109/5	1109/5	0.2	9/20	9/20	Chord	4/4	1	1	1/20			1/16	4/5	973										
56	56	222	222	0.2	1/2	1/2	Chord	4/4	1	1	1/20			1/16	4/5	974										
56	56	1111/5	1111/5	0.2	11/20	11/20	Chord	4/4	1	1	1/20			1/16	4/5	975										
56	56	1112/5	1112/5	0.2	3/5	3/5	Chord	4/4	1	1	1/20			1/16	4/5	976										
56	56	1113/5	1113/5	0.2	13/20	13/20	Chord	4/4	1	1	1/20			1/16	4/5	977										
56	56	1114/5	1114/5	0.2	7/10	7/10	Chord	4/4	1	1	1/20			1/16	4/5	978										
56	56	223	223	0.2	3/4	3/4	Chord	4/4	1	1	1/20			1/16	4/5	979										
56	56	1116/5	1116/5	0.2	4/5	4/5	Chord	4/4	1	1	1/20			1/16	4/5	980										
56	56	1117/5	1117/5	0.2	17/20	17/20	Chord	4/4	1	1	1/20			1/16	4/5	981										
56	56	1118/5	1118/5	0.2	9/10	9/10	Chord	4/4	1	1	1/20			1/16	4/5	982										
56	56	1119/5	1119/5	0.2	19/20	19/20	Chord	4/4	1	1	1/20			1/16	4/5	983										
56	56	220	220	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	984										
56	56	223	223	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	985										
57	57	224	224	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	986										
57	57	225	225	0.2	1/4	1/4	Chord	4/4	1	1	1/20			1/16	4/5	987										
57	57	1126/5	1126/5	0.2	3/10	3/10	Chord	4/4	1	1	1/20			1/16	4/5	988										
57	57	1127/5	1127/5	0.2	7/20	7/20	Chord	4/4	1	1	1/20			1/16	4/5	989										
57	57	1128/5	1128/5	0.2	2/5	2/5	Chord	4/4	1	1	1/20			1/16	4/5	990										
57	57	1129/5	1129/5	0.2	9/20	9/20	Chord	4/4	1	1	1/20			1/16	4/5	991										
57	57	226	226	0.2	1/2	1/2	Chord	4/4	1	1	1/20			1/16	4/5	992										
57	57	1131/5	1131/5	0.2	11/20	11/20	Chord	4/4	1	1	1/20			1/16	4/5	993										
57	57	1132/5	1132/5	0.2	3/5	3/5	Chord	4/4	1	1	1/20			1/16	4/5	994										
57	57	1133/5	1133/5	0.2	13/20	13/20	Chord	4/4	1	1	1/20			1/16	4/5	995										
57	57	1134/5	1134/5	0.2	7/10	7/10	Chord	4/4	1	1	1/20			1/16	4/5	996										
57	57	227	227	0.2	3/4	3/4	Chord	4/4	1	1	1/20			1/16	4/5	997										
57	57	1136/5	1136/5	0.2	4/5	4/5	Chord	4/4	1	1	1/20			1/16	4/5	998										
57	57	1137/5	1137/5	0.2	17/20	17/20	Chord	4/4	1	1	1/20			1/16	4/5	999										
57	57	1138/5	1138/5	0.2	9/10	9/10	Chord	4/4	1	1	1/20			1/16	4/5	1000										
57	57	1139/5	1139/5	0.2	19/20	19/20	Chord	4/4	1	1	1/20			1/16	4/5	1001										
57	57	224	224	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	1002										
57	57	225	225	1.0	1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	1003										
57	57	227	227	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	1004										
58	58	228	228	0.25	0	0	Chord	4/4	1	1	1/16			1/16	1	1005										
58	58	913/4	913/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16			1/16	1	1006										
58	58	457/2	457/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	1007										
58	58	915/4	915/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	1008										
58	58	229	229	0.25	1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	1009										
58	58	917/4	917/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	1010										
58	58	459/2	459/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	1011										
58	58	919/4	919/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	1012										
58	58	230	230	0.25	1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	1013										
58	58	921/4	921/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	1014										
58	58	461/2	461/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	1015										
58	58	923/4	923/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	1016										
58	58	231	231	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	1017										
58	58	925/4	925/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	1018										
58	58	463/2	463/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	1019										
58	58	927/4	927/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	1020										
58	58	228	228	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	1021										
58	58	231	231	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	1022										
59	59	232	232	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	1023										
59	59	233	233	0.0	1/4	1/4	StaffText	4/4	1	1	0								"<font size=""17.8494""/><font face=""Opus""/>"							
59	59	233	233	0.75	1/4	1/4	Chord	4/4	1	1	3/16			1/8	3/2	1024										
59	59	935/4	935/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	1025										
59	59	234	234	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	1026										
59	59	235	235	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	1027		ornamentTrill								
59	59	232	232	2.0	0	0	Chord	4/4	2	1	1/2			1/2	1	1028										
59	59	234	234	2.0	1/2	1/2	Chord	4/4	2	1	1/2			1/2	1	1029										
60	60	236	236	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	1030										
60	60	473/2	473/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	1031										
60	60	947/4	947/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	1032										
60	60	237	237	0.25	1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	1033										
60	60	949/4	949/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	1034										
60	60	475/2	475/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	1035										
60	60	951/4	951/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	1036										
60	60	238	238	0.25	1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	1037										
60	60	953/4	953/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	1038										
60	60	477/2	477/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	1039										
60	60	955/4	955/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	1040										
60	60	239	239	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	1041										
60	60	959/4	959/4	0.125	15/16	15/16	Chord	4/4	1	1	1/32			1/32	1	1042										
60	60	1919/8	1919/8	0.125	31/32	31/32	Chord	4/4	1	1	1/32			1/32	1	1043										
60	60	236	236	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	1044										
61	61	240	240	4.0	0	0	Chord	4/4	1	1	1			1	1	1045		ornamentTrill								
61	61	240	240	2.0	0	0	Chord	4/4	2	1	1/2		r8	1/2	1	1046										
61	61	242	242	2.0	1/2	1/2	Chord	4/4	2	1	1/2		r8	1/2	1	1047										
62	62	244	244	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	1048										
62	62	245	245	0.0	1/4	1/4	Dynamic	4/4	1	1	0						p									
62	62	491/2	491/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	1049									20	
62	62	983/4	983/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	1050										
62	62	246	246	0.25	1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	1051									21	
62	62	985/4	985/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	1052										
62	62	495/2	495/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	1053									22	
62	62	991/4	991/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	1054										
62	62	244	244	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	1055										
62	62	491/2	491/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	1056										
62	62	246	246	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	1057										
62	62	495/2	495/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	1058										
63	63	248	248	0.25	0	0	Chord	4/4	1	1	1/16			1/16	1	1059									23	
63	63	993/4	993/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16			1/16	1	1060										
63	63	499/2	499/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	1061									24	
63	63	999/4	999/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	1062										
63	63	250	250	0.0	1/2	1/2	Chord	4/4	1	1	0	grace16		1/16	1	1063										
63	63	250	250	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	1064										
63	63	501/2	501/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	1065										
63	63	1003/4	1003/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	1066										
63	63	251	251	0.0	3/4	3/4	Chord	4/4	1	1	0	grace16		1/16	1	1067										
63	63	251	251	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	1068										
63	63	503/2	503/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	1069										
63	63	1007/4	1007/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	1070										
63	63	248	248	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	1071										
63	63	499/2	499/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	1072										
63	63	250	250	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	1073										
63	63	251	251	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	1074										
64	64	252	252	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	1075										
64	64	507/2	507/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	1076									25	
64	64	1015/4	1015/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	1077										
64	64	254	254	0.25	1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	1078										
64	64	1017/4	1017/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	1079										
64	64	511/2	511/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	1080										
64	64	1023/4	1023/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	1081										
64	64	252	252	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	1082										
64	64	507/2	507/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	1083										
64	64	254	254	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	1084										
64	64	511/2	511/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	1085										
65	65	256	256	0.25	0	0	Chord	4/4	1	1	1/16			1/16	1	1086									26	
65	65	1025/4	1025/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16			1/16	1	1087										
65	65	257	257	0.0	1/4	1/4	Dynamic	4/4	1	1	0						f									
65	65	515/2	515/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	1088									27	
65	65	1031/4	1031/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	1089										
65	65	258	258	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	1090										
65	65	517/2	517/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	1091										
65	65	259	259	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	1092										
65	65	519/2	519/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	1093									28	
65	65	1039/4	1039/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	1094										
65	65	256	256	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	1095										
65	65	515/2	515/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16			1/16	1	1096										
65	65	1031/4	1031/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16			1/16	1	1097										
65	65	258	258	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	1098										
65	65	517/2	517/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	1099										
65	65	259	259	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	1100										
65	65	519/2	519/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16			1/16	1	1101										
65	65	1039/4	1039/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16			1/16	1	1102										
66	66	260	260	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	1103										
66	66	521/2	521/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	1104										
66	66	261	261	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	1105										
66	66	523/2	523/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	1106									29	
66	66	1047/4	1047/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	1107										
66	66	262	262	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	1108										
66	66	525/2	525/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	1109										
66	66	263	263	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	1110										
66	66	527/2	527/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	1111									30	
66	66	1055/4	1055/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	1112										
66	66	260	260	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	1113										
66	66	521/2	521/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	1114										
66	66	261	261	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	1115										
66	66	523/2	523/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16			1/16	1	1116										
66	66	1047/4	1047/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16			1/16	1	1117										
66	66	262	262	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	1118										
66	66	525/2	525/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	1119										
66	66	263	263	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	1120										
66	66	527/2	527/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16			1/16	1	1121										
66	66	1055/4	1055/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16			1/16	1	1122										
67	67	264	264	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	1123										
67	67	265	265	1.0	1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	1124										
67	67	266	266	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	1125										
67	67	264	264	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	1126										
67	67	265	265	1.0	1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	1127										
67	67	266	266	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	1128										
68	68	268	268	0.0	0	0	StaffText	4/4	1	1	0								"<font size=""10.5723""/><font face=""Times New Roman""/><i>dolce</i>"							
68	68	268	268	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	1129		articStaccatoAbove								
68	68	269	269	1.5	1/4	1/4	Chord	4/4	1	1	3/8			1/4	3/2	1130										
68	68	541/2	541/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	1131										
68	68	1083/4	1083/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	1132										
68	68	271	271	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	1133										
68	68	1085/4	1085/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	1134										
68	68	543/2	543/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	1135										
68	68	1087/4	1087/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	1136										
68	68	537/2	537/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	1137		articStaccatoAbove								
68	68	269	269	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	1138		articStaccatoAbove								
68	68	539/2	539/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	1139		articStaccatoAbove								
68	68	270	270	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	1140		articStaccatoAbove								
68	68	541/2	541/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	1141		articStaccatoAbove								
68	68	271	271	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	1142		articStaccatoAbove								
68	68	543/2	543/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	1143		articStaccatoAbove								
69	69	272	272	0.75	0	0	Chord	4/4	1	1	3/16			1/8	3/2	1144										
69	69	1091/4	1091/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	1145										
69	69	273	273	1.0	1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	1146										
69	69	549/2	549/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	1147										
69	69	275	275	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	1148										
69	69	551/2	551/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	1149										
69	69	545/2	545/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	1150		articStaccatoAbove								
69	69	273	273	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	1151		articStaccatoAbove								
69	69	547/2	547/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	1152		articStaccatoAbove								
69	69	274	274	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	1153		articStaccatoAbove								
69	69	549/2	549/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	1154		articStaccatoAbove								
69	69	275	275	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	1155		articStaccatoAbove								
69	69	551/2	551/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	1156		articStaccatoAbove								
70	70	276	276	0.0	0	0	StaffText	4/4	1	1	0								"<font size=""17.8494""/><font face=""Opus""/>"							
70	70	276	276	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	1157										
70	70	553/2	553/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	1158										
70	70	277	277	1.5	1/4	1/4	Chord	4/4	1	1	3/8			1/4	3/2	1159										
70	70	557/2	557/2	0.0	5/8	5/8	StaffText	4/4	1	1	0								"<font size=""17.8494""/><font face=""Opus""/>"							
70	70	557/2	557/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	1160										
70	70	279	279	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	1161										
70	70	559/2	559/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	1162										
70	70	1119/4	1119/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	1163										
70	70	553/2	553/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	1164		articStaccatoAbove								
70	70	277	277	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	1165		articStaccatoAbove								
70	70	555/2	555/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	1166		articStaccatoAbove								
70	70	278	278	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	1167		articStaccatoAbove								
70	70	557/2	557/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	1168		articStaccatoAbove								
70	70	279	279	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	1169		articStaccatoAbove								
70	70	559/2	559/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	1170		articStaccatoAbove								
71	71	280	280	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	1171										
71	71	561/2	561/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	1172										
71	71	281	281	1.0	1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	1173										
