mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	decrescendo_hairpin
26	25	149/2	149/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	284										
26	25	75	75	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	285										
26	25	145/2	145/2	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	286										
26	25	74	74	1.5	3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	287										
27	26	151/2	151/2	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	288										
27	26	77	77	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	289										
27	26	151/2	151/2	2.0	0	0	Chord	6/8	2	1	1/2		1/2	1	290										
28	27	157/2	157/2	0.0	0	0	Dynamic	6/8	1	1	0					p									
28	27	315/4	315/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	291										
28	27	79	79	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	292										
28	27	317/4	317/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	293										
28	27	159/2	159/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	294										
28	27	319/4	319/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	295										
28	27	80	80	0.25	3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	296										
28	27	321/4	321/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	297										
28	27	161/2	161/2	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	298										
28	27	323/4	323/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	299										
28	27	81	81	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	300										
28	27	325/4	325/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	301										
28	27	157/2	157/2	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	302										
28	27	80	80	1.5	3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	303										
29	28	163/2	163/2	0.25	0	0	Chord	6/8	1	1	1/16		1/16	1	304										
29	28	327/4	327/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	305										
29	28	82	82	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	306										
29	28	329/4	329/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	307										
29	28	165/2	165/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	308										
29	28	331/4	331/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	309										
29	28	83	83	0.25	3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	310										
29	28	333/4	333/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	311										
29	28	167/2	167/2	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	312										
29	28	335/4	335/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	313										
29	28	84	84	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	314										
29	28	337/4	337/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	315										
29	28	163/2	163/2	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	316										
29	28	83	83	1.5	3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	317										
30	29	169/2	169/2	0.25	0	0	Chord	6/8	1	1	1/16		1/16	1	318										
30	29	339/4	339/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	319										
30	29	85	85	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	320										
30	29	341/4	341/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	321										
30	29	171/2	171/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	322										
30	29	343/4	343/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	323										
30	29	86	86	0.25	3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	324										
30	29	345/4	345/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	325										
30	29	173/2	173/2	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	326										
30	29	347/4	347/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	327										
30	29	87	87	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	328										
30	29	349/4	349/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	329										
30	29	169/2	169/2	0.75	0	0	Chord	6/8	2	1	3/16		1/8	3/2	330										
30	29	341/4	341/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	331										
30	29	171/2	171/2	0.25	1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	332										
30	29	343/4	343/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	333										
30	29	86	86	0.75	3/8	3/8	Chord	6/8	2	1	3/16		1/8	3/2	334										
30	29	347/4	347/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	335										
30	29	87	87	0.25	5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	336										
30	29	349/4	349/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	337										
31	30	175/2	175/2	0.25	0	0	Chord	6/8	1	1	1/16		1/16	1	338										
31	30	351/4	351/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	339										
31	30	88	88	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	340										
31	30	353/4	353/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	341										
31	30	177/2	177/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	342										
31	30	355/4	355/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	343										
31	30	89	89	0.25	3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	344										
31	30	357/4	357/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	345										
31	30	179/2	179/2	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	346										
31	30	359/4	359/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	347										
31	30	90	90	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	348										
31	30	361/4	361/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	349										
31	30	175/2	175/2	0.75	0	0	Chord	6/8	2	1	3/16		1/8	3/2	350										
31	30	353/4	353/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	351										
31	30	177/2	177/2	0.25	1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	352										
31	30	355/4	355/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	353										
31	30	89	89	0.75	3/8	3/8	Chord	6/8	2	1	3/16		1/8	3/2	354										
31	30	359/4	359/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	355										
31	30	90	90	0.25	5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	356										
31	30	361/4	361/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	357										
32	31	181/2	181/2	0.25	0	0	Chord	6/8	1	1	1/16		1/16	1	358										
32	31	363/4	363/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	359										
32	31	91	91	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	360										
32	31	365/4	365/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	361										
32	31	183/2	183/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	362										
32	31	367/4	367/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	363										
32	31	92	92	0.25	3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	364										
32	31	369/4	369/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	365										
32	31	185/2	185/2	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	366										
32	31	371/4	371/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	367										
32	31	93	93	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	368										
32	31	373/4	373/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	369										
32	31	181/2	181/2	0.75	0	0	Chord	6/8	2	1	3/16		1/8	3/2	370										
32	31	365/4	365/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	371										
32	31	183/2	183/2	0.25	1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	372										
32	31	367/4	367/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	373										
32	31	92	92	0.75	3/8	3/8	Chord	6/8	2	1	3/16		1/8	3/2	374										
32	31	371/4	371/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	375										
32	31	93	93	0.25	5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	376										
32	31	373/4	373/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	377										
33	32	187/2	187/2	0.25	0	0	Chord	6/8	1	1	1/16		1/16	1	378										
33	32	375/4	375/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	379										
33	32	94	94	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	380										
33	32	377/4	377/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	381										
33	32	189/2	189/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	382										
33	32	379/4	379/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	383										
33	32	95	95	0.25	3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	384										
33	32	381/4	381/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	385										
33	32	191/2	191/2	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	386										
33	32	383/4	383/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	387										
33	32	96	96	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	388										
33	32	385/4	385/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	389										
33	32	187/2	187/2	0.75	0	0	Chord	6/8	2	1	3/16		1/8	3/2	390										
33	32	377/4	377/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	391										
33	32	189/2	189/2	0.25	1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	392										
33	32	379/4	379/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	393										
33	32	95	95	0.75	3/8	3/8	Chord	6/8	2	1	3/16		1/8	3/2	394										
33	32	383/4	383/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	395										
33	32	96	96	0.25	5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	396										
33	32	385/4	385/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	397										
34	33	193/2	193/2	0.25	0	0	Chord	6/8	1	1	1/16		1/16	1	398										
34	33	387/4	387/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	399										
34	33	97	97	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	400										
34	33	389/4	389/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	401										
34	33	195/2	195/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	402										
34	33	391/4	391/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	403										
34	33	98	98	0.25	3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	404										
34	33	393/4	393/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	405										
34	33	197/2	197/2	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	406										
34	33	395/4	395/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	407										
34	33	99	99	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	408										
34	33	397/4	397/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	409										
34	33	193/2	193/2	0.75	0	0	Chord	6/8	2	1	3/16		1/8	3/2	410										
34	33	389/4	389/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	411										
34	33	195/2	195/2	0.25	1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	412										
34	33	391/4	391/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	413										
34	33	98	98	0.75	3/8	3/8	Chord	6/8	2	1	3/16		1/8	3/2	414										
34	33	395/4	395/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	415										
34	33	99	99	0.25	5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	416										
34	33	397/4	397/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	417										
35	34	199/2	199/2	0.25	0	0	Chord	6/8	1	1	1/16		1/16	1	418										
35	34	399/4	399/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	419										
35	34	100	100	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	420										
35	34	401/4	401/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	421										
35	34	201/2	201/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	422										
35	34	403/4	403/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	423										
35	34	101	101	0.25	3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	424										
35	34	405/4	405/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	425										
35	34	203/2	203/2	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	426										
35	34	407/4	407/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	427										
35	34	102	102	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	428										
35	34	409/4	409/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	429										
35	34	199/2	199/2	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	430										
35	34	201/2	201/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	431										
35	34	101	101	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	432		articStaccatoAbove								
35	34	203/2	203/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	433		articStaccatoAbove								
35	34	102	102	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	434		articStaccatoAbove								
36	35	205/2	205/2	0.25	0	0	Chord	6/8	1	1	1/16		1/16	1	435										
36	35	411/4	411/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	436										
36	35	103	103	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	437									10	
36	35	413/4	413/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	438									10	
36	35	207/2	207/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	439									10	
36	35	415/4	415/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	440										
36	35	104	104	0.25	3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	441										
36	35	417/4	417/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	442										
36	35	209/2	209/2	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	443										
36	35	419/4	419/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	444										
36	35	105	105	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	445										
36	35	421/4	421/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	446										
36	35	205/2	205/2	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	447										
36	35	207/2	207/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	448										
36	35	104	104	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	449		articStaccatoAbove								
36	35	209/2	209/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	450		articStaccatoAbove								
36	35	105	105	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	451		articStaccatoAbove								
37	36	211/2	211/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	452										
37	36	213/2	213/2	0.0	1/4	1/4	Dynamic	6/8	1	1	0					p									
37	36	213/2	213/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	453										
37	36	107	107	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	454										
37	36	211/2	211/2	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	455										
37	36	108	108	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	456										
38	37	219/2	219/2	0.0	1/4	1/4	Chord	6/8	1	1	0	grace16	1/16	1	457										
38	37	219/2	219/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	458										
38	37	439/4	439/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	459										
38	37	110	110	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	460										
38	37	217/2	217/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	461										
38	37	111	111	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	462										
39	38	225/2	225/2	0.0	1/4	1/4	StaffText	6/8	1	1	0							"<font size=""10.5723""/><font face=""Times New Roman""/><i>cresc.</i>"							
39	38	225/2	225/2	0.16666666666666666	1/4	1/4	Chord	6/8	1	1	1/24		1/16	2/3	463									11	
39	38	338/3	338/3	0.16666666666666666	7/24	7/24	Chord	6/8	1	1	1/24		1/16	2/3	464									11	
39	38	677/6	677/6	0.16666666666666666	1/3	1/3	Chord	6/8	1	1	1/24		1/16	2/3	465										
39	38	113	113	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	466										
39	38	114	114	0.16666666666666666	5/8	5/8	Chord	6/8	1	1	1/24		1/16	2/3	467									12	
39	38	685/6	685/6	0.16666666666666666	2/3	2/3	Chord	6/8	1	1	1/24		1/16	2/3	468									12	
39	38	343/3	343/3	0.16666666666666666	17/24	17/24	Chord	6/8	1	1	1/24		1/16	2/3	469										
39	38	223/2	223/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	470										
39	38	113	113	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	471										
40	39	229/2	229/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	472										
40	39	231/2	231/2	0.16666666666666666	1/4	1/4	Chord	6/8	1	1	1/24		1/16	2/3	473										
40	39	347/3	347/3	0.16666666666666666	7/24	7/24	Chord	6/8	1	1	1/24		1/16	2/3	474										
40	39	695/6	695/6	0.16666666666666666	1/3	1/3	Chord	6/8	1	1	1/24		1/16	2/3	475										
40	39	116	116	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	476										
40	39	117	117	0.16666666666666666	5/8	5/8	Chord	6/8	1	1	1/24		1/16	2/3	477										
40	39	703/6	703/6	0.16666666666666666	2/3	2/3	Chord	6/8	1	1	1/24		1/16	2/3	478										
40	39	352/3	352/3	0.16666666666666666	17/24	17/24	Chord	6/8	1	1	1/24		1/16	2/3	479										
40	39	229/2	229/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	480										
40	39	116	116	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	481										
41	40	235/2	235/2	0.0	0	0	Dynamic	6/8	1	1	0					f									
41	40	235/2	235/2	0.0	0	0	StaffText	6/8	1	1	0							rit.							
41	40	235/2	235/2	0.0	0	0	StaffText	6/8	1	1	0							rit.							
41	40	235/2	235/2	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	482										
41	40	237/2	237/2	0.0	1/4	1/4	Spanner	6/8	1	1	0														0
41	40	237/2	237/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	483										0
41	40	475/4	475/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	484										0
41	40	119	119	0.25	3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	485										0
41	40	477/4	477/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	486										0
41	40	239/2	239/2	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	487										0
41	40	479/4	479/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	488										0
41	40	120	120	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	489										0
41	40	481/4	481/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	490										0
41	40	241/2	241/2	0.25	3/4	3/4	Chord	6/8	1	1	1/16		1/16	1	491										0
41	40	483/4	483/4	0.25	13/16	13/16	Chord	6/8	1	1	1/16		1/16	1	492										0
41	40	121	121	0.25	7/8	7/8	Chord	6/8	1	1	1/16		1/16	1	493										0
41	40	485/4	485/4	0.0	15/16	15/16	Spanner	6/8	1	1	0														
41	40	485/4	485/4	0.25	15/16	15/16	Chord	6/8	1	1	1/16		1/16	1	494										
41	40	243/2	243/2	0.25	1	1	Chord	6/8	1	1	1/16		1/16	1	495										
41	40	487/4	487/4	0.0	17/16	17/16	Dynamic	6/8	1	1	0					p									
41	40	487/4	487/4	0.5	17/16	17/16	Chord	6/8	1	1	1/8		1/8	1	496										
41	40	489/4	489/4	0.5	19/16	19/16	Chord	6/8	1	1	1/8		1/8	1	497										
41	40	491/4	491/4	0.5	21/16	21/16	Chord	6/8	1	1	1/8		1/8	1	498										
41	40	493/4	493/4	0.5	23/16	23/16	Chord	6/8	1	1	1/8		1/8	1	499										
41	40	495/4	495/4	1.0	25/16	25/16	Chord	6/8	1	1	1/4		1/4	1	500										
41	40	501/4	501/4	0.0	31/16	31/16	Dynamic	6/8	1	1	0					p									
41	40	501/4	501/4	0.5	31/16	31/16	Chord	6/8	1	1	1/8		1/8	1	501										
41	40	235/2	235/2	2.0	0	0	Chord	6/8	2	1	1/2		1/2	1	502										
42	41	503/4	503/4	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	503									13	
42	41	505/4	505/4	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	504									13	
42	41	507/4	507/4	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	505										
42	41	509/4	509/4	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	506									14	
42	41	511/4	511/4	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	507									14	
42	41	513/4	513/4	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	508										
42	41	503/4	503/4	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	509										
42	41	509/4	509/4	1.5	3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	510										
43	42	515/4	515/4	0.0	0	0	Chord	6/8	1	1	0	grace16	1/16	1	511										
43	42	515/4	515/4	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	512										
43	42	519/4	519/4	0.16666666666666666	1/4	1/4	Chord	6/8	1	1	1/24		1/16	2/3	513										
43	42	1559/12	1559/12	0.16666666666666666	7/24	7/24	Chord	6/8	1	1	1/24		1/16	2/3	514										
43	42	1561/12	1561/12	0.16666666666666666	1/3	1/3	Chord	6/8	1	1	1/24		1/16	2/3	515										
43	42	521/4	521/4	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	516		articStaccatoAbove								
43	42	523/4	523/4	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	517		articStaccatoAbove								
43	42	525/4	525/4	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	518		articStaccatoAbove								
43	42	515/4	515/4	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	519										
43	42	521/4	521/4	1.5	3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	520										
43	42	515/4	515/4	3.0	0	0	Chord	6/8	2	2	3/4		1/2	3/2	521										
44	43	527/4	527/4	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	522									15	
44	43	529/4	529/4	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	523										
44	43	531/4	531/4	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	524		articStaccatoAbove								
44	43	533/4	533/4	0.0	3/8	3/8	Chord	6/8	1	1	0	grace16	1/16	1	525										
44	43	533/4	533/4	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	526		articStaccatoAbove								
44	43	535/4	535/4	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	527		articStaccatoAbove								
44	43	537/4	537/4	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	528		articStaccatoAbove								
44	43	527/4	527/4	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	529										
44	43	533/4	533/4	1.5	3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	530										
45	44	539/4	539/4	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	531										
45	44	541/4	541/4	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	532										
45	44	271/2	271/2	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	533										
45	44	543/4	543/4	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	534										
45	44	136	136	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	535										
45	44	545/4	545/4	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	536										
45	44	549/4	549/4	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	537										
45	44	539/4	539/4	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	538										
45	44	545/4	545/4	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	539										
46	45	551/4	551/4	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	540									16	
46	45	553/4	553/4	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	541										
46	45	555/4	555/4	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	542		articStaccatoAbove								
46	45	557/4	557/4	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	543									17	
46	45	559/4	559/4	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	544										
46	45	561/4	561/4	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	545		articStaccatoAbove								
46	45	551/4	551/4	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	546										
46	45	557/4	557/4	1.5	3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	547										
47	46	563/4	563/4	0.0	0	0	Chord	6/8	1	1	0	grace16	1/16	1	548										
47	46	563/4	563/4	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	549										
47	46	567/4	567/4	0.16666666666666666	1/4	1/4	Chord	6/8	1	1	1/24		1/16	2/3	550									18	
47	46	1703/12	1703/12	0.16666666666666666	7/24	7/24	Chord	6/8	1	1	1/24		1/16	2/3	551									18	
47	46	1705/12	1705/12	0.16666666666666666	1/3	1/3	Chord	6/8	1	1	1/24		1/16	2/3	552										
47	46	569/4	569/4	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	553		articStaccatoAbove								
47	46	571/4	571/4	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	554		articStaccatoAbove								
47	46	573/4	573/4	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	555		articStaccatoAbove								
47	46	563/4	563/4	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	556										
