mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin
6	5	43/4	43/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	62										
7	6	11	11	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	63										
7	6	23/2	23/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	64										
7	6	12	12	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	65										
7	6	25/2	25/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	66										
7	6	11	11	1.0	0	0	Chord	2/4	1	2	1/4		1/4	1	67										
7	6	11	11	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	68										
7	6	45/4	45/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	69										
7	6	23/2	23/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	70										
7	6	47/4	47/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	71										
7	6	12	12	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	72										
7	6	49/4	49/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	73										
7	6	25/2	25/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	74										
7	6	51/4	51/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	75										
8	7	13	13	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	76										
8	7	27/2	27/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	77										
8	7	14	14	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	78										
8	7	29/2	29/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	79										
8	7	13	13	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	80										
8	7	53/4	53/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	81										
8	7	27/2	27/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	82										
8	7	55/4	55/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	83										
8	7	14	14	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	84										
8	7	57/4	57/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	85										
8	7	29/2	29/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	86										
8	7	59/4	59/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	87										
9	8	15	15	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	88									0	
9	8	31/2	31/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	89		articStaccatoBelow								
9	8	16	16	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	90										
9	8	33/2	33/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	91										
9	8	15	15	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	92										
9	8	31/2	31/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	93										
10	9	17	17	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	94										
10	9	35/2	35/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	95										
10	9	18	18	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	96										
10	9	37/2	37/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	97										
10	9	17	17	1.0	0	0	Chord	2/4	1	2	1/4		1/4	1	98										
10	9	17	17	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	99										
10	9	69/4	69/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	100										
10	9	35/2	35/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	101										
10	9	71/4	71/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	102										
10	9	18	18	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	103										
10	9	73/4	73/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	104										
10	9	37/2	37/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	105										
10	9	75/4	75/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	106										
11	10	19	19	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	107										
11	10	20	20	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	108										
11	10	41/2	41/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	109										
11	10	19	19	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	110										
11	10	77/4	77/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	111										
11	10	39/2	39/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	112										
11	10	79/4	79/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	113										
11	10	20	20	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	114										
11	10	81/4	81/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	115										
11	10	41/2	41/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	116										
11	10	83/4	83/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	117										
12	11	21	21	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	118										
12	11	43/2	43/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	119										
12	11	22	22	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	120										
12	11	45/2	45/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	121										
12	11	21	21	1.0	0	0	Chord	2/4	1	2	1/4		1/4	1	122										
12	11	21	21	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	123										
12	11	85/4	85/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	124										
12	11	43/2	43/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	125										
12	11	87/4	87/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	126										
12	11	22	22	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	127										
12	11	89/4	89/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	128										
12	11	45/2	45/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	129										
12	11	91/4	91/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	130										
13	12	23	23	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	131										
13	12	24	24	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	132										
13	12	49/2	49/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	133										
13	12	24	24	0.5	1/4	1/4	Chord	2/4	1	2	1/8		1/8	1	134										
13	12	49/2	49/2	0.5	3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	135										
13	12	23	23	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	136										
13	12	93/4	93/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	137										
13	12	47/2	47/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	138										
13	12	95/4	95/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	139										
13	12	24	24	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	140										
13	12	97/4	97/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	141										
13	12	49/2	49/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	142										
13	12	99/4	99/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	143										
14	13	25	25	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	144										
14	13	26	26	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	145										
14	13	53/2	53/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	146										
14	13	25	25	0.5	0	0	Chord	2/4	1	2	1/8		1/8	1	147										
14	13	51/2	51/2	0.5	1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	148										
14	13	26	26	0.5	1/4	1/4	Chord	2/4	1	2	1/8		1/8	1	149										
14	13	53/2	53/2	0.5	3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	150										
14	13	25	25	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	151										
14	13	101/4	101/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	152										
14	13	51/2	51/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	153										
14	13	103/4	103/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	154										
14	13	26	26	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	155										
14	13	105/4	105/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	156										
14	13	53/2	53/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	157										
14	13	107/4	107/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	158										
15	14	27	27	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	159										
15	14	55/2	55/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	160										
15	14	28	28	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	161										
15	14	57/2	57/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	162										
15	14	27	27	1.0	0	0	Chord	2/4	1	2	1/4		1/4	1	163										
15	14	28	28	0.5	1/4	1/4	Chord	2/4	1	2	1/8		1/8	1	164										
15	14	57/2	57/2	0.5	3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	165										
15	14	27	27	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	166										
15	14	109/4	109/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	167										
15	14	55/2	55/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	168										
15	14	111/4	111/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	169										
15	14	28	28	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	170										
15	14	113/4	113/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	171										
15	14	57/2	57/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	172										
15	14	115/4	115/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	173										
16	15	29	29	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	174										
16	15	59/2	59/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	175										
16	15	30	30	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	176										
16	15	61/2	61/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	177										
16	15	29	29	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	178										
16	15	117/4	117/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	179										
16	15	59/2	59/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	180										
16	15	119/4	119/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	181										
16	15	30	30	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	182										
16	15	121/4	121/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	183										
16	15	61/2	61/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	184										
16	15	123/4	123/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	185										
17	16	31	31	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	186										
17	16	32	32	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	187										
17	16	129/4	129/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	188										
17	16	65/2	65/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	189										
17	16	131/4	131/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	190										
17	16	31	31	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	191										
17	16	32	32	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	192										
17	16	65/2	65/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	193										
18	17	33	33	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	194										
18	17	133/4	133/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	195										
18	17	67/2	67/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	196										
18	17	135/4	135/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	197										
18	17	34	34	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	198										
18	17	137/4	137/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	199										
18	17	69/2	69/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	200										
18	17	139/4	139/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	201										
18	17	33	33	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	202										
18	17	67/2	67/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	203										
18	17	34	34	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	204										
18	17	69/2	69/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	205										
19	18	35	35	0.0	0	0	Dynamic	2/4	1	1	0					sf									
19	18	35	35	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	206										
19	18	141/4	141/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	207										
19	18	71/2	71/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	208										
19	18	143/4	143/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	209										
19	18	36	36	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	210										
19	18	145/4	145/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	211										
19	18	73/2	73/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	212										
19	18	147/4	147/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	213										
19	18	35	35	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	214										
19	18	36	36	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	215										
19	18	73/2	73/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	216										
20	19	37	37	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	217										
20	19	149/4	149/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	218										
20	19	75/2	75/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	219										
20	19	151/4	151/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	220										
20	19	38	38	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	221										
20	19	153/4	153/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	222										
20	19	77/2	77/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	223										
20	19	155/4	155/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	224										
20	19	37	37	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	225										
20	19	75/2	75/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	226										
20	19	38	38	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	227										
20	19	77/2	77/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	228										
21	20	39	39	0.0	0	0	Dynamic	2/4	1	1	0					sf									
21	20	39	39	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	229										
21	20	157/4	157/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	230										
21	20	79/2	79/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	231										
21	20	159/4	159/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	232										
21	20	40	40	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	233										
21	20	161/4	161/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	234										
21	20	81/2	81/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	235										
21	20	163/4	163/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	236										
21	20	39	39	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	237										
21	20	40	40	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	238										
21	20	81/2	81/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	239										
22	21	41	41	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	240										
22	21	165/4	165/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	241										
22	21	83/2	83/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	242										
22	21	167/4	167/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	243										
22	21	42	42	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	244										
22	21	169/4	169/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	245										
22	21	85/2	85/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	246										
22	21	171/4	171/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	247										
22	21	41	41	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	248										
22	21	83/2	83/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	249										
22	21	42	42	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	250										
22	21	85/2	85/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	251										
23	22	43	43	0.0	0	0	Dynamic	2/4	1	1	0					sf									
23	22	43	43	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	252										
23	22	173/4	173/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	253										
23	22	87/2	87/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	254										
23	22	175/4	175/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	255										
23	22	44	44	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	256										
23	22	177/4	177/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	257										
23	22	89/2	89/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	258										
23	22	179/4	179/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	259										
23	22	43	43	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	260										
23	22	44	44	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	261										
23	22	89/2	89/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	262										
24	23	45	45	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	263										
24	23	181/4	181/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	264										
24	23	91/2	91/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	265										
24	23	183/4	183/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	266										
24	23	46	46	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	267										
24	23	185/4	185/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	268										
24	23	93/2	93/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	269										
24	23	187/4	187/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	270										
24	23	45	45	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	271										
24	23	91/2	91/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	272										
24	23	46	46	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	273										
24	23	93/2	93/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	274										
25	24	47	47	0.0	0	0	Dynamic	2/4	1	1	0					p									
25	24	47	47	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	275										
25	24	189/4	189/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	276										
25	24	95/2	95/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	277										
25	24	191/4	191/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	278										
25	24	48	48	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	279										
25	24	193/4	193/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	280										
25	24	97/2	97/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	281										
25	24	195/4	195/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	282										
25	24	47	47	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	283										
25	24	95/2	95/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	284										
25	24	48	48	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	285										
