mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
73	62	491/4	491/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32		1/32	1	892							
73	62	983/8	983/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	893							
73	62	123	123	0.125	1/8	1/8	Chord	2/4	1	1	1/32		1/32	1	894							
73	62	985/8	985/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32		1/32	1	895							
73	62	493/4	493/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	896							
73	62	987/8	987/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	897							
73	62	247/2	247/2	0.125	1/4	1/4	Chord	2/4	1	1	1/32		1/32	1	898							
73	62	989/8	989/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	899							
73	62	495/4	495/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	900							
73	62	991/8	991/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	901							
73	62	124	124	0.125	3/8	3/8	Chord	2/4	1	1	1/32		1/32	1	902							
73	62	993/8	993/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32		1/32	1	903							
73	62	497/4	497/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	904							
73	62	995/8	995/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	905							
73	62	245/2	245/2	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	906							
73	62	493/4	493/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	907							
73	62	247/2	247/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	908							
73	62	497/4	497/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	909							
74	63	249/2	249/2	0.125	0	0	Chord	2/4	1	1	1/32		1/32	1	910							
74	63	997/8	997/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32		1/32	1	911							
74	63	499/4	499/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32		1/32	1	912							
74	63	999/8	999/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	913							
74	63	125	125	0.125	1/8	1/8	Chord	2/4	1	1	1/32		1/32	1	914							
74	63	1001/8	1001/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32		1/32	1	915							
74	63	501/4	501/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	916							
74	63	1003/8	1003/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	917							
74	63	251/2	251/2	0.125	1/4	1/4	Chord	2/4	1	1	1/32		1/32	1	918							
74	63	1005/8	1005/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	919							
74	63	503/4	503/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	920							
74	63	1007/8	1007/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	921							
74	63	126	126	0.125	3/8	3/8	Chord	2/4	1	1	1/32		1/32	1	922							
74	63	1009/8	1009/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32		1/32	1	923							
74	63	505/4	505/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	924							
74	63	1011/8	1011/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	925							
74	63	249/2	249/2	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	926							
74	63	501/4	501/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	927							
74	63	251/2	251/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	928							
74	63	505/4	505/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	929							
75	64	253/2	253/2	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	930							
75	64	253/2	253/2	0.125	0	0	Chord	2/4	2	1	1/32		1/32	1	931							
75	64	1013/8	1013/8	0.125	1/32	1/32	Chord	2/4	2	1	1/32		1/32	1	932							
75	64	507/4	507/4	0.125	1/16	1/16	Chord	2/4	2	1	1/32		1/32	1	933							
75	64	1015/8	1015/8	0.125	3/32	3/32	Chord	2/4	2	1	1/32		1/32	1	934							
75	64	127	127	0.125	1/8	1/8	Chord	2/4	2	1	1/32		1/32	1	935							
75	64	1017/8	1017/8	0.125	5/32	5/32	Chord	2/4	2	1	1/32		1/32	1	936							
75	64	509/4	509/4	0.125	3/16	3/16	Chord	2/4	2	1	1/32		1/32	1	937							
75	64	1019/8	1019/8	0.125	7/32	7/32	Chord	2/4	2	1	1/32		1/32	1	938							
75	64	255/2	255/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	939							
76	64	128	128	0.125	0	3/8	Chord	2/4	1	1	1/32		1/32	1	940							
76	64	1025/8	1025/8	0.125	1/32	13/32	Chord	2/4	1	1	1/32		1/32	1	941							
76	64	513/4	513/4	0.125	1/16	7/16	Chord	2/4	1	1	1/32		1/32	1	942							
76	64	1027/8	1027/8	0.125	3/32	15/32	Chord	2/4	1	1	1/32		1/32	1	943							
76	64	513/4	513/4	0.25	1/16	7/16	Chord	2/4	2	1	1/16		1/16	1	944							
77	65	257/2	257/2	0.125	0	0	Chord	2/4	1	1	1/32		1/32	1	945							
77	65	1029/8	1029/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32		1/32	1	946							
77	65	515/4	515/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32		1/32	1	947							
77	65	1031/8	1031/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	948							
77	65	129	129	0.125	1/8	1/8	Chord	2/4	1	1	1/32		1/32	1	949							
77	65	1033/8	1033/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32		1/32	1	950							
77	65	517/4	517/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	951							
77	65	1035/8	1035/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	952							
77	65	259/2	259/2	0.125	1/4	1/4	Chord	2/4	1	1	1/32		1/32	1	953							
77	65	1037/8	1037/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	954							
77	65	519/4	519/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	955							
77	65	1039/8	1039/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	956							
77	65	130	130	0.125	3/8	3/8	Chord	2/4	1	1	1/32		1/32	1	957							
77	65	1041/8	1041/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32		1/32	1	958							
77	65	521/4	521/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	959							
77	65	1043/8	1043/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	960							
77	65	257/2	257/2	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	961							
77	65	517/4	517/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	962							
77	65	259/2	259/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	963							
77	65	521/4	521/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	964							
78	66	261/2	261/2	0.125	0	0	Chord	2/4	1	1	1/32		1/32	1	965							
78	66	1045/8	1045/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32		1/32	1	966							
78	66	523/4	523/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32		1/32	1	967							
78	66	1047/8	1047/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	968							
78	66	131	131	0.125	1/8	1/8	Chord	2/4	1	1	1/32		1/32	1	969							
78	66	1049/8	1049/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32		1/32	1	970							
78	66	525/4	525/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	971							
78	66	1051/8	1051/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	972							
78	66	263/2	263/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	973							
78	66	132	132	0.125	3/8	3/8	Chord	2/4	1	1	1/32		1/32	1	974							
78	66	1057/8	1057/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32		1/32	1	975							
78	66	529/4	529/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	976							
78	66	1059/8	1059/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	977							
78	66	261/2	261/2	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	978							
78	66	525/4	525/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	979							
78	66	263/2	263/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	980							
78	66	529/4	529/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	981							
79	67	265/2	265/2	0.125	0	0	Chord	2/4	1	1	1/32		1/32	1	982							
79	67	1061/8	1061/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32		1/32	1	983							
79	67	531/4	531/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32		1/32	1	984							
79	67	1063/8	1063/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	985							
79	67	133	133	0.125	1/8	1/8	Chord	2/4	1	1	1/32		1/32	1	986							
79	67	1065/8	1065/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32		1/32	1	987							
79	67	533/4	533/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	988							
79	67	1067/8	1067/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	989							
79	67	267/2	267/2	0.125	1/4	1/4	Chord	2/4	1	1	1/32		1/32	1	990							
79	67	1069/8	1069/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	991							
79	67	535/4	535/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	992							
79	67	1071/8	1071/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	993							
79	67	134	134	0.125	3/8	3/8	Chord	2/4	1	1	1/32		1/32	1	994							
79	67	1073/8	1073/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32		1/32	1	995							
79	67	537/4	537/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	996							
79	67	1075/8	1075/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	997							
79	67	265/2	265/2	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	998							
79	67	533/4	533/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	999							
79	67	267/2	267/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1000							
79	67	537/4	537/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1001							
80	68	269/2	269/2	0.125	0	0	Chord	2/4	1	1	1/32		1/32	1	1002							
80	68	1077/8	1077/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32		1/32	1	1003							
80	68	539/4	539/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32		1/32	1	1004							
80	68	1079/8	1079/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	1005							
80	68	135	135	0.125	1/8	1/8	Chord	2/4	1	1	1/32		1/32	1	1006							
80	68	1081/8	1081/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32		1/32	1	1007							
80	68	541/4	541/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	1008							
80	68	1083/8	1083/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	1009							
80	68	271/2	271/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1010							
80	68	136	136	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1011							
80	68	545/4	545/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1012							
80	68	269/2	269/2	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1013							
80	68	541/4	541/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1014							
80	68	271/2	271/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1015							
81	69	273/2	273/2	0.125	0	0	Chord	2/4	1	1	1/32		1/32	1	1016							
81	69	1093/8	1093/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32		1/32	1	1017							
81	69	547/4	547/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32		1/32	1	1018							
81	69	1095/8	1095/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	1019							
81	69	137	137	0.125	1/8	1/8	Chord	2/4	1	1	1/32		1/32	1	1020							
81	69	1097/8	1097/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32		1/32	1	1021							
81	69	549/4	549/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	1022							
81	69	1099/8	1099/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	1023							
81	69	275/2	275/2	0.125	1/4	1/4	Chord	2/4	1	1	1/32		1/32	1	1024							
81	69	1101/8	1101/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	1025							
81	69	551/4	551/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	1026							
81	69	1103/8	1103/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	1027							
81	69	138	138	0.125	3/8	3/8	Chord	2/4	1	1	1/32		1/32	1	1028							
81	69	1105/8	1105/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32		1/32	1	1029							
81	69	553/4	553/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	1030							
81	69	1107/8	1107/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	1031							
81	69	273/2	273/2	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1032							
81	69	549/4	549/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1033							
81	69	275/2	275/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1034							
81	69	553/4	553/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1035							
82	70	277/2	277/2	0.125	0	0	Chord	2/4	1	1	1/32		1/32	1	1036							
82	70	1109/8	1109/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32		1/32	1	1037							
82	70	555/4	555/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32		1/32	1	1038							
82	70	1111/8	1111/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	1039							
82	70	139	139	0.125	1/8	1/8	Chord	2/4	1	1	1/32		1/32	1	1040							
82	70	1113/8	1113/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32		1/32	1	1041							
82	70	557/4	557/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	1042							
82	70	1115/8	1115/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	1043							
82	70	279/2	279/2	0.125	1/4	1/4	Chord	2/4	1	1	1/32		1/32	1	1044							
82	70	1117/8	1117/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	1045							
82	70	559/4	559/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	1046							
82	70	1119/8	1119/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	1047							
82	70	140	140	0.125	3/8	3/8	Chord	2/4	1	1	1/32		1/32	1	1048							
82	70	1121/8	1121/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32		1/32	1	1049							
82	70	561/4	561/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	1050							
82	70	1123/8	1123/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	1051							
82	70	277/2	277/2	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1052							
82	70	557/4	557/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1053							
82	70	279/2	279/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1054							
82	70	561/4	561/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1055							
83	71	281/2	281/2	0.125	0	0	Chord	2/4	1	1	1/32		1/32	1	1056							
83	71	1125/8	1125/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32		1/32	1	1057							
83	71	563/4	563/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32		1/32	1	1058							
83	71	1127/8	1127/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	1059							
83	71	141	141	0.125	1/8	1/8	Chord	2/4	1	1	1/32		1/32	1	1060							
83	71	1129/8	1129/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32		1/32	1	1061							
83	71	565/4	565/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	1062							
83	71	1131/8	1131/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	1063							
83	71	283/2	283/2	0.125	1/4	1/4	Chord	2/4	1	1	1/32		1/32	1	1064							
83	71	1133/8	1133/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	1065							
83	71	567/4	567/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	1066							
83	71	1135/8	1135/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	1067							
83	71	142	142	0.125	3/8	3/8	Chord	2/4	1	1	1/32		1/32	1	1068							
83	71	1137/8	1137/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32		1/32	1	1069							
83	71	569/4	569/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	1070							
83	71	1139/8	1139/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	1071							
83	71	281/2	281/2	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	1072							
83	71	565/4	565/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1073							
83	71	283/2	283/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1074							
83	71	569/4	569/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1075							
84	72	285/2	285/2	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	1076							
84	72	285/2	285/2	0.125	0	0	Chord	2/4	2	1	1/32		1/32	1	1077							
84	72	1141/8	1141/8	0.125	1/32	1/32	Chord	2/4	2	1	1/32		1/32	1	1078							
84	72	571/4	571/4	0.125	1/16	1/16	Chord	2/4	2	1	1/32		1/32	1	1079							
84	72	1143/8	1143/8	0.125	3/32	3/32	Chord	2/4	2	1	1/32		1/32	1	1080							
84	72	143	143	0.125	1/8	1/8	Chord	2/4	2	1	1/32		1/32	1	1081							
84	72	1145/8	1145/8	0.125	5/32	5/32	Chord	2/4	2	1	1/32		1/32	1	1082							
84	72	573/4	573/4	0.125	3/16	3/16	Chord	2/4	2	1	1/32		1/32	1	1083							
84	72	1147/8	1147/8	0.125	7/32	7/32	Chord	2/4	2	1	1/32		1/32	1	1084							
84	72	287/2	287/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1085							
85	72	144	144	0.25	0	3/8	Chord	2/4	1	1	1/16		1/16	1	1086							
85	72	577/4	577/4	0.25	1/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1087							
86	73	289/2	289/2	0.125	0	0	Chord	2/4	1	1	1/32		1/32	1	1088							
86	73	1157/8	1157/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32		1/32	1	1089							
86	73	579/4	579/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32		1/32	1	1090							
86	73	1159/8	1159/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	1091							
86	73	145	145	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1092							
86	73	291/2	291/2	0.125	1/4	1/4	Chord	2/4	1	1	1/32		1/32	1	1093							
86	73	1165/8	1165/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	1094							
86	73	583/4	583/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	1095							
86	73	1167/8	1167/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	1096							
86	73	146	146	0.125	3/8	3/8	Chord	2/4	1	1	1/32		1/32	1	1097							
86	73	1169/8	1169/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32		1/32	1	1098							
86	73	585/4	585/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	1099							
86	73	1171/8	1171/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	1100							
86	73	289/2	289/2	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	1101							
86	73	291/2	291/2	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	1102							
87	74	293/2	293/2	0.125	0	0	Chord	2/4	1	1	1/32		1/32	1	1103							
87	74	1173/8	1173/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32		1/32	1	1104							
87	74	587/4	587/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32		1/32	1	1105							
87	74	1175/8	1175/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	1106							
87	74	147	147	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1107							
87	74	295/2	295/2	0.125	1/4	1/4	Chord	2/4	1	1	1/32		1/32	1	1108							
87	74	1181/8	1181/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	1109							
87	74	591/4	591/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	1110							
87	74	1183/8	1183/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	1111							
87	74	148	148	0.125	3/8	3/8	Chord	2/4	1	1	1/32		1/32	1	1112							
87	74	1185/8	1185/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32		1/32	1	1113							
87	74	593/4	593/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	1114							
87	74	1187/8	1187/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	1115							
87	74	293/2	293/2	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	1116							
87	74	295/2	295/2	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	1117							
88	75	297/2	297/2	0.125	0	0	Chord	2/4	1	1	1/32		1/32	1	1118							
88	75	1189/8	1189/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32		1/32	1	1119							
88	75	595/4	595/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32		1/32	1	1120							
88	75	1191/8	1191/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	1121							
88	75	149	149	0.125	1/8	1/8	Chord	2/4	1	1	1/32		1/32	1	1122							
88	75	1193/8	1193/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32		1/32	1	1123							
88	75	597/4	597/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	1124							
88	75	1195/8	1195/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	1125							
88	75	299/2	299/2	0.125	1/4	1/4	Chord	2/4	1	1	1/32		1/32	1	1126							
88	75	1197/8	1197/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	1127							
88	75	599/4	599/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	1128							
88	75	1199/8	1199/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	1129							
88	75	150	150	0.125	3/8	3/8	Chord	2/4	1	1	1/32		1/32	1	1130							
88	75	1201/8	1201/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32		1/32	1	1131							
88	75	601/4	601/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	1132							
88	75	1203/8	1203/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	1133							
88	75	297/2	297/2	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1134							
88	75	149	149	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1135							
88	75	299/2	299/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1136							
88	75	150	150	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1137							
89	76	301/2	301/2	0.125	0	0	Chord	2/4	1	1	1/32		1/32	1	1138							
89	76	1205/8	1205/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32		1/32	1	1139							
89	76	603/4	603/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32		1/32	1	1140							
89	76	1207/8	1207/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	1141							
89	76	151	151	0.125	1/8	1/8	Chord	2/4	1	1	1/32		1/32	1	1142							
89	76	1209/8	1209/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32		1/32	1	1143							
89	76	605/4	605/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	1144							
89	76	1211/8	1211/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	1145							
89	76	303/2	303/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1146							
89	76	301/2	301/2	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	1147							
90	76	152	152	0.125	0	3/8	Chord	2/4	1	1	1/32		1/32	1	1148							
90	76	1217/8	1217/8	0.125	1/32	13/32	Chord	2/4	1	1	1/32		1/32	1	1149							
90	76	609/4	609/4	0.125	1/16	7/16	Chord	2/4	1	1	1/32		1/32	1	1150							
90	76	1219/8	1219/8	0.125	3/32	15/32	Chord	2/4	1	1	1/32		1/32	1	1151							
90	76	152	152	0.5	0	3/8	Chord	2/4	2	1	1/8		1/8	1	1152							
91	77	305/2	305/2	0.125	0	0	Chord	2/4	1	1	1/32		1/32	1	1153							
91	77	1221/8	1221/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32		1/32	1	1154							
91	77	611/4	611/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32		1/32	1	1155							
91	77	1223/8	1223/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	1156							
91	77	153	153	0.125	1/8	1/8	Chord	2/4	1	1	1/32		1/32	1	1157							
91	77	1225/8	1225/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32		1/32	1	1158							
91	77	613/4	613/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	1159							
91	77	1227/8	1227/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	1160							
91	77	307/2	307/2	0.125	1/4	1/4	Chord	2/4	1	1	1/32		1/32	1	1161							
91	77	1229/8	1229/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	1162							
91	77	615/4	615/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	1163							
91	77	1231/8	1231/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	1164							
91	77	154	154	0.125	3/8	3/8	Chord	2/4	1	1	1/32		1/32	1	1165							
91	77	1233/8	1233/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32		1/32	1	1166							
91	77	617/4	617/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	1167							
91	77	1235/8	1235/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	1168							
91	77	305/2	305/2	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1169							
91	77	153	153	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1170							
91	77	307/2	307/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1171							
91	77	154	154	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1172							
