mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
32	32	63	63	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	295						
32	32	127/2	127/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	296						
32	32	62	62	0.25	0	0	Chord	2/4	2	1	1/16			1/16	1	297						
32	32	249/4	249/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16			1/16	1	298						
32	32	125/2	125/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16			1/16	1	299						
32	32	251/4	251/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16			1/16	1	300						
32	32	63	63	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	301						
33	33	64	64	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	302						
33	33	129/2	129/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	303						
33	33	65	65	0.0	1/4	1/4	Chord	2/4	1	1	0	grace16		1/16	1	304						
33	33	65	65	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	305						
33	33	131/2	131/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	306						
33	33	263/4	263/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	307						
33	33	64	64	1.0	0	0	Chord	2/4	2	1	1/4			1/4	1	308						
33	33	65	65	1.0	1/4	1/4	Chord	2/4	2	1	1/4			1/4	1	309						
33	33	64	64	2.0	0	0	Chord	2/4	2	2	1/2			1/2	1	310						
34	34	66	66	0.25	0	0	Chord	2/4	1	1	1/16			1/16	1	311						
34	34	265/4	265/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16			1/16	1	312						
34	34	133/2	133/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16			1/16	1	313						
34	34	267/4	267/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	314						
34	34	67	67	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	315						
34	34	135/2	135/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	316						
34	34	271/4	271/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	317						
34	34	66	66	1.0	0	0	Chord	2/4	2	1	1/4			1/4	1	318						
34	34	135/2	135/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	319						
35	35	68	68	0.25	0	0	Chord	2/4	1	1	1/16			1/16	1	320						
35	35	273/4	273/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16			1/16	1	321						
35	35	137/2	137/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16			1/16	1	322						
35	35	275/4	275/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	323						
35	35	69	69	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	324						
35	35	277/4	277/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	325						
35	35	139/2	139/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	326						
35	35	279/4	279/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	327						
35	35	68	68	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	328						
35	35	137/2	137/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	329						
35	35	69	69	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	330						
35	35	139/2	139/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	331						
35	35	68	68	2.0	0	0	Chord	2/4	2	2	1/2			1/2	1	332						
36	36	70	70	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	333						
36	36	141/2	141/2	0.125	1/8	1/8	Chord	2/4	1	1	1/32			1/32	1	334						
36	36	565/8	565/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32			1/32	1	335						
36	36	283/4	283/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32			1/32	1	336						
36	36	567/8	567/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32			1/32	1	337						
36	36	71	71	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	338						
36	36	70	70	1.0	0	0	Chord	2/4	2	1	1/4			1/4	1	339						
36	36	71	71	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	340						
36	36	70	70	1.5	0	0	Chord	2/4	2	2	3/8			1/4	3/2	341						
37	37	72	72	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	342						
37	37	145/2	145/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	343						
37	37	73	73	0.0	1/4	1/4	Chord	2/4	1	1	0	grace16		1/16	1	344						
37	37	73	73	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	345						
37	37	147/2	147/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	346						
37	37	295/4	295/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	347						
37	37	72	72	1.0	0	0	Chord	2/4	2	1	1/4			1/4	1	348						
37	37	73	73	1.0	1/4	1/4	Chord	2/4	2	1	1/4			1/4	1	349						
37	37	72	72	2.0	0	0	Chord	2/4	2	2	1/2			1/2	1	350						
38	38	74	74	0.25	0	0	Chord	2/4	1	1	1/16			1/16	1	351						
38	38	297/4	297/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16			1/16	1	352						
38	38	149/2	149/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16			1/16	1	353						
38	38	299/4	299/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	354						
38	38	75	75	0.75	1/4	1/4	Chord	2/4	1	1	3/16			1/8	3/2	355						
38	38	303/4	303/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	356						
38	38	74	74	1.0	0	0	Chord	2/4	2	1	1/4			1/4	1	357						
38	38	151/2	151/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	358						
39	39	76	76	0.25	0	0	Chord	2/4	1	1	1/16			1/16	1	359						
39	39	305/4	305/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16			1/16	1	360						
39	39	153/2	153/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16			1/16	1	361						
39	39	307/4	307/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	362						
39	39	77	77	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	363						
39	39	155/2	155/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	364						
39	39	76	76	1.0	0	0	Chord	2/4	2	1	1/4			1/4	1	365						
39	39	77	77	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	366						
39	39	155/2	155/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	367						
40	40	78	78	1.0	0	0	Chord	2/4	1	1	1/4			1/4	1	368						
40	40	79	79	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	369						
40	40	78	78	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	370						
40	40	157/2	157/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	371						
40	40	79	79	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	372						
41	41	80	80	1.0	0	0	Chord	2/4	1	1	1/4			1/4	1	373						
41	41	325/4	325/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	374						
41	41	163/2	163/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	375						
41	41	327/4	327/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	376						
41	41	321/4	321/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16			1/16	1	377						
41	41	161/2	161/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16			1/16	1	378						
41	41	323/4	323/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16			1/16	1	379						
41	41	81	81	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	380						
42	42	82	82	0.25	0	0	Chord	2/4	1	1	1/16			1/16	1	381						
42	42	329/4	329/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16			1/16	1	382						
42	42	165/2	165/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16			1/16	1	383						
42	42	331/4	331/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	384						
42	42	83	83	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	385						
42	42	333/4	333/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	386						
42	42	167/2	167/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	387						
42	42	335/4	335/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	388						
42	42	83	83	1.0	1/4	1/4	Chord	2/4	2	1	1/4			1/4	1	389						
43	43	84	84	1.0	0	0	Chord	2/4	1	1	1/4			1/4	1	390						
43	43	341/4	341/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	391						
43	43	171/2	171/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	392						
43	43	343/4	343/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	393						
43	43	337/4	337/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16			1/16	1	394						
43	43	169/2	169/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16			1/16	1	395						
43	43	339/4	339/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16			1/16	1	396						
43	43	85	85	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	397						
44	44	86	86	0.25	0	0	Chord	2/4	1	1	1/16			1/16	1	398						
44	44	345/4	345/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16			1/16	1	399						
44	44	173/2	173/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16			1/16	1	400						
44	44	347/4	347/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	401						
44	44	87	87	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	402						
44	44	349/4	349/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	403						
44	44	175/2	175/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	404						
44	44	351/4	351/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	405						
44	44	87	87	1.0	1/4	1/4	Chord	2/4	2	1	1/4			1/4	1	406						
45	45	88	88	1.0	0	0	Chord	2/4	1	1	1/4			1/4	1	407						
45	45	357/4	357/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	408						
45	45	179/2	179/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	409						
45	45	359/4	359/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	410						
45	45	353/4	353/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16			1/16	1	411						
45	45	177/2	177/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16			1/16	1	412						
45	45	355/4	355/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16			1/16	1	413						
45	45	89	89	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	414						
46	46	90	90	1.0	0	0	Chord	2/4	1	1	1/4			1/4	1	415						
46	46	365/4	365/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	416						
46	46	183/2	183/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	417						
46	46	367/4	367/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	418						
46	46	361/4	361/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16			1/16	1	419						
46	46	181/2	181/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16			1/16	1	420						
46	46	363/4	363/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16			1/16	1	421						
46	46	91	91	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	422						
47	47	92	92	0.0	0	0	Chord	2/4	1	1	0	grace16		1/16	1	423						
47	47	92	92	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	424						
47	47	185/2	185/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16			1/16	1	425						
47	47	371/4	371/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	426						
47	47	93	93	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	427						
47	47	187/2	187/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	428						
47	47	92	92	1.0	0	0	Chord	2/4	2	1	1/4			1/4	1	429						
47	47	93	93	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	430						
47	47	187/2	187/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	431						
48	48	94	94	1.0	0	0	Chord	2/4	1	1	1/4			1/4	1	432						
48	48	377/4	377/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16			1/16	1	433						
48	48	189/2	189/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16			1/16	1	434						
48	48	379/4	379/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16			1/16	1	435						
48	48	95	95	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	436						
49	49	96	96	1.0	0	0	Chord	2/4	1	1	1/4			1/4	1	437						
49	49	97	97	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	438						
49	49	195/2	195/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	439						
49	49	96	96	0.25	0	0	Chord	2/4	2	1	1/16			1/16	1	440						
49	49	385/4	385/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16			1/16	1	441						
49	49	193/2	193/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16			1/16	1	442						
49	49	387/4	387/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16			1/16	1	443						
49	49	97	97	0.25	1/4	1/4	Chord	2/4	2	1	1/16			1/16	1	444						
49	49	389/4	389/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16			1/16	1	445						
49	49	195/2	195/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16			1/16	1	446						
49	49	391/4	391/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16			1/16	1	447						
50	50	98	98	1.0	0	0	Chord	2/4	1	1	1/4			1/4	1	448						
50	50	99	99	1.0	1/4	1/4	Chord	2/4	1	1	1/4			1/4	1	449						
50	50	98	98	2.0	0	0	Chord	2/4	2	1	1/2		c16	1/2	1	450						
50	50	98	98	2.0	0	0	Chord	2/4	2	1	1/2			1/2	1	451						
51	51	100	100	1.0	0	0	Chord	2/4	1	1	1/4			1/4	1	452						
51	51	101	101	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	453						
51	51	203/2	203/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	454						
51	51	100	100	2.0	0	0	Chord	2/4	2	1	1/2		c16	1/2	1	455						
51	51	100	100	2.0	0	0	Chord	2/4	2	1	1/2			1/2	1	456						
52	52	102	102	1.0	0	0	Chord	2/4	1	1	1/4			1/4	1	457						
52	52	103	103	1.0	1/4	1/4	Chord	2/4	1	1	1/4			1/4	1	458						
52	52	102	102	2.0	0	0	Chord	2/4	2	1	1/2		c16	1/2	1	459						
52	52	102	102	2.0	0	0	Chord	2/4	2	1	1/2			1/2	1	460						
53	53	104	104	1.0	0	0	Chord	2/4	1	1	1/4			1/4	1	461						
53	53	105	105	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	462						
53	53	211/2	211/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	463						
53	53	104	104	2.0	0	0	Chord	2/4	2	1	1/2		c16	1/2	1	464						
53	53	104	104	2.0	0	0	Chord	2/4	2	1	1/2			1/2	1	465						
54	54	106	106	1.0	0	0	Chord	2/4	1	1	1/4			1/4	1	466						
54	54	107	107	1.0	1/4	1/4	Chord	2/4	1	1	1/4			1/4	1	467						
54	54	106	106	2.0	0	0	Chord	2/4	2	1	1/2		c16	1/2	1	468						
54	54	106	106	2.0	0	0	Chord	2/4	2	1	1/2			1/2	1	469						
55	55	108	108	0.75	0	0	Chord	2/4	1	1	3/16			1/8	3/2	470						
55	55	435/4	435/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	471						
55	55	109	109	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	472						
55	55	219/2	219/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	473						
55	55	108	108	2.0	0	0	Chord	2/4	2	1	1/2		c16	1/2	1	474						
55	55	108	108	2.0	0	0	Chord	2/4	2	1	1/2			1/2	1	475						
56	56	110	110	1.0	0	0	Chord	2/4	1	1	1/4			1/4	1	476						
56	56	111	111	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	477						
56	56	110	110	0.25	0	0	Chord	2/4	2	1	1/16			1/16	1	478						
56	56	441/4	441/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16			1/16	1	479						
56	56	221/2	221/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16			1/16	1	480						
56	56	443/4	443/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16			1/16	1	481						
56	56	111	111	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	482						
57	57	112	112	1.0	0	0	Chord	2/4	1	1	1/4			1/4	1	483						
57	57	453/4	453/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	484						
57	57	227/2	227/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	485						
57	57	455/4	455/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	486						
57	57	449/4	449/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16			1/16	1	487						
57	57	225/2	225/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16			1/16	1	488						
57	57	451/4	451/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16			1/16	1	489						
57	57	113	113	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	490						
58	58	114	114	0.25	0	0	Chord	2/4	1	1	1/16			1/16	1	491						
58	58	457/4	457/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16			1/16	1	492						
58	58	229/2	229/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16			1/16	1	493						
58	58	459/4	459/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	494						
58	58	115	115	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	495						
58	58	461/4	461/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	496						
58	58	231/2	231/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	497						
58	58	463/4	463/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	498						
58	58	115	115	1.0	1/4	1/4	Chord	2/4	2	1	1/4			1/4	1	499						
59	59	116	116	1.0	0	0	Chord	2/4	1	1	1/4			1/4	1	500						
59	59	469/4	469/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	501						
59	59	235/2	235/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	502						
59	59	471/4	471/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	503						
59	59	465/4	465/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16			1/16	1	504						
59	59	233/2	233/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16			1/16	1	505						
59	59	467/4	467/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16			1/16	1	506						
59	59	117	117	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	507						
60	60	118	118	0.25	0	0	Chord	2/4	1	1	1/16			1/16	1	508						
60	60	473/4	473/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16			1/16	1	509						
60	60	237/2	237/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16			1/16	1	510						
60	60	475/4	475/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	511						
60	60	119	119	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	512						
60	60	477/4	477/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	513						
60	60	239/2	239/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	514						
60	60	479/4	479/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	515						
60	60	119	119	1.0	1/4	1/4	Chord	2/4	2	1	1/4			1/4	1	516						
61	61	120	120	1.0	0	0	Chord	2/4	1	1	1/4			1/4	1	517						
61	61	485/4	485/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	518						
61	61	243/2	243/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	519						
61	61	487/4	487/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	520						
61	61	481/4	481/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16			1/16	1	521						
61	61	241/2	241/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16			1/16	1	522						
61	61	483/4	483/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16			1/16	1	523						
61	61	121	121	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	524						
62	62	122	122	1.0	0	0	Chord	2/4	1	1	1/4			1/4	1	525						
62	62	493/4	493/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	526						
62	62	247/2	247/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	527						
62	62	495/4	495/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	528						
62	62	489/4	489/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16			1/16	1	529						
62	62	245/2	245/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16			1/16	1	530						
62	62	491/4	491/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16			1/16	1	531						
62	62	123	123	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	532						
63	63	124	124	1.0	0	0	Chord	2/4	1	1	1/4			1/4	1	533						
63	63	501/4	501/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	534						
63	63	251/2	251/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	535						
63	63	503/4	503/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	536						
63	63	497/4	497/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16			1/16	1	537						
63	63	249/2	249/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16			1/16	1	538						
63	63	499/4	499/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16			1/16	1	539						
63	63	125	125	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	540						
64	64	126	126	0.25	0	0	Chord	2/4	1	1	1/16			1/16	1	541						
64	64	505/4	505/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16			1/16	1	542						
64	64	253/2	253/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16			1/16	1	543						
64	64	507/4	507/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	544						
64	64	127	127	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	545						
64	64	509/4	509/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	546						
64	64	255/2	255/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	547						
64	64	511/4	511/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	548						
64	64	255/2	255/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	549						
65	65	128	128	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	550						
65	65	257/2	257/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	551						
65	65	129	129	0.0	1/4	1/4	Chord	2/4	1	1	0	grace16		1/16	1	552						
65	65	129	129	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	553						
65	65	259/2	259/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	554						
65	65	519/4	519/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	555						
65	65	128	128	1.0	0	0	Chord	2/4	2	1	1/4			1/4	1	556						
65	65	129	129	1.0	1/4	1/4	Chord	2/4	2	1	1/4			1/4	1	557						
65	65	128	128	2.0	0	0	Chord	2/4	2	2	1/2			1/2	1	558						
66	66	130	130	0.25	0	0	Chord	2/4	1	1	1/16			1/16	1	559						
66	66	521/4	521/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16			1/16	1	560						
66	66	261/2	261/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16			1/16	1	561						
66	66	523/4	523/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	562						
66	66	131	131	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	563						
66	66	263/2	263/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	564						
66	66	527/4	527/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	565						
66	66	130	130	1.0	0	0	Chord	2/4	2	1	1/4			1/4	1	566						
66	66	263/2	263/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	567						
67	67	132	132	0.25	0	0	Chord	2/4	1	1	1/16			1/16	1	568						
67	67	529/4	529/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16			1/16	1	569						
67	67	265/2	265/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16			1/16	1	570						
67	67	531/4	531/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	571						
67	67	133	133	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	572						
67	67	533/4	533/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	573						
67	67	267/2	267/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	574						
67	67	535/4	535/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	575						
67	67	132	132	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	576						
67	67	265/2	265/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	577						
67	67	133	133	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	578						
67	67	267/2	267/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	579						
67	67	132	132	2.0	0	0	Chord	2/4	2	2	1/2			1/2	1	580						
68	68	134	134	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	581						
68	68	269/2	269/2	0.125	1/8	1/8	Chord	2/4	1	1	1/32			1/32	1	582						
68	68	1077/8	1077/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32			1/32	1	583						
68	68	539/4	539/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32			1/32	1	584						
68	68	1079/8	1079/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32			1/32	1	585						
68	68	135	135	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	586						
68	68	134	134	1.0	0	0	Chord	2/4	2	1	1/4			1/4	1	587						
68	68	135	135	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	588						
69	69	136	136	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	589						
69	69	273/2	273/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	590						
69	69	137	137	0.0	1/4	1/4	Chord	2/4	1	1	0	grace16		1/16	1	591						
69	69	137	137	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	592						
69	69	275/2	275/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	593						
