mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
4	4	21/2	21/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	47									
4	4	9	9	0.5	0	0	Chord	6/8	2	1	1/8	1/8	1	48									
4	4	19/2	19/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	49									
4	4	10	10	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	50									
4	4	21/2	21/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	51									
5	5	49/4	49/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16	1/16	1	52									
5	5	25/2	25/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16	1/16	1	53									
5	5	51/4	51/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16	1/16	1	54									
5	5	13	13	0.25	1/4	1/4	Chord	6/8	1	1	1/16	1/16	1	55									
5	5	53/4	53/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16	1/16	1	56									
5	5	27/2	27/2	0.25	3/8	3/8	Chord	6/8	1	1	1/16	1/16	1	57									
5	5	55/4	55/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16	1/16	1	58									
5	5	14	14	0.25	1/2	1/2	Chord	6/8	1	1	1/16	1/16	1	59									
5	5	57/4	57/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16	1/16	1	60									
5	5	29/2	29/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16	1/16	1	61									
5	5	59/4	59/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16	1/16	1	62									
5	5	12	12	1.5	0	0	Chord	6/8	2	1	3/8	1/4	3/2	63									
5	5	27/2	27/2	0.75	3/8	3/8	Chord	6/8	2	1	3/16	1/8	3/2	64									
5	5	57/4	57/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16	1/16	1	65									
5	5	29/2	29/2	0.25	5/8	5/8	Chord	6/8	2	1	1/16	1/16	1	66									
5	5	59/4	59/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16	1/16	1	67									
6	6	15	15	0.25	0	0	Chord	6/8	1	1	1/16	1/16	1	68									
6	6	61/4	61/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16	1/16	1	69									
6	6	31/2	31/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16	1/16	1	70									
6	6	63/4	63/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16	1/16	1	71									
6	6	16	16	0.25	1/4	1/4	Chord	6/8	1	1	1/16	1/16	1	72									
6	6	65/4	65/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16	1/16	1	73									
6	6	33/2	33/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	74									
6	6	15	15	1.5	0	0	Chord	6/8	2	1	3/8	1/4	3/2	75									
6	6	33/2	33/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	76									
6	6	17	17	0.25	1/2	1/2	Chord	6/8	2	1	1/16	1/16	1	77									
6	6	69/4	69/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16	1/16	1	78									
6	6	35/2	35/2	0.25	5/8	5/8	Chord	6/8	2	1	1/16	1/16	1	79									
6	6	71/4	71/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16	1/16	1	80									
7	7	73/4	73/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16	1/16	1	81									
7	7	37/2	37/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16	1/16	1	82									
7	7	75/4	75/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16	1/16	1	83									
7	7	19	19	0.25	1/4	1/4	Chord	6/8	1	1	1/16	1/16	1	84									
7	7	77/4	77/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16	1/16	1	85									
7	7	39/2	39/2	0.25	3/8	3/8	Chord	6/8	1	1	1/16	1/16	1	86									
7	7	79/4	79/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16	1/16	1	87									
7	7	20	20	0.25	1/2	1/2	Chord	6/8	1	1	1/16	1/16	1	88									
7	7	81/4	81/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16	1/16	1	89									
7	7	41/2	41/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16	1/16	1	90									
7	7	83/4	83/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16	1/16	1	91									
7	7	18	18	1.5	0	0	Chord	6/8	2	1	3/8	1/4	3/2	92									
7	7	39/2	39/2	0.75	3/8	3/8	Chord	6/8	2	1	3/16	1/8	3/2	93									
7	7	81/4	81/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16	1/16	1	94									
7	7	41/2	41/2	0.25	5/8	5/8	Chord	6/8	2	1	1/16	1/16	1	95									
7	7	83/4	83/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16	1/16	1	96									
8	8	21	21	0.25	0	0	Chord	6/8	1	1	1/16	1/16	1	97									
8	8	85/4	85/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16	1/16	1	98									
8	8	43/2	43/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16	1/16	1	99									
8	8	87/4	87/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16	1/16	1	100									
8	8	22	22	0.25	1/4	1/4	Chord	6/8	1	1	1/16	1/16	1	101									
8	8	89/4	89/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16	1/16	1	102									
8	8	45/2	45/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	103									
8	8	21	21	1.5	0	0	Chord	6/8	2	1	3/8	1/4	3/2	104									
8	8	45/2	45/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	105									
8	8	23	23	0.25	1/2	1/2	Chord	6/8	2	1	1/16	1/16	1	106									
8	8	93/4	93/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16	1/16	1	107									
8	8	47/2	47/2	0.25	5/8	5/8	Chord	6/8	2	1	1/16	1/16	1	108									
8	8	95/4	95/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16	1/16	1	109									
9	9	24	24	0.25	0	0	Chord	6/8	1	1	1/16	1/16	1	110									
9	9	97/4	97/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16	1/16	1	111									
9	9	49/2	49/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16	1/16	1	112									
9	9	99/4	99/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16	1/16	1	113									
9	9	25	25	0.25	1/4	1/4	Chord	6/8	1	1	1/16	1/16	1	114									
9	9	101/4	101/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16	1/16	1	115									
9	9	51/2	51/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	116									0
9	9	26	26	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	117									
9	9	53/2	53/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	118		articStaccatoAbove							
9	9	24	24	1.0	0	0	Chord	6/8	2	1	1/4	1/4	1	119									
9	9	25	25	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	120									
9	9	51/2	51/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	121									
9	9	26	26	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	122									
10	10	27	27	0.5	0	0	Chord	6/8	1	1	1/8	1/8	1	123									
10	10	55/2	55/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	124									
10	10	28	28	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	125									
10	10	57/2	57/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4	1/4	1	126									
10	10	59/2	59/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	127		articStaccatoAbove							
10	10	27	27	0.5	0	0	Chord	6/8	2	1	1/8	1/8	1	128									
10	10	55/2	55/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	129									
10	10	28	28	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	130									
10	10	57/2	57/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4	1/4	1	131									
10	10	59/2	59/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	132									
10	10	57/2	57/2	1.5	3/8	3/8	Chord	6/8	2	2	3/8	1/4	3/2	133									
11	11	30	30	0.25	0	0	Chord	6/8	1	1	1/16	1/16	1	134									
11	11	121/4	121/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16	1/16	1	135									
11	11	61/2	61/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16	1/16	1	136									
11	11	123/4	123/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16	1/16	1	137									
11	11	31	31	0.25	1/4	1/4	Chord	6/8	1	1	1/16	1/16	1	138									
11	11	125/4	125/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16	1/16	1	139									
11	11	63/2	63/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	140									
11	11	32	32	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	141									
11	11	65/2	65/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	142									
11	11	31	31	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	143									
11	11	63/2	63/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	144									
11	11	32	32	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	145									
12	12	33	33	0.5	0	0	Chord	6/8	1	1	1/8	1/8	1	146									
12	12	67/2	67/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	147									
12	12	34	34	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	148									
12	12	69/2	69/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4	1/4	1	149									
12	12	71/2	71/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	150									
12	12	33	33	0.5	0	0	Chord	6/8	2	1	1/8	1/8	1	151									
12	12	67/2	67/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	152									
12	12	34	34	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	153									
12	12	69/2	69/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4	1/4	1	154									
12	12	71/2	71/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	155									
12	12	69/2	69/2	1.5	3/8	3/8	Chord	6/8	2	2	3/8	1/4	3/2	156									
13	13	145/4	145/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16	1/16	1	157									
13	13	73/2	73/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16	1/16	1	158									
13	13	147/4	147/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16	1/16	1	159									
13	13	37	37	0.25	1/4	1/4	Chord	6/8	1	1	1/16	1/16	1	160									
13	13	149/4	149/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16	1/16	1	161									
13	13	75/2	75/2	0.25	3/8	3/8	Chord	6/8	1	1	1/16	1/16	1	162									
13	13	151/4	151/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16	1/16	1	163									
13	13	38	38	0.25	1/2	1/2	Chord	6/8	1	1	1/16	1/16	1	164									
13	13	153/4	153/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16	1/16	1	165									
13	13	77/2	77/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16	1/16	1	166									
13	13	155/4	155/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16	1/16	1	167									
13	13	36	36	1.0	0	0	Chord	6/8	2	1	1/4	1/4	1	168									
13	13	77/2	77/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	169									
14	14	39	39	0.25	0	0	Chord	6/8	1	1	1/16	1/16	1	170									
14	14	157/4	157/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16	1/16	1	171									
14	14	79/2	79/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16	1/16	1	172									
14	14	159/4	159/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16	1/16	1	173									
14	14	40	40	0.25	1/4	1/4	Chord	6/8	1	1	1/16	1/16	1	174									
14	14	161/4	161/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16	1/16	1	175									
14	14	81/2	81/2	0.25	3/8	3/8	Chord	6/8	1	1	1/16	1/16	1	176									
14	14	163/4	163/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16	1/16	1	177									
14	14	41	41	0.25	1/2	1/2	Chord	6/8	1	1	1/16	1/16	1	178									
14	14	165/4	165/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16	1/16	1	179									
14	14	83/2	83/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16	1/16	1	180									
14	14	167/4	167/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16	1/16	1	181									
14	14	39	39	0.5	0	0	Chord	6/8	2	1	1/8	1/8	1	182									
14	14	79/2	79/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	183									
14	14	40	40	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	184									
14	14	81/2	81/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	185									
14	14	41	41	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	186									
14	14	83/2	83/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	187									
15	15	42	42	0.25	0	0	Chord	6/8	1	1	1/16	1/16	1	188									
15	15	169/4	169/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16	1/16	1	189									
15	15	85/2	85/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16	1/16	1	190									
15	15	171/4	171/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16	1/16	1	191									
15	15	43	43	0.25	1/4	1/4	Chord	6/8	1	1	1/16	1/16	1	192									
15	15	173/4	173/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16	1/16	1	193									
15	15	87/2	87/2	0.25	3/8	3/8	Chord	6/8	1	1	1/16	1/16	1	194									
15	15	175/4	175/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16	1/16	1	195									
15	15	44	44	0.25	1/2	1/2	Chord	6/8	1	1	1/16	1/16	1	196									
15	15	177/4	177/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16	1/16	1	197									
15	15	89/2	89/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16	1/16	1	198									
15	15	179/4	179/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16	1/16	1	199									
15	15	42	42	0.5	0	0	Chord	6/8	2	1	1/8	1/8	1	200									
15	15	85/2	85/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	201									
15	15	43	43	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	202									
15	15	87/2	87/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	203									
15	15	44	44	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	204									
15	15	89/2	89/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	205									
16	16	45	45	0.25	0	0	Chord	6/8	1	1	1/16	1/16	1	206									
16	16	181/4	181/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16	1/16	1	207									
16	16	91/2	91/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16	1/16	1	208									
16	16	183/4	183/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16	1/16	1	209									
16	16	46	46	0.25	1/4	1/4	Chord	6/8	1	1	1/16	1/16	1	210									
16	16	185/4	185/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16	1/16	1	211									
16	16	93/2	93/2	0.25	3/8	3/8	Chord	6/8	1	1	1/16	1/16	1	212									
16	16	187/4	187/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16	1/16	1	213									
16	16	47	47	0.25	1/2	1/2	Chord	6/8	1	1	1/16	1/16	1	214									
16	16	189/4	189/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16	1/16	1	215									
16	16	95/2	95/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16	1/16	1	216									
16	16	191/4	191/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16	1/16	1	217									
16	16	45	45	0.5	0	0	Chord	6/8	2	1	1/8	1/8	1	218									
16	16	91/2	91/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	219									
16	16	46	46	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	220									
16	16	93/2	93/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	221									
16	16	47	47	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	222									
16	16	95/2	95/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	223									
17	17	48	48	0.25	0	0	Chord	6/8	1	1	1/16	1/16	1	224									
17	17	193/4	193/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16	1/16	1	225									
17	17	97/2	97/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16	1/16	1	226									
17	17	195/4	195/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16	1/16	1	227									
17	17	49	49	0.25	1/4	1/4	Chord	6/8	1	1	1/16	1/16	1	228									
17	17	197/4	197/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16	1/16	1	229									
17	17	99/2	99/2	0.25	3/8	3/8	Chord	6/8	1	1	1/16	1/16	1	230									
17	17	199/4	199/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16	1/16	1	231									
17	17	50	50	0.25	1/2	1/2	Chord	6/8	1	1	1/16	1/16	1	232									
17	17	201/4	201/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16	1/16	1	233									
17	17	101/2	101/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16	1/16	1	234									
17	17	203/4	203/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16	1/16	1	235									
17	17	48	48	1.5	0	0	Chord	6/8	2	1	3/8	1/4	3/2	236									
17	17	99/2	99/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8	1/4	3/2	237									
18	18	51	51	0.25	0	0	Chord	6/8	1	1	1/16	1/16	1	238									
18	18	205/4	205/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16	1/16	1	239									
18	18	103/2	103/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16	1/16	1	240									
18	18	207/4	207/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16	1/16	1	241									
18	18	52	52	0.25	1/4	1/4	Chord	6/8	1	1	1/16	1/16	1	242									
18	18	209/4	209/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16	1/16	1	243									
18	18	105/2	105/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	244									
18	18	51	51	1.5	0	0	Chord	6/8	2	1	3/8	1/4	3/2	245									
18	18	105/2	105/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	246									
19	19	54	54	0.25	0	0	Chord	6/8	1	1	1/16	1/16	1	247									
19	19	217/4	217/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16	1/16	1	248									
19	19	109/2	109/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16	1/16	1	249									
19	19	219/4	219/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16	1/16	1	250									
19	19	55	55	0.25	1/4	1/4	Chord	6/8	1	1	1/16	1/16	1	251									
19	19	221/4	221/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16	1/16	1	252									
19	19	111/2	111/2	0.25	3/8	3/8	Chord	6/8	1	1	1/16	1/16	1	253									
19	19	223/4	223/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16	1/16	1	254									
19	19	56	56	0.25	1/2	1/2	Chord	6/8	1	1	1/16	1/16	1	255									
19	19	225/4	225/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16	1/16	1	256									
19	19	113/2	113/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16	1/16	1	257									
19	19	227/4	227/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16	1/16	1	258									
20	20	57	57	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	259									
20	20	59	59	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	260									
20	20	119/2	119/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	261									
20	20	57	57	0.25	0	0	Chord	6/8	2	1	1/16	1/16	1	262									
20	20	229/4	229/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16	1/16	1	263									
20	20	115/2	115/2	0.25	1/8	1/8	Chord	6/8	2	1	1/16	1/16	1	264									
20	20	231/4	231/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16	1/16	1	265									
20	20	58	58	0.25	1/4	1/4	Chord	6/8	2	1	1/16	1/16	1	266									
20	20	233/4	233/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16	1/16	1	267									
20	20	117/2	117/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4	1/4	1	268									
21	21	60	60	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	269									
21	21	62	62	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	270									
21	21	125/2	125/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	271									
21	21	60	60	0.25	0	0	Chord	6/8	2	1	1/16	1/16	1	272									
21	21	241/4	241/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16	1/16	1	273									
21	21	121/2	121/2	0.25	1/8	1/8	Chord	6/8	2	1	1/16	1/16	1	274									
21	21	243/4	243/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16	1/16	1	275									
21	21	61	61	0.25	1/4	1/4	Chord	6/8	2	1	1/16	1/16	1	276									
21	21	245/4	245/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16	1/16	1	277									
21	21	123/2	123/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4	1/4	1	278									
22	22	63	63	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	279									
22	22	65	65	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	280									
22	22	131/2	131/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	281									
22	22	63	63	0.25	0	0	Chord	6/8	2	1	1/16	1/16	1	282									
22	22	253/4	253/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16	1/16	1	283									
22	22	127/2	127/2	0.25	1/8	1/8	Chord	6/8	2	1	1/16	1/16	1	284									
22	22	255/4	255/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16	1/16	1	285									
22	22	64	64	0.25	1/4	1/4	Chord	6/8	2	1	1/16	1/16	1	286									
