mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
1	1	0	0	0.0	0	0	Tempo	3/4	1	1	0								𝅘𝅥=60	60.0	𝅘𝅥	60.0	1.0	
1	1	0	0	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	0									
1	1	1	1	0.0	1/4	1/4	Chord	3/4	1	1	0	grace16	1/16	1	1									
1	1	1	1	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	2									
1	1	3/2	3/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	3									
1	1	7/4	7/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	4									
1	1	2	2	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	5									
1	1	9/4	9/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	6									0
1	1	5/2	5/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	7									0
1	1	11/4	11/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	8									
1	1	0	0	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	9									
1	1	1	1	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	10									
1	1	2	2	0.25	1/2	1/2	Chord	3/4	1	2	1/16		1/16	1	11									
1	1	0	0	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	12									
1	1	1	1	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	13									
1	1	2	2	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	14									
2	2	3	3	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	15									
2	2	7/2	7/2	0.125	1/8	1/8	Chord	3/4	1	1	1/32		1/32	1	16									
2	2	29/8	29/8	0.125	5/32	5/32	Chord	3/4	1	1	1/32		1/32	1	17									
2	2	15/4	15/4	0.125	3/16	3/16	Chord	3/4	1	1	1/32		1/32	1	18									
2	2	31/8	31/8	0.125	7/32	7/32	Chord	3/4	1	1	1/32		1/32	1	19									
2	2	4	4	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	20									
2	2	5	5	0.125	1/2	1/2	Chord	3/4	1	1	1/32		1/32	1	21									
2	2	41/8	41/8	0.125	17/32	17/32	Chord	3/4	1	1	1/32		1/32	1	22									
2	2	21/4	21/4	0.125	9/16	9/16	Chord	3/4	1	1	1/32		1/32	1	23									
2	2	43/8	43/8	0.125	19/32	19/32	Chord	3/4	1	1	1/32		1/32	1	24									
2	2	11/2	11/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	25									
2	2	23/4	23/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	26									
2	2	3	3	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	27									
2	2	4	4	0.5	1/4	1/4	Chord	3/4	1	2	1/8		1/8	1	28									
2	2	3	3	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	29									
2	2	4	4	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	30									
2	2	11/2	11/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	31									
3	3	6	6	0.375	0	0	Chord	3/4	1	1	3/32		1/16	3/2	32									
3	3	51/8	51/8	0.125	3/32	3/32	Chord	3/4	1	1	1/32		1/32	1	33									
3	3	13/2	13/2	0.375	1/8	1/8	Chord	3/4	1	1	3/32		1/16	3/2	34									
3	3	55/8	55/8	0.125	7/32	7/32	Chord	3/4	1	1	1/32		1/32	1	35									
3	3	7	7	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	36									
3	3	8	8	0.125	1/2	1/2	Chord	3/4	1	1	1/32		1/32	1	37									
3	3	65/8	65/8	0.125	17/32	17/32	Chord	3/4	1	1	1/32		1/32	1	38									
3	3	33/4	33/4	0.125	9/16	9/16	Chord	3/4	1	1	1/32		1/32	1	39									
3	3	67/8	67/8	0.125	19/32	19/32	Chord	3/4	1	1	1/32		1/32	1	40									
3	3	17/2	17/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	41									
3	3	35/4	35/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	42									
3	3	6	6	1.5	0	0	Chord	3/4	2	1	3/8		1/4	3/2	43									
3	3	17/2	17/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	44									
4	4	9	9	0.375	0	0	Chord	3/4	1	1	3/32		1/16	3/2	45									
4	4	75/8	75/8	0.125	3/32	3/32	Chord	3/4	1	1	1/32		1/32	1	46									
4	4	19/2	19/2	0.375	1/8	1/8	Chord	3/4	1	1	3/32		1/16	3/2	47									
4	4	79/8	79/8	0.125	7/32	7/32	Chord	3/4	1	1	1/32		1/32	1	48									
4	4	10	10	0.375	1/4	1/4	Chord	3/4	1	1	3/32		1/16	3/2	49									
4	4	83/8	83/8	0.125	11/32	11/32	Chord	3/4	1	1	1/32		1/32	1	50									
4	4	21/2	21/2	0.375	3/8	3/8	Chord	3/4	1	1	3/32		1/16	3/2	51									
4	4	87/8	87/8	0.125	15/32	15/32	Chord	3/4	1	1	1/32		1/32	1	52									
4	4	11	11	0.375	1/2	1/2	Chord	3/4	1	1	3/32		1/16	3/2	53									
4	4	91/8	91/8	0.125	19/32	19/32	Chord	3/4	1	1	1/32		1/32	1	54									
4	4	23/2	23/2	0.375	5/8	5/8	Chord	3/4	1	1	3/32		1/16	3/2	55									
4	4	95/8	95/8	0.125	23/32	23/32	Chord	3/4	1	1	1/32		1/32	1	56									
4	4	9	9	1.5	0	0	Chord	3/4	2	1	3/8		1/4	3/2	57									
4	4	11	11	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	58									
5	5	12	12	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	59		ornamentTurn							
5	5	51/4	51/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	60									
5	5	13	13	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	61									1
5	5	53/4	53/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	62									1
5	5	27/2	27/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	63									1
5	5	55/4	55/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	64									
5	5	14	14	0.125	1/2	1/2	Chord	3/4	1	1	1/32		1/32	1	65									
5	5	113/8	113/8	0.125	17/32	17/32	Chord	3/4	1	1	1/32		1/32	1	66									
5	5	57/4	57/4	0.125	9/16	9/16	Chord	3/4	1	1	1/32		1/32	1	67									
5	5	115/8	115/8	0.125	19/32	19/32	Chord	3/4	1	1	1/32		1/32	1	68									
5	5	29/2	29/2	0.125	5/8	5/8	Chord	3/4	1	1	1/32		1/32	1	69									
5	5	117/8	117/8	0.125	21/32	21/32	Chord	3/4	1	1	1/32		1/32	1	70									
5	5	59/4	59/4	0.125	11/16	11/16	Chord	3/4	1	1	1/32		1/32	1	71									
5	5	119/8	119/8	0.125	23/32	23/32	Chord	3/4	1	1	1/32		1/32	1	72									
5	5	12	12	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	73									
5	5	14	14	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	74									
6	6	15	15	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	75									
6	6	31/2	31/2	0.125	1/8	1/8	Chord	3/4	1	1	1/32		1/32	1	76									
6	6	125/8	125/8	0.125	5/32	5/32	Chord	3/4	1	1	1/32		1/32	1	77									
6	6	63/4	63/4	0.125	3/16	3/16	Chord	3/4	1	1	1/32		1/32	1	78									
