mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
1	0	0	0	0.0	0	23/32	StaffText	3/4	1	1	0							"<font size=""11.5335""/><font face=""Times New Roman""/><b>Largo</b>"						
1	0	0	0	0.0	0	23/32	Tempo	3/4	1	1	0								𝅘𝅥=50	50.0	𝅘𝅥	50.0	1.0	
1	0	0	0	0.125	0	23/32	Chord	3/4	1	1	1/32		1/32	1	0									
2	1	1/8	1/8	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	1									
2	1	7/8	7/8	0.0625	3/16	3/16	Chord	3/4	1	1	1/64		1/64	1	2									
2	1	15/16	15/16	0.0625	13/64	13/64	Chord	3/4	1	1	1/64		1/64	1	3									
2	1	1	1	0.0625	7/32	7/32	Chord	3/4	1	1	1/64		1/64	1	4									
2	1	17/16	17/16	0.0625	15/64	15/64	Chord	3/4	1	1	1/64		1/64	1	5									
2	1	9/8	9/8	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	6									
2	1	13/8	13/8	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	7									
2	1	17/8	17/8	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	8									
2	1	21/8	21/8	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	9									
2	1	17/8	17/8	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	10									
3	2	25/8	25/8	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	11									
3	2	31/8	31/8	0.0	3/16	3/16	Chord	3/4	1	1	0	acciaccatura	1/8	1	12									
3	2	31/8	31/8	0.125	3/16	3/16	Chord	3/4	1	1	1/32		1/32	1	13									
3	2	4	4	0.125	7/32	7/32	Chord	3/4	1	1	1/32		1/32	1	14									
