mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	decrescendo_hairpin
39	39	231/2	231/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	537									
39	39	463/4	463/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	538									
39	39	116	116	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	539									
39	39	465/4	465/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	540									
39	39	233/2	233/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	541									
39	39	467/4	467/4	0.0	11/16	11/16	Chord	3/4	1	1	0	grace16	1/16	1	542									
39	39	467/4	467/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	543									
39	39	114	114	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	544									
39	39	115	115	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	545									
39	39	116	116	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	546									
39	39	114	114	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	547									
39	39	115	115	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	548									
39	39	116	116	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	549									
40	40	117	117	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	550									
40	40	471/4	471/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	551									
40	40	118	118	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	552									
40	40	237/2	237/2	0.0	3/8	3/8	Dynamic	3/4	1	1	0					mf								
40	40	237/2	237/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	553									
40	40	119	119	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	554									
40	40	239/2	239/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	555									
40	40	117	117	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	556									
40	40	117	117	1.5	0	0	Chord	3/4	2	1	3/8		1/4	3/2	557									
40	40	237/2	237/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	558									
40	40	119	119	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	559									
40	40	239/2	239/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	560									
41	41	120	120	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	561									
41	41	241/2	241/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	562									
41	41	121	121	0.0	1/4	1/4	Dynamic	3/4	1	1	0					p								
41	41	243/2	243/2	0.125	3/8	3/8	Chord	3/4	1	1	1/32		1/32	1	563									
41	41	973/8	973/8	0.125	13/32	13/32	Chord	3/4	1	1	1/32		1/32	1	564									
41	41	487/4	487/4	0.125	7/16	7/16	Chord	3/4	1	1	1/32		1/32	1	565									
41	41	975/8	975/8	0.125	15/32	15/32	Chord	3/4	1	1	1/32		1/32	1	566									
41	41	122	122	0.125	1/2	1/2	Chord	3/4	1	1	1/32		1/32	1	567									
41	41	977/8	977/8	0.125	17/32	17/32	Chord	3/4	1	1	1/32		1/32	1	568									
41	41	489/4	489/4	0.125	9/16	9/16	Chord	3/4	1	1	1/32		1/32	1	569									
41	41	979/8	979/8	0.125	19/32	19/32	Chord	3/4	1	1	1/32		1/32	1	570									
41	41	245/2	245/2	0.125	5/8	5/8	Chord	3/4	1	1	1/32		1/32	1	571									
41	41	981/8	981/8	0.125	21/32	21/32	Chord	3/4	1	1	1/32		1/32	1	572									
41	41	491/4	491/4	0.125	11/16	11/16	Chord	3/4	1	1	1/32		1/32	1	573									
41	41	983/8	983/8	0.125	23/32	23/32	Chord	3/4	1	1	1/32		1/32	1	574									
41	41	120	120	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	575									
41	41	120	120	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	576									
41	41	121	121	0.125	1/4	1/4	Chord	3/4	2	1	1/32		1/32	1	577									
41	41	969/8	969/8	0.125	9/32	9/32	Chord	3/4	2	1	1/32		1/32	1	578									
41	41	485/4	485/4	0.125	5/16	5/16	Chord	3/4	2	1	1/32		1/32	1	579									
41	41	971/8	971/8	0.125	11/32	11/32	Chord	3/4	2	1	1/32		1/32	1	580									
42	42	247/2	247/2	0.125	1/8	1/8	Chord	3/4	1	1	1/32		1/32	1	581									
42	42	989/8	989/8	0.125	5/32	5/32	Chord	3/4	1	1	1/32		1/32	1	582									
42	42	495/4	495/4	0.125	3/16	3/16	Chord	3/4	1	1	1/32		1/32	1	583									
42	42	991/8	991/8	0.125	7/32	7/32	Chord	3/4	1	1	1/32		1/32	1	584									
42	42	249/2	249/2	0.125	3/8	3/8	Chord	3/4	1	1	1/32		1/32	1	585									
42	42	997/8	997/8	0.125	13/32	13/32	Chord	3/4	1	1	1/32		1/32	1	586									
42	42	499/4	499/4	0.125	7/16	7/16	Chord	3/4	1	1	1/32		1/32	1	587									
42	42	999/8	999/8	0.125	15/32	15/32	Chord	3/4	1	1	1/32		1/32	1	588									
42	42	125	125	0.125	1/2	1/2	Chord	3/4	1	1	1/32		1/32	1	589									
42	42	1001/8	1001/8	0.125	17/32	17/32	Chord	3/4	1	1	1/32		1/32	1	590									
42	42	501/4	501/4	0.125	9/16	9/16	Chord	3/4	1	1	1/32		1/32	1	591									
42	42	1003/8	1003/8	0.125	19/32	19/32	Chord	3/4	1	1	1/32		1/32	1	592									
42	42	251/2	251/2	0.125	5/8	5/8	Chord	3/4	1	1	1/32		1/32	1	593									
42	42	1005/8	1005/8	0.125	21/32	21/32	Chord	3/4	1	1	1/32		1/32	1	594									
42	42	503/4	503/4	0.125	11/16	11/16	Chord	3/4	1	1	1/32		1/32	1	595									
42	42	1007/8	1007/8	0.125	23/32	23/32	Chord	3/4	1	1	1/32		1/32	1	596									
42	42	123	123	0.125	0	0	Chord	3/4	2	1	1/32		1/32	1	597									
42	42	985/8	985/8	0.125	1/32	1/32	Chord	3/4	2	1	1/32		1/32	1	598									
42	42	493/4	493/4	0.125	1/16	1/16	Chord	3/4	2	1	1/32		1/32	1	599									
42	42	987/8	987/8	0.125	3/32	3/32	Chord	3/4	2	1	1/32		1/32	1	600									
42	42	124	124	0.125	1/4	1/4	Chord	3/4	2	1	1/32		1/32	1	601									
42	42	993/8	993/8	0.125	9/32	9/32	Chord	3/4	2	1	1/32		1/32	1	602									
42	42	497/4	497/4	0.125	5/16	5/16	Chord	3/4	2	1	1/32		1/32	1	603									
42	42	995/8	995/8	0.125	11/32	11/32	Chord	3/4	2	1	1/32		1/32	1	604									
42	42	125	125	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	605									
43	43	126	126	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	606									
43	43	253/2	253/2	0.375	1/8	1/8	Chord	3/4	1	1	3/32		1/16	3/2	607									
43	43	1015/8	1015/8	0.125	7/32	7/32	Chord	3/4	1	1	1/32		1/32	1	608									
43	43	127	127	0.375	1/4	1/4	Chord	3/4	1	1	3/32		1/16	3/2	609									
43	43	1019/8	1019/8	0.125	11/32	11/32	Chord	3/4	1	1	1/32		1/32	1	610									
43	43	255/2	255/2	0.375	3/8	3/8	Chord	3/4	1	1	3/32		1/16	3/2	611									
43	43	1023/8	1023/8	0.125	15/32	15/32	Chord	3/4	1	1	1/32		1/32	1	612									
43	43	128	128	0.375	1/2	1/2	Chord	3/4	1	1	3/32		1/16	3/2	613									
43	43	1027/8	1027/8	0.125	19/32	19/32	Chord	3/4	1	1	1/32		1/32	1	614									
43	43	257/2	257/2	0.375	5/8	5/8	Chord	3/4	1	1	3/32		1/16	3/2	615									
43	43	1031/8	1031/8	0.125	23/32	23/32	Chord	3/4	1	1	1/32		1/32	1	616									
43	43	126	126	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	617									
43	43	253/2	253/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	618									
43	43	127	127	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	619									
43	43	255/2	255/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	620									
43	43	128	128	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	621									
43	43	257/2	257/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	622									
44	44	129	129	0.0	0	0	Dynamic	3/4	1	1	0					fz								
44	44	129	129	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	623									
44	44	130	130	0.0	1/4	1/4	Spanner	3/4	1	1	0													2
44	44	130	130	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	624									2
44	44	261/2	261/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	625									2
44	44	131	131	0.0	1/2	1/2	Spanner	3/4	1	1	0													
44	44	131	131	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	626									
44	44	131	131	0.5	1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	627									
44	44	263/2	263/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	628									
44	44	129	129	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	629									
44	44	259/2	259/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	630									
44	44	130	130	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	631									
44	44	261/2	261/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	632									
44	44	131	131	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	633									
44	44	263/2	263/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	634									
44	44	131	131	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	635									
45	45	132	132	0.0	0	0	StaffText	3/4	1	1	0						"<font size=""17.8494""/><font face=""Opus""/>"							
45	45	132	132	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	636									
45	45	531/4	531/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	637									
45	45	133	133	0.75	1/4	1/4	Chord	3/4	1	1	3/16		1/8	3/2	638									
45	45	535/4	535/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	639									
45	45	134	134	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	640									
45	45	539/4	539/4	0.0	11/16	11/16	Dynamic	3/4	1	1	0					fz								
45	45	539/4	539/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	641									
45	45	132	132	2.0	0	0	Chord	3/4	1	2	1/2		1/2	1	642									
45	45	134	134	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	643									
45	45	132	132	0.75	0	0	Chord	3/4	2	1	3/16		1/8	3/2	644									
45	45	531/4	531/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	645									
45	45	133	133	0.75	1/4	1/4	Chord	3/4	2	1	3/16		1/8	3/2	646									
45	45	535/4	535/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	647									
45	45	134	134	0.75	1/2	1/2	Chord	3/4	2	1	3/16		1/8	3/2	648									
45	45	539/4	539/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	649									
45	45	132	132	2.0	0	0	Chord	3/4	2	2	1/2		1/2	1	650									
45	45	134	134	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	651									
46	46	135	135	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	652									
46	46	273/2	273/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	653									
46	46	137	137	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	654									
46	46	275/2	275/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	655									
46	46	135	135	0.25	0	0	Chord	3/4	2	1	1/16		1/16	1	656									
46	46	541/4	541/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	657									
46	46	271/2	271/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	658									
46	46	543/4	543/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	659									
46	46	136	136	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	660									
46	46	545/4	545/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	661									
46	46	273/2	273/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	662									
46	46	547/4	547/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	663									
46	46	137	137	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	664									
46	46	549/4	549/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	665									
46	46	275/2	275/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	666									
46	46	551/4	551/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	667									
46	46	135	135	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	668									
47	47	138	138	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	669									
47	47	277/2	277/2	0.0	1/8	1/8	Chord	3/4	1	1	0	grace16	1/16	1	670									
47	47	277/2	277/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	671									
47	47	139	139	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	672									
47	47	279/2	279/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	673									
47	47	140	140	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	674									
47	47	281/2	281/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	675									
47	47	138	138	0.25	0	0	Chord	3/4	2	1	1/16		1/16	1	676									
47	47	553/4	553/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	677									
47	47	277/2	277/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	678									
47	47	555/4	555/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	679									
47	47	139	139	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	680									
47	47	557/4	557/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	681									
47	47	279/2	279/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	682									
47	47	559/4	559/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	683									
47	47	140	140	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	684									
47	47	561/4	561/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	685									
47	47	281/2	281/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	686									
47	47	563/4	563/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	687									
48	48	141	141	0.0	0	0	Dynamic	3/4	1	1	0					fz								
48	48	141	141	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	688									
48	48	285/2	285/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	689									
48	48	143	143	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	690									
48	48	287/2	287/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	691									
48	48	141	141	0.25	0	0	Chord	3/4	2	1	1/16		1/16	1	692									
48	48	565/4	565/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	693									
48	48	283/2	283/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	694									
48	48	567/4	567/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	695									
48	48	142	142	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	696									
48	48	569/4	569/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	697									
48	48	285/2	285/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	698									
48	48	571/4	571/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	699									
48	48	143	143	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	700									
48	48	573/4	573/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	701									
48	48	287/2	287/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	702									
48	48	575/4	575/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	703									
48	48	141	141	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	704									
49	49	144	144	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	705									
49	49	289/2	289/2	0.0	1/8	1/8	Chord	3/4	1	1	0	grace16	1/16	1	706									
49	49	289/2	289/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	707									
49	49	145	145	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	708									
49	49	291/2	291/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	709									
49	49	146	146	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	710									
49	49	293/2	293/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	711									
49	49	144	144	0.25	0	0	Chord	3/4	2	1	1/16		1/16	1	712									
49	49	577/4	577/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	713									
49	49	289/2	289/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	714									
49	49	579/4	579/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	715									
49	49	145	145	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	716									
49	49	581/4	581/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	717									
49	49	291/2	291/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	718									
49	49	583/4	583/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	719									
49	49	146	146	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	720									
49	49	585/4	585/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	721									
49	49	293/2	293/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	722									
49	49	587/4	587/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	723									
50	50	147	147	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	724									
50	50	148	148	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	725									
50	50	147	147	1.5	0	0	Chord	3/4	2	1	3/8		1/4	3/2	726									
