mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin
2	2	11/2	11/2	0.25	3/8	3/8	Chord	2/2	1	1	1/16		1/16	1	21										
2	2	23/4	23/4	0.25	7/16	7/16	Chord	2/2	1	1	1/16		1/16	1	22										
2	2	6	6	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	23		articStaccatissimoAbove								
2	2	31/4	31/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16		1/16	1	24										
2	2	4	4	2.0	0	0	Chord	2/2	2	1	1/2		1/2	1	25										
2	2	6	6	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	26										
3	3	8	8	0.5	0	0	Chord	2/2	1	1	1/8		1/8	1	27		articStaccatoAbove							2	
3	3	17/2	17/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	28		articStaccatoAbove							2	
3	3	9	9	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	29		articStaccatoAbove							2	
3	3	19/2	19/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	30		articStaccatoAbove							2	
3	3	10	10	0.5	1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	31		articStaccatoAbove							2	
3	3	21/2	21/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	32		articStaccatoAbove							2	
3	3	11	11	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	33		articStaccatoAbove							2	
3	3	23/2	23/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	34		articStaccatoAbove								
3	3	8	8	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	35										
3	3	17/2	17/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	36										
3	3	9	9	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	37										
3	3	19/2	19/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	38										
3	3	10	10	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	39										
3	3	21/2	21/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	40										
3	3	11	11	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	41										
3	3	23/2	23/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	42										
3	3	8	8	2.0	0	0	Chord	2/2	2	2	1/2		1/2	1	43										
3	3	10	10	2.0	1/2	1/2	Chord	2/2	2	2	1/2		1/2	1	44										
4	4	12	12	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	45										
4	4	13	13	0.25	1/4	1/4	Chord	2/2	1	1	1/16		1/16	1	46										
4	4	53/4	53/4	0.25	5/16	5/16	Chord	2/2	1	1	1/16		1/16	1	47										
4	4	27/2	27/2	0.25	3/8	3/8	Chord	2/2	1	1	1/16		1/16	1	48										
4	4	55/4	55/4	0.0	7/16	7/16	Chord	2/2	1	1	0	grace16	1/16	1	49										
4	4	55/4	55/4	0.25	7/16	7/16	Chord	2/2	1	1	1/16		1/16	1	50										
4	4	14	14	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	51										
4	4	63/4	63/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16		1/16	1	52										
4	4	12	12	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	53										
4	4	13	13	1.0	1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	54										
4	4	14	14	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	55										
4	4	12	12	2.0	0	0	Chord	2/2	2	2	1/2		1/2	1	56										
5	5	16	16	0.5	0	0	Chord	2/2	1	1	1/8		1/8	1	57										
5	5	33/2	33/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	58										
5	5	17	17	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	59										
5	5	35/2	35/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	60										
5	5	18	18	0.5	1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	61										
5	5	37/2	37/2	0.25	5/8	5/8	Chord	2/2	1	1	1/16		1/16	1	62										
5	5	75/4	75/4	0.25	11/16	11/16	Chord	2/2	1	1	1/16		1/16	1	63										
5	5	19	19	0.25	3/4	3/4	Chord	2/2	1	1	1/16		1/16	1	64										
5	5	77/4	77/4	0.25	13/16	13/16	Chord	2/2	1	1	1/16		1/16	1	65										
5	5	39/2	39/2	0.25	7/8	7/8	Chord	2/2	1	1	1/16		1/16	1	66										
5	5	79/4	79/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16		1/16	1	67										
5	5	16	16	1.0	0	0	Chord	2/2	1	2	1/4		1/4	1	68										
5	5	17	17	1.0	1/4	1/4	Chord	2/2	1	2	1/4		1/4	1	69										
5	5	18	18	0.5	1/2	1/2	Chord	2/2	1	2	1/8		1/8	1	70										
5	5	16	16	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	71										
5	5	17	17	1.0	1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	72										
5	5	18	18	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	73										
6	6	20	20	0.0	0	0	Dynamic	2/2	1	1	0					f									
6	6	20	20	0.5	0	0	Chord	2/2	1	1	1/8		1/8	1	74										
6	6	41/2	41/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	75										
6	6	21	21	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	76										
6	6	43/2	43/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	77										
6	6	22	22	0.5	1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	78										
6	6	45/2	45/2	0.0	5/8	5/8	Dynamic	2/2	1	1	0					p									
6	6	45/2	45/2	0.25	5/8	5/8	Chord	2/2	1	1	1/16		1/16	1	79										
6	6	91/4	91/4	0.25	11/16	11/16	Chord	2/2	1	1	1/16		1/16	1	80										
6	6	23	23	0.25	3/4	3/4	Chord	2/2	1	1	1/16		1/16	1	81										
6	6	93/4	93/4	0.25	13/16	13/16	Chord	2/2	1	1	1/16		1/16	1	82										
6	6	47/2	47/2	0.25	7/8	7/8	Chord	2/2	1	1	1/16		1/16	1	83										
6	6	95/4	95/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16		1/16	1	84										
6	6	21	21	1.0	1/4	1/4	Chord	2/2	1	2	1/4		1/4	1	85										
6	6	20	20	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	86										
6	6	21	21	1.0	1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	87										
6	6	22	22	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	88										
7	7	24	24	0.75	0	0	Chord	2/2	1	1	3/16		1/8	3/2	89										
7	7	99/4	99/4	0.25	3/16	3/16	Chord	2/2	1	1	1/16		1/16	1	90										
7	7	25	25	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	91		articStaccatissimoAbove								
7	7	103/4	103/4	0.25	7/16	7/16	Chord	2/2	1	1	1/16		1/16	1	92										
7	7	26	26	0.75	1/2	1/2	Chord	2/2	1	1	3/16		1/8	3/2	93										
7	7	107/4	107/4	0.25	11/16	11/16	Chord	2/2	1	1	1/16		1/16	1	94										
7	7	27	27	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	95		articStaccatissimoAbove								
7	7	111/4	111/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16		1/16	1	96										
7	7	24	24	1.5	0	0	Chord	2/2	2	1	3/8		1/4	3/2	97										
7	7	26	26	1.5	1/2	1/2	Chord	2/2	2	1	3/8		1/4	3/2	98										
8	8	28	28	2.0	0	0	Chord	2/2	1	1	1/2		1/2	1	99										
8	8	30	30	0.25	1/2	1/2	Chord	2/2	1	1	1/16		1/16	1	100										
8	8	121/4	121/4	0.25	9/16	9/16	Chord	2/2	1	1	1/16		1/16	1	101		articStaccatoBelow								
8	8	61/2	61/2	0.25	5/8	5/8	Chord	2/2	1	1	1/16		1/16	1	102		articStaccatoBelow								
8	8	123/4	123/4	0.25	11/16	11/16	Chord	2/2	1	1	1/16		1/16	1	103		articStaccatoBelow								
8	8	31	31	0.25	3/4	3/4	Chord	2/2	1	1	1/16		1/16	1	104		articStaccatoAbove								
8	8	125/4	125/4	0.25	13/16	13/16	Chord	2/2	1	1	1/16		1/16	1	105		articStaccatoAbove								
8	8	63/2	63/2	0.25	7/8	7/8	Chord	2/2	1	1	1/16		1/16	1	106		articStaccatoAbove								
8	8	127/4	127/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16		1/16	1	107		articStaccatoAbove								
8	8	28	28	3.0	0	0	Chord	2/2	2	1	3/4		1/2	3/2	108										
9	9	32	32	0.75	0	0	Chord	2/2	1	1	3/16		1/8	3/2	109									3	
9	9	131/4	131/4	0.08333333333333333	3/16	3/16	Chord	2/2	1	1	1/48		1/32	2/3	110									3	
9	9	197/6	197/6	0.08333333333333333	5/24	5/24	Chord	2/2	1	1	1/48		1/32	2/3	111									3	
9	9	395/12	395/12	0.08333333333333333	11/48	11/48	Chord	2/2	1	1	1/48		1/32	2/3	112										
9	9	33	33	0.25	1/4	1/4	Chord	2/2	1	1	1/16		1/16	1	113									4	
9	9	133/4	133/4	0.25	5/16	5/16	Chord	2/2	1	1	1/16		1/16	1	114									4	
9	9	67/2	67/2	0.25	3/8	3/8	Chord	2/2	1	1	1/16		1/16	1	115									4	
9	9	135/4	135/4	0.25	7/16	7/16	Chord	2/2	1	1	1/16		1/16	1	116										
9	9	34	34	0.5	1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	117										
9	9	69/2	69/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	118										
9	9	35	35	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	119										
9	9	71/2	71/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	120										
9	9	32	32	2.0	0	0	Chord	2/2	2	1	1/2		1/2	1	121										
9	9	34	34	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	122										
9	9	35	35	1.0	3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	123										
10	10	36	36	0.25	0	0	Chord	2/2	1	1	1/16		1/16	1	124										
10	10	145/4	145/4	0.25	1/16	1/16	Chord	2/2	1	1	1/16		1/16	1	125										
10	10	73/2	73/2	0.25	1/8	1/8	Chord	2/2	1	1	1/16		1/16	1	126										
10	10	147/4	147/4	0.25	3/16	3/16	Chord	2/2	1	1	1/16		1/16	1	127										
10	10	37	37	0.25	1/4	1/4	Chord	2/2	1	1	1/16		1/16	1	128										
10	10	149/4	149/4	0.25	5/16	5/16	Chord	2/2	1	1	1/16		1/16	1	129										
10	10	75/2	75/2	0.25	3/8	3/8	Chord	2/2	1	1	1/16		1/16	1	130										
10	10	151/4	151/4	0.25	7/16	7/16	Chord	2/2	1	1	1/16		1/16	1	131										
10	10	38	38	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	132		articStaccatissimoAbove								
10	10	159/4	159/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16		1/16	1	133										
10	10	36	36	2.0	0	0	Chord	2/2	2	1	1/2		1/2	1	134										
10	10	38	38	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	135										
11	11	40	40	0.5	0	0	Chord	2/2	1	1	1/8		1/8	1	136		articStaccatoAbove							5	
11	11	81/2	81/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	137		articStaccatoAbove							5	
11	11	41	41	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	138		articStaccatoAbove							5	
11	11	83/2	83/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	139		articStaccatoAbove							5	
11	11	42	42	0.5	1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	140		articStaccatoAbove							5	
11	11	85/2	85/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	141		articStaccatoAbove							5	
11	11	43	43	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	142		articStaccatoAbove							5	
11	11	87/2	87/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	143		articStaccatoAbove								
11	11	40	40	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	144										
11	11	81/2	81/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	145										
11	11	41	41	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	146										
11	11	83/2	83/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	147										
11	11	42	42	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	148										
11	11	85/2	85/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	149										
11	11	43	43	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	150										
11	11	87/2	87/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	151										
11	11	40	40	2.0	0	0	Chord	2/2	2	2	1/2		1/2	1	152										
11	11	42	42	2.0	1/2	1/2	Chord	2/2	2	2	1/2		1/2	1	153										
12	12	44	44	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	154										
12	12	183/4	183/4	0.25	7/16	7/16	Chord	2/2	1	1	1/16		1/16	1	155										
12	12	46	46	0.75	1/2	1/2	Chord	2/2	1	1	3/16		1/8	3/2	156		articStaccatissimoAbove								
12	12	187/4	187/4	0.25	11/16	11/16	Chord	2/2	1	1	1/16		1/16	1	157										
12	12	47	47	0.75	3/4	3/4	Chord	2/2	1	1	3/16		1/8	3/2	158		articStaccatissimoAbove								
12	12	191/4	191/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16		1/16	1	159										
12	12	44	44	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	160										
12	12	46	46	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	161										
12	12	47	47	1.0	3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	162										
13	13	48	48	0.5	0	0	Chord	2/2	1	1	1/8		1/8	1	163		articStaccatissimoAbove								
13	13	97/2	97/2	0.25	1/8	1/8	Chord	2/2	1	1	1/16		1/16	1	164										
13	13	195/4	195/4	0.25	3/16	3/16	Chord	2/2	1	1	1/16		1/16	1	165										
13	13	49	49	0.25	1/4	1/4	Chord	2/2	1	1	1/16		1/16	1	166										
13	13	197/4	197/4	0.25	5/16	5/16	Chord	2/2	1	1	1/16		1/16	1	167										
13	13	99/2	99/2	0.25	3/8	3/8	Chord	2/2	1	1	1/16		1/16	1	168										
13	13	199/4	199/4	0.25	7/16	7/16	Chord	2/2	1	1	1/16		1/16	1	169										
13	13	50	50	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	170										
13	13	51	51	0.75	3/4	3/4	Chord	2/2	1	1	3/16		1/8	3/2	171										
13	13	207/4	207/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16		1/16	1	172										
13	13	48	48	2.0	0	0	Chord	2/2	2	1	1/2		1/2	1	173										
13	13	50	50	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	174										
13	13	51	51	1.0	3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	175										
13	13	50	50	2.0	1/2	1/2	Chord	2/2	2	2	1/2		1/2	1	176										
14	14	52	52	0.0	0	0	Dynamic	2/2	1	1	0					f									
14	14	52	52	1.5	0	0	Chord	2/2	1	1	3/8		1/4	3/2	177										
14	14	107/2	107/2	0.125	3/8	3/8	Chord	2/2	1	1	1/32		1/32	1	178										
14	14	429/8	429/8	0.125	13/32	13/32	Chord	2/2	1	1	1/32		1/32	1	179										
14	14	215/4	215/4	0.125	7/16	7/16	Chord	2/2	1	1	1/32		1/32	1	180										
14	14	431/8	431/8	0.125	15/32	15/32	Chord	2/2	1	1	1/32		1/32	1	181										
14	14	54	54	0.75	1/2	1/2	Chord	2/2	1	1	3/16		1/8	3/2	182										
14	14	219/4	219/4	0.25	11/16	11/16	Chord	2/2	1	1	1/16		1/16	1	183										
14	14	55	55	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	184		articStaccatissimoAbove								
14	14	52	52	0.25	0	0	Chord	2/2	2	1	1/16		1/16	1	185										
14	14	209/4	209/4	0.25	1/16	1/16	Chord	2/2	2	1	1/16		1/16	1	186										
14	14	105/2	105/2	0.25	1/8	1/8	Chord	2/2	2	1	1/16		1/16	1	187										
14	14	211/4	211/4	0.25	3/16	3/16	Chord	2/2	2	1	1/16		1/16	1	188										
14	14	53	53	0.25	1/4	1/4	Chord	2/2	2	1	1/16		1/16	1	189										
14	14	213/4	213/4	0.25	5/16	5/16	Chord	2/2	2	1	1/16		1/16	1	190										
14	14	107/2	107/2	0.25	3/8	3/8	Chord	2/2	2	1	1/16		1/16	1	191										
14	14	215/4	215/4	0.25	7/16	7/16	Chord	2/2	2	1	1/16		1/16	1	192										
14	14	54	54	0.25	1/2	1/2	Chord	2/2	2	1	1/16		1/16	1	193										
14	14	217/4	217/4	0.25	9/16	9/16	Chord	2/2	2	1	1/16		1/16	1	194										
14	14	109/2	109/2	0.25	5/8	5/8	Chord	2/2	2	1	1/16		1/16	1	195										
14	14	219/4	219/4	0.25	11/16	11/16	Chord	2/2	2	1	1/16		1/16	1	196										
14	14	55	55	0.25	3/4	3/4	Chord	2/2	2	1	1/16		1/16	1	197										
14	14	221/4	221/4	0.25	13/16	13/16	Chord	2/2	2	1	1/16		1/16	1	198										
14	14	111/2	111/2	0.25	7/8	7/8	Chord	2/2	2	1	1/16		1/16	1	199										
14	14	223/4	223/4	0.25	15/16	15/16	Chord	2/2	2	1	1/16		1/16	1	200										
15	15	56	56	1.5	0	0	Chord	2/2	1	1	3/8		1/4	3/2	201										
15	15	115/2	115/2	0.125	3/8	3/8	Chord	2/2	1	1	1/32		1/32	1	202										
15	15	461/8	461/8	0.125	13/32	13/32	Chord	2/2	1	1	1/32		1/32	1	203										
15	15	231/4	231/4	0.125	7/16	7/16	Chord	2/2	1	1	1/32		1/32	1	204										
15	15	463/8	463/8	0.125	15/32	15/32	Chord	2/2	1	1	1/32		1/32	1	205										
15	15	58	58	0.75	1/2	1/2	Chord	2/2	1	1	3/16		1/8	3/2	206										
15	15	235/4	235/4	0.25	11/16	11/16	Chord	2/2	1	1	1/16		1/16	1	207										
15	15	59	59	0.0	3/4	3/4	Chord	2/2	1	1	0	grace16	1/16	1	208										
15	15	59	59	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	209										
15	15	119/2	119/2	0.25	7/8	7/8	Chord	2/2	1	1	1/16		1/16	1	210										
15	15	239/4	239/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16		1/16	1	211										
15	15	56	56	0.25	0	0	Chord	2/2	2	1	1/16		1/16	1	212										
15	15	225/4	225/4	0.25	1/16	1/16	Chord	2/2	2	1	1/16		1/16	1	213										
15	15	113/2	113/2	0.25	1/8	1/8	Chord	2/2	2	1	1/16		1/16	1	214										
15	15	227/4	227/4	0.25	3/16	3/16	Chord	2/2	2	1	1/16		1/16	1	215										
15	15	57	57	0.25	1/4	1/4	Chord	2/2	2	1	1/16		1/16	1	216										
15	15	229/4	229/4	0.25	5/16	5/16	Chord	2/2	2	1	1/16		1/16	1	217										
15	15	115/2	115/2	0.25	3/8	3/8	Chord	2/2	2	1	1/16		1/16	1	218										
15	15	231/4	231/4	0.25	7/16	7/16	Chord	2/2	2	1	1/16		1/16	1	219										
15	15	58	58	0.25	1/2	1/2	Chord	2/2	2	1	1/16		1/16	1	220										
15	15	233/4	233/4	0.25	9/16	9/16	Chord	2/2	2	1	1/16		1/16	1	221										
15	15	117/2	117/2	0.25	5/8	5/8	Chord	2/2	2	1	1/16		1/16	1	222										
15	15	235/4	235/4	0.25	11/16	11/16	Chord	2/2	2	1	1/16		1/16	1	223										
15	15	59	59	0.25	3/4	3/4	Chord	2/2	2	1	1/16		1/16	1	224										
15	15	237/4	237/4	0.25	13/16	13/16	Chord	2/2	2	1	1/16		1/16	1	225										
15	15	119/2	119/2	0.25	7/8	7/8	Chord	2/2	2	1	1/16		1/16	1	226										
15	15	239/4	239/4	0.25	15/16	15/16	Chord	2/2	2	1	1/16		1/16	1	227										
16	16	60	60	0.25	0	0	Chord	2/2	1	1	1/16		1/16	1	228										
16	16	241/4	241/4	0.125	1/16	1/16	Chord	2/2	1	1	1/32		1/32	1	229										
16	16	483/8	483/8	0.125	3/32	3/32	Chord	2/2	1	1	1/32		1/32	1	230										
16	16	121/2	121/2	0.25	1/8	1/8	Chord	2/2	1	1	1/16		1/16	1	231		articStaccatoAbove								
16	16	243/4	243/4	0.25	3/16	3/16	Chord	2/2	1	1	1/16		1/16	1	232		articStaccatoAbove								
16	16	61	61	0.25	1/4	1/4	Chord	2/2	1	1	1/16		1/16	1	233		articStaccatoAbove								
16	16	245/4	245/4	0.25	5/16	5/16	Chord	2/2	1	1	1/16		1/16	1	234		articStaccatoAbove								
16	16	123/2	123/2	0.25	3/8	3/8	Chord	2/2	1	1	1/16		1/16	1	235		articStaccatoAbove								
16	16	247/4	247/4	0.25	7/16	7/16	Chord	2/2	1	1	1/16		1/16	1	236		articStaccatoAbove								
16	16	62	62	0.0	1/2	1/2	Dynamic	2/2	1	1	0					p									
16	16	62	62	0.5	1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	237										
16	16	63	63	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	238										
16	16	60	60	2.0	0	0	Chord	2/2	2	1	1/2		1/2	1	239										
16	16	62	62	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	240										
16	16	63	63	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	241										
17	17	64	64	0.0	0	0	Dynamic	2/2	1	1	0					sf									
17	17	64	64	2.0	0	0	Chord	2/2	1	1	1/2		1/2	1	242										
17	17	66	66	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	243		articStaccatissimoBelow								
17	17	64	64	3.0	0	0	Chord	2/2	2	1	3/4		1/2	3/2	244										
18	18	68	68	0.75	0	0	Chord	2/2	1	1	3/16		1/8	3/2	245									6	
18	18	275/4	275/4	0.08333333333333333	3/16	3/16	Chord	2/2	1	1	1/48		1/32	2/3	246									6	
18	18	413/6	413/6	0.08333333333333333	5/24	5/24	Chord	2/2	1	1	1/48		1/32	2/3	247									6	
18	18	827/12	827/12	0.08333333333333333	11/48	11/48	Chord	2/2	1	1	1/48		1/32	2/3	248										
18	18	69	69	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	249		articStaccatissimoBelow								
18	18	139/2	139/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	250		articStaccatissimoBelow								
18	18	70	70	0.5	1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	251		articStaccatissimoBelow								
18	18	141/2	141/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	252		articStaccatissimoBelow								
18	18	71	71	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	253		articStaccatissimoBelow								
18	18	143/2	143/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	254		articStaccatissimoBelow								
18	18	68	68	2.0	0	0	Chord	2/2	2	1	1/2		1/2	1	255										
18	18	70	70	2.0	1/2	1/2	Chord	2/2	2	1	1/2		1/2	1	256										
19	19	72	72	0.25	0	0	Chord	2/2	1	1	1/16		1/16	1	257										
19	19	289/4	289/4	0.25	1/16	1/16	Chord	2/2	1	1	1/16		1/16	1	258										
19	19	145/2	145/2	0.25	1/8	1/8	Chord	2/2	1	1	1/16		1/16	1	259										
19	19	291/4	291/4	0.25	3/16	3/16	Chord	2/2	1	1	1/16		1/16	1	260										
19	19	73	73	0.25	1/4	1/4	Chord	2/2	1	1	1/16		1/16	1	261										
19	19	293/4	293/4	0.25	5/16	5/16	Chord	2/2	1	1	1/16		1/16	1	262										
19	19	147/2	147/2	0.25	3/8	3/8	Chord	2/2	1	1	1/16		1/16	1	263										
19	19	295/4	295/4	0.25	7/16	7/16	Chord	2/2	1	1	1/16		1/16	1	264										
19	19	74	74	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	265										
19	19	303/4	303/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16		1/16	1	266										
19	19	72	72	2.0	0	0	Chord	2/2	2	1	1/2		1/2	1	267										
19	19	74	74	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	268										
20	20	76	76	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	269										
20	20	77	77	0.25	1/4	1/4	Chord	2/2	1	1	1/16		1/16	1	270									7	
20	20	309/4	309/4	0.25	5/16	5/16	Chord	2/2	1	1	1/16		1/16	1	271									7	
20	20	155/2	155/2	0.25	3/8	3/8	Chord	2/2	1	1	1/16		1/16	1	272									7	
20	20	311/4	311/4	0.25	7/16	7/16	Chord	2/2	1	1	1/16		1/16	1	273										
20	20	78	78	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	274									8	
20	20	79	79	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	275		articStaccatissimoAbove								
