mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	decrescendo_hairpin
102	101	403/2	403/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16			1/16	1	862										
102	101	807/4	807/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16			1/16	1	863										
102	101	202	202	0.25	3/8	3/8	Chord	2/4	2	1	1/16			1/16	1	864										
102	101	809/4	809/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16			1/16	1	865										
103	102	405/2	405/2	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	866										
103	102	203	203	0.5	1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	867										
103	102	407/2	407/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	868										
103	102	204	204	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	869										
103	102	817/4	817/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	870										
103	102	405/2	405/2	0.25	0	0	Chord	2/4	2	1	1/16			1/16	1	871										
103	102	811/4	811/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16			1/16	1	872										
103	102	203	203	0.25	1/8	1/8	Chord	2/4	2	1	1/16			1/16	1	873										
103	102	813/4	813/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16			1/16	1	874										
103	102	407/2	407/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16			1/16	1	875										
103	102	815/4	815/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16			1/16	1	876										
103	102	204	204	0.25	3/8	3/8	Chord	2/4	2	1	1/16			1/16	1	877										
103	102	817/4	817/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16			1/16	1	878										
104	103	409/2	409/2	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	879										
104	103	205	205	0.5	1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	880										
104	103	411/2	411/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	881										
104	103	206	206	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	882										
104	103	825/4	825/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	883										
104	103	409/2	409/2	0.25	0	0	Chord	2/4	2	1	1/16			1/16	1	884										
104	103	819/4	819/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16			1/16	1	885										
104	103	205	205	0.25	1/8	1/8	Chord	2/4	2	1	1/16			1/16	1	886										
104	103	821/4	821/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16			1/16	1	887										
104	103	411/2	411/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16			1/16	1	888										
104	103	823/4	823/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16			1/16	1	889										
104	103	206	206	0.25	3/8	3/8	Chord	2/4	2	1	1/16			1/16	1	890										
104	103	825/4	825/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16			1/16	1	891										
105	104	413/2	413/2	0.25	0	0	Chord	2/4	1	1	1/16			1/16	1	892										
105	104	827/4	827/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16			1/16	1	893										
105	104	207	207	0.25	1/8	1/8	Chord	2/4	1	1	1/16			1/16	1	894										
105	104	829/4	829/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	895										
105	104	415/2	415/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	896										
105	104	831/4	831/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	897										
105	104	208	208	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	898										
105	104	833/4	833/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	899										
105	104	413/2	413/2	2.0	0	0	Chord	2/4	2	1	1/2			1/2	1	900										
106	105	417/2	417/2	0.25	0	0	Chord	2/4	1	1	1/16			1/16	1	901										
106	105	835/4	835/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16			1/16	1	902										
106	105	209	209	0.25	1/8	1/8	Chord	2/4	1	1	1/16			1/16	1	903										
106	105	837/4	837/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	904										
106	105	419/2	419/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	905										
106	105	839/4	839/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	906										
106	105	210	210	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	907										
106	105	841/4	841/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	908										
106	105	417/2	417/2	2.0	0	0	Chord	2/4	2	1	1/2			1/2	1	909										
107	106	421/2	421/2	0.25	0	0	Chord	2/4	1	1	1/16			1/16	1	910										
107	106	843/4	843/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16			1/16	1	911										
107	106	211	211	0.25	1/8	1/8	Chord	2/4	1	1	1/16			1/16	1	912										
107	106	845/4	845/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	913										
107	106	423/2	423/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	914										
107	106	847/4	847/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	915										
107	106	212	212	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	916										
107	106	849/4	849/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	917										
107	106	421/2	421/2	1.0	0	0	Chord	2/4	2	1	1/4			1/4	1	918										
107	106	423/2	423/2	1.0	1/4	1/4	Chord	2/4	2	1	1/4			1/4	1	919										
107	106	421/2	421/2	2.0	0	0	Chord	2/4	2	2	1/2			1/2	1	920										
108	107	425/2	425/2	1.0	0	0	Chord	2/4	1	1	1/4			1/4	1	921		articStaccatissimoAbove								
108	107	427/2	427/2	1.0	1/4	1/4	Chord	2/4	1	2	1/4			1/4	1	922										
108	107	425/2	425/2	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	923										
108	107	213	213	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	924										
108	107	427/2	427/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	925										
108	107	214	214	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	926										
109	108	429/2	429/2	2.0	0	0	Chord	2/4	1	1	1/2			1/2	1	927										
109	108	429/2	429/2	1.0	0	0	Chord	2/4	1	2	1/4			1/4	1	928										
109	108	431/2	431/2	1.0	1/4	1/4	Chord	2/4	1	2	1/4			1/4	1	929										
109	108	429/2	429/2	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	930										
109	108	215	215	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	931										
109	108	431/2	431/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	932										
109	108	216	216	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	933										
110	109	433/2	433/2	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	934									4	
110	109	217	217	0.5	1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	935									4	
110	109	435/2	435/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	936										
110	109	218	218	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	937		articStaccatissimoAbove								
110	109	433/2	433/2	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	938										
110	109	217	217	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	939										
110	109	435/2	435/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	940										
110	109	218	218	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	941										
111	110	437/2	437/2	0.0	0	0	Dynamic	2/4	1	1	0						sf									
111	110	437/2	437/2	1.0	0	0	Chord	2/4	1	1	1/4			1/4	1	942									5	
111	110	439/2	439/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	943		articStaccatissimoAbove								
111	110	437/2	437/2	1.0	0	0	Chord	2/4	2	1	1/4			1/4	1	944										
111	110	439/2	439/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	945		articStaccatissimoAbove								
112	111	441/2	441/2	1.5	0	0	Chord	2/4	1	1	3/8			1/4	3/2	946										
112	111	222	222	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	947										
112	111	889/4	889/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	948										
112	111	221	221	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	949										
112	111	443/2	443/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	950										
112	111	222	222	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	951										
113	112	445/2	445/2	0.25	0	0	Chord	2/4	1	1	1/16			1/16	1	952										
113	112	891/4	891/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16			1/16	1	953										
113	112	223	223	0.25	1/8	1/8	Chord	2/4	1	1	1/16			1/16	1	954										
113	112	893/4	893/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	955										
113	112	447/2	447/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	956										
113	112	895/4	895/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	957										
113	112	224	224	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	958										
113	112	897/4	897/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	959										
113	112	445/2	445/2	2.0	0	0	Chord	2/4	2	1	1/2			1/2	1	960										
114	113	449/2	449/2	1.5	0	0	Chord	2/4	1	1	3/8			1/4	3/2	961										
114	113	226	226	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	962										
114	113	905/4	905/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	963										
114	113	225	225	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	964										
114	113	451/2	451/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	965										
114	113	226	226	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	966										
115	114	453/2	453/2	0.25	0	0	Chord	2/4	1	1	1/16			1/16	1	967										
115	114	907/4	907/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16			1/16	1	968										
115	114	227	227	0.25	1/8	1/8	Chord	2/4	1	1	1/16			1/16	1	969										
115	114	909/4	909/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	970										
115	114	455/2	455/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	971										
115	114	911/4	911/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	972										
115	114	228	228	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	973										
115	114	913/4	913/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	974										
115	114	453/2	453/2	2.0	0	0	Chord	2/4	2	1	1/2			1/2	1	975										
116	115	457/2	457/2	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	976										
116	115	229	229	0.5	1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	977										
116	115	459/2	459/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	978										
116	115	230	230	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	979										
116	115	457/2	457/2	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	980										
116	115	229	229	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	981										
116	115	459/2	459/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	982										
116	115	230	230	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	983										
117	116	461/2	461/2	1.0	0	0	Chord	2/4	1	1	1/4			1/4	1	984										
117	116	463/2	463/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	985										
117	116	461/2	461/2	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	986										
117	116	231	231	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	987										
117	116	463/2	463/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	988										
118	117	465/2	465/2	1.0	0	0	Chord	2/4	1	1	1/4			1/4	1	989		articStaccatissimoAbove								
118	117	467/2	467/2	1.0	1/4	1/4	Chord	2/4	1	2	1/4			1/4	1	990										
118	117	233	233	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	991										
118	117	467/2	467/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	992										
118	117	234	234	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	993										
119	118	469/2	469/2	2.0	0	0	Chord	2/4	1	1	1/2			1/2	1	994										
119	118	469/2	469/2	1.0	0	0	Chord	2/4	1	2	1/4			1/4	1	995										
119	118	471/2	471/2	1.0	1/4	1/4	Chord	2/4	1	2	1/4			1/4	1	996										
119	118	469/2	469/2	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	997										
119	118	235	235	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	998										
119	118	471/2	471/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	999										
119	118	236	236	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	1000										
120	119	473/2	473/2	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	1001									6	
120	119	237	237	0.5	1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	1002									6	
120	119	475/2	475/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	1003										
120	119	238	238	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	1004		articStaccatissimoAbove								
120	119	473/2	473/2	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	1005										
120	119	237	237	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	1006										
120	119	475/2	475/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	1007										
120	119	238	238	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	1008										
121	120	477/2	477/2	0.0	0	0	Dynamic	2/4	1	1	0						sf									
121	120	477/2	477/2	1.0	0	0	Chord	2/4	1	1	1/4			1/4	1	1009									7	
121	120	479/2	479/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	1010		articStaccatissimoAbove								
121	120	477/2	477/2	1.0	0	0	Chord	2/4	2	1	1/4			1/4	1	1011										
121	120	479/2	479/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	1012		articStaccatissimoAbove								
122	121	481/2	481/2	1.5	0	0	Chord	2/4	1	1	3/8			1/4	3/2	1013										
122	121	242	242	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	1014										
122	121	969/4	969/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	1015										
122	121	241	241	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	1016										
122	121	483/2	483/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	1017										
122	121	242	242	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	1018										
123	122	485/2	485/2	0.25	0	0	Chord	2/4	1	1	1/16			1/16	1	1019										
123	122	971/4	971/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16			1/16	1	1020										
123	122	243	243	0.25	1/8	1/8	Chord	2/4	1	1	1/16			1/16	1	1021										
123	122	973/4	973/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	1022										
123	122	487/2	487/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	1023										
123	122	244	244	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	1024										
123	122	485/2	485/2	2.0	0	0	Chord	2/4	2	1	1/2			1/2	1	1025										
124	123	489/2	489/2	1.5	0	0	Chord	2/4	1	1	3/8			1/4	3/2	1026										
124	123	246	246	0.0	3/8	3/8	StaffText	2/4	1	1	0								"<font size=""17.8494""/><font face=""Opus""/>"							
124	123	246	246	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	1027										
124	123	985/4	985/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	1028										
124	123	245	245	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	1029										
124	123	491/2	491/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	1030										
124	123	246	246	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	1031										
125	124	493/2	493/2	0.25	0	0	Chord	2/4	1	1	1/16			1/16	1	1032										
125	124	987/4	987/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16			1/16	1	1033										
125	124	247	247	0.25	1/8	1/8	Chord	2/4	1	1	1/16			1/16	1	1034										
125	124	989/4	989/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	1035										
125	124	495/2	495/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	1036										
125	124	991/4	991/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	1037										
125	124	248	248	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	1038										
125	124	993/4	993/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	1039										
125	124	493/2	493/2	2.0	0	0	Chord	2/4	2	1	1/2			1/2	1	1040										
126	125	497/2	497/2	0.25	0	0	Chord	2/4	1	1	1/16			1/16	1	1041										
126	125	995/4	995/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16			1/16	1	1042										
126	125	249	249	0.25	1/8	1/8	Chord	2/4	1	1	1/16			1/16	1	1043										
126	125	997/4	997/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	1044										
126	125	499/2	499/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	1045										
126	125	999/4	999/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	1046										
126	125	250	250	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	1047										
126	125	1001/4	1001/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	1048										
126	125	497/2	497/2	1.0	0	0	Chord	2/4	2	1	1/4			1/4	1	1049										
127	126	501/2	501/2	0.25	0	0	Chord	2/4	1	1	1/16			1/16	1	1050										
127	126	1003/4	1003/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16			1/16	1	1051										
127	126	251	251	0.25	1/8	1/8	Chord	2/4	1	1	1/16			1/16	1	1052										
127	126	1005/4	1005/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	1053										
127	126	503/2	503/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	1054										
127	126	1007/4	1007/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	1055										
127	126	252	252	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	1056										
127	126	1009/4	1009/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	1057										
127	126	503/2	503/2	1.0	1/4	1/4	Chord	2/4	2	1	1/4			1/4	1	1058										
128	127	505/2	505/2	0.25	0	0	Chord	2/4	1	1	1/16			1/16	1	1059										
128	127	1011/4	1011/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16			1/16	1	1060										
128	127	253	253	0.25	1/8	1/8	Chord	2/4	1	1	1/16			1/16	1	1061										
128	127	1013/4	1013/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	1062										
128	127	507/2	507/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	1063										
128	127	1015/4	1015/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	1064										
128	127	254	254	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	1065										
128	127	1017/4	1017/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	1066										
128	127	505/2	505/2	1.0	0	0	Chord	2/4	2	1	1/4			1/4	1	1067										
128	127	507/2	507/2	1.0	1/4	1/4	Chord	2/4	2	1	1/4			1/4	1	1068										
129	128	509/2	509/2	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	1069										
129	128	255	255	0.25	1/8	1/8	Chord	2/4	1	1	1/16			1/16	1	1070										
129	128	1021/4	1021/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	1071										
129	128	511/2	511/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	1072										
129	128	1023/4	1023/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	1073										
129	128	256	256	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	1074										
129	128	1025/4	1025/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	1075										
129	128	509/2	509/2	1.0	0	0	Chord	2/4	2	1	1/4			1/4	1	1076										
130	129	513/2	513/2	0.25	0	0	Chord	2/4	1	1	1/16			1/16	1	1077										
130	129	1027/4	1027/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16			1/16	1	1078										
130	129	257	257	0.25	1/8	1/8	Chord	2/4	1	1	1/16			1/16	1	1079										
130	129	1029/4	1029/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	1080										
130	129	515/2	515/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	1081										
130	129	1031/4	1031/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	1082										
130	129	258	258	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	1083										
130	129	1033/4	1033/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	1084										
130	129	513/2	513/2	1.0	0	0	Chord	2/4	2	1	1/4			1/4	1	1085										
130	129	515/2	515/2	1.0	1/4	1/4	Chord	2/4	2	1	1/4			1/4	1	1086										
131	130	517/2	517/2	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	1087										
131	130	259	259	0.25	1/8	1/8	Chord	2/4	1	1	1/16			1/16	1	1088										
131	130	1037/4	1037/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	1089										
131	130	519/2	519/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	1090										
131	130	1039/4	1039/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	1091										
131	130	260	260	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	1092										
131	130	1041/4	1041/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	1093										
131	130	517/2	517/2	1.0	0	0	Chord	2/4	2	1	1/4			1/4	1	1094										
132	131	521/2	521/2	0.25	0	0	Chord	2/4	1	1	1/16			1/16	1	1095										
132	131	1043/4	1043/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16			1/16	1	1096										
132	131	261	261	0.25	1/8	1/8	Chord	2/4	1	1	1/16			1/16	1	1097										
132	131	1045/4	1045/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	1098										
132	131	523/2	523/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	1099										
132	131	1047/4	1047/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	1100										
132	131	262	262	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	1101										
132	131	1049/4	1049/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	1102										
132	131	521/2	521/2	1.0	0	0	Chord	2/4	2	1	1/4			1/4	1	1103										
132	131	523/2	523/2	1.0	1/4	1/4	Chord	2/4	2	1	1/4			1/4	1	1104										
133	132	525/2	525/2	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	1105										
133	132	263	263	0.25	1/8	1/8	Chord	2/4	1	1	1/16			1/16	1	1106										
133	132	1053/4	1053/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	1107										
133	132	527/2	527/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	1108										
133	132	1055/4	1055/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	1109										
133	132	264	264	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	1110										
133	132	1057/4	1057/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	1111										
133	132	525/2	525/2	1.0	0	0	Chord	2/4	2	1	1/4			1/4	1	1112										
134	133	529/2	529/2	0.25	0	0	Chord	2/4	1	1	1/16			1/16	1	1113										
134	133	1059/4	1059/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16			1/16	1	1114										
134	133	265	265	0.25	1/8	1/8	Chord	2/4	1	1	1/16			1/16	1	1115										
134	133	1061/4	1061/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	1116										
134	133	531/2	531/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	1117										
134	133	1063/4	1063/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	1118										
134	133	266	266	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	1119										
134	133	1065/4	1065/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	1120										
134	133	529/2	529/2	1.0	0	0	Chord	2/4	2	1	1/4			1/4	1	1121										
134	133	531/2	531/2	1.0	1/4	1/4	Chord	2/4	2	1	1/4			1/4	1	1122										
134	133	529/2	529/2	2.0	0	0	Chord	2/4	2	2	1/2			1/2	1	1123										
135	134	533/2	533/2	0.25	0	0	Chord	2/4	1	1	1/16			1/16	1	1124										
135	134	1067/4	1067/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16			1/16	1	1125										
135	134	267	267	0.25	1/8	1/8	Chord	2/4	1	1	1/16			1/16	1	1126										
135	134	1069/4	1069/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	1127										
135	134	535/2	535/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	1128										
135	134	1071/4	1071/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	1129										
135	134	268	268	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	1130										
135	134	1073/4	1073/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	1131										
135	134	533/2	533/2	1.0	0	0	Chord	2/4	2	1	1/4			1/4	1	1132										
135	134	535/2	535/2	1.0	1/4	1/4	Chord	2/4	2	1	1/4			1/4	1	1133										
135	134	533/2	533/2	2.0	0	0	Chord	2/4	2	2	1/2			1/2	1	1134										
136	135	537/2	537/2	0.25	0	0	Chord	2/4	1	1	1/16			1/16	1	1135										
136	135	1075/4	1075/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16			1/16	1	1136										
136	135	269	269	0.25	1/8	1/8	Chord	2/4	1	1	1/16			1/16	1	1137										
136	135	1077/4	1077/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	1138										
136	135	539/2	539/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	1139										
136	135	1079/4	1079/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	1140										
136	135	270	270	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	1141										
136	135	1081/4	1081/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	1142										
136	135	537/2	537/2	1.0	0	0	Chord	2/4	2	1	1/4			1/4	1	1143										
136	135	537/2	537/2	1.0	0	0	Chord	2/4	2	2	1/4			1/4	1	1144										
137	136	541/2	541/2	0.25	0	0	Chord	2/4	1	1	1/16			1/16	1	1145										
137	136	1083/4	1083/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16			1/16	1	1146										
