mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	decrescendo_hairpin	crescendo_hairpin
10	9	137/4	137/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	113											
10	9	69/2	69/2	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	114											
10	9	139/4	139/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	115											
10	9	35	35	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	116											
10	9	141/4	141/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	117											
10	9	71/2	71/2	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	118		articStaccatoAbove									
10	9	73/2	73/2	0.0	3/4	3/4	StaffText	4/4	1	1	0							"<font size=""17.8494""/><font face=""Opus""/>"								
10	9	73/2	73/2	0.75	3/4	3/4	Chord	4/4	1	1	3/16		1/8	3/2	119											
10	9	149/4	149/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	120											
10	9	67/2	67/2	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	121											
10	9	69/2	69/2	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	122											
10	9	71/2	71/2	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	123											
10	9	73/2	73/2	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	124											
10	9	71/2	71/2	2.0	1/2	1/2	Chord	4/4	2	2	1/2		1/2	1	125											
11	10	75/2	75/2	1.5	0	0	Chord	4/4	1	1	3/8		1/4	3/2	126											
11	10	39	39	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	127											
11	10	79/2	79/2	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	128		articStaccatoAbove									
11	10	81/2	81/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	129									16		
11	10	41	41	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	130											
11	10	75/2	75/2	3.0	0	0	Chord	4/4	2	1	3/4		1/2	3/2	131											
12	11	83/2	83/2	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	132									17		
12	11	42	42	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	133											
12	11	85/2	85/2	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	134									18		
12	11	43	43	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	135											
12	11	87/2	87/2	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	136									19		
12	11	44	44	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	137											
12	11	89/2	89/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	138									20		
12	11	45	45	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	139											
13	12	91/2	91/2	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	140									21		
13	12	46	46	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	141											
13	12	48	48	0.0	5/8	5/8	StaffText	4/4	1	1	0							"<font size=""17.8494""/><font face=""Opus""/>"								
13	12	48	48	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	142											
13	12	97/2	97/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	143											
13	12	49	49	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	144											
13	12	46	46	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	145											
13	12	93/2	93/2	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	146											
13	12	47	47	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	147											
13	12	95/2	95/2	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	148											
14	13	99/2	99/2	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	149									22		
14	13	50	50	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	150											
14	13	101/2	101/2	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	151									23		
14	13	51	51	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	152											
14	13	103/2	103/2	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	153									24		
14	13	52	52	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	154											
14	13	105/2	105/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	155									25		
14	13	53	53	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	156											
14	13	101/2	101/2	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	157											
14	13	103/2	103/2	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	158											
14	13	105/2	105/2	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	159											
14	13	99/2	99/2	4.0	0	0	Chord	4/4	2	2	1		1	1	160											
15	14	107/2	107/2	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	161									26		
15	14	54	54	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	162											
15	14	56	56	0.0	5/8	5/8	Dynamic	4/4	1	1	0					mf										
15	14	56	56	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	163									27		
15	14	113/2	113/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	164											
15	14	57	57	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	165											
15	14	54	54	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	166											
15	14	109/2	109/2	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	167											
15	14	55	55	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	168											
15	14	111/2	111/2	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	169											
16	15	115/2	115/2	1.5	0	0	Chord	4/4	1	1	3/8		1/4	3/2	170											
16	15	59	59	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	171											
16	15	237/4	237/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	172											
16	15	119/2	119/2	1.5	1/2	1/2	Chord	4/4	1	1	3/8		1/4	3/2	173											
16	15	61	61	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	174											
16	15	245/4	245/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	175											
16	15	115/2	115/2	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	176											
16	15	58	58	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	177											
16	15	117/2	117/2	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	178											
16	15	119/2	119/2	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	179											
16	15	60	60	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	180											
16	15	121/2	121/2	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	181											
17	16	123/2	123/2	1.5	0	0	Chord	4/4	1	1	3/8		1/4	3/2	182											
17	16	63	63	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	183											
17	16	253/4	253/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	184											
17	16	127/2	127/2	1.5	1/2	1/2	Chord	4/4	1	1	3/8		1/4	3/2	185											
17	16	65	65	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	186											
17	16	261/4	261/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	187											
17	16	123/2	123/2	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	188											
17	16	62	62	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	189											
17	16	125/2	125/2	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	190											
17	16	127/2	127/2	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	191											
17	16	64	64	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	192											
17	16	129/2	129/2	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	193											
18	17	131/2	131/2	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	194											
18	17	263/4	263/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	195											
18	17	66	66	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	196											
18	17	265/4	265/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	197											
18	17	133/2	133/2	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	198											
18	17	267/4	267/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	199											
18	17	67	67	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	200											
18	17	269/4	269/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	201											
18	17	135/2	135/2	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	202											
18	17	271/4	271/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	203											
18	17	68	68	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	204											
18	17	273/4	273/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	205											
18	17	137/2	137/2	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	206											
18	17	275/4	275/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	207											
18	17	69	69	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	208											
18	17	277/4	277/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	209											
18	17	131/2	131/2	3.0	0	0	Chord	4/4	2	1	3/4		1/2	3/2	210											
18	17	137/2	137/2	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	211											
19	18	139/2	139/2	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	212											
19	18	279/4	279/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	213											
19	18	70	70	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	214											
19	18	281/4	281/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	215											
19	18	141/2	141/2	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	216											
19	18	283/4	283/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	217											
19	18	71	71	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	218											
19	18	285/4	285/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	219											
19	18	143/2	143/2	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	220											
19	18	72	72	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	221											
19	18	289/4	289/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	222											
19	18	145/2	145/2	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	223											
19	18	291/4	291/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	224											
19	18	73	73	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	225											
19	18	293/4	293/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	226											
19	18	139/2	139/2	3.0	0	0	Chord	4/4	2	1	3/4		1/2	3/2	227											
20	19	147/2	147/2	1.5	0	0	Chord	4/4	1	1	3/8		1/4	3/2	228											
20	19	75	75	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	229											
20	19	301/4	301/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	230											
20	19	151/2	151/2	1.5	1/2	1/2	Chord	4/4	1	1	3/8		1/4	3/2	231											
20	19	77	77	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	232											
20	19	309/4	309/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	233											
20	19	147/2	147/2	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	234											
20	19	74	74	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	235											
20	19	149/2	149/2	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	236											
20	19	151/2	151/2	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	237											
20	19	76	76	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	238											
20	19	153/2	153/2	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	239											
21	20	155/2	155/2	1.5	0	0	Chord	4/4	1	1	3/8		1/4	3/2	240											
21	20	79	79	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	241											
21	20	317/4	317/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	242											
21	20	159/2	159/2	1.5	1/2	1/2	Chord	4/4	1	1	3/8		1/4	3/2	243											
21	20	81	81	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	244											
21	20	325/4	325/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	245											
21	20	155/2	155/2	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	246											
21	20	78	78	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	247											
21	20	157/2	157/2	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	248											
21	20	159/2	159/2	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	249											
21	20	80	80	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	250											
21	20	161/2	161/2	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	251											
22	21	163/2	163/2	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	252											
22	21	327/4	327/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	253											
22	21	82	82	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	254											
22	21	329/4	329/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	255											
22	21	165/2	165/2	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	256											
22	21	331/4	331/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	257											
22	21	83	83	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	258											
22	21	333/4	333/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	259											
22	21	167/2	167/2	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	260											
22	21	335/4	335/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	261											
22	21	84	84	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	262											
22	21	337/4	337/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	263											
22	21	169/2	169/2	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	264											
22	21	339/4	339/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	265											
22	21	85	85	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	266											
22	21	341/4	341/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	267											
22	21	163/2	163/2	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	268											
22	21	167/2	167/2	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	269											
22	21	169/2	169/2	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	270											
23	22	171/2	171/2	0.0	0	0	Dynamic	4/4	1	1	0					fz										
23	22	171/2	171/2	0.0	0	0	Chord	4/4	1	1	0	grace16	1/16	1	271											
23	22	171/2	171/2	0.0	0	0	Chord	4/4	1	1	0	grace16	1/16	1	272											
23	22	171/2	171/2	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	273											
23	22	175/2	175/2	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	274											
23	22	351/4	351/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	275											
23	22	88	88	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	276											
23	22	353/4	353/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	277											
23	22	177/2	177/2	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	278											
