mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	decrescendo_hairpin
10	9	18	18	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	59										
11	10	37/2	37/2	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	60										
11	10	75/4	75/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	61										
11	10	19	19	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	62										
11	10	77/4	77/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	63										
11	10	39/2	39/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	64										
11	10	20	20	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	65										
11	10	37/2	37/2	1.5	0	0	Chord	2/4	2	1	3/8		1/4	3/2	66										
11	10	20	20	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	67										
12	11	41/2	41/2	0.0	0	0	Chord	2/4	1	1	0	appoggiatura	1/8	1	68										
12	11	41/2	41/2	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	69										
12	11	21	21	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	70										
12	11	43/2	43/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	71										
12	11	22	22	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	72										
12	11	41/2	41/2	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	73										
12	11	21	21	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	74										
12	11	43/2	43/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	75										
12	11	22	22	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	76										
13	12	45/2	45/2	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	77										
13	12	91/4	91/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	78										
13	12	23	23	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	79										
13	12	93/4	93/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	80										
13	12	47/2	47/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	81										
13	12	24	24	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	82										
13	12	97/4	97/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	83										
13	12	45/2	45/2	1.5	0	0	Chord	2/4	2	1	3/8		1/4	3/2	84										
13	12	24	24	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	85										
14	13	49/2	49/2	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	86										
14	13	99/4	99/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	87										
14	13	25	25	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	88										
14	13	101/4	101/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	89										
14	13	51/2	51/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	90										
14	13	103/4	103/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	91										
14	13	26	26	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	92										
14	13	105/4	105/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	93										
14	13	49/2	49/2	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	94										
14	13	25	25	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	95										
14	13	51/2	51/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	96										
14	13	26	26	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	97										
15	14	53/2	53/2	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	98										
15	14	107/4	107/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	99										
15	14	27	27	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	100										
15	14	109/4	109/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	101										
15	14	55/2	55/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	102										
15	14	111/4	111/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	103										
15	14	28	28	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	104										
15	14	113/4	113/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	105										
15	14	53/2	53/2	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	106										
15	14	27	27	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	107										
15	14	55/2	55/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	108										
15	14	28	28	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	109										
16	15	57/2	57/2	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	110										
16	15	115/4	115/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	111										
16	15	29	29	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	112										
16	15	117/4	117/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	113										
16	15	59/2	59/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	114										
16	15	119/4	119/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	115										
16	15	30	30	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	116										
16	15	121/4	121/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	117										
16	15	57/2	57/2	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	118										
16	15	29	29	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	119										
16	15	59/2	59/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	120										
16	15	30	30	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	121										
17	16	61/2	61/2	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	122										
17	16	61/2	61/2	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	123										
18	16	32	32	0.5	0	3/8	Chord	2/4	1	1	1/8		1/8	1	124										
19	17	65/2	65/2	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	125										
19	17	67/2	67/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	126										
19	17	34	34	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	127										
19	17	67/2	67/2	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	128										
19	17	65/2	65/2	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	129										
20	18	69/2	69/2	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	130										
20	18	35	35	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	131										
20	18	71/2	71/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	132										
20	18	36	36	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	133										
20	18	69/2	69/2	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	134										
20	18	36	36	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	135										
21	19	73/2	73/2	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	136										
21	19	37	37	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	137										
21	19	75/2	75/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	138										
21	19	38	38	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	139										
21	19	73/2	73/2	1.5	0	0	Chord	2/4	1	2	3/8		1/4	3/2	140										
21	19	38	38	0.5	3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	141										
21	19	73/2	73/2	1.5	0	0	Chord	2/4	2	1	3/8		1/4	3/2	142										
21	19	38	38	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	143										
22	20	77/2	77/2	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	144									0	
22	20	79/2	79/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	145										
22	20	40	40	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	146										
22	20	161/4	161/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	147										
22	20	77/2	77/2	1.5	0	0	Chord	2/4	2	1	3/8		1/4	3/2	148										
22	20	40	40	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	149										
23	21	81/2	81/2	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	150										
23	21	163/4	163/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	151										
23	21	41	41	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	152										
23	21	165/4	165/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	153										
23	21	83/2	83/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	154										
23	21	167/4	167/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	155										
23	21	42	42	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	156										
23	21	169/4	169/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	157										
23	21	81/2	81/2	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	158										
23	21	41	41	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	159										
23	21	83/2	83/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	160										
23	21	42	42	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	161										
24	22	85/2	85/2	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	162										
24	22	171/4	171/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	163										
24	22	43	43	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	164										
24	22	173/4	173/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	165										
24	22	87/2	87/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	166										
24	22	44	44	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	167										
24	22	177/4	177/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	168										
24	22	85/2	85/2	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	169										
24	22	87/2	87/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	170										
24	22	44	44	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	171										
25	23	89/2	89/2	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	172										
25	23	179/4	179/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	173										
25	23	45	45	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	174										
25	23	181/4	181/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	175										
25	23	91/2	91/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	176										
25	23	183/4	183/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	177										
25	23	46	46	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	178										
25	23	185/4	185/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	179										
25	23	89/2	89/2	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	180										
25	23	45	45	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	181										
25	23	91/2	91/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	182										
25	23	46	46	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	183										
26	24	93/2	93/2	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	184										
26	24	187/4	187/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	185										
26	24	47	47	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	186										
26	24	189/4	189/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	187										
26	24	95/2	95/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	188										
26	24	48	48	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	189										
26	24	93/2	93/2	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	190										
26	24	95/2	95/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	191										
26	24	48	48	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	192										
27	25	97/2	97/2	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	193										
27	25	195/4	195/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	194										
27	25	49	49	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	195										
27	25	197/4	197/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	196										
27	25	99/2	99/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	197										
27	25	199/4	199/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	198										
27	25	50	50	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	199										
27	25	201/4	201/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	200										
27	25	97/2	97/2	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	201										
27	25	99/2	99/2	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	202										
28	26	101/2	101/2	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	203										
28	26	203/4	203/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	204										
28	26	51	51	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	205										
28	26	205/4	205/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	206										
28	26	103/2	103/2	0.0	1/4	1/4	Chord	2/4	1	1	0	acciaccatura	1/8	1	207										
28	26	103/2	103/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	208										
28	26	207/4	207/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	209										
28	26	52	52	0.0	3/8	3/8	Chord	2/4	1	1	0	acciaccatura	1/8	1	210										
28	26	52	52	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	211										
28	26	209/4	209/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	212										
28	26	101/2	101/2	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	213										
28	26	52	52	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	214										
29	27	105/2	105/2	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	215										
29	27	211/4	211/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	216										
29	27	53	53	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	217										
29	27	213/4	213/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	218										
29	27	107/2	107/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	219										
29	27	215/4	215/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	220										
29	27	54	54	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	221										
29	27	217/4	217/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	222										
29	27	105/2	105/2	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	223										
29	27	107/2	107/2	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	224										
30	28	109/2	109/2	0.75	0	0	Chord	2/4	1	1	3/16		1/8	3/2	225										
30	28	221/4	221/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	226										
30	28	111/2	111/2	0.0	1/4	1/4	Chord	2/4	1	1	0	appoggiatura	1/8	1	227										
30	28	111/2	111/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	228										
30	28	56	56	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	229										
30	28	225/4	225/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	230										
30	28	109/2	109/2	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	231										
30	28	111/2	111/2	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	232										
31	29	113/2	113/2	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	233										
31	29	58	58	0.0	3/8	3/8	Dynamic	2/4	1	1	0					f									
31	29	58	58	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	234										
31	29	113/2	113/2	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	235										
31	29	58	58	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	236										
32	30	117/2	117/2	0.0	0	0	Chord	2/4	1	1	0	appoggiatura	1/8	1	237									1	
32	30	117/2	117/2	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	238									1	
32	30	59	59	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	239										
32	30	119/2	119/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	240										
32	30	60	60	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	241										
32	30	117/2	117/2	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	242										
32	30	59	59	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	243										
32	30	119/2	119/2	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	244										
33	31	121/2	121/2	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	245									2	
33	31	61	61	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	246										
33	31	123/2	123/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	247										
33	31	62	62	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	248										
33	31	121/2	121/2	1.5	0	0	Chord	2/4	2	1	3/8		1/4	3/2	249										
33	31	62	62	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	250										
34	32	125/2	125/2	0.0	0	0	Chord	2/4	1	1	0	appoggiatura	1/8	1	251									3	
34	32	125/2	125/2	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	252									3	
34	32	63	63	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	253										
34	32	127/2	127/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	254										
34	32	64	64	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	255										
34	32	125/2	125/2	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	256										
34	32	63	63	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	257										
34	32	127/2	127/2	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	258										
35	33	129/2	129/2	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	259									4	
35	33	65	65	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	260										
35	33	131/2	131/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	261										
35	33	66	66	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	262										
35	33	129/2	129/2	1.5	0	0	Chord	2/4	2	1	3/8		1/4	3/2	263										
35	33	66	66	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	264										
36	34	133/2	133/2	0.0	0	0	Chord	2/4	1	1	0	appoggiatura	1/8	1	265									5	
36	34	133/2	133/2	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	266									5	
36	34	67	67	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	267										
36	34	135/2	135/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	268										
36	34	68	68	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	269										
36	34	133/2	133/2	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	270										
36	34	67	67	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	271										
36	34	135/2	135/2	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	272										
37	35	137/2	137/2	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	273										
37	35	69	69	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	274										
37	35	139/2	139/2	0.0	1/4	1/4	Dynamic	2/4	1	1	0					sf									
37	35	139/2	139/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	275										
37	35	70	70	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	276										
37	35	137/2	137/2	1.5	0	0	Chord	2/4	2	1	3/8		1/4	3/2	277										
37	35	70	70	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	278										
38	36	141/2	141/2	0.0	0	0	Dynamic	2/4	1	1	0					sf									
38	36	141/2	141/2	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	279										
38	36	71	71	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	280										
38	36	143/2	143/2	0.0	1/4	1/4	Dynamic	2/4	1	1	0					sf									
38	36	143/2	143/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	281										
38	36	72	72	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	282										
38	36	141/2	141/2	0.5	0	0	Chord	2/4	1	2	1/8		1/8	1	283										
38	36	71	71	1.0	1/8	1/8	Chord	2/4	1	2	1/4		1/4	1	284										
38	36	72	72	0.5	3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	285										
38	36	141/2	141/2	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	286										
38	36	71	71	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	287										
