mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
20	19	75/2	75/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	280						
21	20	39	39	0.375	0	0	Chord	2/4	1	1	3/32		1/16	3/2	281						
21	20	315/8	315/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	282						
21	20	79/2	79/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	283						
21	20	40	40	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	284						8
21	20	161/4	161/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	285						
21	20	81/2	81/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	286						9
21	20	163/4	163/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	287						
21	20	39	39	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	288						
21	20	79/2	79/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	289						
22	21	41	41	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	290						10
22	21	165/4	165/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	291						
22	21	83/2	83/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	292						11
22	21	167/4	167/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	293						
22	21	42	42	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	294						12
22	21	169/4	169/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	295						
22	21	85/2	85/2	0.375	3/8	3/8	Chord	2/4	1	1	3/32		1/16	3/2	296						
22	21	343/8	343/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	297						
22	21	85/2	85/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	298						
23	22	43	43	0.75	0	0	Chord	2/4	1	1	3/16		1/8	3/2	299						
23	22	175/4	175/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	300						
23	22	44	44	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	301						
23	22	89/2	89/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	302						
23	22	43	43	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	303						
23	22	87/2	87/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	304						
23	22	44	44	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	305						
23	22	89/2	89/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	306						
24	23	45	45	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	307						
24	23	181/4	181/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32		1/32	1	308						
24	23	363/8	363/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	309						
24	23	91/2	91/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	310						
24	23	46	46	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	311						13
24	23	185/4	185/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	312						
24	23	93/2	93/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	313						14
24	23	187/4	187/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	314						
24	23	45	45	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	315						
24	23	91/2	91/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	316						
25	24	47	47	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	317						15
25	24	189/4	189/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	318						
25	24	95/2	95/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	319						16
25	24	191/4	191/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	320						
25	24	48	48	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	321						17
25	24	193/4	193/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	322						
25	24	97/2	97/2	0.375	3/8	3/8	Chord	2/4	1	1	3/32		1/16	3/2	323						
25	24	391/8	391/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	324						
26	25	49	49	0.75	0	0	Chord	2/4	1	1	3/16		1/8	3/2	325						
26	25	199/4	199/4	0.08333333333333333	3/16	3/16	Chord	2/4	1	1	1/48		1/32	2/3	326						
26	25	299/6	299/6	0.08333333333333333	5/24	5/24	Chord	2/4	1	1	1/48		1/32	2/3	327						
26	25	599/12	599/12	0.08333333333333333	11/48	11/48	Chord	2/4	1	1	1/48		1/32	2/3	328						
26	25	50	50	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	329						
26	25	101/2	101/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	330						
26	25	49	49	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	331						
26	25	99/2	99/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	332						
26	25	50	50	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	333						
26	25	101/2	101/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	334						
27	26	51	51	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	335						
27	26	52	52	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	336						
27	26	209/4	209/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	337						
27	26	105/2	105/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	338						
27	26	211/4	211/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	339						
27	26	51	51	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	340						
27	26	52	52	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	341						
27	26	209/4	209/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	342						
27	26	105/2	105/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	343						
27	26	211/4	211/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	344						
28	27	53	53	0.75	0	0	Chord	2/4	1	1	3/16		1/8	3/2	345						
28	27	215/4	215/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	346						
28	27	54	54	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	347						
28	27	217/4	217/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	348						
28	27	109/2	109/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	349						
28	27	219/4	219/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	350						
28	27	53	53	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	351						
28	27	213/4	213/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	352						
28	27	107/2	107/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	353						
28	27	215/4	215/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	354						
28	27	54	54	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	355						
28	27	217/4	217/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	356						
28	27	109/2	109/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	357						
28	27	219/4	219/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	358						
29	28	55	55	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	359						
29	28	111/2	111/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	360						
29	28	56	56	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	361						
29	28	225/4	225/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	362						
29	28	113/2	113/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	363						
29	28	227/4	227/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	364						
29	28	55	55	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	365						
29	28	221/4	221/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	366						
29	28	111/2	111/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	367						
29	28	223/4	223/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	368						
29	28	56	56	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	369						
29	28	225/4	225/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	370						
29	28	113/2	113/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	371						
29	28	227/4	227/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	372						
30	29	57	57	0.75	0	0	Chord	2/4	1	1	3/16		1/8	3/2	373						
30	29	231/4	231/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	374						
30	29	58	58	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	375						
30	29	233/4	233/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	376						
30	29	117/2	117/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	377						
30	29	235/4	235/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	378						
30	29	57	57	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	379						
30	29	229/4	229/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	380						
30	29	115/2	115/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	381						
30	29	231/4	231/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	382						
30	29	58	58	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	383						
30	29	233/4	233/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	384						
30	29	117/2	117/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	385						
30	29	235/4	235/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	386						
31	30	59	59	0.0	0	0	Chord	2/4	1	1	0	grace16	1/16	1	387						
31	30	59	59	0.0	0	0	Chord	2/4	1	1	0	grace16	1/16	1	388						
31	30	59	59	0.0	0	0	Chord	2/4	1	1	0	grace16	1/16	1	389						
31	30	59	59	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	390						
31	30	60	60	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	391						
31	30	241/4	241/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	392						
31	30	121/2	121/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	393						
31	30	243/4	243/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	394						
31	30	59	59	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	395						
31	30	119/2	119/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	396						
31	30	60	60	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	397						
31	30	241/4	241/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	398						
31	30	121/2	121/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	399						
31	30	243/4	243/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	400						
32	31	61	61	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	401						
32	31	245/4	245/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	402						
32	31	123/2	123/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	403						
32	31	247/4	247/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	404						
32	31	62	62	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	405						
32	31	249/4	249/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	406						
32	31	125/2	125/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	407						
32	31	251/4	251/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	408						
32	31	61	61	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	409						
32	31	245/4	245/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	410						
32	31	123/2	123/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	411						
32	31	247/4	247/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	412						
32	31	62	62	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	413						
32	31	249/4	249/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	414						
32	31	125/2	125/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	415						
32	31	251/4	251/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	416						
33	32	63	63	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	417						
33	32	64	64	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	418						
33	32	257/4	257/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	419						
33	32	129/2	129/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	420						
33	32	259/4	259/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	421						
33	32	63	63	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	422						
33	32	253/4	253/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	423						
33	32	127/2	127/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	424						
33	32	255/4	255/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	425						
33	32	64	64	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	426						
33	32	257/4	257/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	427						
33	32	129/2	129/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	428						
33	32	259/4	259/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	429						
34	33	65	65	0.75	0	0	Chord	2/4	1	1	3/16		1/8	3/2	430						
34	33	263/4	263/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	431						
34	33	66	66	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	432						
34	33	265/4	265/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	433						
34	33	133/2	133/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	434						
34	33	267/4	267/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	435						
34	33	65	65	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	436						
34	33	261/4	261/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	437						
34	33	131/2	131/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	438						
34	33	263/4	263/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	439						
34	33	66	66	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	440						
34	33	265/4	265/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	441						
34	33	133/2	133/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	442						
34	33	267/4	267/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	443						
35	34	67	67	0.0	0	0	Chord	2/4	1	1	0	grace16	1/16	1	444						
35	34	67	67	0.0	0	0	Chord	2/4	1	1	0	grace16	1/16	1	445						
35	34	67	67	0.0	0	0	Chord	2/4	1	1	0	grace16	1/16	1	446						
35	34	67	67	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	447						
35	34	68	68	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	448						
35	34	273/4	273/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	449						
35	34	137/2	137/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	450						
35	34	275/4	275/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	451						
35	34	67	67	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	452						
35	34	269/4	269/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	453						
35	34	135/2	135/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	454						
35	34	68	68	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	455						
35	34	273/4	273/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	456						
35	34	137/2	137/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	457						
35	34	275/4	275/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	458						
36	35	69	69	0.75	0	0	Chord	2/4	1	1	3/16		1/8	3/2	459						
36	35	279/4	279/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	460						
36	35	70	70	0.375	1/4	1/4	Chord	2/4	1	1	3/32		1/16	3/2	461						
36	35	563/8	563/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	462						
36	35	141/2	141/2	0.375	3/8	3/8	Chord	2/4	1	1	3/32		1/16	3/2	463						
36	35	567/8	567/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	464						
36	35	69	69	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	465						
36	35	277/4	277/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	466						
36	35	139/2	139/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	467						
36	35	279/4	279/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	468						
36	35	70	70	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	469						
36	35	281/4	281/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	470						
36	35	141/2	141/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	471						
36	35	283/4	283/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	472						
37	36	71	71	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	473						
37	36	143/2	143/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	474						
37	36	72	72	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	475						
37	36	289/4	289/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	476						
37	36	145/2	145/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	477						
37	36	291/4	291/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	478						
37	36	71	71	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	479						
37	36	285/4	285/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	480						
37	36	143/2	143/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	481						
37	36	287/4	287/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	482						
37	36	72	72	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	483						
37	36	289/4	289/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	484						
37	36	145/2	145/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	485						
37	36	291/4	291/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	486						
38	37	73	73	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	487						
38	37	74	74	0.125	1/4	1/4	Chord	2/4	1	1	1/32		1/32	1	488						
38	37	593/8	593/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	489						
38	37	297/4	297/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	490						
38	37	595/8	595/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	491						
38	37	149/2	149/2	0.125	3/8	3/8	Chord	2/4	1	1	1/32		1/32	1	492						
38	37	597/8	597/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32		1/32	1	493						
38	37	299/4	299/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	494						
38	37	599/8	599/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	495						
38	37	73	73	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	496						
38	37	293/4	293/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	497						
38	37	147/2	147/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	498						
38	37	295/4	295/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	499						
38	37	74	74	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	500						
38	37	149/2	149/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	501						
39	38	75	75	0.0	0	0	Chord	2/4	1	1	0	grace16	1/16	1	502						
39	38	75	75	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	503						
39	38	301/4	301/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32		1/32	1	504						
39	38	603/8	603/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	505						
39	38	151/2	151/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	506						
39	38	609/8	609/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	507						
39	38	305/4	305/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	508						
39	38	611/8	611/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	509						
39	38	153/2	153/2	0.125	3/8	3/8	Chord	2/4	1	1	1/32		1/32	1	510						
39	38	613/8	613/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32		1/32	1	511						
39	38	307/4	307/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	512						
39	38	615/8	615/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	513						
39	38	75	75	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	514						
39	38	151/2	151/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	515						
39	38	76	76	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	516						
40	39	617/8	617/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32		1/32	1	517						
40	39	309/4	309/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32		1/32	1	518						
40	39	619/8	619/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	519						
40	39	155/2	155/2	0.125	1/8	1/8	Chord	2/4	1	1	1/32		1/32	1	520						
40	39	621/8	621/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32		1/32	1	521						
40	39	311/4	311/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	522						
40	39	623/8	623/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	523						
40	39	625/8	625/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	524						
40	39	313/4	313/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	525						
40	39	627/8	627/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	526						
40	39	157/2	157/2	0.125	3/8	3/8	Chord	2/4	1	1	1/32		1/32	1	527						
40	39	629/8	629/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32		1/32	1	528						
40	39	315/4	315/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	529						
40	39	631/8	631/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	530						
40	39	77	77	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	531						
40	39	78	78	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	532						
41	40	79	79	0.0	0	0	Chord	2/4	1	1	0	grace16	1/16	1	533						
41	40	79	79	0.0	0	0	Chord	2/4	1	1	0	grace16	1/16	1	534						
41	40	79	79	0.0	0	0	Chord	2/4	1	1	0	grace16	1/16	1	535						
41	40	79	79	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	536						
41	40	641/8	641/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	537						
41	40	321/4	321/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	538						
41	40	645/8	645/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32		1/32	1	539						
41	40	323/4	323/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	540						
41	40	79	79	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	541						
41	40	80	80	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	542						
41	40	321/4	321/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	543						
41	40	161/2	161/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	544						
41	40	323/4	323/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	545						
42	41	649/8	649/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32		1/32	1	546						
42	41	325/4	325/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	547						
42	41	653/8	653/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32		1/32	1	548						
42	41	327/4	327/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	549						
42	41	657/8	657/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	550						
42	41	329/4	329/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	551						18
42	41	659/8	659/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	552						
42	41	661/8	661/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32		1/32	1	553						
42	41	331/4	331/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	554						19
42	41	663/8	663/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	555						
42	41	81	81	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	556						
42	41	325/4	325/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	557						
42	41	163/2	163/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	558						
42	41	327/4	327/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	559						
42	41	82	82	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	560						
42	41	329/4	329/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	561						
42	41	165/2	165/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	562						
42	41	331/4	331/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	563						
43	42	83	83	0.375	0	0	Chord	2/4	1	1	3/32		1/16	3/2	564						
43	42	667/8	667/8	0.0625	3/32	3/32	Chord	2/4	1	1	1/64		1/64	1	565						
43	42	1335/16	1335/16	0.0625	7/64	7/64	Chord	2/4	1	1	1/64		1/64	1	566						
43	42	167/2	167/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	567						
43	42	673/8	673/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	568						
43	42	337/4	337/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	569						
43	42	675/8	675/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	570						
43	42	169/2	169/2	0.125	3/8	3/8	Chord	2/4	1	1	1/32		1/32	1	571						
43	42	677/8	677/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32		1/32	1	572						
