mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin
7	6	19	19	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	62										
7	6	33/2	33/2	1.5	0	0	Chord	3/4	2	2	3/8		1/4	3/2	63										
8	7	39/2	39/2	0.0	0	0	Chord	3/4	1	1	0	grace16	1/16	1	64										
8	7	39/2	39/2	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	65										
8	7	81/4	81/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	66										
8	7	41/2	41/2	0.0	1/4	1/4	Chord	3/4	1	1	0	grace16	1/16	1	67										
8	7	41/2	41/2	0.75	1/4	1/4	Chord	3/4	1	1	3/16		1/8	3/2	68										
8	7	85/4	85/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	69										
8	7	43/2	43/2	0.0	1/2	1/2	Chord	3/4	1	1	0	grace16	1/16	1	70										
8	7	43/2	43/2	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	71										
8	7	89/4	89/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	72										
8	7	39/2	39/2	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	73										
8	7	20	20	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	74										
8	7	41/2	41/2	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	75										
8	7	21	21	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	76										
8	7	43/2	43/2	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	77										
8	7	22	22	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	78										
9	8	45/2	45/2	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	79									2	
9	8	93/4	93/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	80									2	
9	8	47/2	47/2	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	81										
9	8	45/2	45/2	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	82										
9	8	24	24	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	83										
9	8	49/2	49/2	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	84										
9	8	25	25	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	85										
10	9	26	26	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	86									3	
10	9	53/2	53/2	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	87									3	
10	9	27	27	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	88									3	
10	9	55/2	55/2	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	89									3	
10	9	28	28	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	90										
10	9	51/2	51/2	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	91										
10	9	26	26	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	92										
10	9	53/2	53/2	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	93										
10	9	27	27	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	94										
10	9	55/2	55/2	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	95										
10	9	28	28	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	96										
11	10	57/2	57/2	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	97										
11	10	57/2	57/2	0.25	0	0	Chord	3/4	2	1	1/16		1/16	1	98										
11	10	115/4	115/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	99										
11	10	29	29	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	100										
11	10	117/4	117/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	101										
11	10	59/2	59/2	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	102		articStaccatissimoAbove								
11	10	30	30	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	103										
11	10	61/2	61/2	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	104										
11	10	31	31	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	105										
12	11	63/2	63/2	0.0	0	0	Dynamic	3/4	1	1	0					f									
12	11	32	32	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	106									4	
12	11	65/2	65/2	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	107									4	
12	11	33	33	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	108									4	
12	11	67/2	67/2	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	109									4	
12	11	34	34	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	110										
12	11	63/2	63/2	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	111										
12	11	32	32	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	112										
12	11	65/2	65/2	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	113										
12	11	33	33	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	114										
12	11	67/2	67/2	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	115										
12	11	34	34	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	116										
13	12	69/2	69/2	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	117										
13	12	36	36	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	118										
13	12	73/2	73/2	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	119										
13	12	37	37	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	120										
13	12	69/2	69/2	0.25	0	0	Chord	3/4	2	1	1/16		1/16	1	121										
13	12	139/4	139/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	122										
13	12	35	35	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	123										
13	12	141/4	141/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	124										
13	12	71/2	71/2	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	125										
13	12	37	37	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	126										
14	13	75/2	75/2	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	127										
14	13	39	39	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	128										
14	13	79/2	79/2	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	129										
14	13	40	40	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	130										
14	13	75/2	75/2	0.25	0	0	Chord	3/4	2	1	1/16		1/16	1	131										
14	13	151/4	151/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	132										
14	13	38	38	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	133										
14	13	153/4	153/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	134										
14	13	77/2	77/2	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	135										
14	13	40	40	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	136										
15	14	81/2	81/2	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	137										
15	14	42	42	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	138										
15	14	169/4	169/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	139										
15	14	85/2	85/2	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	140										
15	14	171/4	171/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	141										
15	14	43	43	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	142										
15	14	173/4	173/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	143										
15	14	81/2	81/2	0.25	0	0	Chord	3/4	2	1	1/16		1/16	1	144										
15	14	163/4	163/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	145										
15	14	41	41	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	146										
15	14	165/4	165/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	147										
15	14	83/2	83/2	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	148										
15	14	43	43	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	149										
16	15	87/2	87/2	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	150										
16	15	175/4	175/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	151										
16	15	44	44	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	152										
16	15	177/4	177/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	153										
16	15	89/2	89/2	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	154										
16	15	179/4	179/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	155										
16	15	45	45	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	156										
16	15	181/4	181/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	157										
16	15	91/2	91/2	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	158										
16	15	183/4	183/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	159										
16	15	46	46	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	160										
16	15	185/4	185/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	161										
16	15	87/2	87/2	1.5	0	0	Chord	3/4	2	1	3/8		1/4	3/2	162										
16	15	45	45	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	163										
16	15	91/2	91/2	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	164										
16	15	46	46	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	165										
17	16	93/2	93/2	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	166										
17	16	187/4	187/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	167										
17	16	47	47	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	168										
17	16	189/4	189/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	169										
17	16	95/2	95/2	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	170										
17	16	191/4	191/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	171										
17	16	48	48	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	172										
17	16	193/4	193/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	173										
17	16	97/2	97/2	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	174										
17	16	195/4	195/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	175										
17	16	49	49	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	176										
17	16	197/4	197/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	177										
17	16	93/2	93/2	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	178										
17	16	95/2	95/2	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	179										
17	16	97/2	97/2	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	180										
18	17	99/2	99/2	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	181										
18	17	199/4	199/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	182										
18	17	50	50	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	183										
18	17	201/4	201/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	184										
18	17	101/2	101/2	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	185										
18	17	203/4	203/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	186										
18	17	51	51	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	187										
18	17	205/4	205/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	188										
18	17	103/2	103/2	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	189										
18	17	207/4	207/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	190										
18	17	52	52	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	191										
18	17	209/4	209/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	192										
18	17	99/2	99/2	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	193										
18	17	103/2	103/2	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	194										
19	18	105/2	105/2	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	195										
19	18	211/4	211/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	196										
19	18	53	53	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	197										
19	18	213/4	213/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	198										
19	18	107/2	107/2	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	199										
19	18	215/4	215/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	200										
19	18	54	54	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	201										
19	18	217/4	217/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	202										
19	18	109/2	109/2	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	203										
19	18	219/4	219/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	204										
19	18	55	55	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	205										
19	18	221/4	221/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	206										
19	18	105/2	105/2	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	207										
19	18	109/2	109/2	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	208										
20	19	111/2	111/2	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	209										
20	19	223/4	223/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	210										
20	19	56	56	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	211										
20	19	225/4	225/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	212										
20	19	113/2	113/2	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	213										
20	19	227/4	227/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	214										
20	19	57	57	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	215										
20	19	229/4	229/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	216										
20	19	115/2	115/2	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	217										
20	19	231/4	231/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	218										
20	19	58	58	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	219										
20	19	233/4	233/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	220										
20	19	111/2	111/2	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	221										
20	19	115/2	115/2	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	222										
21	20	117/2	117/2	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	223										
21	20	235/4	235/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	224										
21	20	59	59	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	225										
21	20	237/4	237/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	226										
21	20	119/2	119/2	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	227										
21	20	60	60	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	228										
21	20	121/2	121/2	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	229										
21	20	61	61	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	230										
21	20	117/2	117/2	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	231										
22	21	123/2	123/2	0.0	0	0	Dynamic	3/4	1	1	0					p									
22	21	123/2	123/2	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	232										
22	21	127/2	127/2	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	233										
22	21	123/2	123/2	0.5	0	0	Chord	3/4	1	2	1/8		1/8	1	234										
22	21	62	62	0.5	1/8	1/8	Chord	3/4	1	2	1/8		1/8	1	235										
22	21	125/2	125/2	0.5	1/4	1/4	Chord	3/4	1	2	1/8		1/8	1	236										
22	21	63	63	0.5	3/8	3/8	Chord	3/4	1	2	1/8		1/8	1	237										
22	21	127/2	127/2	0.5	1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	238										
22	21	64	64	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	239										
22	21	123/2	123/2	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	240										
22	21	125/2	125/2	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	241										
23	22	129/2	129/2	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	242										
23	22	133/2	133/2	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	243										
23	22	129/2	129/2	0.5	0	0	Chord	3/4	1	2	1/8		1/8	1	244										
23	22	65	65	0.5	1/8	1/8	Chord	3/4	1	2	1/8		1/8	1	245										
23	22	131/2	131/2	0.5	1/4	1/4	Chord	3/4	1	2	1/8		1/8	1	246										
23	22	66	66	0.5	3/8	3/8	Chord	3/4	1	2	1/8		1/8	1	247										
23	22	133/2	133/2	0.5	1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	248										
23	22	67	67	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	249										
23	22	129/2	129/2	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	250										
23	22	131/2	131/2	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	251										
24	23	135/2	135/2	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	252										
24	23	139/2	139/2	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	253										
24	23	135/2	135/2	0.5	0	0	Chord	3/4	1	2	1/8		1/8	1	254										
24	23	68	68	0.5	1/8	1/8	Chord	3/4	1	2	1/8		1/8	1	255										
24	23	137/2	137/2	0.5	1/4	1/4	Chord	3/4	1	2	1/8		1/8	1	256										
24	23	69	69	0.5	3/8	3/8	Chord	3/4	1	2	1/8		1/8	1	257										
24	23	139/2	139/2	0.5	1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	258										
24	23	70	70	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	259										
24	23	135/2	135/2	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	260										
24	23	137/2	137/2	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	261										
25	24	141/2	141/2	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	262										
25	24	141/2	141/2	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	263										
26	25	147/2	147/2	0.0	0	0	StaffText	3/4	1	1	0							"<font size=""10.5723""/><font face=""Times New Roman""/><i>dolce</i>"							
26	25	147/2	147/2	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	264										
26	25	149/2	149/2	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	265									5	
26	25	75	75	0.16666666666666666	3/8	3/8	Chord	3/4	1	1	1/24		1/16	2/3	266									5	
26	25	451/6	451/6	0.16666666666666666	5/12	5/12	Chord	3/4	1	1	1/24		1/16	2/3	267									5	
26	25	226/3	226/3	0.16666666666666666	11/24	11/24	Chord	3/4	1	1	1/24		1/16	2/3	268										
26	25	151/2	151/2	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	269										
26	25	305/4	305/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	270										
26	25	147/2	147/2	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	271										
26	25	74	74	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	272										
26	25	149/2	149/2	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	273										
26	25	75	75	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	274										
26	25	151/2	151/2	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	275										
26	25	76	76	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	276										
26	25	147/2	147/2	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	277										
27	26	153/2	153/2	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	278									6	
27	26	157/2	157/2	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	279										
27	26	153/2	153/2	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	280										
27	26	77	77	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	281										
