mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
1	1	0	0	0.0	0	0	StaffText	2/4	1	1	0						"<font size=""12.0915""/><font face=""Times New Roman""/><b>Adagio un poco</b>"						
1	1	0	0	0.0	0	0	Tempo	2/4	1	1	0							𝅘𝅥=60	60.0	𝅘𝅥	60.0	1.0	
1	1	0	0	0.75	0	0	Chord	2/4	1	1	3/16		1/8	3/2	0								
1	1	3/4	3/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	1								
1	1	7/8	7/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	2								
1	1	1	1	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	3								
1	1	3/2	3/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	4								
1	1	0	0	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	5								
1	1	1	1	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	6								
1	1	3/2	3/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	7								
1	1	0	0	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	8								
2	2	2	2	0.75	0	0	Chord	2/4	1	1	3/16		1/8	3/2	9								
2	2	11/4	11/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	10								
2	2	23/8	23/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	11								
2	2	3	3	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	12								
2	2	15/4	15/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	13								
2	2	2	2	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	14								
2	2	3	3	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	15								
2	2	2	2	1.5	0	0	Chord	2/4	2	2	3/8		1/4	3/2	16								
3	3	4	4	0.75	0	0	Chord	2/4	1	1	3/16		1/8	3/2	17								
3	3	19/4	19/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	18								
3	3	5	5	0.0	1/4	1/4	Chord	2/4	1	1	0	grace16	1/16	1	19								
3	3	5	5	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	20								
3	3	11/2	11/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	21								
3	3	23/4	23/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	22								
3	3	4	4	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	23								
3	3	5	5	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	24								
3	3	11/2	11/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	25								
3	3	4	4	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	26								
4	4	6	6	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	27								
4	4	13/2	13/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	28	ornamentTrill							
4	4	7	7	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	29								
4	4	15/2	15/2	0.0	3/8	3/8	Chord	2/4	1	1	0	grace32	1/32	1	30								
4	4	15/2	15/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	31								
4	4	31/4	31/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	32								
4	4	63/8	63/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	33								
4	4	6	6	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	34								
4	4	13/2	13/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	35								
4	4	7	7	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	36								
4	4	6	6	1.0	0	0	Chord	2/4	2	2	1/4		1/4	1	37								
5	5	8	8	0.0	0	0	Chord	2/4	1	1	0	grace16	1/16	1	38								
5	5	8	8	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	39								
5	5	17/2	17/2	1.0	1/8	1/8	Chord	2/4	1	1	1/4		1/4	1	40								
5	5	19/2	19/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	41								
5	5	8	8	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	42								
5	5	9	9	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	43								
6	6	10	10	0.16666666666666666	0	0	Chord	2/4	1	1	1/24		1/16	2/3	44								0
6	6	61/6	61/6	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	45								0
6	6	31/3	31/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	46								
6	6	21/2	21/2	1.0	1/8	1/8	Chord	2/4	1	1	1/4		1/4	1	47								
6	6	23/2	23/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	48								
6	6	10	10	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	49								
6	6	11	11	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	50								
7	7	12	12	0.16666666666666666	0	0	Chord	2/4	1	1	1/24		1/16	2/3	51								
7	7	73/6	73/6	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	52								
7	7	37/3	37/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	53								
7	7	25/2	25/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	54								
7	7	13	13	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	55								
7	7	79/6	79/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	56								
7	7	40/3	40/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	57								
7	7	27/2	27/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	58								
7	7	41/3	41/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	59								
7	7	83/6	83/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	60								
7	7	12	12	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	61								
7	7	13	13	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	62								
8	8	14	14	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	63								
8	8	57/4	57/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	64								
8	8	29/2	29/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	65								
8	8	59/4	59/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	66								
8	8	15	15	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	67								
8	8	61/4	61/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	68								
8	8	31/2	31/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	69								
8	8	63/4	63/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	70								
8	8	14	14	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	71								
8	8	15	15	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	72								
9	9	16	16	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	73								
9	9	33/2	33/2	0.125	1/8	1/8	Chord	2/4	1	1	1/32		1/32	1	74								
9	9	133/8	133/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32		1/32	1	75								
9	9	67/4	67/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	76								
9	9	135/8	135/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	77								
9	9	17	17	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	78								
9	9	16	16	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	79								
9	9	17	17	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	80								
10	10	18	18	0.75	0	0	Chord	2/4	1	1	3/16		1/8	3/2	81								
10	10	75/4	75/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	82								
10	10	151/8	151/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	83								
10	10	19	19	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	84								
10	10	39/2	39/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	85								
10	10	18	18	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	86								
10	10	19	19	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	87								
10	10	39/2	39/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	88								
10	10	18	18	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	89								
11	11	20	20	0.75	0	0	Chord	2/4	1	1	3/16		1/8	3/2	90								
11	11	83/4	83/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	91								
11	11	167/8	167/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	92								
11	11	21	21	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	93								
11	11	87/4	87/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	94								
11	11	20	20	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	95								
11	11	21	21	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	96								
11	11	20	20	1.5	0	0	Chord	2/4	2	2	3/8		1/4	3/2	97								
12	12	22	22	0.75	0	0	Chord	2/4	1	1	3/16		1/8	3/2	98								
12	12	91/4	91/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	99								
12	12	23	23	0.0	1/4	1/4	Chord	2/4	1	1	0	grace16	1/16	1	100								
12	12	23	23	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	101								
12	12	47/2	47/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	102								
12	12	95/4	95/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	103								
12	12	22	22	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	104								
12	12	23	23	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	105								
12	12	47/2	47/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	106								
12	12	22	22	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	107								
13	13	24	24	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	108								
13	13	49/2	49/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	109	ornamentTrill							
13	13	25	25	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	110								
13	13	24	24	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	111								
