mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible
1	1	0	0	0.0	0	0	Dynamic	4/4	1	1	0					p							
1	1	0	0	0.0	0	0	StaffText	4/4	1	1	0							"<font size=""11.5335""/><font face=""Times New Roman""/><b>Presto</b>"					
1	1	0	0	0.0	0	0	Tempo	4/4	1	1	0								𝅘𝅥=160	160.0	𝅘𝅥	160.0	0.0
1	1	0	0	0.3333333333333333	0	0	Chord	4/4	1	1	1/12		1/8	2/3	0								
1	1	1/3	1/3	0.3333333333333333	1/12	1/12	Chord	4/4	1	1	1/12		1/8	2/3	1								
1	1	2/3	2/3	0.3333333333333333	1/6	1/6	Chord	4/4	1	1	1/12		1/8	2/3	2								
1	1	1	1	0.3333333333333333	1/4	1/4	Chord	4/4	1	1	1/12		1/8	2/3	3								
1	1	4/3	4/3	0.3333333333333333	1/3	1/3	Chord	4/4	1	1	1/12		1/8	2/3	4								
1	1	5/3	5/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	1	1/12		1/8	2/3	5								
1	1	2	2	0.3333333333333333	1/2	1/2	Chord	4/4	1	1	1/12		1/8	2/3	6								
1	1	7/3	7/3	0.3333333333333333	7/12	7/12	Chord	4/4	1	1	1/12		1/8	2/3	7								
1	1	8/3	8/3	0.3333333333333333	2/3	2/3	Chord	4/4	1	1	1/12		1/8	2/3	8								
1	1	3	3	0.3333333333333333	3/4	3/4	Chord	4/4	1	1	1/12		1/8	2/3	9								
1	1	10/3	10/3	0.3333333333333333	5/6	5/6	Chord	4/4	1	1	1/12		1/8	2/3	10								
1	1	11/3	11/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12		1/8	2/3	11								
1	1	1	1	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	12		articStaccatoBelow						
1	1	2	2	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	13		articStaccatoBelow						
