mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin	decrescendo_hairpin
3	3	15/2	15/2	1.5	3/8	3/8	Chord	6/8	1	2	3/8		1/4	3/2	35											
3	3	13/2	13/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	36											
3	3	7	7	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	37											
3	3	8	8	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	38											
3	3	17/2	17/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	39											
3	3	6	6	1.5	0	0	Chord	6/8	2	2	3/8		1/4	3/2	40											
3	3	15/2	15/2	1.5	3/8	3/8	Chord	6/8	2	2	3/8		1/4	3/2	41											
4	4	9	9	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	42											
4	4	10	10	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	43											
4	4	21/2	21/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	44											
4	4	11	11	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	45											
4	4	23/2	23/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	46											
4	4	19/2	19/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	47											
4	4	10	10	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	48											
4	4	11	11	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	49											
4	4	23/2	23/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	50											
4	4	9	9	1.5	0	0	Chord	6/8	2	2	3/8		1/4	3/2	51											
4	4	21/2	21/2	1.5	3/8	3/8	Chord	6/8	2	2	3/8		1/4	3/2	52											
5	5	12	12	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	53											
5	5	13	13	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	54											
5	5	27/2	27/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	55											
5	5	14	14	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	56											
5	5	29/2	29/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	57											
5	5	12	12	1.0	0	0	Chord	6/8	1	2	1/4		1/4	1	58											
5	5	13	13	0.5	1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	59											
5	5	27/2	27/2	1.5	3/8	3/8	Chord	6/8	1	2	3/8		1/4	3/2	60											
5	5	25/2	25/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	61											
5	5	13	13	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	62											
5	5	14	14	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	63											
5	5	29/2	29/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	64											
5	5	12	12	1.5	0	0	Chord	6/8	2	2	3/8		1/4	3/2	65											
5	5	27/2	27/2	1.5	3/8	3/8	Chord	6/8	2	2	3/8		1/4	3/2	66											
6	6	15	15	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	67											
6	6	16	16	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	68											
6	6	33/2	33/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	69											
6	6	15	15	1.0	0	0	Chord	6/8	1	2	1/4		1/4	1	70											
6	6	16	16	0.5	1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	71											
6	6	33/2	33/2	0.5	3/8	3/8	Chord	6/8	1	2	1/8		1/8	1	72											
6	6	17	17	0.5	1/2	1/2	Chord	6/8	1	2	1/8		1/8	1	73											
6	6	35/2	35/2	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	74											
6	6	31/2	31/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	75											
6	6	16	16	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	76											
6	6	17	17	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	77											
6	6	35/2	35/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	78											
6	6	15	15	1.5	0	0	Chord	6/8	2	2	3/8		1/4	3/2	79											
6	6	33/2	33/2	1.5	3/8	3/8	Chord	6/8	2	2	3/8		1/4	3/2	80											
7	7	18	18	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	81											
7	7	19	19	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	82											
7	7	39/2	39/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	83											
7	7	20	20	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	84											
7	7	41/2	41/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	85											
7	7	18	18	1.0	0	0	Chord	6/8	1	2	1/4		1/4	1	86											
7	7	19	19	0.5	1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	87											
7	7	39/2	39/2	1.5	3/8	3/8	Chord	6/8	1	2	3/8		1/4	3/2	88											
7	7	37/2	37/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	89											
7	7	19	19	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	90											
7	7	20	20	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	91											
7	7	41/2	41/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	92											
7	7	18	18	1.5	0	0	Chord	6/8	2	2	3/8		1/4	3/2	93											
7	7	39/2	39/2	1.5	3/8	3/8	Chord	6/8	2	2	3/8		1/4	3/2	94											
8	8	21	21	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	95											
8	8	22	22	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	96											
8	8	45/2	45/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	97											
8	8	47/2	47/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	98											
8	8	43/2	43/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	99											
8	8	22	22	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	100											
8	8	23	23	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	101											
8	8	47/2	47/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	102											
8	8	21	21	1.5	0	0	Chord	6/8	2	2	3/8		1/4	3/2	103											
8	8	45/2	45/2	1.5	3/8	3/8	Chord	6/8	2	2	3/8		1/4	3/2	104											
9	9	24	24	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	105											
9	9	25	25	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	106											
9	9	51/2	51/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	107											
9	9	53/2	53/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	108											
9	9	49/2	49/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	109											
9	9	25	25	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	110											
9	9	26	26	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	111											
9	9	53/2	53/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	112											
9	9	24	24	1.5	0	0	Chord	6/8	2	2	3/8		1/4	3/2	113											
9	9	51/2	51/2	1.5	3/8	3/8	Chord	6/8	2	2	3/8		1/4	3/2	114											
10	10	27	27	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	115											
10	10	28	28	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	116											
10	10	57/2	57/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	117											
10	10	29	29	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	118											
10	10	59/2	59/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	119											
10	10	55/2	55/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	120											
10	10	28	28	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	121											
10	10	29	29	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	122											
10	10	59/2	59/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	123											
10	10	27	27	1.5	0	0	Chord	6/8	2	2	3/8		1/4	3/2	124											
10	10	57/2	57/2	1.5	3/8	3/8	Chord	6/8	2	2	3/8		1/4	3/2	125											
11	11	30	30	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	126											
11	11	61/2	61/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	127											
11	11	31	31	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	128											
11	11	63/2	63/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	129											
11	11	32	32	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	130											
11	11	65/2	65/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	131											
11	11	61/2	61/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	132											
11	11	31	31	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	133											
11	11	32	32	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	134											
11	11	65/2	65/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	135											
11	11	30	30	1.5	0	0	Chord	6/8	2	2	3/8		1/4	3/2	136											
11	11	63/2	63/2	1.5	3/8	3/8	Chord	6/8	2	2	3/8		1/4	3/2	137											
12	12	33	33	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	138											
12	12	34	34	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	139											
12	12	137/4	137/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	140											
12	12	69/2	69/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	141											
12	12	71/2	71/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	142											
12	12	67/2	67/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	143											
12	12	34	34	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	144											
12	12	35	35	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	145											
12	12	71/2	71/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	146											
12	12	33	33	1.5	0	0	Chord	6/8	2	2	3/8		1/4	3/2	147											
12	12	69/2	69/2	1.5	3/8	3/8	Chord	6/8	2	2	3/8		1/4	3/2	148											
13	13	36	36	0.0	0	0	Dynamic	6/8	1	1	0					f										
13	13	36	36	0.25	0	0	Chord	6/8	1	1	1/16		1/16	1	149											
13	13	145/4	145/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	150											
13	13	73/2	73/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	151											
13	13	147/4	147/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	152											
13	13	37	37	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	153											
13	13	149/4	149/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	154											
13	13	75/2	75/2	0.25	3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	155											
13	13	151/4	151/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	156											
13	13	38	38	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	157											
13	13	153/4	153/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	158											
13	13	77/2	77/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	159											
13	13	155/4	155/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	160											
13	13	36	36	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	161											
13	13	37	37	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	162											
13	13	75/2	75/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	163											
13	13	77/2	77/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	164											
14	14	39	39	0.25	0	0	Chord	6/8	1	1	1/16		1/16	1	165											
14	14	157/4	157/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	166											
14	14	79/2	79/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	167											
14	14	159/4	159/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	168											
14	14	40	40	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	169											
14	14	161/4	161/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	170											
14	14	81/2	81/2	0.25	3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	171											
14	14	163/4	163/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	172											
14	14	41	41	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	173											
14	14	165/4	165/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	174											
14	14	83/2	83/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	175											
14	14	167/4	167/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	176											
14	14	39	39	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	177		articStaccatoAbove									
14	14	79/2	79/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	178		articStaccatoAbove									
14	14	40	40	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	179		articStaccatoAbove									
14	14	81/2	81/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	180		articStaccatoAbove									
14	14	41	41	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	181		articStaccatoAbove									
14	14	83/2	83/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	182		articStaccatoAbove									
15	15	42	42	0.25	0	0	Chord	6/8	1	1	1/16		1/16	1	183											
15	15	169/4	169/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	184											
15	15	85/2	85/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	185											
15	15	171/4	171/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	186											
15	15	43	43	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	187											
15	15	173/4	173/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	188											
15	15	87/2	87/2	0.25	3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	189											
15	15	175/4	175/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	190											
15	15	44	44	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	191											
15	15	177/4	177/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	192											
15	15	89/2	89/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	193											
15	15	179/4	179/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	194											
15	15	42	42	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	195											
15	15	43	43	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	196											
15	15	87/2	87/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	197											
15	15	89/2	89/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	198											
16	16	45	45	0.25	0	0	Chord	6/8	1	1	1/16		1/16	1	199											
16	16	181/4	181/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	200											
16	16	91/2	91/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	201											
16	16	183/4	183/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	202											
16	16	46	46	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	203											
16	16	185/4	185/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	204											
16	16	93/2	93/2	0.25	3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	205											
16	16	187/4	187/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	206											
16	16	47	47	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	207											
16	16	189/4	189/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	208											
16	16	95/2	95/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	209											
16	16	191/4	191/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	210											
16	16	45	45	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	211		articStaccatoAbove									
16	16	91/2	91/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	212		articStaccatoAbove									
16	16	46	46	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	213		articStaccatoAbove									
16	16	93/2	93/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	214		articStaccatoAbove									
16	16	47	47	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	215		articStaccatoAbove									
16	16	95/2	95/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	216		articStaccatoAbove									
17	17	48	48	0.25	0	0	Chord	6/8	1	1	1/16		1/16	1	217											
17	17	193/4	193/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	218											
17	17	97/2	97/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	219											
17	17	195/4	195/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	220											
17	17	49	49	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	221											
17	17	197/4	197/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	222											
17	17	99/2	99/2	0.25	3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	223											
17	17	199/4	199/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	224											
17	17	50	50	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	225											
17	17	201/4	201/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	226											
17	17	101/2	101/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	227											
17	17	203/4	203/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	228											
17	17	48	48	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	229											
17	17	49	49	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	230											
17	17	99/2	99/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	231											
17	17	101/2	101/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	232											
18	18	51	51	0.25	0	0	Chord	6/8	1	1	1/16		1/16	1	233											
18	18	205/4	205/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	234											
18	18	103/2	103/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	235											
18	18	207/4	207/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	236											
18	18	52	52	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	237											
18	18	209/4	209/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	238											
18	18	105/2	105/2	0.25	3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	239											
18	18	211/4	211/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	240											
18	18	53	53	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	241											
18	18	213/4	213/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	242											
18	18	107/2	107/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	243											
18	18	215/4	215/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	244											
18	18	51	51	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	245											
18	18	52	52	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	246											
18	18	105/2	105/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	247											
18	18	107/2	107/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	248											
19	19	54	54	0.25	0	0	Chord	6/8	1	1	1/16		1/16	1	249											
19	19	217/4	217/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	250											
19	19	109/2	109/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	251											
19	19	219/4	219/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	252											
19	19	55	55	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	253											
19	19	221/4	221/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	254											
19	19	111/2	111/2	0.25	3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	255											
19	19	223/4	223/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	256											
19	19	56	56	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	257											
19	19	225/4	225/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	258											
19	19	113/2	113/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	259											
19	19	227/4	227/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	260											
19	19	54	54	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	261											
19	19	55	55	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	262											
19	19	111/2	111/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	263											
19	19	113/2	113/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	264											
19	19	54	54	1.5	0	0	Chord	6/8	2	2	3/8		1/4	3/2	265											
19	19	111/2	111/2	1.5	3/8	3/8	Chord	6/8	2	2	3/8		1/4	3/2	266											
20	20	57	57	0.25	0	0	Chord	6/8	1	1	1/16		1/16	1	267											
20	20	229/4	229/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	268											
20	20	115/2	115/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	269											
20	20	231/4	231/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	270											
20	20	58	58	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	271											
20	20	233/4	233/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	272											
20	20	117/2	117/2	0.25	3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	273											
20	20	235/4	235/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	274											
20	20	59	59	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	275											
20	20	237/4	237/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	276											
20	20	119/2	119/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	277											
20	20	239/4	239/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	278											
20	20	57	57	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	279											
20	20	58	58	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	280											
20	20	117/2	117/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	281											
20	20	119/2	119/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	282											
20	20	57	57	1.5	0	0	Chord	6/8	2	2	3/8		1/4	3/2	283											
20	20	117/2	117/2	1.5	3/8	3/8	Chord	6/8	2	2	3/8		1/4	3/2	284											
21	21	60	60	0.25	0	0	Chord	6/8	1	1	1/16		1/16	1	285											
