mc	mn	onset	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	.F.I[I		F	I	I	I	I						M	0	0	0, 4, 1		0	0
1	1	5/8	V+/IV		F	I	I	V+/IV	V	+			IV		+	0	0	0, 4, 8		0	0
2	2	0	IV		F	I	I	IV	IV						M	0	0	-1, 3, 0		-1	-1
2	2	3/8	IV6		F	I	I	IV6	IV		6				M	0	0	3, 0, -1		-1	3
3	3	0	viio64		F	I	I	viio64	vii	o	64				o	0	0	-1, 5, 2		5	-1
3	3	3/8	V2		F	I	I	V2	V		2				Mm7	0	0	-1, 1, 5, 2		1	-1
4	4	0	I]		F	I	I	I	I						M	0	0	0, 4, 1		0	0
5	5	0	V43		F	I		V43	V		43				Mm7	0	0	2, -1, 1, 5		1	2
6	6	0	I6		F	I		I6	I		6				M	0	0	4, 1, 0		0	4
6	6	1/2	#viio6/ii		F	I		#viio6/ii	#vii	o	6		ii		o	0	0	4, 1, 7		7	4
7	7	0	ii		F	I		ii	ii						m	0	0	2, -1, 3		2	2
7	7	3/8	ii6		F	I		ii6	ii		6				m	0	0	-1, 3, 2		2	-1
8	8	0	V(64)		F	I		V(64)	V			64			M	0	0	1, 0, 4		1	1
8	8	3/8	V\\		F	I		V	V					\\	M	0	0	1, 5, 2		1	1
8	8	5/8	V		F	I		V	V						M	0	0	1, 5, 2		1	1
9	9	0	I[I		F	I	I	I	I						M	0	0	0, 4, 1		0	0
9	9	5/8	V+/IV		F	I	I	V+/IV	V	+			IV		+	0	0	0, 4, 8		0	0
10	10	0	IV		F	I	I	IV	IV						M	0	0	-1, 3, 0		-1	-1
10	10	3/8	IV6		F	I	I	IV6	IV		6				M	0	0	3, 0, -1		-1	3
11	11	0	viio64		F	I	I	viio64	vii	o	64				o	0	0	-1, 5, 2		5	-1
11	11	3/8	V2		F	I	I	V2	V		2				Mm7	0	0	-1, 1, 5, 2		1	-1
12	12	0	I]		F	I	I	I	I						M	0	0	0, 4, 1		0	0
13	13	0	viio6		F	I		viio6	vii	o	6				o	0	0	2, -1, 5		5	2
13	13	3/8	V65		F	I		V65	V		65				Mm7	0	0	5, 2, -1, 1		1	5
14	14	0	I		F	I		I	I						M	0	0	0, 4, 1		0	0
14	14	3/8	I6		F	I		I6	I		6				M	0	0	4, 1, 0		0	4
15	15	0	IV		F	I		IV	IV						M	0	0	-1, 3, 0		-1	-1
15	15	3/8	IV6		F	I		IV6	IV		6				M	0	0	3, 0, -1		-1	3
16	16	0	V(64)		F	I		V(64)	V			64			M	0	0	1, 0, 4		1	1
16	16	3/8	V7		F	I		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
17	17	0	I\\		F	I		I	I					\\	M	0	0	0, 4, 1		0	0
17	17	3/8	vi		F	I		vi	vi						m	0	0	3, 0, 4		3	3
18	18	0	ii65		F	I		ii65	ii		65				mm7	0	0	-1, 3, 0, 2		2	-1
18	18	3/8	V7		F	I		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
19	19	0	I		F	I		I	I						M	0	0	0, 4, 1		0	0
19	19	3/8	vi		F	I		vi	vi						m	0	0	3, 0, 4		3	3
20	20	0	ii65		F	I		ii65	ii		65				mm7	0	0	-1, 3, 0, 2		2	-1
20	20	3/8	V7		F	I		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
21	21	0	I[I		F	I	I	I	I						M	0	0	0, 4, 1		0	0
21	21	3/8	V2		F	I	I	V2	V		2				Mm7	0	0	-1, 1, 5, 2		1	-1
22	22	0	I		F	I	I	I	I						M	0	0	0, 4, 1		0	0
22	22	3/8	V2		F	I	I	V2	V		2				Mm7	0	0	-1, 1, 5, 2		1	-1
23	23	0	I]\\		F	I	I	I	I					\\	M	0	0	0, 4, 1		0	0
23	23	5/8	V		F	I		V	V						M	0	0	1, 5, 2		1	1
24	24	0	I		F	I		I	I						M	0	0	0, 4, 1		0	0
24	24	1/2	I6		F	I		I6	I		6				M	0	0	4, 1, 0		0	4
25	25	1/8	V(64)		F	I		V(64)	V			64			M	0	0	1, 0, 4		1	1
25	25	5/8	viio		F	I		viio	vii	o					o	0	0	5, 2, -1		5	5
26	26	0	I		F	I		I	I						M	0	0	0, 4, 1		0	0
26	26	3/8	vi		F	I		vi	vi						m	0	0	3, 0, 4		3	3
26	26	5/8	ii6		F	I		ii6	ii		6				m	0	0	-1, 3, 2		2	-1
27	27	0	V(64)		F	I		V(64)	V			64			M	0	0	1, 0, 4		1	1
27	27	3/8	V		F	I		V	V						M	0	0	1, 5, 2		1	1
28	28	0	I		F	I		I	I						M	0	0	0, 4, 1		0	0
