mc	mn	onset	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	.c.i[i	c	i	i	i	i						m	1	1	0, -3, 1		0	0
2	2	0	iio6	c	i	i	iio6	ii	o	6				o	1	1	-1, -4, 2		2	-1
2	2	1/4	#viio6	c	i	i	#viio6	#vii	o	6				o	1	1	2, -1, 5		5	2
2	2	3/8	i]	c	i	i	i	i						m	1	1	0, -3, 1		0	0
3	3	1/4	i6	c	i		i6	i		6				m	1	1	-3, 1, 0		0	-3
3	3	3/8	#viio43	c	i		#viio43	#vii	o	43				o7	1	1	-1, -4, 5, 2		5	-1
3	3	5/8	i6	c	i		i6	i		6				m	1	1	-3, 1, 0		0	-3
4	4	0	#viio7	c	i		#viio7	#vii	o	7				o7	1	1	5, 2, -1, -4		5	5
4	4	1/4	i	c	i		i	i						m	1	1	0, -3, 1		0	0
4	4	3/8	V[V	c	i	V	V	V						M	1	1	1, 5, 2		1	1
4	4	5/8	V7	c	i	V	V7	V		7				Mm7	1	1	1, 5, 2, -1		1	1
5	5	0	V7(4)	c	i	V	V7(4)	V		7	4			Mm7	1	1	1, 0, 2, -1		1	1
5	5	1/8	V7	c	i	V	V7	V		7				Mm7	1	1	1, 5, 2, -1		1	1
5	5	1/4	i	c	i	V	i	i						m	1	1	0, -3, 1		0	0
5	5	3/8	V	c	i	V	V	V						M	1	1	1, 5, 2		1	1
5	5	5/8	i	c	i	V	i	i						m	1	1	0, -3, 1		0	0
6	6	0	V7(4)	c	i	V	V7(4)	V		7	4			Mm7	1	1	1, 0, 2, -1		1	1
6	6	1/8	V7	c	i	V	V7	V		7				Mm7	1	1	1, 5, 2, -1		1	1
6	6	1/4	i	c	i	V	i	i						m	1	1	0, -3, 1		0	0
6	6	3/8	V]\\	c	i	V	V	V					\\	M	1	1	1, 5, 2		1	1
7	7	0	i[i	c	i	i	i	i						m	1	1	0, -3, 1		0	0
8	8	0	iio6	c	i	i	iio6	ii	o	6				o	1	1	-1, -4, 2		2	-1
8	8	1/4	#viio6	c	i	i	#viio6	#vii	o	6				o	1	1	2, -1, 5		5	2
8	8	3/8	i]	c	i	i	i	i						m	1	1	0, -3, 1		0	0
9	9	0	#viio43/iv	c	i		#viio43/iv	#vii	o	43		iv		o7	1	1	-2, -5, 4, 1		4	-2
9	9	3/8	iv6	c	i		iv6	iv		6				m	1	1	-4, 0, -1		-1	-4
10	10	0	#viio43	c	i		#viio43	#vii	o	43				o7	1	1	-1, -4, 5, 2		5	-1
10	10	3/8	i6	c	i		i6	i		6				m	1	1	-3, 1, 0		0	-3
11	11	0	iv	c	i		iv	iv						m	1	1	-1, -4, 0		-1	-1
11	11	1/8	.bII6	c	i		bII6	bII		6				M	1	1	-1, -4, -5		-5	-1
11	11	3/8	V(64)	c	i		V(64)	V			64			M	1	1	1, 0, -3		1	1
11	11	5/8	V7	c	i		V7	V		7				Mm7	1	1	1, 5, 2, -1		1	1
12	12	0	i[i\\	c	i	i	i	i					\\	m	1	1	0, -3, 1		0	0
12	12	1/4	i	c	i	i	i	i						m	1	1	0, -3, 1		0	0
12	12	3/8	ii%65	c	i	i	ii%65	ii	%	65				%7	1	1	1, 8, 0, 2		2	1
12	12	5/8	#viio43	c	i	i	#viio43	#vii	o	43				o7	1	1	-1, -4, 5, 2		5	-1
13	13	0	i	c	i	i	i	i						m	1	1	0, -3, 1		0	0
13	13	3/8	ii%65	c	i	i	ii%65	ii	%	65				%7	1	1	1, 8, 0, 2		2	1
13	13	5/8	#viio43	c	i	i	#viio43	#vii	o	43				o7	1	1	-1, -4, 5, 2		5	-1
14	14	0	i\\	c	i	i	i	i					\\	m	1	1	0, -3, 1		0	0
14	14	17/32	i]	c	i	i	i	i						m	1	1	0, -3, 1		0	0
15	15	0	#viio6	c	i		#viio6	#vii	o	6				o	1	1	2, -1, 5		5	2
15	15	1/8	iv.i	c	iv		i	i						m	1	1	0, -3, 1		0	0
15	15	3/8	#viio6	c	iv		#viio6	#vii	o	6				o	1	1	2, -1, 5		5	2
15	15	1/2	vii.i	c	vii		i	i						m	1	1	0, -3, 1		0	0
16	16	0	#viio6	c	vii		#viio6	#vii	o	6				o	1	1	2, -1, 5		5	2
16	16	1/8	iii.i	c	iii		i	i						m	1	1	0, -3, 1		0	0
16	16	3/8	#viio6	c	iii		#viio6	#vii	o	6				o	1	1	2, -1, 5		5	2
16	16	1/2	III.V7	c	III		V7	V		7				Mm7	1	0	1, 5, 2, -1		1	1
17	17	0	V[I	c	III	V	I	I						M	1	0	0, 4, 1		0	0
17	17	1/8	I6	c	III	V	I6	I		6				M	1	0	4, 1, 0		0	4
17	17	3/8	V7	c	III	V	V7	V		7				Mm7	1	0	1, 5, 2, -1		1	1
18	18	0	I	c	III	V	I	I						M	1	0	0, 4, 1		0	0
18	18	1/8	I6	c	III	V	I6	I		6				M	1	0	4, 1, 0		0	4
18	18	3/8	vi6	c	III	V	vi6	vi		6				m	1	0	0, 4, 3		3	0
18	18	1/2	viio6/V	c	III	V	viio6/V	vii	o	6		V		o	1	0	3, 0, 6		6	3
19	19	0	V	c	III	V	V	V						M	1	0	1, 5, 2		1	1
19	19	1/8	viio43/V	c	III	V	viio43/V	vii	o	43		V		o7	1	0	0, -3, 6, 3		6	0
19	19	3/8	V]\\	c	III	V	V	V					\\	M	1	0	1, 5, 2		1	1
20	20	0	I	c	III		I	I						M	1	0	0, 4, 1		0	0
20	20	1/4	I6	c	III		I6	I		6				M	1	0	4, 1, 0		0	4
20	20	3/8	V7	c	III		V7	V		7				Mm7	1	0	1, 5, 2, -1		1	1
21	21	0	V6	c	III		V6	V		6				M	1	0	5, 2, 1		1	5
21	21	1/4	V43	c	III		V43	V		43				Mm7	1	0	2, -1, 1, 5		1	2
21	21	3/8	I	c	III		I	I						M	1	0	0, 4, 1		0	0
22	22	0	V7/IV	c	III		V7/IV	V		7		IV		Mm7	1	0	0, 4, 1, -2		0	0
22	22	1/4	V43/IV	c	III		V43/IV	V		43		IV		Mm7	1	0	1, -2, 0, 4		0	1
22	22	3/8	V+6/IV	c	III		V+6/IV	V	+	6		IV		+	1	0	4, 8, 0		0	4
22	22	1/2	IV	c	III		IV	IV						M	1	0	-1, 3, 0		-1	-1
22	22	5/8	#viio7/iii	c	III		#viio7/iii	#vii	o	7		iii		o7	1	0	9, 6, 3, 0		9	9
23	23	0	V(64)	c	III		V(64)	V			64			M	1	0	1, 0, 4		1	1
23	23	3/8	V7	c	III		V7	V		7				Mm7	1	0	1, 5, 2, -1		1	1
24	24	0	V7/IV	c	III		V7/IV	V		7		IV		Mm7	1	0	0, 4, 1, -2		0	0
24	24	1/4	V43/IV	c	III		V43/IV	V		43		IV		Mm7	1	0	1, -2, 0, 4		0	1
24	24	3/8	V+6/IV	c	III		V+6/IV	V	+	6		IV		+	1	0	4, 8, 0		0	4
24	24	1/2	IV	c	III		IV	IV						M	1	0	-1, 3, 0		-1	-1
24	24	5/8	#viio7/iii	c	III		#viio7/iii	#vii	o	7		iii		o7	1	0	9, 6, 3, 0		9	9
25	25	0	V(64)	c	III		V(64)	V			64			M	1	0	1, 0, 4		1	1
25	25	3/8	V7	c	III		V7	V		7				Mm7	1	0	1, 5, 2, -1		1	1
26	26	0	I\\	c	III		I	I					\\	M	1	0	0, 4, 1		0	0
26	26	3/16	V	c	III		V	V						M	1	0	1, 5, 2		1	1
26	26	1/4	I	c	III		I	I						M	1	0	0, 4, 1		0	0
26	26	3/8	V[V7(4)	c	III	V	V7(4)	V		7	4			Mm7	1	0	1, 0, 2, -1		1	1
26	26	1/2	V7	c	III	V	V7	V		7				Mm7	1	0	1, 5, 2, -1		1	1
27	27	0	I(#2)	c	III	V	I(#2)	I			#2			M	1	0	0, 9, 1		0	0
27	27	1/8	I	c	III	V	I	I						M	1	0	0, 4, 1		0	0
27	27	3/8	V7(4)	c	III	V	V7(4)	V		7	4			Mm7	1	0	1, 0, 2, -1		1	1
27	27	1/2	V7	c	III	V	V7	V		7				Mm7	1	0	1, 5, 2, -1		1	1
28	28	0	I(#2)	c	III	V	I(#2)	I			#2			M	1	0	0, 9, 1		0	0
28	28	1/8	I	c	III	V	I	I						M	1	0	0, 4, 1		0	0
28	28	3/8	V	c	III	V	V	V						M	1	0	1, 5, 2		1	1
28	28	1/2	V7]	c	III	V	V7	V		7				Mm7	1	0	1, 5, 2, -1		1	1
29	29	0	i.#viio7(4)	c	i		#viio7(4)	#vii	o	7	4			o7	1	1	5, -3, -1, -4		5	5
29	29	1/4	#viio7\\	c	i		#viio7	#vii	o	7			\\	o7	1	1	5, 2, -1, -4		5	5
30	30	0	i[i	c	i	i	i	i						m	1	1	0, -3, 1		0	0
31	31	0	iio6	c	i	i	iio6	ii	o	6				o	1	1	-1, -4, 2		2	-1
31	31	1/4	#viio6	c	i	i	#viio6	#vii	o	6				o	1	1	2, -1, 5		5	2
31	31	3/8	i]	c	i	i	i	i						m	1	1	0, -3, 1		0	0
32	32	1/4	i6	c	i		i6	i		6				m	1	1	-3, 1, 0		0	-3
