mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	3.0	0	0	6/8	2	1	c.i[i	c	i	i	i	i							m	1	1	0, -3, 1		0	0
2	2	3	3	1.0	0	0	6/8	2	1	iio6	c	i	i	iio6	ii	o	6					o	1	1	-1, -4, 2		2	-1
2	2	4	4	0.5	1/4	1/4	6/8	2	1	#viio6	c	i	i	#viio6	#vii	o	6					o	1	1	2, -1, 5		5	2
2	2	9/2	9/2	2.5	3/8	3/8	6/8	2	1	i]	c	i	i	i	i							m	1	1	0, -3, 1		0	0
3	3	7	7	0.5	1/4	1/4	6/8	2	1	i6	c	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
3	3	15/2	15/2	1.0	3/8	3/8	6/8	2	1	#viio43	c	i		#viio43	#vii	o	43					o7	1	1	-1, -4, 5, 2		5	-1
3	3	17/2	17/2	0.5	5/8	5/8	6/8	2	1	i6	c	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
4	4	9	9	1.0	0	0	6/8	2	1	#viio7	c	i		#viio7	#vii	o	7					o7	1	1	5, 2, -1, -4		5	5
4	4	10	10	0.5	1/4	1/4	6/8	2	1	i	c	i		i	i							m	1	1	0, -3, 1		0	0
4	4	21/2	21/2	1.0	3/8	3/8	6/8	2	1	V[V	c	i	V	V	V							M	1	1	1, 5, 2		1	1
4	4	23/2	23/2	0.5	5/8	5/8	6/8	2	1	V7	c	i	V	V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
5	5	12	12	0.5	0	0	6/8	2	1	V7(4)	c	i	V	V7(4)	V		7	4				Mm7	1	1	1, 0, 2, -1		1	1
5	5	25/2	25/2	0.5	1/8	1/8	6/8	2	1	V7	c	i	V	V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
5	5	13	13	0.5	1/4	1/4	6/8	2	1	i	c	i	V	i	i							m	1	1	0, -3, 1		0	0
5	5	27/2	27/2	1.0	3/8	3/8	6/8	2	1	V	c	i	V	V	V							M	1	1	1, 5, 2		1	1
5	5	29/2	29/2	0.5	5/8	5/8	6/8	2	1	i	c	i	V	i	i							m	1	1	0, -3, 1		0	0
6	6	15	15	0.5	0	0	6/8	2	1	V7(4)	c	i	V	V7(4)	V		7	4				Mm7	1	1	1, 0, 2, -1		1	1
6	6	31/2	31/2	0.5	1/8	1/8	6/8	2	1	V7	c	i	V	V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
6	6	16	16	0.5	1/4	1/4	6/8	2	1	i	c	i	V	i	i							m	1	1	0, -3, 1		0	0
6	6	33/2	33/2	1.5	3/8	3/8	6/8	2	1	V]\\	c	i	V	V	V						\\	M	1	1	1, 5, 2		1	1
7	7	18	18	3.0	0	0	6/8	2	1	i[i	c	i	i	i	i							m	1	1	0, -3, 1		0	0
8	8	21	21	1.0	0	0	6/8	2	1	iio6	c	i	i	iio6	ii	o	6					o	1	1	-1, -4, 2		2	-1
8	8	22	22	0.5	1/4	1/4	6/8	2	1	#viio6	c	i	i	#viio6	#vii	o	6					o	1	1	2, -1, 5		5	2
8	8	45/2	45/2	1.5	3/8	3/8	6/8	2	1	i]	c	i	i	i	i							m	1	1	0, -3, 1		0	0
9	9	24	24	1.5	0	0	6/8	2	1	#viio43/iv	c	i		#viio43/iv	#vii	o	43		iv			o7	1	1	-2, -5, 4, 1		4	-2
9	9	51/2	51/2	1.5	3/8	3/8	6/8	2	1	iv6	c	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
