mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	0	0.5	0	5/8	6/8	2	1	D.V		D	I		V		V							M	0	0	1, 5, 2		1	1
2	1	1/2	1.0	0	0	6/8	2	1	I6		D	I		I6		I		6					M	0	0	4, 1, 0		0	4
2	1	3/2	0.5	1/4	1/4	6/8	2	1	viio6		D	I		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
2	1	2	1.0	3/8	3/8	6/8	2	1	I		D	I		I		I							M	0	0	0, 4, 1		0	0
2	1	3	0.5	5/8	5/8	6/8	2	1	V7		D	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
3	2	7/2	2.5	0	0	6/8	2	1	I		D	I		I		I							M	0	0	0, 4, 1		0	0
3	2	6	0.5	5/8	5/8	6/8	2	1	V		D	I		V		V							M	0	0	1, 5, 2		1	1
4	3	13/2	1.0	0	0	6/8	2	1	I		D	I		I		I							M	0	0	0, 4, 1		0	0
4	3	15/2	0.5	1/4	1/4	6/8	2	1	V		D	I		V		V							M	0	0	1, 5, 2		1	1
4	3	8	1.0	3/8	3/8	6/8	2	1	I		D	I		I		I							M	0	0	0, 4, 1		0	0
4	3	9	0.5	5/8	5/8	6/8	2	1	IV		D	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
5	4	19/2	1.5	0	0	6/8	2	1	V(64)		D	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
5	4	11	1.0	3/8	3/8	6/8	2	1	V		D	I		V		V							M	0	0	1, 5, 2		1	1
5	4	12	1.5	5/8	5/8	6/8	2	1	IV		D	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
6	5	27/2	0.5	1/4	1/4	6/8	2	1	I6		D	I		I6		I		6					M	0	0	4, 1, 0		0	4
6	5	14	1.0	3/8	3/8	6/8	2	1	ii	viio6	D	I		ii		ii							m	0	0	2, -1, 3		2	2
6	5	15	0.5	5/8	5/8	6/8	2	1	V7/ii		D	I		V7/ii		V		7		ii			Mm7	0	0	3, 7, 4, 1		3	3
7	6	31/2	2.5	0	0	6/8	2	1	ii		D	I		ii		ii							m	0	0	2, -1, 3		2	2
7	6	18	0.5	5/8	5/8	6/8	2	1	V/ii		D	I		V/ii		V				ii			M	0	0	3, 7, 4		3	3
8	7	37/2	1.0	0	0	6/8	2	1	ii		D	I		ii		ii							m	0	0	2, -1, 3		2	2
8	7	39/2	0.5	1/4	1/4	6/8	2	1	V6		D	I		V6		V		6					M	0	0	5, 2, 1		1	5
8	7	20	1.0	3/8	3/8	6/8	2	1	I		D	I		I		I							M	0	0	0, 4, 1		0	0
8	7	21	0.5	5/8	5/8	6/8	2	1	IV		D	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
9	8	43/2	1.5	0	0	6/8	2	1	V7		D	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
