mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	3.0	0	0	3/4	2	1	F.I[I		F	I	I	I		I							M	0	0	0, 4, 1		0	0
2	2	3	3	1.0	0	0	3/4	2	1	viio64		F	I	I	viio64		vii	o	64					o	0	0	-1, 5, 2		5	-1
2	2	4	4	5.0	1/4	1/4	3/4	2	1	I		F	I	I	I		I							M	0	0	0, 4, 1		0	0
4	4	9	9	1.0	0	0	3/4	2	1	viio		F	I	I	viio		vii	o						o	0	0	5, 2, -1		5	5
4	4	10	10	3.5	1/4	1/4	3/4	2	1	I		F	I	I	I		I							M	0	0	0, 4, 1		0	0
5	5	27/2	27/2	0.5	3/8	3/8	3/4	2	1	IV		F	I	I	IV		IV							M	0	0	-1, 3, 0		-1	-1
5	5	14	14	0.5	1/2	1/2	3/4	2	1	viio6		F	I	I	viio6		vii	o	6					o	0	0	2, -1, 5		5	2
5	5	29/2	29/2	0.5	5/8	5/8	3/4	2	1	I]		F	I	I	I		I							M	0	0	0, 4, 1		0	0
6	6	15	15	1.0	0	0	3/4	2	1	V7(4)		F	I		V7(4)		V		7	4				Mm7	0	0	1, 0, 2, -1		1	1
6	6	16	16	2.0	1/4	1/4	3/4	2	1	V7		F	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
7	7	18	18	1.0	0	0	3/4	2	1	vii%7		F	I		vii%7		vii	%	7					%7	0	0	5, 2, -1, 3		5	5
7	7	19	19	2.0	1/4	1/4	3/4	2	1	V65		F	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
8	8	21	21	3.0	0	0	3/4	2	1	I\\		F	I		I		I						\\	M	0	0	0, 4, 1		0	0
9	9	24	24	1.0	0	0	3/4	2	1	ii6(2)		F	I		ii6(2)		ii		6	2				m	0	0	-1, 3, 4		2	-1
9	9	25	25	2.0	1/4	1/4	3/4	2	1	ii6		F	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
10	10	27	27	1.0	0	0	3/4	2	1	viio6(2)		F	I		viio6(2)		vii	o	6	2				o	0	0	2, -1, 0		5	2
10	10	28	28	2.0	1/4	1/4	3/4	2	1	viio6		F	I		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
11	11	30	30	1.0	0	0	3/4	2	1	vii%7		F	I		vii%7		vii	%	7					%7	0	0	5, 2, -1, 3		5	5
11	11	31	31	2.0	1/4	1/4	3/4	2	1	V65		F	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
12	12	33	33	2.0	0	0	3/4	2	1	I		F	I		I		I							M	0	0	0, 4, 1		0	0
12	12	35	35	1.0	1/2	1/2	3/4	2	1	I6		F	I		I6		I		6					M	0	0	4, 1, 0		0	4
13	13	36	36	2.0	0	0	3/4	2	1	ii6		F	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
13	13	38	38	1.0	1/2	1/2	3/4	2	1	V7		F	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
14	14	39	39	1.5	0	0	3/4	2	1	I\\		F	I		I		I						\\	M	0	0	0, 4, 1		0	0
14	14	81/2	81/2	0.5	3/8	3/8	3/4	2	1	I6		F	I		I6		I		6					M	0	0	4, 1, 0		0	4
14	14	41	41	0.5	1/2	1/2	3/4	2	1	IV		F	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
14	14	83/2	83/2	0.5	5/8	5/8	3/4	2	1	viio6		F	I		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
15	15	42	42	3.0	0	0	3/4	2	1	I[I		F	I	I	I		I							M	0	0	0, 4, 1		0	0
16	16	45	45	1.0	0	0	3/4	2	1	viio64		F	I	I	viio64		vii	o	64					o	0	0	-1, 5, 2		5	-1
16	16	46	46	5.0	1/4	1/4	3/4	2	1	I		F	I	I	I		I							M	0	0	0, 4, 1		0	0
18	18	51	51	1.0	0	0	3/4	2	1	viio		F	I	I	viio		vii	o						o	0	0	5, 2, -1		5	5
18	18	52	52	2.0	1/4	1/4	3/4	2	1	I]		F	I	I	I		I							M	0	0	0, 4, 1		0	0
