mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
30	29	1/2	1/2	4/4	1	1	V43		Bb	V		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
31	30	0	0	4/4	1	1	I		Bb	V		I		I							M	0	0	0, 4, 1		0	0
31	30	1/2	1/2	4/4	1	1	V2		Bb	V		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
32	31	0	0	4/4	1	1	I6		Bb	V		I6		I		6					M	0	0	4, 1, 0		0	4
32	31	1/2	1/2	4/4	1	1	V43		Bb	V		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
33	32	0	0	4/4	1	1	I\\		Bb	V		I		I						\\	M	0	0	0, 4, 1		0	0
33	32	1/2	1/2	4/4	1	1	V2		Bb	V		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
34	33	0	0	4/4	1	1	ii.iv6		Bb	ii		iv6		iv		6					m	0	1	-4, 0, -1		-1	-4
35	34	0	0	4/4	1	1	V[V		Bb	ii	V	V		V							M	0	1	1, 5, 2		1	1
35	34	3/8	3/8	4/4	1	1	iv	iio6	Bb	ii	V	iv		iv							m	0	1	-1, -4, 0		-1	-1
35	34	5/8	5/8	4/4	1	1	i6		Bb	ii	V	i6		i		6					m	0	1	-3, 1, 0		0	-3
35	34	7/8	7/8	4/4	1	1	V7]		Bb	ii	V	V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
36	35	0	0	4/4	1	1	v.V[V		Bb	v	V	V		V							M	0	1	1, 5, 2		1	1
36	35	3/8	3/8	4/4	1	1	iv	iio6	Bb	v	V	iv		iv							m	0	1	-1, -4, 0		-1	-1
36	35	5/8	5/8	4/4	1	1	i6		Bb	v	V	i6		i		6					m	0	1	-3, 1, 0		0	-3
36	35	7/8	7/8	4/4	1	1	V7]		Bb	v	V	V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
37	36	0	0	4/4	1	1	i.V[V		Bb	i	V	V		V							M	0	1	1, 5, 2		1	1
37	36	3/8	3/8	4/4	1	1	iv	iio6	Bb	i	V	iv		iv							m	0	1	-1, -4, 0		-1	-1
37	36	5/8	5/8	4/4	1	1	i6		Bb	i	V	i6		i		6					m	0	1	-3, 1, 0		0	-3
37	36	7/8	7/8	4/4	1	1	V7]		Bb	i	V	V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
38	37	0	0	4/4	1	1	i		Bb	i		i		i							m	0	1	0, -3, 1		0	0
38	37	3/8	3/8	4/4	1	1	#viio6		Bb	i		#viio6		#vii	o	6					o	0	1	2, -1, 5		5	2
38	37	5/8	5/8	4/4	1	1	i6		Bb	i		i6		i		6					m	0	1	-3, 1, 0		0	-3
38	37	7/8	7/8	4/4	1	1	V.viio6/V		Bb	V		viio6/V		vii	o	6		V			o	0	0	3, 0, 6		6	3
39	38	0	0	4/4	1	1	V6		Bb	V		V6		V		6					M	0	0	5, 2, 1		1	5
39	38	1/4	1/4	4/4	1	1	#viio6/vi		Bb	V		#viio6/vi		#vii	o	6		vi			o	0	0	5, 2, 8		8	5
39	38	1/2	1/2	4/4	1	1	vi6		Bb	V		vi6		vi		6					m	0	0	0, 4, 3		3	0
39	38	3/4	3/4	4/4	1	1	viio6		Bb	V		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
40	39	0	0	4/4	1	1	I6		Bb	V		I6		I		6					M	0	0	4, 1, 0		0	4
40	39	1/4	1/4	4/4	1	1	#viio6/ii		Bb	V		#viio6/ii		#vii	o	6		ii			o	0	0	4, 1, 7		7	4
40	39	1/2	1/2	4/4	1	1	ii6		Bb	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
40	39	3/4	3/4	4/4	1	1	viio6/IV		Bb	V		viio6/IV		vii	o	6		IV			o	0	0	1, -2, 4		4	1
41	40	0	0	4/4	1	1	IV6		Bb	V		IV6		IV		6					M	0	0	3, 0, -1		-1	3
41	40	1/4	1/4	4/4	1	1	V6/vi		Bb	V		V6/vi		V		6		vi			M	0	0	8, 5, 4		4	8
41	40	1/2	1/2	4/4	1	1	IV6		Bb	V		IV6		IV		6					M	0	0	3, 0, -1		-1	3
41	40	3/4	3/4	4/4	1	1	viio6/V		Bb	V		viio6/V		vii	o	6		V			o	0	0	3, 0, 6		6	3
42	41	0	0	4/4	1	1	V(64)		Bb	V		V(64)		V			64				M	0	0	1, 0, 4		1	1
43	42	1/2	1/2	4/4	1	1	V7		Bb	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
44	43	0	0	4/4	1	1	I\\		Bb	V		I		I						\\	M	0	0	0, 4, 1		0	0
44	43	1/2	1/2	4/4	1	1	I		Bb	V		I		I							M	0	0	0, 4, 1		0	0
44	43	3/4	3/4	4/4	1	1	V65		Bb	V		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
45	44	0	0	4/4	1	1	I		Bb	V		I		I							M	0	0	0, 4, 1		0	0
45	44	1/2	1/2	4/4	1	1	V65		Bb	V		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
45	44	3/4	3/4	4/4	1	1	I		Bb	V		I		I							M	0	0	0, 4, 1		0	0
46	45	0	0	4/4	1	1	V		Bb	V		V		V							M	0	0	1, 5, 2		1	1
46	45	1/2	1/2	4/4	1	1	I		Bb	V		I		I							M	0	0	0, 4, 1		0	0
46	45	3/4	3/4	4/4	1	1	#viio7/vi		Bb	V		#viio7/vi		#vii	o	7		vi			o7	0	0	8, 5, 2, -1		8	8
47	46	0	0	4/4	1	1	vi		Bb	V		vi		vi							m	0	0	3, 0, 4		3	3
47	46	1/4	1/4	4/4	1	1	ii6		Bb	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
47	46	1/2	1/2	4/4	1	1	I6		Bb	V		I6		I		6					M	0	0	4, 1, 0		0	4
47	46	3/4	3/4	4/4	1	1	V43		Bb	V		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
48	47	0	0	4/4	1	1	I\\		Bb	V		I		I						\\	M	0	0	0, 4, 1		0	0
48	47	1/2	1/2	4/4	1	1	I		Bb	V		I		I							M	0	0	0, 4, 1		0	0
48	47	3/4	3/4	4/4	1	1	V65		Bb	V		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
49	48	0	0	4/4	1	1	I		Bb	V		I		I							M	0	0	0, 4, 1		0	0
49	48	1/2	1/2	4/4	1	1	V65		Bb	V		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
49	48	3/4	3/4	4/4	1	1	I		Bb	V		I		I							M	0	0	0, 4, 1		0	0
50	49	0	0	4/4	1	1	V		Bb	V		V		V							M	0	0	1, 5, 2		1	1
50	49	1/2	1/2	4/4	1	1	I6		Bb	V		I6		I		6					M	0	0	4, 1, 0		0	4
51	50	0	0	4/4	1	1	ii6		Bb	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
51	50	1/2	1/2	4/4	1	1	V(64)		Bb	V		V(64)		V			64				M	0	0	1, 0, 4		1	1
51	50	3/4	3/4	4/4	1	1	V7		Bb	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
52	51	0	0	4/4	1	1	I[I\\		Bb	V	I	I		I						\\	M	0	0	0, 4, 1		0	0
52	51	3/8	3/8	4/4	1	1	I		Bb	V	I	I		I							M	0	0	0, 4, 1		0	0
52	51	1/2	1/2	4/4	1	1	V2		Bb	V	I	V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
53	52	0	0	4/4	1	1	I		Bb	V	I	I		I							M	0	0	0, 4, 1		0	0
53	52	1/2	1/2	4/4	1	1	V43		Bb	V	I	V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
54	53	0	0	4/4	1	1	I		Bb	V	I	I		I							M	0	0	0, 4, 1		0	0
54	53	1/2	1/2	4/4	1	1	V2		Bb	V	I	V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
55	54	0	0	4/4	1	1	I		Bb	V	I	I		I							M	0	0	0, 4, 1		0	0
55	54	1/2	1/2	4/4	1	1	V43		Bb	V	I	V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
56	55	0	0	4/4	1	1	I		Bb	V	I	I		I							M	0	0	0, 4, 1		0	0
56	55	1/2	1/2	4/4	1	1	viio6		Bb	V	I	viio6		vii	o	6					o	0	0	2, -1, 5		5	2
57	56	0	0	4/4	1	1	I]		Bb	V	I	I		I							M	0	0	0, 4, 1		0	0
57	56	1/2	1/2	4/4	1	1	V7		Bb	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
58	57	0	0	4/4	1	1	I\\		Bb	V		I		I						\\	M	0	0	0, 4, 1		0	0
59	57	0	5/8	4/4	1	1	I.V		Bb	I		V		V							M	0	0	1, 5, 2		1	1
60	58	0	0	4/4	1	1	V6		Bb	I		V6		V		6					M	0	0	5, 2, 1		1	5
60	58	1/2	1/2	4/4	1	1	I		Bb	I		I		I							M	0	0	0, 4, 1		0	0
61	59	0	0	4/4	1	1	V43		Bb	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
61	59	1/2	1/2	4/4	1	1	I6		Bb	I		I6		I		6					M	0	0	4, 1, 0		0	4
62	60	0	0	4/4	1	1	ii6		Bb	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
62	60	1/2	1/2	4/4	1	1	V		Bb	I		V		V							M	0	0	1, 5, 2		1	1
62	60	7/8	7/8	4/4	1	1	V65		Bb	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
63	61	0	0	4/4	1	1	I[I\\		Bb	I	I	I		I						\\	M	0	0	0, 4, 1		0	0
63	61	5/8	5/8	4/4	1	1	IV.V		Bb	IV	V	V		V							M	0	0	1, 5, 2		1	1
64	62	1/2	1/2	4/4	1	1	I		Bb	IV	V	I		I							M	0	0	0, 4, 1		0	0
65	63	0	0	4/4	1	1	V7		Bb	IV	V	V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
65	63	1/2	1/2	4/4	1	1	I6		Bb	IV	V	I6		I		6					M	0	0	4, 1, 0		0	4
66	64	0	0	4/4	1	1	V7]		Bb	IV	V	V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
66	64	3/4	3/4	4/4	1	1	V65		Bb	IV		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
67	65	0	0	4/4	1	1	I\\		Bb	IV		I		I						\\	M	0	0	0, 4, 1		0	0
67	65	5/8	5/8	4/4	1	1	ii.V		Bb	ii		V		V							M	0	1	1, 5, 2		1	1
68	66	0	0	4/4	1	1	V6		Bb	ii		V6		V		6					M	0	1	5, 2, 1		1	5
68	66	1/2	1/2	4/4	1	1	i		Bb	ii		i		i							m	0	1	0, -3, 1		0	0
69	67	0	0	4/4	1	1	V43		Bb	ii		V43		V		43					Mm7	0	1	2, -1, 1, 5		1	2
69	67	1/2	1/2	4/4	1	1	i6		Bb	ii		i6		i		6					m	0	1	-3, 1, 0		0	-3
70	68	0	0	4/4	1	1	vi.V6		Bb	vi		V6		V		6					M	0	1	5, 2, 1		1	5
70	68	1/2	1/2	4/4	1	1	i		Bb	vi		i		i							m	0	1	0, -3, 1		0	0
71	69	0	0	4/4	1	1	V43		Bb	vi		V43		V		43					Mm7	0	1	2, -1, 1, 5		1	2
71	69	1/2	1/2	4/4	1	1	i6		Bb	vi		i6		i		6					m	0	1	-3, 1, 0		0	-3
72	70	0	0	4/4	1	1	iio6		Bb	vi		iio6		ii	o	6					o	0	1	-1, -4, 2		2	-1
72	70	3/4	3/4	4/4	1	1	V65/V		Bb	vi		V65/V		V		65		V			Mm7	0	1	6, 3, 0, 2		2	6
73	71	0	0	4/4	1	1	V[V		Bb	vi	V	V		V							M	0	1	1, 5, 2		1	1
73	71	1/2	1/2	4/4	1	1	V7		Bb	vi	V	V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
74	72	0	0	4/4	1	1	i		Bb	vi	V	i		i							m	0	1	0, -3, 1		0	0
75	73	0	0	4/4	1	1	V		Bb	vi	V	V		V							M	0	1	1, 5, 2		1	1
75	73	1/2	1/2	4/4	1	1	V7		Bb	vi	V	V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
76	74	0	0	4/4	1	1	i		Bb	vi	V	i		i							m	0	1	0, -3, 1		0	0
77	75	0	0	4/4	1	1	V		Bb	vi	V	V		V							M	0	1	1, 5, 2		1	1
77	75	1/2	1/2	4/4	1	1	i		Bb	vi	V	i		i							m	0	1	0, -3, 1		0	0
78	76	0	0	4/4	1	1	V		Bb	vi	V	V		V							M	0	1	1, 5, 2		1	1
78	76	1/2	1/2	4/4	1	1	i		Bb	vi	V	i		i							m	0	1	0, -3, 1		0	0
79	77	0	0	4/4	1	1	V]		Bb	vi	V	V		V							M	0	1	1, 5, 2		1	1
79	77	1/2	1/2	4/4	1	1	V2		Bb	vi		V2		V		2					Mm7	0	1	-1, 1, 5, 2		1	-1
80	78	0	0	4/4	1	1	i6		Bb	vi		i6		i		6					m	0	1	-3, 1, 0		0	-3
80	78	1/2	1/2	4/4	1	1	V43		Bb	vi		V43		V		43					Mm7	0	1	2, -1, 1, 5		1	2
81	79	0	0	4/4	1	1	i		Bb	vi		i		i							m	0	1	0, -3, 1		0	0
81	79	1/2	1/2	4/4	1	1	V2		Bb	vi		V2		V		2					Mm7	0	1	-1, 1, 5, 2		1	-1
82	80	0	0	4/4	1	1	i6		Bb	vi		i6		i		6					m	0	1	-3, 1, 0		0	-3
82	80	1/2	1/2	4/4	1	1	V43		Bb	vi		V43		V		43					Mm7	0	1	2, -1, 1, 5		1	2
83	81	0	0	4/4	1	1	i\\		Bb	vi		i		i						\\	m	0	1	0, -3, 1		0	0
83	81	1/2	1/2	4/4	1	1	V2		Bb	vi		V2		V		2					Mm7	0	1	-1, 1, 5, 2		1	-1
84	82	0	0	4/4	1	1	i6		Bb	vi		i6		i		6					m	0	1	-3, 1, 0		0	-3
85	83	0	0	4/4	1	1	V7(4)/V		Bb	vi		V7(4)/V		V		7	4	V			Mm7	0	1	2, 1, 3, 0		2	2
85	83	1/2	1/2	4/4	1	1	V7/V		Bb	vi		V7/V		V		7		V			Mm7	0	1	2, 6, 3, 0		2	2
86	84	0	0	4/4	1	1	V7(4)		Bb	vi		V7(4)		V		7	4				Mm7	0	1	1, 0, 2, -1		1	1
86	84	1/2	1/2	4/4	1	1	V7		Bb	vi		V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
87	85	0	0	4/4	1	1	i		Bb	vi		i		i							m	0	1	0, -3, 1		0	0
87	85	1/4	1/4	4/4	1	1	V43		Bb	vi		V43		V		43					Mm7	0	1	2, -1, 1, 5		1	2
87	85	1/2	1/2	4/4	1	1	i6		Bb	vi		i6		i		6					m	0	1	-3, 1, 0		0	-3
87	85	3/4	3/4	4/4	1	1	V65		Bb	vi		V65		V		65					Mm7	0	1	5, 2, -1, 1		1	5
88	86	0	0	4/4	1	1	i		Bb	vi		i		i							m	0	1	0, -3, 1		0	0
88	86	1/4	1/4	4/4	1	1	V43		Bb	vi		V43		V		43					Mm7	0	1	2, -1, 1, 5		1	2
88	86	1/2	1/2	4/4	1	1	i6		Bb	vi		i6		i		6					m	0	1	-3, 1, 0		0	-3
88	86	3/4	3/4	4/4	1	1	V65		Bb	vi		V65		V		65					Mm7	0	1	5, 2, -1, 1		1	5
89	87	0	0	4/4	1	1	i		Bb	vi		i		i							m	0	1	0, -3, 1		0	0
89	87	1/4	1/4	4/4	1	1	V43		Bb	vi		V43		V		43					Mm7	0	1	2, -1, 1, 5		1	2
89	87	1/2	1/2	4/4	1	1	i6		Bb	vi		i6		i		6					m	0	1	-3, 1, 0		0	-3
89	87	3/4	3/4	4/4	1	1	#viio/iv		Bb	vi		#viio/iv		#vii	o			iv			o	0	1	4, 1, -2		4	4
90	88	0	0	4/4	1	1	iv		Bb	vi		iv		iv							m	0	1	-1, -4, 0		-1	-1
90	88	1/4	1/4	4/4	1	1	#viio6/iv		Bb	vi		#viio6/iv		#vii	o	6		iv			o	0	1	1, -2, 4		4	1
90	88	1/2	1/2	4/4	1	1	iv6		Bb	vi		iv6		iv		6					m	0	1	-4, 0, -1		-1	-4
90	88	3/4	3/4	4/4	1	1	III6		Bb	vi		III6		III		6					M	0	1	1, -2, -3		-3	1
91	89	0	0	4/4	1	1	iio6		Bb	vi		iio6		ii	o	6					o	0	1	-1, -4, 2		2	-1
91	89	1/4	1/4	4/4	1	1	i6		Bb	vi		i6		i		6					m	0	1	-3, 1, 0		0	-3
91	89	1/2	1/2	4/4	1	1	#viio6		Bb	vi		#viio6		#vii	o	6					o	0	1	2, -1, 5		5	2
91	89	3/4	3/4	4/4	1	1	VI6		Bb	vi		VI6		VI		6					M	0	1	0, -3, -4		-4	0
92	90	0	0	4/4	1	1	V6		Bb	vi		V6		V		6					M	0	1	5, 2, 1		1	5
92	90	1/4	1/4	4/4	1	1	iio		Bb	vi		iio		ii	o						o	0	1	2, -1, -4		2	2
92	90	1/2	1/2	4/4	1	1	i		Bb	vi		i		i							m	0	1	0, -3, 1		0	0
92	90	3/4	3/4	4/4	1	1	i6		Bb	vi		i6		i		6					m	0	1	-3, 1, 0		0	-3
93	91	0	0	4/4	1	1	iio6		Bb	vi		iio6		ii	o	6					o	0	1	-1, -4, 2		2	-1
93	91	1/2	1/2	4/4	1	1	V7		Bb	vi		V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
94	92	0	0	4/4	1	1	i\\		Bb	vi		i		i						\\	m	0	1	0, -3, 1		0	0
94	92	1/2	1/2	4/4	1	1	i		Bb	vi		i		i							m	0	1	0, -3, 1		0	0
94	92	3/4	3/4	4/4	1	1	V65		Bb	vi		V65		V		65					Mm7	0	1	5, 2, -1, 1		1	5
95	93	0	0	4/4	1	1	i		Bb	vi		i		i							m	0	1	0, -3, 1		0	0
95	93	1/2	1/2	4/4	1	1	V65		Bb	vi		V65		V		65					Mm7	0	1	5, 2, -1, 1		1	5
95	93	3/4	3/4	4/4	1	1	i		Bb	vi		i		i							m	0	1	0, -3, 1		0	0
96	94	0	0	4/4	1	1	V		Bb	vi		V		V							M	0	1	1, 5, 2		1	1
96	94	1/4	1/4	4/4	1	1	V6/iv		Bb	vi		V6/iv		V		6		iv			M	0	1	4, 1, 0		0	4
96	94	3/4	3/4	4/4	1	1	V65/iv		Bb	vi		V65/iv		V		65		iv			Mm7	0	1	4, 1, -2, 0		0	4
97	95	0	0	4/4	1	1	iv		Bb	vi		iv		iv							m	0	1	-1, -4, 0		-1	-1
97	95	1/4	1/4	4/4	1	1	V6		Bb	vi		V6		V		6					M	0	1	5, 2, 1		1	5
97	95	3/4	3/4	4/4	1	1	V65		Bb	vi		V65		V		65					Mm7	0	1	5, 2, -1, 1		1	5
98	96	0	0	4/4	1	1	i		Bb	vi		i		i							m	0	1	0, -3, 1		0	0
98	96	1/4	1/4	4/4	1	1	ii65		Bb	vi		ii65		ii		65					mm7	0	1	-1, 3, 0, 2		2	-1
98	96	3/4	3/4	4/4	1	1	V65/V		Bb	vi		V65/V		V		65		V			Mm7	0	1	6, 3, 0, 2		2	6
99	97	0	0	4/4	1	1	V(64)		Bb	vi		V(64)		V			64				M	0	1	1, 0, -3		1	1
99	97	1/2	1/2	4/4	1	1	V7		Bb	vi		V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
100	98	0	0	4/4	1	1	i\\		Bb	vi		i		i						\\	m	0	1	0, -3, 1		0	0
100	98	3/4	3/4	4/4	1	1	ii.i		Bb	ii		i		i							m	0	1	0, -3, 1		0	0
102	100	0	0	4/4	1	1	#viio6(2)		Bb	ii		#viio6(2)		#vii	o	6	2				o	0	1	2, -1, 0		5	2
102	100	1/4	1/4	4/4	1	1	#viio6		Bb	ii		#viio6		#vii	o	6					o	0	1	2, -1, 5		5	2
102	100	3/4	3/4	4/4	1	1	iio		Bb	ii		iio		ii	o						o	0	1	2, -1, -4		2	2
104	102	0	0	4/4	1	1	i6(2)		Bb	ii		i6(2)		i		6	2				m	0	1	-3, 1, 2		0	-3
104	102	1/4	1/4	4/4	1	1	i6		Bb	ii		i6		i		6					m	0	1	-3, 1, 0		0	-3
104	102	3/4	3/4	4/4	1	1	i		Bb	ii		i		i							m	0	1	0, -3, 1		0	0
106	104	0	0	4/4	1	1	I.V		Bb	I		V		V							M	0	0	1, 5, 2		1	1
108	106	0	0	4/4	1	1	I		Bb	I		I		I							M	0	0	0, 4, 1		0	0
109	107	0	0	4/4	1	1	IV		Bb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
110	108	0	0	4/4	1	1	I6		Bb	I		I6		I		6					M	0	0	4, 1, 0		0	4
111	109	0	0	4/4	1	1	ii65		Bb	I		ii65		ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
111	109	1/2	1/2	4/4	1	1	V(64)		Bb	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
112	110	0	0	4/4	1	1	IV6		Bb	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
112	110	1/2	1/2	4/4	1	1	viio6/V		Bb	I		viio6/V		vii	o	6		V			o	0	0	3, 0, 6		6	3
112	110	3/4	3/4	4/4	1	1	V65		Bb	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
113	111	0	0	4/4	1	1	I		Bb	I		I		I							M	0	0	0, 4, 1		0	0
113	111	1/2	1/2	4/4	1	1	vi		Bb	I		vi		vi							m	0	0	3, 0, 4		3	3
113	111	7/8	7/8	4/4	1	1	viio6/V		Bb	I		viio6/V		vii	o	6		V			o	0	0	3, 0, 6		6	3
114	112	0	0	4/4	1	1	V[V		Bb	I	V	V		V							M	0	0	1, 5, 2		1	1
114	112	1/2	1/2	4/4	1	1	V7		Bb	I	V	V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
115	113	0	0	4/4	1	1	I		Bb	I	V	I		I							M	0	0	0, 4, 1		0	0
116	114	0	0	4/4	1	1	V		Bb	I	V	V		V							M	0	0	1, 5, 2		1	1
116	114	1/2	1/2	4/4	1	1	V7		Bb	I	V	V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
117	115	0	0	4/4	1	1	I		Bb	I	V	I		I							M	0	0	0, 4, 1		0	0
