mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	0	3/8	2/4	1	1	.f.V		f	i		V	V							M	1	1	1, 5, 2		1	1
2	1	0	0	2/4	1	1	i		f	i		i	i							m	1	1	0, -3, 1		0	0
3	2	1/8	1/8	2/4	1	1	i6		f	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
4	3	0	0	2/4	1	1	#viio65		f	i		#viio65	#vii	o	65					o7	1	1	2, -1, -4, 5		5	2
4	3	1/4	1/4	2/4	1	1	iio		f	i		iio	ii	o						o	1	1	2, -1, -4		2	2
5	4	3/8	3/8	2/4	1	1	iv64		f	i		iv64	iv		64					m	1	1	0, -1, -4		-1	0
6	5	0	0	2/4	1	1	V65		f	i		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
7	6	0	0	2/4	1	1	i		f	i		i	i							m	1	1	0, -3, 1		0	0
8	7	0	0	2/4	1	1	V7		f	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
8	7	1/4	1/4	2/4	1	1	V(64)		f	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
9	8	0	0	2/4	1	1	V\\		f	i		V	V						\\	M	1	1	1, 5, 2		1	1
9	8	3/8	3/8	2/4	1	1	V6		f	i		V6	V		6					M	1	1	5, 2, 1		1	5
10	9	0	0	2/4	1	1	VI6		f	i		VI6	VI		6					M	1	1	0, -3, -4		-4	0
10	9	1/8	1/8	2/4	1	1	V6		f	i		V6	V		6					M	1	1	5, 2, 1		1	5
11	10	0	0	2/4	1	1	V7		f	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
11	10	3/8	3/8	2/4	1	1	#viio6		f	i		#viio6	#vii	o	6					o	1	1	2, -1, 5		5	2
12	11	0	0	2/4	1	1	i6		f	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
12	11	1/8	1/8	2/4	1	1	#viio6		f	i		#viio6	#vii	o	6					o	1	1	2, -1, 5		5	2
13	12	0	0	2/4	1	1	#viio7		f	i		#viio7	#vii	o	7					o7	1	1	5, 2, -1, -4		5	5
14	13	0	0	2/4	1	1	i		f	i		i	i							m	1	1	0, -3, 1		0	0
14	13	1/4	1/4	2/4	1	1	V7		f	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
15	14	0	0	2/4	1	1	VI		f	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
15	14	1/4	1/4	2/4	1	1	iv		f	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
16	15	0	0	2/4	1	1	V(64)		f	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
16	15	1/4	1/4	2/4	1	1	V7		f	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
17	16	0	0	2/4	1	1	i\\		f	i		i	i						\\	m	1	1	0, -3, 1		0	0
18	16	0	3/8	2/4	1	1	III.IV		f	III		IV	IV							M	1	0	-1, 3, 0		-1	-1
19	17	0	0	2/4	1	1	vii%7		f	III		vii%7	vii	%	7					%7	1	0	5, 2, -1, 3		5	5
19	17	1/4	1/4	2/4	1	1	V65		f	III		V65	V		65					Mm7	1	0	5, 2, -1, 1		1	5
20	18	0	0	2/4	1	1	I		f	III		I	I							M	1	0	0, 4, 1		0	0
21	19	0	0	2/4	1	1	ii6(2)		f	III		ii6(2)	ii		6	2				m	1	0	-1, 3, 4		2	-1
21	19	1/4	1/4	2/4	1	1	ii6		f	III		ii6	ii		6					m	1	0	-1, 3, 2		2	-1
21	19	3/8	3/8	2/4	1	1	ii		f	III		ii	ii							m	1	0	2, -1, 3		2	2
22	20	0	0	2/4	1	1	V(64)		f	III		V(64)	V			64				M	1	0	1, 0, 4		1	1
22	20	1/4	1/4	2/4	1	1	V\\		f	III		V	V						\\	M	1	0	1, 5, 2		1	1
22	20	3/8	3/8	2/4	1	1	V6		f	III		V6	V		6					M	1	0	5, 2, 1		1	5
23	21	0	0	2/4	1	1	vi65		f	III		vi65	vi		65					mm7	1	0	0, 4, 1, 3		3	0
23	21	1/8	1/8	2/4	1	1	V6		f	III		V6	V		6					M	1	0	5, 2, 1		1	5
23	21	3/8	3/8	2/4	1	1	V43		f	III		V43	V		43					Mm7	1	0	2, -1, 1, 5		1	2
24	22	1/4	1/4	2/4	1	1	I6\\		f	III		I6	I		6				\\	M	1	0	4, 1, 0		0	4
24	22	3/8	3/8	2/4	1	1	I6		f	III		I6	I		6					M	1	0	4, 1, 0		0	4
25	23	0	0	2/4	1	1	ii65		f	III		ii65	ii		65					mm7	1	0	-1, 3, 0, 2		2	-1
25	23	1/8	1/8	2/4	1	1	I6		f	III		I6	I		6					M	1	0	4, 1, 0		0	4
25	23	3/8	3/8	2/4	1	1	V43/IV		f	III		V43/IV	V		43		IV			Mm7	1	0	1, -2, 0, 4		0	1
26	24	1/4	1/4	2/4	1	1	IV\\		f	III		IV	IV						\\	M	1	0	-1, 3, 0		-1	-1
26	24	3/8	3/8	2/4	1	1	#viio43/ii		f	III		#viio43/ii	#vii	o	43		ii			o7	1	0	1, -2, 7, 4		7	1
27	25	0	0	2/4	1	1	ii6		f	III		ii6	ii		6					m	1	0	-1, 3, 2		2	-1
27	25	1/4	1/4	2/4	1	1	viio6		f	III		viio6	vii	o	6					o	1	0	2, -1, 5		5	2
28	26	0	0	2/4	1	1	V6		f	III		V6	V		6					M	1	0	5, 2, 1		1	5
28	26	3/8	3/8	2/4	1	1	V65		f	III		V65	V		65					Mm7	1	0	5, 2, -1, 1		1	5
29	27	0	0	2/4	1	1	I		f	III		I	I							M	1	0	0, 4, 1		0	0
29	27	1/4	1/4	2/4	1	1	IV		f	III		IV	IV							M	1	0	-1, 3, 0		-1	-1
30	28	0	0	2/4	1	1	V(64)		f	III		V(64)	V			64				M	1	0	1, 0, 4		1	1
30	28	1/4	1/4	2/4	1	1	V7		f	III		V7	V		7					Mm7	1	0	1, 5, 2, -1		1	1
31	29	0	0	2/4	1	1	I\\		f	III		I	I						\\	M	1	0	0, 4, 1		0	0
31	29	3/8	3/8	2/4	1	1	i.V[V		f	i	V	V	V							M	1	1	1, 5, 2		1	1
33	31	0	0	2/4	1	1	V7		f	i	V	V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
33	31	1/8	1/8	2/4	1	1	i		f	i	V	i	i							m	1	1	0, -3, 1		0	0
33	31	3/8	3/8	2/4	1	1	V		f	i	V	V	V							M	1	1	1, 5, 2		1	1
34	32	3/8	3/8	2/4	1	1	i		f	i	V	i	i							m	1	1	0, -3, 1		0	0
35	33	1/8	1/8	2/4	1	1	V7		f	i	V	V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
35	33	3/8	3/8	2/4	1	1	V		f	i	V	V	V							M	1	1	1, 5, 2		1	1
36	34	3/8	3/8	2/4	1	1	V7		f	i	V	V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
37	35	0	0	2/4	1	1	i6		f	i	V	i6	i		6					m	1	1	-3, 1, 0		0	-3
37	35	1/8	1/8	2/4	1	1	V7]		f	i	V	V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
37	35	3/8	3/8	2/4	1	1	ii%43		f	i		ii%43	ii	%	43					%7	1	1	-4, 0, 2, -1		2	-4
38	36	0	0	2/4	1	1	V7		f	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
38	36	1/8	1/8	2/4	1	1	ii%43		f	i		ii%43	ii	%	43					%7	1	1	-4, 0, 2, -1		2	-4
38	36	1/4	1/4	2/4	1	1	V7		f	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
38	36	3/8	3/8	2/4	1	1	ii%43		f	i		ii%43	ii	%	43					%7	1	1	-4, 0, 2, -1		2	-4
39	37	0	0	2/4	1	1	V(4)		f	i		V(4)	V			4				M	1	1	1, 0, 2		1	1
39	37	3/16	3/16	2/4	1	1	V7\\		f	i		V7	V		7				\\	Mm7	1	1	1, 5, 2, -1		1	1
39	37	3/8	3/8	2/4	1	1	V		f	i		V	V							M	1	1	1, 5, 2		1	1
40	38	0	0	2/4	1	1	i		f	i		i	i							m	1	1	0, -3, 1		0	0
41	39	1/8	1/8	2/4	1	1	i6		f	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
42	40	0	0	2/4	1	1	#viio65		f	i		#viio65	#vii	o	65					o7	1	1	2, -1, -4, 5		5	2
42	40	1/4	1/4	2/4	1	1	iio		f	i		iio	ii	o						o	1	1	2, -1, -4		2	2
43	41	3/8	3/8	2/4	1	1	iv64		f	i		iv64	iv		64					m	1	1	0, -1, -4		-1	0
44	42	0	0	2/4	1	1	V65		f	i		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
45	43	0	0	2/4	1	1	i		f	i		i	i							m	1	1	0, -3, 1		0	0
46	44	0	0	2/4	1	1	V7		f	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
46	44	1/4	1/4	2/4	1	1	V(64)		f	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
47	45	0	0	2/4	1	1	V\\		f	i		V	V						\\	M	1	1	1, 5, 2		1	1
47	45	3/8	3/8	2/4	1	1	V6		f	i		V6	V		6					M	1	1	5, 2, 1		1	5
48	46	0	0	2/4	1	1	VI6		f	i		VI6	VI		6					M	1	1	0, -3, -4		-4	0
48	46	1/8	1/8	2/4	1	1	V6		f	i		V6	V		6					M	1	1	5, 2, 1		1	5
49	47	0	0	2/4	1	1	V7		f	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
49	47	3/8	3/8	2/4	1	1	#viio6		f	i		#viio6	#vii	o	6					o	1	1	2, -1, 5		5	2
50	48	0	0	2/4	1	1	i6		f	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
50	48	1/8	1/8	2/4	1	1	#viio6		f	i		#viio6	#vii	o	6					o	1	1	2, -1, 5		5	2
51	49	0	0	2/4	1	1	#viio7		f	i		#viio7	#vii	o	7					o7	1	1	5, 2, -1, -4		5	5
52	50	0	0	2/4	1	1	i		f	i		i	i							m	1	1	0, -3, 1		0	0
52	50	1/4	1/4	2/4	1	1	V7		f	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
53	51	0	0	2/4	1	1	VI		f	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
53	51	1/4	1/4	2/4	1	1	iv		f	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
54	52	0	0	2/4	1	1	V(64)		f	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
54	52	1/4	1/4	2/4	1	1	V7		f	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
55	53	0	0	2/4	1	1	i\\		f	i		i	i						\\	m	1	1	0, -3, 1		0	0
56	53	0	3/8	2/4	1	1	I.V		f	I		V	V							M	1	0	1, 5, 2		1	1
57	54	0	0	2/4	1	1	I[I		f	I	I	I	I							M	1	0	0, 4, 1		0	0
59	56	0	0	2/4	1	1	V2		f	I	I	V2	V		2					Mm7	1	0	-1, 1, 5, 2		1	-1
61	58	0	0	2/4	1	1	I		f	I	I	I	I							M	1	0	0, 4, 1		0	0
62	59	1/4	1/4	2/4	1	1	vii%43/V		f	I	I	vii%43/V	vii	%	43		V			%7	1	0	0, 4, 6, 3		6	0
63	60	0	0	2/4	1	1	V2/V]		f	I	I	V2/V	V		2		V			Mm7	1	0	0, 2, 6, 3		2	0
64	61	0	0	2/4	1	1	V\\		f	I		V	V						\\	M	1	0	1, 5, 2		1	1
65	61	0	3/8	2/4	1	1	V		f	I		V	V							M	1	0	1, 5, 2		1	1
66	62	0	0	2/4	1	1	V65/IV		f	I		V65/IV	V		65		IV			Mm7	1	0	4, 1, -2, 0		0	4
67	63	0	0	2/4	1	1	IV		f	I		IV	IV							M	1	0	-1, 3, 0		-1	-1
68	64	0	0	2/4	1	1	V65/ii		f	I		V65/ii	V		65		ii			Mm7	1	0	7, 4, 1, 3		3	7
69	65	0	0	2/4	1	1	ii		f	I		ii	ii							m	1	0	2, -1, 3		2	2
70	66	0	0	2/4	1	1	V65		f	I		V65	V		65					Mm7	1	0	5, 2, -1, 1		1	5
71	67	0	0	2/4	1	1	I		f	I		I	I							M	1	0	0, 4, 1		0	0
72	68	0	0	2/4	1	1	V43/V		f	I		V43/V	V		43		V			Mm7	1	0	3, 0, 2, 6		2	3
73	69	0	0	2/4	1	1	V[V		f	I	V	V	V							M	1	0	1, 5, 2		1	1
73	69	1/4	1/4	2/4	1	1	V2/V		f	I	V	V2/V	V		2		V			Mm7	1	0	0, 2, 6, 3		2	0
