mc	mn	onset	label
92	92	0	i6
92	92	1/2	vi.iv6
93	93	0	V65
93	93	1/4	IV64(+9)
93	93	1/2	V65
94	94	0	i6
95	95	0	VI6
96	96	0	iv6
97	97	0	iio6
98	98	0	#viio65\\
99	99	0	#viio65
99	99	1/4	i6
99	99	1/2	V65
100	100	0	i
100	100	1/2	V7
101	101	0	VI
101	101	1/4	iio6
101	101	1/2	V
102	102	0	i(4)
102	102	1/4	i
103	103	0	ii%7
103	103	1/4	#viio65
104	104	0	i6(2)
104	104	1/4	i6
105	105	0	iio6(2)
105	105	3/16	iio6
105	105	1/2	V7
106	106	0	i6\\
106	106	1/16	i6
106	106	1/2	VI
107	107	0	V(64)
107	107	1/2	viio7/V
108	108	0	V(64)
108	108	1/2	VI
109	109	0	V(64)
109	109	1/2	viio7/V
110	110	0	V(64)
111	111	0	IV.V65
112	112	0	V7
115	115	1/2	ii%43
116	116	0	V7
116	116	1/2	ii%43
117	117	0	V7(4)
117	117	3/16	V7\\
118	118	0	I[I
119	119	0	viio64
119	119	1/4	I
121	121	0	viio
121	121	1/4	I]
122	122	0	ii.V6
122	122	1/4	#vi%65
122	122	1/2	V43
123	123	0	i6
124	124	0	I.V6
124	124	1/4	vi65
124	124	1/2	V43
125	125	0	I6\\
125	125	1/16	I6
126	126	0	V[V7
127	127	0	I
128	128	0	viio43/V
129	129	0	V
130	130	0	viio43/V
131	131	0	V]
132	132	0	viio
132	132	1/2	ii-viio6
133	133	0	IV-ii6
133	133	3/8	V/ii
134	134	0	ii
134	134	1/4	V43
135	135	0	V7
136	136	0	V65\\
137	137	3/8	V
138	138	0	I[I
138	138	1/2	V2
139	139	0	I
140	140	1/2	V2
141	141	0	I]
142	142	0	IV6
143	143	0	V65
144	144	0	I
144	144	1/2	V65
145	145	0	I
145	145	1/2	V2/IV
146	146	0	IV6
147	147	0	vii%7
147	147	1/4	V65
147	147	1/2	I
148	148	0	ii6
148	148	1/4	V(64)
148	148	1/2	V
149	149	0	I\\
149	149	1/16	I
149	149	1/2	IV
150	150	0	I6
150	150	1/2	viio6
151	151	0	I
151	151	1/2	IV
152	152	0	I6
152	152	1/2	viio6
153	153	0	I[I
153	153	1/2	viio
154	154	0	V7/IV
154	154	1/2	IV6
155	155	0	I
155	155	1/4	V7/IV
155	155	1/2	IV
156	156	0	viio6
157	157	0	I\\
157	157	1/16	I]
157	157	1/2	vi
158	158	0	V(64)
158	158	1/2	vii%7/V
159	159	0	V(64)
159	159	1/2	vi
160	160	0	V(64)
160	160	1/2	vii%7/V
161	161	0	V(64)
166	166	0	V(4)
166	166	1/2	V
167	167	0	I[I\\
167	167	3/8	I
167	167	1/2	ii-viio6
167	167	5/8	I6
168	168	0	IV
168	168	3/8	viio
168	168	1/2	I
168	168	5/8	ii-viio6
169	169	0	I]
169	169	1/2	ii6-viio64
169	169	5/8	I64
170	170	0	ii6
170	170	1/2	V7
171	171	0	I\\
