mc	mn	onset	label
1	1	0	.F.I[I
2	2	0	viio64
2	2	1/4	I
4	4	0	viio
4	4	1/4	I
5	5	3/8	IV
5	5	1/2	viio6
5	5	5/8	I]
6	6	0	V7(4)
6	6	1/4	V7
7	7	0	vii%7
7	7	1/4	V65
8	8	0	I\\
8	8	1/8	I
9	9	0	ii6(2)
9	9	1/4	ii6
10	10	0	viio6(2)
10	10	1/4	viio6
11	11	0	vii%7
11	11	1/4	V65
12	12	0	I
12	12	1/2	I6
13	13	0	ii6
13	13	1/2	V7
14	14	0	I\\
14	14	3/8	I6
14	14	1/2	IV
14	14	5/8	viio6
15	15	0	I[I
16	16	0	viio64
16	16	1/4	I
18	18	0	viio
18	18	1/4	I]
19	19	0	vi.V6
19	19	1/4	#vi%65
19	19	1/2	V43
20	20	0	i6
21	21	0	V.V6
21	21	1/4	vi65
21	21	1/2	V43
22	22	0	I6\\
22	22	1/16	I6
23	23	0	V[V7
24	24	0	I
25	25	0	V7
26	26	0	I
27	27	0	V]
28	28	0	viio
29	29	0	V65\\
30	30	3/8	V
31	31	0	I[I
31	31	1/2	V2
32	32	0	I
33	33	1/2	V2
34	34	0	I]
35	35	0	IV6
36	36	0	V65
37	37	0	I
37	37	1/2	V65
38	38	0	I
38	38	1/2	V2/IV
39	39	0	IV6
40	40	0	vii%7
40	40	1/4	V65
40	40	1/2	I
41	41	0	ii6
41	41	1/4	V(64)
41	41	1/2	V
42	42	0	I\\
42	42	1/16	I
42	42	1/2	IV
43	43	0	I6
43	43	1/2	ii7-viio6(2)
44	44	0	I
44	44	1/2	IV
45	45	0	I6
45	45	1/2	ii7-viio6(2)
46	46	0	I
46	46	1/2	vi
47	47	0	V(64)
47	47	1/2	vii%7/V
48	48	0	V(64)
48	48	1/2	vi
49	49	0	V(64)
49	49	1/2	vii%7/V
50	50	0	V(64)
51	51	0	V(4)
51	51	1/2	V
52	52	0	I[I\\
52	52	3/8	I
52	52	1/2	ii-viio6
52	52	5/8	I6
53	53	0	IV
53	53	3/8	viio
53	53	1/2	I
53	53	5/8	ii-viio6
54	54	0	I]
54	54	1/2	ii6-viio64
54	54	5/8	I64
55	55	0	IV
55	55	1/2	V7
56	56	0	I\\
57	57	0	ii.VI-iv6
58	58	1/2	.Fr6
59	59	0	V[V
59	59	5/8	IV6
60	60	0	V
60	60	5/8	i
61	61	0	V7]
61	61	5/8	i6
62	62	0	#viio7
62	62	1/2	i
63	63	0	V7
63	63	1/2	VI
64	64	0	iio6
64	64	1/2	V7
65	65	0	i[i\\
65	65	1/4	i
66	66	0	#viio64
66	66	1/4	i
68	68	0	#viio
68	68	1/4	i]\\
69	69	0	.bVII.I[I
69	69	1/2	V2
70	70	0	I
71	71	1/2	V2
72	72	0	I\\
72	72	3/8	I]
73	73	0	v.V43
74	74	0	V65
75	75	0	i[i
75	75	1/2	V2
76	76	0	i
77	77	1/2	V2
78	78	0	i\\
78	78	3/8	i]
79	79	0	.bIII.V43
80	80	0	V65\\
81	81	0	I[I
82	82	0	viio64
82	82	1/4	I
84	84	0	viio
84	84	1/4	I]\\
85	85	0	i.V6
85	85	1/4	#vi%65
85	85	1/2	V43
86	86	0	i6
87	87	0	V6
87	87	1/4	#vi%65
87	87	1/2	V43
88	88	0	i6
89	89	1/4	iv.#vi%65
89	89	1/2	V43
90	90	0	i6
90	90	1/2	v.iv6
91	91	0	V65
91	91	1/4	IV64(+9)
91	91	1/2	V65
