mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
10	10	0	0	2/4	1	1	I(974)	Bb	I		I(974)	I			974			M	0	0	0, -1, 1	2, 5	0	0
10	10	1/4	1/4	2/4	1	1	I\\	Bb	I		I	I					\\	M	0	0	0, 4, 1		0	0
11	11	0	0	2/4	1	1	V6	Bb	I		V6	V		6				M	0	0	5, 2, 1		1	5
11	11	1/4	1/4	2/4	1	1	I	Bb	I		I	I						M	0	0	0, 4, 1		0	0
12	12	0	0	2/4	1	1	I6	Bb	I		I6	I		6				M	0	0	4, 1, 0		0	4
12	12	1/4	1/4	2/4	1	1	V64	Bb	I		V64	V		64				M	0	0	2, 1, 5		1	2
13	13	0	0	2/4	1	1	V6	Bb	I		V6	V		6				M	0	0	5, 2, 1		1	5
13	13	1/8	1/8	2/4	1	1	V.viio6	Bb	V		viio6	vii	o	6				o	0	0	2, -1, 5		5	2
13	13	1/4	1/4	2/4	1	1	I	Bb	V		I	I						M	0	0	0, 4, 1		0	0
14	14	0	0	2/4	1	1	V7	Bb	V		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
14	14	1/8	1/8	2/4	1	1	V(64)	Bb	V		V(64)	V			64			M	0	0	1, 0, 4		1	1
14	14	1/4	1/4	2/4	1	1	V\\	Bb	V		V	V					\\	M	0	0	1, 5, 2		1	1
14	14	15/32	15/32	2/4	1	1	V	Bb	V		V	V						M	0	0	1, 5, 2		1	1
15	15	0	0	2/4	1	1	I	Bb	V		I	I						M	0	0	0, 4, 1		0	0
15	15	1/4	1/4	2/4	1	1	viio64	Bb	V		viio64	vii	o	64				o	0	0	-1, 5, 2		5	-1
15	15	3/8	3/8	2/4	1	1	V2	Bb	V		V2	V		2				Mm7	0	0	-1, 1, 5, 2		1	-1
16	16	0	0	2/4	1	1	I	Bb	V		I	I						M	0	0	0, 4, 1		0	0
16	16	1/4	1/4	2/4	1	1	viio64	Bb	V		viio64	vii	o	64				o	0	0	-1, 5, 2		5	-1
16	16	15/32	15/32	2/4	1	1	V2	Bb	V		V2	V		2				Mm7	0	0	-1, 1, 5, 2		1	-1
17	17	0	0	2/4	1	1	I6	Bb	V		I6	I		6				M	0	0	4, 1, 0		0	4
17	17	1/4	1/4	2/4	1	1	viio64	Bb	V		viio64	vii	o	64				o	0	0	-1, 5, 2		5	-1
17	17	3/8	3/8	2/4	1	1	V2	Bb	V		V2	V		2				Mm7	0	0	-1, 1, 5, 2		1	-1
18	18	0	0	2/4	1	1	I6	Bb	V		I6	I		6				M	0	0	4, 1, 0		0	4
18	18	1/4	1/4	2/4	1	1	viio64\\	Bb	V		viio64	vii	o	64			\\	o	0	0	-1, 5, 2		5	-1
18	18	15/32	15/32	2/4	1	1	V2	Bb	V		V2	V		2				Mm7	0	0	-1, 1, 5, 2		1	-1
19	19	0	0	2/4	1	1	I	Bb	V		I	I						M	0	0	0, 4, 1		0	0
19	19	3/8	3/8	2/4	1	1	I6	Bb	V		I6	I		6				M	0	0	4, 1, 0		0	4
20	20	0	0	2/4	1	1	IV	Bb	V		IV	IV						M	0	0	-1, 3, 0		-1	-1
20	20	1/4	1/4	2/4	1	1	ii6	Bb	V		ii6	ii		6				m	0	0	-1, 3, 2		2	-1
21	21	3/8	3/8	2/4	1	1	vii%7	Bb	V		vii%7	vii	%	7				%7	0	0	5, 2, -1, 3		5	5
22	22	0	0	2/4	1	1	I	Bb	V		I	I						M	0	0	0, 4, 1		0	0
22	22	1/8	1/8	2/4	1	1	ii6	Bb	V		ii6	ii		6				m	0	0	-1, 3, 2		2	-1
22	22	1/4	1/4	2/4	1	1	V(64)	Bb	V		V(64)	V			64			M	0	0	1, 0, 4		1	1
22	22	3/8	3/8	2/4	1	1	V7	Bb	V		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
23	23	0	0	2/4	1	1	I\\	Bb	V		I	I					\\	M	0	0	0, 4, 1		0	0
23	23	1/32	1/32	2/4	1	1	I	Bb	V		I	I						M	0	0	0, 4, 1		0	0
23	23	1/4	1/4	2/4	1	1	V	Bb	V		V	V						M	0	0	1, 5, 2		1	1
24	24	0	0	2/4	1	1	I	Bb	V		I	I						M	0	0	0, 4, 1		0	0
24	24	1/8	1/8	2/4	1	1	ii6	Bb	V		ii6	ii		6				m	0	0	-1, 3, 2		2	-1
24	24	1/4	1/4	2/4	1	1	V(64)	Bb	V		V(64)	V			64			M	0	0	1, 0, 4		1	1
24	24	3/8	3/8	2/4	1	1	V7	Bb	V		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
25	25	0	0	2/4	1	1	I[I\\	Bb	V	I	I	I					\\	M	0	0	0, 4, 1		0	0
25	25	1/4	1/4	2/4	1	1	ii65	Bb	V	I	ii65	ii		65				mm7	0	0	-1, 3, 0, 2		2	-1
26	26	0	0	2/4	1	1	V7/IV	Bb	V	I	V7/IV	V		7		IV		Mm7	0	0	0, 4, 1, -2		0	0
27	27	0	0	2/4	1	1	IV(#2)	Bb	V	I	IV(#2)	IV			#2			M	0	0	-1, 8, 0		-1	-1
27	27	1/8	1/8	2/4	1	1	IV	Bb	V	I	IV	IV						M	0	0	-1, 3, 0		-1	-1
27	27	1/4	1/4	2/4	1	1	IV6	Bb	V	I	IV6	IV		6				M	0	0	3, 0, -1		-1	3
28	28	0	0	2/4	1	1	I	Bb	V	I	I	I						M	0	0	0, 4, 1		0	0
28	28	1/4	1/4	2/4	1	1	V2	Bb	V	I	V2	V		2				Mm7	0	0	-1, 1, 5, 2		1	-1
29	29	0	0	2/4	1	1	I	Bb	V	I	I	I						M	0	0	0, 4, 1		0	0
29	29	1/4	1/4	2/4	1	1	V2	Bb	V	I	V2	V		2				Mm7	0	0	-1, 1, 5, 2		1	-1
30	30	0	0	2/4	1	1	I	Bb	V	I	I	I						M	0	0	0, 4, 1		0	0
30	30	1/8	1/8	2/4	1	1	V2	Bb	V	I	V2	V		2				Mm7	0	0	-1, 1, 5, 2		1	-1
30	30	1/4	1/4	2/4	1	1	I	Bb	V	I	I	I						M	0	0	0, 4, 1		0	0
30	30	3/8	3/8	2/4	1	1	V2	Bb	V	I	V2	V		2				Mm7	0	0	-1, 1, 5, 2		1	-1
31	31	0	0	2/4	1	1	I.V7]\\	Bb	I	V	V7	V		7			\\	Mm7	0	0	1, 5, 2, -1		1	1
32	32	0	0	2/4	1	1	I	Bb	I		I	I						M	0	0	0, 4, 1		0	0
32	32	1/4	1/4	2/4	1	1	I6	Bb	I		I6	I		6				M	0	0	4, 1, 0		0	4
33	33	0	0	2/4	1	1	I[V7	Bb	I	I	V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
33	33	1/4	1/4	2/4	1	1	I]	Bb	I	I	I	I						M	0	0	0, 4, 1		0	0
34	34	0	0	2/4	1	1	I6	Bb	I		I6	I		6				M	0	0	4, 1, 0		0	4
34	34	1/8	1/8	2/4	1	1	V43	Bb	I		V43	V		43				Mm7	0	0	2, -1, 1, 5		1	2
34	34	1/4	1/4	2/4	1	1	I	Bb	I		I	I						M	0	0	0, 4, 1		0	0
34	34	3/8	3/8	2/4	1	1	ii6	Bb	I		ii6	ii		6				m	0	0	-1, 3, 2		2	-1
35	35	0	0	2/4	1	1	V(64)	Bb	I		V(64)	V			64			M	0	0	1, 0, 4		1	1
35	35	1/4	1/4	2/4	1	1	V\\	Bb	I		V	V					\\	M	0	0	1, 5, 2		1	1
35	35	9/32	9/32	2/4	1	1	V	Bb	I		V	V						M	0	0	1, 5, 2		1	1
36	36	0	0	2/4	1	1	I	Bb	I		I	I						M	0	0	0, 4, 1		0	0
36	36	1/4	1/4	2/4	1	1	I6	Bb	I		I6	I		6				M	0	0	4, 1, 0		0	4
37	37	0	0	2/4	1	1	V7	Bb	I		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
37	37	1/4	1/4	2/4	1	1	V65	Bb	I		V65	V		65				Mm7	0	0	5, 2, -1, 1		1	5
38	38	0	0	2/4	1	1	I6	Bb	I		I6	I		6				M	0	0	4, 1, 0		0	4
38	38	1/8	1/8	2/4	1	1	ii6	Bb	I		ii6	ii		6				m	0	0	-1, 3, 2		2	-1
38	38	1/4	1/4	2/4	1	1	V(64)	Bb	I		V(64)	V			64			M	0	0	1, 0, 4		1	1
38	38	3/8	3/8	2/4	1	1	V7	Bb	I		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
39	39	0	0	2/4	1	1	I\\	Bb	I		I	I					\\	M	0	0	0, 4, 1		0	0
39	39	1/32	1/32	2/4	1	1	I	Bb	I		I	I						M	0	0	0, 4, 1		0	0
39	39	1/4	1/4	2/4	1	1	V	Bb	I		V	V						M	0	0	1, 5, 2		1	1
40	40	0	0	2/4	1	1	I	Bb	I		I	I						M	0	0	0, 4, 1		0	0
40	40	1/8	1/8	2/4	1	1	ii6	Bb	I		ii6	ii		6				m	0	0	-1, 3, 2		2	-1
40	40	1/4	1/4	2/4	1	1	V(64)	Bb	I		V(64)	V			64			M	0	0	1, 0, 4		1	1
40	40	3/8	3/8	2/4	1	1	V7	Bb	I		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
41	41	0	0	2/4	1	1	I[I\\	Bb	I	I	I	I					\\	M	0	0	0, 4, 1		0	0
41	41	1/4	1/4	2/4	1	1	V7/IV	Bb	I	I	V7/IV	V		7		IV		Mm7	0	0	0, 4, 1, -2		0	0
41	41	7/16	7/16	2/4	1	1	V+/IV	Bb	I	I	V+/IV	V	+			IV		+	0	0	0, 4, 8		0	0
42	42	0	0	2/4	1	1	IV	Bb	I	I	IV	IV						M	0	0	-1, 3, 0		-1	-1
42	42	3/16	3/16	2/4	1	1	IV6	Bb	I	I	IV6	IV		6				M	0	0	3, 0, -1		-1	3
42	42	1/4	1/4	2/4	1	1	ii6	Bb	I	I	ii6	ii		6				m	0	0	-1, 3, 2		2	-1
42	42	7/16	7/16	2/4	1	1	viio6	Bb	I	I	viio6	vii	o	6				o	0	0	2, -1, 5		5	2
43	43	0	0	2/4	1	1	I	Bb	I	I	I	I						M	0	0	0, 4, 1		0	0
43	43	1/4	1/4	2/4	1	1	V7/IV	Bb	I	I	V7/IV	V		7		IV		Mm7	0	0	0, 4, 1, -2		0	0
43	43	7/16	7/16	2/4	1	1	V+/IV	Bb	I	I	V+/IV	V	+			IV		+	0	0	0, 4, 8		0	0
44	44	0	0	2/4	1	1	IV	Bb	I	I	IV	IV						M	0	0	-1, 3, 0		-1	-1
44	44	3/16	3/16	2/4	1	1	IV6	Bb	I	I	IV6	IV		6				M	0	0	3, 0, -1		-1	3
44	44	1/4	1/4	2/4	1	1	V+/IV	Bb	I	I	V+/IV	V	+			IV		+	0	0	0, 4, 8		0	0
44	44	5/16	5/16	2/4	1	1	IV6	Bb	I	I	IV6	IV		6				M	0	0	3, 0, -1		-1	3
44	44	3/8	3/8	2/4	1	1	ii6	Bb	I	I	ii6	ii		6				m	0	0	-1, 3, 2		2	-1
44	44	7/16	7/16	2/4	1	1	viio6	Bb	I	I	viio6	vii	o	6				o	0	0	2, -1, 5		5	2
45	45	0	0	2/4	1	1	V7	Bb	I	I	V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
45	45	1/4	1/4	2/4	1	1	I]\\	Bb	I	I	I	I					\\	M	0	0	0, 4, 1		0	0
