mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	0	0	1.0	0	1/4	2/4	2	1	G.I[I		G	I	I	I		I							M	0	0	0, 4, 1		0	0
2	1	1	1	1.0	0	0	2/4	2	1	ii6		G	I	I	ii6		ii		6					m	0	0	-1, 3, 2		2	-1
2	1	2	2	1.0	1/4	1/4	2/4	2	1	V2		G	I	I	V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
3	2	3	3	2.0	0	0	2/4	2	1	I		G	I	I	I		I							M	0	0	0, 4, 1		0	0
4	3	5	5	0.5	0	0	2/4	2	1	IV		G	I	I	IV		IV							M	0	0	-1, 3, 0		-1	-1
4	3	11/2	11/2	0.5	1/8	1/8	2/4	2	1	V		G	I	I	V		V							M	0	0	1, 5, 2		1	1
4	3	6	6	0.5	1/4	1/4	2/4	2	1	vi		G	I	I	vi		vi							m	0	0	3, 0, 4		3	3
4	3	13/2	13/2	0.5	3/8	3/8	2/4	2	1	IV		G	I	I	IV		IV							M	0	0	-1, 3, 0		-1	-1
5	4	7	7	0.5	0	0	2/4	2	1	#viio/iii]		G	I	I	#viio/iii		#vii	o			iii			o	0	0	9, 6, 3		9	9
5	4	15/2	15/2	0.5	1/8	1/8	2/4	2	1	I6		G	I		I6		I		6					M	0	0	4, 1, 0		0	4
5	4	8	8	1.0	1/4	1/4	2/4	2	1	V65/ii		G	I		V65/ii		V		65		ii			Mm7	0	0	7, 4, 1, 3		3	7
6	5	9	9	1.0	0	0	2/4	2	1	V/V		G	I		V/V		V				V			M	0	0	2, 6, 3		2	2
6	5	10	10	1.0	1/4	1/4	2/4	2	1	V65		G	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
7	6	11	11	1.5	0	0	2/4	2	1	I		G	I		I		I							M	0	0	0, 4, 1		0	0
7	6	25/2	25/2	0.5	3/8	3/8	2/4	2	1	I6		G	I		I6		I		6					M	0	0	4, 1, 0		0	4
8	7	13	13	1.5	0	0	2/4	2	1	ii6		G	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
8	7	29/2	29/2	0.5	3/8	3/8	2/4	2	1	V65/V		G	I		V65/V		V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
9	8	15	15	0.5	0	0	2/4	2	1	V(64)		G	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
9	8	31/2	31/2	0.5	1/8	1/8	2/4	2	1	V\\		G	I		V		V						\\	M	0	0	1, 5, 2		1	1
9	8	16	16	1.0	1/4	1/4	2/4	2	1	I[I		G	I	I	I		I							M	0	0	0, 4, 1		0	0
10	9	17	17	1.0	0	0	2/4	2	1	ii6		G	I	I	ii6		ii		6					m	0	0	-1, 3, 2		2	-1
10	9	18	18	1.0	1/4	1/4	2/4	2	1	V2		G	I	I	V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
11	10	19	19	2.0	0	0	2/4	2	1	I		G	I	I	I		I							M	0	0	0, 4, 1		0	0
12	11	21	21	0.5	0	0	2/4	2	1	IV		G	I	I	IV		IV							M	0	0	-1, 3, 0		-1	-1
12	11	43/2	43/2	0.5	1/8	1/8	2/4	2	1	V		G	I	I	V		V							M	0	0	1, 5, 2		1	1
12	11	22	22	0.5	1/4	1/4	2/4	2	1	vi		G	I	I	vi		vi							m	0	0	3, 0, 4		3	3
12	11	45/2	45/2	0.5	3/8	3/8	2/4	2	1	IV		G	I	I	IV		IV							M	0	0	-1, 3, 0		-1	-1
13	12	23	23	0.5	0	0	2/4	2	1	#viio/iii]		G	I	I	#viio/iii		#vii	o			iii			o	0	0	9, 6, 3		9	9
13	12	47/2	47/2	0.5	1/8	1/8	2/4	2	1	I6		G	I		I6		I		6					M	0	0	4, 1, 0		0	4
13	12	24	24	1.0	1/4	1/4	2/4	2	1	V65/IV		G	I		V65/IV		V		65		IV			Mm7	0	0	4, 1, -2, 0		0	4
14	13	25	25	0.5	0	0	2/4	2	1	IV		G	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
14	13	51/2	51/2	0.5	1/8	1/8	2/4	2	1	ii		G	I		ii		ii							m	0	0	2, -1, 3		2	2
14	13	26	26	0.5	1/4	1/4	2/4	2	1	V6		G	I		V6		V		6					M	0	0	5, 2, 1		1	5
14	13	53/2	53/2	0.5	3/8	3/8	2/4	2	1	I		G	I		I		I							M	0	0	0, 4, 1		0	0
15	14	27	27	0.5	0	0	2/4	2	1	IV6		G	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
