mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	0	0	0.5	0	5/8	3/4	2	1	E.V		E	I		V	V							M	0	0	1, 5, 2		1	1
2	1	1/2	1/2	1.0	0	0	3/4	2	1	I		E	I		I	I							M	0	0	0, 4, 1		0	0
2	1	3/2	3/2	1.0	1/4	1/4	3/4	2	1	viio6		E	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
2	1	5/2	5/2	1.0	1/2	1/2	3/4	2	1	I6		E	I		I6	I		6					M	0	0	4, 1, 0		0	4
3	2	7/2	7/2	1.0	0	0	3/4	2	1	V6		E	I		V6	V		6					M	0	0	5, 2, 1		1	5
3	2	9/2	9/2	1.0	1/4	1/4	3/4	2	1	I\\		E	I		I	I						\\	M	0	0	0, 4, 1		0	0
3	2	11/2	11/2	0.5	1/2	1/2	3/4	2	1	I		E	I		I	I							M	0	0	0, 4, 1		0	0
3	2	6	6	1.0	5/8	5/8	3/4	2	1	I6		E	I		I6	I		6					M	0	0	4, 1, 0		0	4
4	3	7	7	1.5	1/8	1/8	3/4	2	1	ii6		E	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
4	3	17/2	17/2	1.5	1/2	1/2	3/4	2	1	V7		E	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
5	4	10	10	1.5	1/8	1/8	3/4	2	1	vi\\		E	I		vi	vi						\\	m	0	0	3, 0, 4		3	3
5	4	23/2	23/2	0.5	1/2	1/2	3/4	2	1	I64		E	I		I64	I		64					M	0	0	1, 0, 4		0	1
5	4	12	12	1.0	5/8	5/8	3/4	2	1	IV		E	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
6	5	13	13	2.0	1/8	1/8	3/4	2	1	I6		E	I		I6	I		6					M	0	0	4, 1, 0		0	4
6	5	15	15	1.0	5/8	5/8	3/4	2	1	V65/IV		E	I		V65/IV	V		65		IV			Mm7	0	0	4, 1, -2, 0		0	4
7	6	16	16	1.0	1/8	1/8	3/4	2	1	IV[IV		E	I	IV	IV	IV							M	0	0	-1, 3, 0		-1	-1
7	6	17	17	0.5	3/8	3/8	3/4	2	1	#viio/ii		E	I	IV	#viio/ii	#vii	o			ii			o	0	0	7, 4, 1		7	7
7	6	35/2	35/2	0.5	1/2	1/2	3/4	2	1	ii]		E	I	IV	ii	ii							m	0	0	2, -1, 3		2	2
7	6	18	18	0.5	5/8	5/8	3/4	2	1	V65/V		E	I		V65/V	V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
8	7	37/2	37/2	2.5	0	0	3/4	2	1	V7\\		E	I		V7	V		7				\\	Mm7	0	0	1, 5, 2, -1		1	1
8	7	21	21	0.5	5/8	5/8	3/4	2	1	viio		E	I		viio	vii	o						o	0	0	5, 2, -1		5	5
9	8	43/2	43/2	0.5	0	0	3/4	2	1	I		E	I		I	I							M	0	0	0, 4, 1		0	0
9	8	22	22	0.5	1/8	1/8	3/4	2	1	vi		E	I		vi	vi							m	0	0	3, 0, 4		3	3
9	8	45/2	45/2	0.5	1/4	1/4	3/4	2	1	IV		E	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
9	8	23	23	0.5	3/8	3/8	3/4	2	1	ii		E	I		ii	ii							m	0	0	2, -1, 3		2	2
9	8	47/2	47/2	0.5	1/2	1/2	3/4	2	1	V(64)		E	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
9	8	24	24	0.5	5/8	5/8	3/4	2	1	V7		E	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
10	9	49/2	49/2	1.0	0	0	3/4	2	1	I(974)		E	I		I(974)	I			974				M	0	0	0, -1, 1	2, 5	0	0
10	9	51/2	51/2	0.5	1/4	1/4	3/4	2	1	I\\		E	I		I	I						\\	M	0	0	0, 4, 1		0	0
10	9	26	26	1.0	3/8	3/8	3/4	2	1	I		E	I		I	I							M	0	0	0, 4, 1		0	0
10	9	27	27	1.0	5/8	5/8	3/4	2	1	V43		E	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
11	10	28	28	3.0	1/8	1/8	3/4	2	1	I		E	I		I	I							M	0	0	0, 4, 1		0	0
12	11	31	31	3.0	1/8	1/8	3/4	2	1	V.I6		E	V		I6	I		6					M	0	0	4, 1, 0		0	4
13	12	34	34	0.5	1/8	1/8	3/4	2	1	ii7		E	V		ii7	ii		7					mm7	0	0	2, -1, 3, 0		2	2
13	12	69/2	69/2	2.5	1/4	1/4	3/4	2	1	V7		E	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
14	13	37	37	0.5	1/8	1/8	3/4	2	1	I		E	V		I	I							M	0	0	0, 4, 1		0	0
14	13	75/2	75/2	1.5	1/4	1/4	3/4	2	1	I6		E	V		I6	I		6					M	0	0	4, 1, 0		0	4
14	13	39	39	0.5	5/8	5/8	3/4	2	1	V65/IV		E	V		V65/IV	V		65		IV			Mm7	0	0	4, 1, -2, 0		0	4
15	14	79/2	79/2	1.3333333333333357	0	0	3/4	2	1	IV		E	V		IV	IV							M	0	0	-1, 3, 0		-1	-1
15	14	245/6	245/6	1.1666666666666643	1/3	1/3	3/4	2	1	ii		E	V		ii	ii							m	0	0	2, -1, 3		2	2
15	14	42	42	0.5	5/8	5/8	3/4	2	1	ii6		E	V		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
16	15	85/2	85/2	1.0	0	0	3/4	2	1	V[V7(4)		E	V	V	V7(4)	V		7	4				Mm7	0	0	1, 0, 2, -1		1	1
16	15	87/2	87/2	2.0	1/4	1/4	3/4	2	1	V7		E	V	V	V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
17	16	91/2	91/2	1.0	0	0	3/4	2	1	I(7)		E	V	V	I(7)	I			7				M	0	0	0, 4, 1	5	0	0
17	16	93/2	93/2	2.0	1/4	1/4	3/4	2	1	I		E	V	V	I	I							M	0	0	0, 4, 1		0	0
18	17	97/2	97/2	1.0	0	0	3/4	2	1	V		E	V	V	V	V							M	0	0	1, 5, 2		1	1
