mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	8.0	0	0	4/4	2	1	f.i		f	i		i		i							m	1	1	0, -3, 1		0	0
3	3	8	8	8.0	0	0	4/4	2	1	i6		f	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
5	5	16	16	2.0	0	0	4/4	2	1	#viio65(6)		f	i		#viio65(6)		#vii	o	65	6				o7	1	1	2, 1, -4, 5		5	2
5	5	18	18	6.0	1/2	1/2	4/4	2	1	#viio65		f	i		#viio65		#vii	o	65					o7	1	1	2, -1, -4, 5		5	2
7	7	24	24	2.0	0	0	4/4	2	1	#viio43(2)		f	i		#viio43(2)		#vii	o	43	2				o7	1	1	-1, -4, 0, 2		5	-1
7	7	26	26	6.0	1/2	1/2	4/4	2	1	#viio43		f	i		#viio43		#vii	o	43					o7	1	1	-1, -4, 5, 2		5	-1
9	9	32	32	4.0	0	0	4/4	2	1	i6		f	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
10	10	36	36	4.0	0	0	4/4	2	1	#viio43		f	i		#viio43		#vii	o	43					o7	1	1	-1, -4, 5, 2		5	-1
11	11	40	40	4.0	0	0	4/4	2	1	i6		f	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
12	12	44	44	4.0	0	0	4/4	2	1	#viio43		f	i		#viio43		#vii	o	43					o7	1	1	-1, -4, 5, 2		5	-1
13	13	48	48	0.25	0	0	4/4	2	1	i6\\		f	i		i6		i		6				\\	m	1	1	-3, 1, 0		0	-3
13	13	193/4	193/4	3.75	1/16	1/16	4/4	2	1	i6		f	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
14	14	52	52	1.0	0	0	4/4	2	1	iv6(2)		f	i		iv6(2)		iv		6	2				m	1	1	-4, 0, 1		-1	-4
14	14	53	53	1.0	1/4	1/4	4/4	2	1	iv6		f	i		iv6		iv		6					m	1	1	-4, 0, -1		-1	-4
14	14	54	54	2.0	1/2	1/2	4/4	2	1	iio6		f	i		iio6		ii	o	6					o	1	1	-1, -4, 2		2	-1
15	15	56	56	2.0	0	0	4/4	2	1	#viio6		f	i		#viio6		#vii	o	6					o	1	1	2, -1, 5		5	2
15	15	58	58	2.0	1/2	1/2	4/4	2	1	V65		f	i		V65		V		65					Mm7	1	1	5, 2, -1, 1		1	5
16	16	60	60	2.0	0	0	4/4	2	1	i		f	i		i		i							m	1	1	0, -3, 1		0	0
16	16	62	62	2.0	1/2	1/2	4/4	2	1	v6		f	i		v6		v		6					m	1	1	-2, 2, 1		1	-2
17	17	64	64	2.0	0	0	4/4	2	1	It6		f	i		It6	It	vii	o	6	b3	V			It	1	1	-4, 0, 6		6	-4
17	17	66	66	2.0	1/2	1/2	4/4	2	1	Ger6		f	i		Ger6	Ger	vii	o	65	b3	V			Ger	1	1	-4, 0, -3, 6		6	-4
18	18	68	68	1.5	0	0	4/4	2	1	V[V\\		f	i	V	V		V						\\	M	1	1	1, 5, 2		1	1
18	18	139/2	139/2	1.5	3/8	3/8	4/4	2	1	V		f	i	V	V		V							M	1	1	1, 5, 2		1	1
18	18	71	71	1.0	3/4	3/4	4/4	2	1	V7		f	i	V	V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
19	19	72	72	1.5	0	0	4/4	2	1	i		f	i	V	i		i							m	1	1	0, -3, 1		0	0
19	19	147/2	147/2	1.5	3/8	3/8	4/4	2	1	V		f	i	V	V		V							M	1	1	1, 5, 2		1	1
