mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	0	0	0.5	0	3/8	3/4	2	1	g.i		g	i		i		i							m	1	1	0, -3, 1		0	0
1	0	1/2	1/2	0.5	1/8	1/2	3/4	2	1	iio	#viio6	g	i		iio		ii	o						o	1	1	2, -1, -4		2	2
1	0	1	1	0.5	1/4	5/8	3/4	2	1	i6		g	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
2	1	3/2	3/2	1.0	0	0	3/4	2	1	i(#764)		g	i		i(#764)		i			#764				m	1	1	0, -1, -4	5	0	0
2	1	5/2	5/2	1.0	1/4	1/4	3/4	2	1	i		g	i		i		i							m	1	1	0, -3, 1		0	0
2	1	7/2	7/2	0.5	1/2	1/2	3/4	2	1	iio	#viio6	g	i		iio		ii	o						o	1	1	2, -1, -4		2	2
2	1	4	4	0.5	5/8	5/8	3/4	2	1	i6		g	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
3	2	9/2	9/2	1.0	0	0	3/4	2	1	i(9#764)		g	i		i(9#764)		i			9#764				m	1	1	0, -1, -4	2, 5	0	0
3	2	11/2	11/2	1.0	1/4	1/4	3/4	2	1	i		g	i		i		i							m	1	1	0, -3, 1		0	0
3	2	13/2	13/2	0.5	1/2	1/2	3/4	2	1	iio	#viio6	g	i		iio		ii	o						o	1	1	2, -1, -4		2	2
3	2	7	7	0.5	5/8	5/8	3/4	2	1	i6		g	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
4	3	15/2	15/2	1.0	0	0	3/4	2	1	#viio6		g	i		#viio6		#vii	o	6					o	1	1	2, -1, 5		5	2
4	3	17/2	17/2	1.0	1/4	1/4	3/4	2	1	V[V7		g	i	V	V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
4	3	19/2	19/2	1.0	1/2	1/2	3/4	2	1	i		g	i	V	i		i							m	1	1	0, -3, 1		0	0
5	4	21/2	21/2	2.0	0	0	3/4	2	1	V7		g	i	V	V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
5	4	25/2	25/2	1.0	1/2	1/2	3/4	2	1	i		g	i	V	i		i							m	1	1	0, -3, 1		0	0
6	5	27/2	27/2	2.0	0	0	3/4	2	1	V7		g	i	V	V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
6	5	31/2	31/2	1.0	1/2	1/2	3/4	2	1	i		g	i	V	i		i							m	1	1	0, -3, 1		0	0
7	6	33/2	33/2	2.5	0	0	3/4	2	1	V\\		g	i	V	V		V						\\	M	1	1	1, 5, 2		1	1
7	6	19	19	1.0	5/8	5/8	3/4	2	1	V]		g	i	V	V		V							M	1	1	1, 5, 2		1	1
8	7	20	20	1.0	1/8	1/8	3/4	2	1	iv		g	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
8	7	21	21	1.0	3/8	3/8	3/4	2	1	#viio6		g	i		#viio6		#vii	o	6					o	1	1	2, -1, 5		5	2
8	7	22	22	1.0	5/8	5/8	3/4	2	1	i6		g	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
9	8	23	23	1.0	1/8	1/8	3/4	2	1	iio6		g	i		iio6		ii	o	6					o	1	1	-1, -4, 2		2	-1
9	8	24	24	1.0	3/8	3/8	3/4	2	1	iv6		g	i		iv6		iv		6					m	1	1	-4, 0, -1		-1	-4
9	8	25	25	1.0	5/8	5/8	3/4	2	1	#viio6/iv		g	i		#viio6/iv		#vii	o	6		iv			o	1	1	1, -2, 4		4	1
10	9	26	26	1.0	1/8	1/8	3/4	2	1	#viio64/iv		g	i		#viio64/iv		#vii	o	64		iv			o	1	1	-2, 4, 1		4	-2
10	9	27	27	1.0	3/8	3/8	3/4	2	1	iv6		g	i		iv6		iv		6					m	1	1	-4, 0, -1		-1	-4
10	9	28	28	1.0	5/8	5/8	3/4	2	1	iv		g	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
11	10	29	29	1.0	1/8	1/8	3/4	2	1	V		g	i		V		V							M	1	1	1, 5, 2		1	1
11	10	30	30	1.0	3/8	3/8	3/4	2	1	i6		g	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
11	10	31	31	1.0	5/8	5/8	3/4	2	1	i		g	i		i		i							m	1	1	0, -3, 1		0	0
12	11	32	32	1.0	1/8	1/8	3/4	2	1	iio6		g	i		iio6		ii	o	6					o	1	1	-1, -4, 2		2	-1
12	11	33	33	1.0	3/8	3/8	3/4	2	1	iio		g	i		iio		ii	o						o	1	1	2, -1, -4		2	2
12	11	34	34	0.5	5/8	5/8	3/4	2	1	V		g	i		V		V							M	1	1	1, 5, 2		1	1
13	12	69/2	69/2	1.5	0	0	3/4	2	1	i\\		g	i		i		i						\\	m	1	1	0, -3, 1		0	0
13	12	36	36	0.5	3/8	3/8	3/4	2	1	i		g	i		i		i							m	1	1	0, -3, 1		0	0
13	12	73/2	73/2	0.5	1/2	1/2	3/4	2	1	iio	#viio6	g	i		iio		ii	o						o	1	1	2, -1, -4		2	2
13	12	37	37	0.5	5/8	5/8	3/4	2	1	i6		g	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
14	13	75/2	75/2	1.0	0	0	3/4	2	1	i(#764)		g	i		i(#764)		i			#764				m	1	1	0, -1, -4	5	0	0
14	13	77/2	77/2	0.5	1/4	1/4	3/4	2	1	i		g	i		i		i							m	1	1	0, -3, 1		0	0
14	13	39	39	0.5	3/8	3/8	3/4	2	1	i6		g	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
14	13	79/2	79/2	0.5	1/2	1/2	3/4	2	1	#viio6		g	i		#viio6		#vii	o	6					o	1	1	2, -1, 5		5	2
14	13	40	40	0.5	5/8	5/8	3/4	2	1	i		g	i		i		i							m	1	1	0, -3, 1		0	0
15	14	81/2	81/2	1.0	0	0	3/4	2	1	V65		g	i		V65		V		65					Mm7	1	1	5, 2, -1, 1		1	5
15	14	83/2	83/2	0.5	1/4	1/4	3/4	2	1	i\\		g	i		i		i						\\	m	1	1	0, -3, 1		0	0
15	14	42	42	0.5	3/8	3/8	3/4	2	1	i		g	i		i		i							m	1	1	0, -3, 1		0	0
15	14	85/2	85/2	0.5	1/2	1/2	3/4	2	1	VI.ii6		g	VI		ii6		ii		6					m	1	0	-1, 3, 2		2	-1
15	14	43	43	0.5	5/8	5/8	3/4	2	1	vii%7/V		g	VI		vii%7/V		vii	%	7		V			%7	1	0	6, 3, 0, 4		6	6
16	15	87/2	87/2	1.0	0	0	3/4	2	1	V		g	VI		V		V							M	1	0	1, 5, 2		1	1
16	15	89/2	89/2	0.5	1/4	1/4	3/4	2	1	I		g	VI		I		I							M	1	0	0, 4, 1		0	0
