mc	mn	onset	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
16	16	1/4	IV		Eb	I	I	IV	IV						M	0	0	-1, 3, 0		-1	-1
16	16	1/2	I		Eb	I	I	I	I						M	0	0	0, 4, 1		0	0
16	16	3/4	V43		Eb	I	I	V43	V		43				Mm7	0	0	2, -1, 1, 5		1	2
17	17	0	I]		Eb	I	I	I	I						M	0	0	0, 4, 1		0	0
17	17	1/4	V6		Eb	I		V6	V		6				M	0	0	5, 2, 1		1	5
17	17	1/2	vi		Eb	I		vi	vi						m	0	0	3, 0, 4		3	3
17	17	3/4	V7/V		Eb	I		V7/V	V		7		V		Mm7	0	0	2, 6, 3, 0		2	2
18	18	0	V[V\\		Eb	I	V	V	V					\\	M	0	0	1, 5, 2		1	1
18	18	1/2	V2/ii		Eb	I	V	V2/ii	V		2		ii		Mm7	0	0	1, 3, 7, 4		3	1
19	19	0	ii	V7	Eb	I	V	ii	ii						m	0	0	2, -1, 3		2	2
19	19	1/4	V7		Eb	I	V	V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
19	19	1/2	I6		Eb	I	V	I6	I		6				M	0	0	4, 1, 0		0	4
19	19	3/4	vii%43/V		Eb	I	V	vii%43/V	vii	%	43		V		%7	0	0	12, 4, 6, 5		6	12
20	20	0	V		Eb	I	V	V	V						M	0	0	1, 5, 2		1	1
20	20	3/8	V7		Eb	I	V	V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
20	20	1/2	I6		Eb	I	V	I6	I		6				M	0	0	4, 1, 0		0	4
20	20	3/4	vii%43/V		Eb	I	V	vii%43/V	vii	%	43		V		%7	0	0	12, 4, 6, 5		6	12
21	21	0	V		Eb	I	V	V	V						M	0	0	1, 5, 2		1	1
21	21	3/8	V7		Eb	I	V	V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
21	21	1/2	I6		Eb	I	V	I6	I		6				M	0	0	4, 1, 0		0	4
21	21	3/4	vii%43/V		Eb	I	V	vii%43/V	vii	%	43		V		%7	0	0	12, 4, 6, 5		6	12
22	22	0	V]\\		Eb	I	V	V	V					\\	M	0	0	1, 5, 2		1	1
22	22	3/8	vii%65		Eb	I		vii%65	vii	%	65				%7	0	0	4, 11, 3, 5		5	4
23	23	0	I		Eb	I		I	I						M	0	0	0, 4, 1		0	0
25	25	1/8	V.viio6		Eb	V		viio6	vii	o	6				o	0	0	2, -1, 5		5	2
26	26	1/8	I6		Eb	V		I6	I		6				M	0	0	4, 1, 0		0	4
27	27	0	IV		Eb	V		IV	IV						M	0	0	-1, 3, 0		-1	-1
27	27	1/2	ii		Eb	V		ii	ii						m	0	0	2, -1, 3		2	2
28	28	0	viio		Eb	V		viio	vii	o					o	0	0	5, 2, -1		5	5
28	28	1/2	viio6		Eb	V		viio6	vii	o	6				o	0	0	2, -1, 5		5	2
29	29	0	I6		Eb	V		I6	I		6				M	0	0	4, 1, 0		0	4
29	29	1/2	I		Eb	V		I	I						M	0	0	0, 4, 1		0	0
30	30	0	vi		Eb	V		vi	vi						m	0	0	3, 0, 4		3	3
30	30	1/2	vi6		Eb	V		vi6	vi		6				m	0	0	0, 4, 3		3	0
31	31	0	ii		Eb	V		ii	ii						m	0	0	2, -1, 3		2	2
31	31	1/2	viio		Eb	V		viio	vii	o					o	0	0	5, 2, -1		5	5
32	32	0	V		Eb	V		V	V						M	0	0	1, 5, 2		1	1
32	32	1/2	V6		Eb	V		V6	V		6				M	0	0	5, 2, 1		1	5
33	33	0	I		Eb	V		I	I						M	0	0	0, 4, 1		0	0
33	33	1/2	vi		Eb	V		vi	vi						m	0	0	3, 0, 4		3	3
34	34	0	IV		Eb	V		IV	IV						M	0	0	-1, 3, 0		-1	-1
34	34	1/4	V65/V		Eb	V		V65/V	V		65		V		Mm7	0	0	6, 3, 0, 2		2	6
34	34	1/2	V		Eb	V		V	V						M	0	0	1, 5, 2		1	1
34	34	3/4	V65/vi		Eb	V		V65/vi	V		65		vi		Mm7	0	0	8, 5, 2, 4		4	8
35	35	0	vi		Eb	V		vi	vi						m	0	0	3, 0, 4		3	3
35	35	1/2	viio6/V		Eb	V		viio6/V	vii	o	6		V		o	0	0	3, 0, 6		6	3
36	36	0	V		Eb	V		V	V						M	0	0	1, 5, 2		1	1
36	36	1/4	V2		Eb	V		V2	V		2				Mm7	0	0	-1, 1, 5, 2		1	-1
36	36	3/8	I6		Eb	V		I6	I		6				M	0	0	4, 1, 0		0	4
36	36	1/2	V64		Eb	V		V64	V		64				M	0	0	2, 1, 5		1	2
36	36	5/8	I		Eb	V		I	I						M	0	0	0, 4, 1		0	0
36	36	3/4	V65		Eb	V		V65	V		65				Mm7	0	0	5, 2, -1, 1		1	5
36	36	7/8	viio6(+2)/V		Eb	V		viio6(+2)/V	vii	o	6	+2	V		o	0	0	3, 0, 6	1	6	3
37	37	0	V[V		Eb	V	V	V	V						M	0	0	1, 5, 2		1	1
37	37	3/8	vi7		Eb	V	V	vi7	vi		7				mm7	0	0	3, 0, 4, 1		3	3
37	37	1/2	V		Eb	V	V	V	V						M	0	0	1, 5, 2		1	1
37	37	5/8	I		Eb	V	V	I	I						M	0	0	0, 4, 1		0	0
37	37	3/4	V7		Eb	V	V	V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
37	37	7/8	V		Eb	V	V	V	V						M	0	0	1, 5, 2		1	1
38	38	0	I		Eb	V	V	I	I						M	0	0	0, 4, 1		0	0
38	38	3/8	I6		Eb	V	V	I6	I		6				M	0	0	4, 1, 0		0	4
38	38	1/2	I6(#4#2)	#viio/iii	Eb	V	V	I6(#4#2)	I		6	#4#2			M	0	0	9, 6, 0		0	9
38	38	7/8	I6		Eb	V	V	I6	I		6				M	0	0	4, 1, 0		0	4
39	39	0	V7		Eb	V	V	V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
39	39	3/8	V+		Eb	V	V	V+	V	+					+	0	0	1, 5, 9		1	1
39	39	1/2	I		Eb	V	V	I	I						M	0	0	0, 4, 1		0	0
39	39	7/8	viio6/V		Eb	V	V	viio6/V	vii	o	6		V		o	0	0	3, 0, 6		6	3
40	40	0	V]		Eb	V	V	V	V						M	0	0	1, 5, 2		1	1
40	40	1/4	V2		Eb	V		V2	V		2				Mm7	0	0	-1, 1, 5, 2		1	-1
40	40	3/8	I6		Eb	V		I6	I		6				M	0	0	4, 1, 0		0	4
40	40	1/2	V64		Eb	V		V64	V		64				M	0	0	2, 1, 5		1	2
40	40	5/8	I		Eb	V		I	I						M	0	0	0, 4, 1		0	0
40	40	3/4	V65		Eb	V		V65	V		65				Mm7	0	0	5, 2, -1, 1		1	5
40	40	7/8	viio6(+2)/V		Eb	V		viio6(+2)/V	vii	o	6	+2	V		o	0	0	3, 0, 6	1	6	3
41	41	0	V[V		Eb	V	V	V	V						M	0	0	1, 5, 2		1	1
41	41	3/8	vi7		Eb	V	V	vi7	vi		7				mm7	0	0	3, 0, 4, 1		3	3
41	41	1/2	V		Eb	V	V	V	V						M	0	0	1, 5, 2		1	1
41	41	5/8	I		Eb	V	V	I	I						M	0	0	0, 4, 1		0	0
41	41	3/4	V7		Eb	V	V	V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
41	41	7/8	V]		Eb	V	V	V	V						M	0	0	1, 5, 2		1	1
42	42	0	I[I		Eb	V	I	I	I						M	0	0	0, 4, 1		0	0
42	42	3/8	ii	viio6	Eb	V	I	ii	ii						m	0	0	2, -1, 3		2	2
42	42	1/2	I		Eb	V	I	I	I						M	0	0	0, 4, 1		0	0
42	42	5/8	IV		Eb	V	I	IV	IV						M	0	0	-1, 3, 0		-1	-1
42	42	3/4	V7/IV		Eb	V	I	V7/IV	V		7		IV		Mm7	0	0	0, 4, 1, -2		0	0
42	42	7/8	V/IV		Eb	V	I	V/IV	V				IV		M	0	0	0, 4, 1		0	0
43	43	0	IV		Eb	V	I	IV	IV						M	0	0	-1, 3, 0		-1	-1
43	43	3/8	IV6		Eb	V	I	IV6	IV		6				M	0	0	3, 0, -1		-1	3
43	43	1/2	V		Eb	V	I	V	V						M	0	0	1, 5, 2		1	1
43	43	5/8	IV		Eb	V	I	IV	IV						M	0	0	-1, 3, 0		-1	-1
43	43	3/4	I6		Eb	V	I	I6	I		6				M	0	0	4, 1, 0		0	4
43	43	7/8	IV		Eb	V	I	IV	IV						M	0	0	-1, 3, 0		-1	-1
44	44	0	I]		Eb	V	I	I	I						M	0	0	0, 4, 1		0	0
44	44	3/8	ii7	viio6(2)	Eb	V		ii7	ii		7				mm7	0	0	2, -1, 3, 0		2	2
44	44	1/2	I6		Eb	V		I6	I		6				M	0	0	4, 1, 0		0	4
44	44	5/8	IV		Eb	V		IV	IV						M	0	0	-1, 3, 0		-1	-1
44	44	3/4	V43/IV		Eb	V		V43/IV	V		43		IV		Mm7	0	0	1, -2, 0, 4		0	1
44	44	7/8	V6/IV		Eb	V		V6/IV	V		6		IV		M	0	0	4, 1, 0		0	4
45	45	0	IV		Eb	V		IV	IV						M	0	0	-1, 3, 0		-1	-1
45	45	3/8	IV6		Eb	V		IV6	IV		6				M	0	0	3, 0, -1		-1	3
45	45	1/2	V43/IV		Eb	V		V43/IV	V		43		IV		Mm7	0	0	1, -2, 0, 4		0	1
45	45	5/8	IV		Eb	V		IV	IV						M	0	0	-1, 3, 0		-1	-1
45	45	3/4	I6		Eb	V		I6	I		6				M	0	0	4, 1, 0		0	4
45	45	7/8	IV		Eb	V		IV	IV						M	0	0	-1, 3, 0		-1	-1
46	46	0	I6		Eb	V		I6	I		6				M	0	0	4, 1, 0		0	4
46	46	1/2	vi		Eb	V		vi	vi						m	0	0	3, 0, 4		3	3
46	46	7/8	viio6/V		Eb	V		viio6/V	vii	o	6		V		o	0	0	3, 0, 6		6	3
47	47	0	V		Eb	V		V	V						M	0	0	1, 5, 2		1	1
47	47	1/4	V7/V		Eb	V		V7/V	V		7		V		Mm7	0	0	2, 6, 3, 0		2	2
47	47	1/2	V		Eb	V		V	V						M	0	0	1, 5, 2		1	1
47	47	3/4	V7/V		Eb	V		V7/V	V		7		V		Mm7	0	0	2, 6, 3, 0		2	2
48	48	0	V\\		Eb	V		V	V					\\	M	0	0	1, 5, 2		1	1
48	48	3/8	ii		Eb	V		ii	ii						m	0	0	2, -1, 3		2	2
49	49	0	I		Eb	V		I	I						M	0	0	0, 4, 1		0	0
51	51	1/8	IV		Eb	V		IV	IV						M	0	0	-1, 3, 0		-1	-1
52	52	1/8	ii		Eb	V		ii	ii						m	0	0	2, -1, 3		2	2
53	53	1/8	viio		Eb	V		viio	vii	o					o	0	0	5, 2, -1		5	5
54	54	1/8	V6		Eb	V		V6	V		6				M	0	0	5, 2, 1		1	5
54	54	1/2	V		Eb	V		V	V						M	0	0	1, 5, 2		1	1
55	55	0	I		Eb	V		I	I						M	0	0	0, 4, 1		0	0
55	55	1/4	I6		Eb	V		I6	I		6				M	0	0	4, 1, 0		0	4
55	55	1/2	IV		Eb	V		IV	IV						M	0	0	-1, 3, 0		-1	-1
55	55	3/4	IV6		Eb	V		IV6	IV		6				M	0	0	3, 0, -1		-1	3
56	56	0	V		Eb	V		V	V						M	0	0	1, 5, 2		1	1
56	56	1/4	V6		Eb	V		V6	V		6				M	0	0	5, 2, 1		1	5
56	56	1/2	I		Eb	V		I	I						M	0	0	0, 4, 1		0	0
56	56	3/4	I6		Eb	V		I6	I		6				M	0	0	4, 1, 0		0	4
57	57	0	ii		Eb	V		ii	ii						m	0	0	2, -1, 3		2	2
57	57	1/4	V+6		Eb	V		V+6	V	+	6				+	0	0	5, 9, 1		1	5
57	57	1/2	I		Eb	V		I	I						M	0	0	0, 4, 1		0	0
57	57	3/4	#viio/vi		Eb	V		#viio/vi	#vii	o			vi		o	0	0	8, 5, 2		8	8
58	58	0	vi		Eb	V		vi	vi						m	0	0	3, 0, 4		3	3
58	58	1/4	V+6/IV		Eb	V		V+6/IV	V	+	6		IV		+	0	0	4, 8, 0		0	4
58	58	1/2	IV		Eb	V		IV	IV						M	0	0	-1, 3, 0		-1	-1
58	58	3/4	viio7/V		Eb	V		viio7/V	vii	o	7		V		o7	0	0	6, 3, 0, -3		6	6
59	59	0	V(64)		Eb	V		V(64)	V			64			M	0	0	1, 0, 4		1	1
62	62	0	V(4)		Eb	V		V(4)	V			4			M	0	0	1, 0, 2		1	1
62	62	1/2	V		Eb	V		V	V						M	0	0	1, 5, 2		1	1
63	63	0	I[I		Eb	V	I	I	I						M	0	0	0, 4, 1		0	0
64	64	0	V2		Eb	V	I	V2	V		2				Mm7	0	0	-1, 1, 5, 2		1	-1
65	65	0	I		Eb	V	I	I	I						M	0	0	0, 4, 1		0	0
66	66	0	V2		Eb	V	I	V2	V		2				Mm7	0	0	-1, 1, 5, 2		1	-1
67	67	0	I		Eb	V	I	I	I						M	0	0	0, 4, 1		0	0
67	67	1/2	V2		Eb	V	I	V2	V		2				Mm7	0	0	-1, 1, 5, 2		1	-1
68	68	0	I		Eb	V	I	I	I						M	0	0	0, 4, 1		0	0
68	68	1/2	V2		Eb	V	I	V2	V		2				Mm7	0	0	-1, 1, 5, 2		1	-1
69	69	0	I\\		Eb	V	I	I	I					\\	M	0	0	0, 4, 1		0	0
69	69	1/4	I]		Eb	V	I	I	I						M	0	0	0, 4, 1		0	0
69	69	1/2	V		Eb	V		V	V						M	0	0	1, 5, 2		1	1
69	69	3/4	ii		Eb	V		ii	ii						m	0	0	2, -1, 3		2	2
70	70	0	vi		Eb	V		vi	vi						m	0	0	3, 0, 4		3	3
70	70	1/4	IV		Eb	V		IV	IV						M	0	0	-1, 3, 0		-1	-1
70	70	1/2	I		Eb	V		I	I						M	0	0	0, 4, 1		0	0
70	70	3/4	V7		Eb	V		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
71	71	0	I[I\\		Eb	V	I	I	I					\\	M	0	0	0, 4, 1		0	0
71	71	1/4	IV		Eb	V	I	IV	IV						M	0	0	-1, 3, 0		-1	-1
71	71	1/2	I		Eb	V	I	I	I						M	0	0	0, 4, 1		0	0
71	71	3/4	V43		Eb	V	I	V43	V		43				Mm7	0	0	2, -1, 1, 5		1	2
72	72	0	I		Eb	V	I	I	I						M	0	0	0, 4, 1		0	0
72	72	1/4	IV		Eb	V	I	IV	IV						M	0	0	-1, 3, 0		-1	-1
72	72	1/2	I		Eb	V	I	I	I						M	0	0	0, 4, 1		0	0
72	72	3/4	V43		Eb	V	I	V43	V		43				Mm7	0	0	2, -1, 1, 5		1	2
73	73	0	I		Eb	V	I	I	I						M	0	0	0, 4, 1		0	0
73	73	1/4	V43		Eb	V	I	V43	V		43				Mm7	0	0	2, -1, 1, 5		1	2
73	73	1/2	I		Eb	V	I	I	I						M	0	0	0, 4, 1		0	0
73	73	3/4	V43		Eb	V	I	V43	V		43				Mm7	0	0	2, -1, 1, 5		1	2
74	74	0	I]		Eb	V	I	I	I						M	0	0	0, 4, 1		0	0
74	74	1/4	V		Eb	V		V	V						M	0	0	1, 5, 2		1	1
74	74	1/2	I		Eb	V		I	I						M	0	0	0, 4, 1		0	0
74	74	3/4	V		Eb	V		V	V						M	0	0	1, 5, 2		1	1
75	75	0	I\\		Eb	V		I	I					\\	M	0	0	0, 4, 1		0	0
76	76	0	I[I		Eb	V	I	I	I						M	0	0	0, 4, 1		0	0
78	78	1/8	IV		Eb	V	I	IV	IV						M	0	0	-1, 3, 0		-1	-1
79	79	1/8	I]		Eb	V	I	I	I						M	0	0	0, 4, 1		0	0
80	80	1/8	vi.#viio65		Eb	vi		#viio65	#vii	o	65				o7	0	1	2, -1, -4, 5		5	2
80	80	1/2	#viio6		Eb	vi		#viio6	#vii	o	6				o	0	1	2, -1, 5		5	2
81	81	1/8	i6		Eb	vi		i6	i		6				m	0	1	-3, 1, 0		0	-3
81	81	1/2	i		Eb	vi		i	i						m	0	1	0, -3, 1		0	0
82	82	1/8	ii%65		Eb	vi		ii%65	ii	%	65				%7	0	1	1, 8, 0, 2		2	1
82	82	1/2	iio6		Eb	vi		iio6	ii	o	6				o	0	1	-1, -4, 2		2	-1
83	83	1/8	#viio65/iv		Eb	vi		#viio65/iv	#vii	o	65		iv		o7	0	1	1, -2, -5, 4		4	1
83	83	1/2	#viio6/iv		Eb	vi		#viio6/iv	#vii	o	6		iv		o	0	1	1, -2, 4		4	1
84	84	1/8	iv6		Eb	vi		iv6	iv		6				m	0	1	-4, 0, -1		-1	-4
85	85	0	V[i6		Eb	vi	V	i6	i		6				m	0	1	-3, 1, 0		0	-3
85	85	1/4	V7		Eb	vi	V	V7	V		7				Mm7	0	1	1, 5, 2, -1		1	1
85	85	1/2	i		Eb	vi	V	i	i						m	0	1	0, -3, 1		0	0
85	85	3/4	V7]		Eb	vi	V	V7	V		7				Mm7	0	1	1, 5, 2, -1		1	1
86	86	0	i\\		Eb	vi		i	i					\\	m	0	1	0, -3, 1		0	0
86	86	1/4	i		Eb	vi		i	i						m	0	1	0, -3, 1		0	0
87	87	0	V		Eb	vi		V	V						M	0	1	1, 5, 2		1	1
87	87	1/4	V(64)		Eb	vi		V(64)	V			64			M	0	1	1, 0, -3		1	1
87	87	3/4	V7		Eb	vi		V7	V		7				Mm7	0	1	1, 5, 2, -1		1	1
88	88	0	i\\		Eb	vi		i	i					\\	m	0	1	0, -3, 1		0	0
88	88	1/4	i		Eb	vi		i	i						m	0	1	0, -3, 1		0	0
88	88	3/4	iii.#viio		Eb	iii		#viio	#vii	o					o	0	1	5, 2, -1		5	5
89	89	1/4	VII.V(64)		Eb	VII		V(64)	V			64			M	0	0	1, 0, 4		1	1
89	89	3/4	V7		Eb	VII		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
90	90	0	I\\		Eb	VII		I	I					\\	M	0	0	0, 4, 1		0	0
90	90	1/4	iii.V		Eb	iii		V	V						M	0	1	1, 5, 2		1	1
91	91	0	i		Eb	iii		i	i						m	0	1	0, -3, 1		0	0
91	91	1/4	V(64)		Eb	iii		V(64)	V			64			M	0	1	1, 0, -3		1	1
91	91	3/4	V7		Eb	iii		V7	V		7				Mm7	0	1	1, 5, 2, -1		1	1
92	92	0	i\\		Eb	iii		i	i					\\	m	0	1	0, -3, 1		0	0
92	92	1/4	I.V(64)		Eb	I		V(64)	V			64			M	0	0	1, 0, 4		1	1
92	92	3/4	V7		Eb	I		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
93	93	0	I\\		Eb	I		I	I					\\	M	0	0	0, 4, 1		0	0
93	93	1/4	vi.V(64)		Eb	vi		V(64)	V			64			M	0	1	1, 0, -3		1	1
93	93	3/4	V7		Eb	vi		V7	V		7				Mm7	0	1	1, 5, 2, -1		1	1
94	94	0	i		Eb	vi		i	i						m	0	1	0, -3, 1		0	0
94	94	7/8	iii.V65/V		Eb	iii		V65/V	V		65		V		Mm7	0	1	6, 3, 0, 2		2	6
95	95	0	V		Eb	iii		V	V						M	0	1	1, 5, 2		1	1
95	95	1/4	V2		Eb	iii		V2	V		2				Mm7	0	1	-1, 1, 5, 2		1	-1
95	95	3/8	i6		Eb	iii		i6	i		6				m	0	1	-3, 1, 0		0	-3
95	95	1/2	V64		Eb	iii		V64	V		64				M	0	1	2, 1, 5		1	2
95	95	5/8	i		Eb	iii		i	i						m	0	1	0, -3, 1		0	0
95	95	3/4	V65		Eb	iii		V65	V		65				Mm7	0	1	5, 2, -1, 1		1	5
95	95	7/8	viio6(+2)		Eb	iii		viio6(+2)	vii	o	6	+2			o	0	1	-5, -8, -2	0	-2	-5
96	96	0	V[V		Eb	iii	V	V	V						M	0	1	1, 5, 2		1	1
96	96	3/8	#vi%7		Eb	iii	V	#vi%7	#vi	%	7				%7	0	1	3, 2, 9, 1		3	3
96	96	1/2	V6		Eb	iii	V	V6	V		6				M	0	1	5, 2, 1		1	5
96	96	5/8	i		Eb	iii	V	i	i						m	0	1	0, -3, 1		0	0
96	96	3/4	V7		Eb	iii	V	V7	V		7				Mm7	0	1	1, 5, 2, -1		1	1
96	96	7/8	V		Eb	iii	V	V	V						M	0	1	1, 5, 2		1	1
97	97	0	i		Eb	iii	V	i	i						m	0	1	0, -3, 1		0	0
97	97	3/8	i6		Eb	iii	V	i6	i		6				m	0	1	-3, 1, 0		0	-3
97	97	1/2	i6(#42)		Eb	iii	V	i6(#42)	i		6	#42			m	0	1	-3, 6, 2		0	-3
97	97	7/8	i6		Eb	iii	V	i6	i		6				m	0	1	-3, 1, 0		0	-3
98	98	0	V7		Eb	iii	V	V7	V		7				Mm7	0	1	1, 5, 2, -1		1	1
98	98	3/8	V		Eb	iii	V	V	V						M	0	1	1, 5, 2		1	1
98	98	1/2	i		Eb	iii	V	i	i						m	0	1	0, -3, 1		0	0
98	98	7/8	viio6/V		Eb	iii	V	viio6/V	vii	o	6		V		o	0	1	3, 0, 6		6	3
99	99	0	V]		Eb	iii	V	V	V						M	0	1	1, 5, 2		1	1
99	99	1/4	V2		Eb	iii		V2	V		2				Mm7	0	1	-1, 1, 5, 2		1	-1
99	99	3/8	i6		Eb	iii		i6	i		6				m	0	1	-3, 1, 0		0	-3
99	99	1/2	V64		Eb	iii		V64	V		64				M	0	1	2, 1, 5		1	2
99	99	5/8	i		Eb	iii		i	i						m	0	1	0, -3, 1		0	0
99	99	3/4	V65		Eb	iii		V65	V		65				Mm7	0	1	5, 2, -1, 1		1	5
99	99	7/8	viio6(+2)		Eb	iii		viio6(+2)	vii	o	6	+2			o	0	1	-5, -8, -2	0	-2	-5
100	100	0	V[V		Eb	iii	V	V	V						M	0	1	1, 5, 2		1	1
100	100	3/8	#vi%7		Eb	iii	V	#vi%7	#vi	%	7				%7	0	1	3, 2, 9, 1		3	3
100	100	1/2	V6		Eb	iii	V	V6	V		6				M	0	1	5, 2, 1		1	5
100	100	5/8	i		Eb	iii	V	i	i						m	0	1	0, -3, 1		0	0
100	100	3/4	V7		Eb	iii	V	V7	V		7				Mm7	0	1	1, 5, 2, -1		1	1
100	100	7/8	V]		Eb	iii	V	V	V						M	0	1	1, 5, 2		1	1
101	101	0	i[i		Eb	iii	i	i	i						m	0	1	0, -3, 1		0	0
101	101	1/4	I		Eb	iii	i	I	I						M	0	1	0, 4, 1		0	0
101	101	3/8	iio	#viio6	Eb	iii	i	iio	ii	o					o	0	1	2, -1, -4		2	2
101	101	1/2	I		Eb	iii	i	I	I						M	0	1	0, 4, 1		0	0
101	101	5/8	iv		Eb	iii	i	iv	iv						m	0	1	-1, -4, 0		-1	-1
101	101	3/4	V7/iv		Eb	iii	i	V7/iv	V		7		iv		Mm7	0	1	0, 4, 1, -2		0	0
101	101	7/8	V7/iv		Eb	iii	i	V7/iv	V		7		iv		Mm7	0	1	0, 4, 1, -2		0	0
102	102	0	iv		Eb	iii	i	iv	iv						m	0	1	-1, -4, 0		-1	-1
102	102	1/4	iv6		Eb	iii	i	iv6	iv		6				m	0	1	-4, 0, -1		-1	-4
102	102	3/8	iio6	#viio64	Eb	iii	i	iio6	ii	o	6				o	0	1	-1, -4, 2		2	-1
102	102	1/2	#viio6		Eb	iii	i	#viio6	#vii	o	6				o	0	1	2, -1, 5		5	2
102	102	5/8	i		Eb	iii	i	i	i						m	0	1	0, -3, 1		0	0
102	102	3/4	iio6	#viio64	Eb	iii	i	iio6	ii	o	6				o	0	1	-1, -4, 2		2	-1
102	102	7/8	#viio6		Eb	iii	i	#viio6	#vii	o	6				o	0	1	2, -1, 5		5	2
103	103	0	i]\\		Eb	iii	i	i	i					\\	m	0	1	0, -3, 1		0	0
103	103	3/4	i6		Eb	iii		i6	i		6				m	0	1	-3, 1, 0		0	-3
104	104	0	iv		Eb	iii		iv	iv						m	0	1	-1, -4, 0		-1	-1
104	104	1/2	iio		Eb	iii		iio	ii	o					o	0	1	2, -1, -4		2	2
105	105	0	#viio7		Eb	iii		#viio7	#vii	o	7				o7	0	1	5, 2, -1, -4		5	5
106	106	0	i		Eb	iii		i	i						m	0	1	0, -3, 1		0	0
106	106	1/2	VI		Eb	iii		VI	VI						M	0	1	-4, 0, -3		-4	-4
107	107	0	iv		Eb	iii		iv	iv						m	0	1	-1, -4, 0		-1	-1
107	107	1/2	iio		Eb	iii		iio	ii	o					o	0	1	2, -1, -4		2	2
108	108	0	#viio7		Eb	iii		#viio7	#vii	o	7				o7	0	1	5, 2, -1, -4		5	5
110	110	0	i		Eb	iii		i	i						m	0	1	0, -3, 1		0	0
110	110	1/8	#viio6		Eb	iii		#viio6	#vii	o	6				o	0	1	2, -1, 5		5	2
110	110	1/4	i6		Eb	iii		i6	i		6				m	0	1	-3, 1, 0		0	-3
