mc	mn	onset	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
39	38	0	ii	V7	D	V	V	ii	ii						m	0	0	2, -1, 3		2.0	2.0
39	38	1/4	V7		D	V	V	V7	V		7				Mm7	0	0	1, 5, 2, -1		1.0	1.0
39	38	3/8	I		D	V	V	I	I						M	0	0	0, 4, 1		0.0	0.0
39	38	5/8	I6		D	V	V	I6	I		6				M	0	0	4, 1, 0		0.0	4.0
40	39	0	V		D	V	V	V	V						M	0	0	1, 5, 2		1.0	1.0
40	39	1/4	V7		D	V	V	V7	V		7				Mm7	0	0	1, 5, 2, -1		1.0	1.0
40	39	3/8	I6		D	V	V	I6	I		6				M	0	0	4, 1, 0		0.0	4.0
40	39	5/8	#viio/ii		D	V	V	#viio/ii	#vii	o			ii		o	0	0	7, 4, 1		7.0	7.0
41	40	0	ii	V7	D	V	V	ii	ii						m	0	0	2, -1, 3		2.0	2.0
41	40	1/4	V7		D	V	V	V7	V		7				Mm7	0	0	1, 5, 2, -1		1.0	1.0
41	40	3/8	I		D	V	V	I	I						M	0	0	0, 4, 1		0.0	0.0
41	40	5/8	I6		D	V	V	I6	I		6				M	0	0	4, 1, 0		0.0	4.0
42	41	0	V]\\		D	V	V	V	V					\\	M	0	0	1, 5, 2		1.0	1.0
45	44	5/8	V		D	V		V	V						M	0	0	1, 5, 2		1.0	1.0
46	45	0	I6		D	V		I6	I		6				M	0	0	4, 1, 0		0.0	4.0
46	45	1/4	V7		D	V		V7	V		7				Mm7	0	0	1, 5, 2, -1		1.0	1.0
46	45	3/8	V(64)		D	V		V(64)	V			64			M	0	0	1, 0, 4		1.0	1.0
46	45	5/8	V7		D	V		V7	V		7				Mm7	0	0	1, 5, 2, -1		1.0	1.0
47	46	0	I6		D	V		I6	I		6				M	0	0	4, 1, 0		0.0	4.0
47	46	1/4	viio6		D	V		viio6	vii	o	6				o	0	0	2, -1, 5		5.0	2.0
47	46	3/8	I		D	V		I	I						M	0	0	0, 4, 1		0.0	0.0
47	46	5/8	V		D	V		V	V						M	0	0	1, 5, 2		1.0	1.0
48	47	0	I6		D	V		I6	I		6				M	0	0	4, 1, 0		0.0	4.0
48	47	1/4	V		D	V		V	V						M	0	0	1, 5, 2		1.0	1.0
48	47	3/8	I6		D	V		I6	I		6				M	0	0	4, 1, 0		0.0	4.0
48	47	5/8	V		D	V		V	V						M	0	0	1, 5, 2		1.0	1.0
49	48	0	I6		D	V		I6	I		6				M	0	0	4, 1, 0		0.0	4.0
50	49	0	V		D	V		V	V						M	0	0	1, 5, 2		1.0	1.0
50	49	1/4	I		D	V		I	I						M	0	0	0, 4, 1		0.0	0.0
50	49	3/8	V		D	V		V	V						M	0	0	1, 5, 2		1.0	1.0
50	49	5/8	I		D	V		I	I						M	0	0	0, 4, 1		0.0	0.0
51	50	0	V7		D	V		V7	V		7				Mm7	0	0	1, 5, 2, -1		1.0	1.0
52	51	0	V7/IV		D	V		V7/IV	V		7		IV		Mm7	0	0	0, 4, 1, -2		0.0	0.0
52	51	1/4	IV		D	V		IV	IV						M	0	0	-1, 3, 0		-1.0	-1.0
52	51	3/8	V7/IV		D	V		V7/IV	V		7		IV		Mm7	0	0	0, 4, 1, -2		0.0	0.0
52	51	5/8	IV		D	V		IV	IV						M	0	0	-1, 3, 0		-1.0	-1.0
53	52	0	V7/IV		D	V		V7/IV	V		7		IV		Mm7	0	0	0, 4, 1, -2		0.0	0.0
54	53	0	V65/ii		D	V		V65/ii	V		65		ii		Mm7	0	0	7, 4, 1, 3		3.0	7.0
54	53	3/8	ii		D	V		ii	ii						m	0	0	2, -1, 3		2.0	2.0
55	54	0	V65		D	V		V65	V		65				Mm7	0	0	5, 2, -1, 1		1.0	5.0
55	54	3/8	I		D	V		I	I						M	0	0	0, 4, 1		0.0	0.0
56	55	0	ii6		D	V		ii6	ii		6				m	0	0	-1, 3, 2		2.0	-1.0
56	55	3/8	V7		D	V		V7	V		7				Mm7	0	0	1, 5, 2, -1		1.0	1.0
57	56	0	I		D	V		I	I						M	0	0	0, 4, 1		0.0	0.0
58	57	0	V65/ii		D	V		V65/ii	V		65		ii		Mm7	0	0	7, 4, 1, 3		3.0	7.0
58	57	3/8	ii		D	V		ii	ii						m	0	0	2, -1, 3		2.0	2.0
59	58	0	viio7		D	V		viio7	vii	o	7				o7	0	0	5, 2, -1, -4		5.0	5.0
59	58	3/8	I		D	V		I	I						M	0	0	0, 4, 1		0.0	0.0
60	59	0	ii6		D	V		ii6	ii		6				m	0	0	-1, 3, 2		2.0	-1.0
62	61	0	V(64)		D	V		V(64)	V			64			M	0	0	1, 0, 4		1.0	1.0
62	61	3/8	V7(6)		D	V		V7(6)	V		7	6			Mm7	0	0	1, 5, 4, -1		1.0	1.0
62	61	5/8	V7		D	V		V7	V		7				Mm7	0	0	1, 5, 2, -1		1.0	1.0
63	62	0	I		D	V		I	I						M	0	0	0, 4, 1		0.0	0.0
65	64	0	V		D	V		V	V						M	0	0	1, 5, 2		1.0	1.0
65	64	3/8	V7		D	V		V7	V		7				Mm7	0	0	1, 5, 2, -1		1.0	1.0
66	65	0	V		D	V		V	V						M	0	0	1, 5, 2		1.0	1.0
66	65	3/8	V7		D	V		V7	V		7				Mm7	0	0	1, 5, 2, -1		1.0	1.0
67	66	0	I[I		D	V	I	I	I						M	0	0	0, 4, 1		0.0	0.0
67	66	1/2	IV		D	V	I	IV	IV						M	0	0	-1, 3, 0		-1.0	-1.0
68	67	0	I		D	V	I	I	I						M	0	0	0, 4, 1		0.0	0.0
68	67	1/2	IV		D	V	I	IV	IV						M	0	0	-1, 3, 0		-1.0	-1.0
69	68	0	I]		D	V	I	I	I						M	0	0	0, 4, 1		0.0	0.0
70	69	0	IV6		D	V		IV6	IV		6				M	0	0	3, 0, -1		-1.0	3.0
70	69	1/4	I64		D	V		I64	I		64				M	0	0	1, 0, 4		0.0	1.0
70	69	3/8	ii65		D	V		ii65	ii		65				mm7	0	0	-1, 3, 0, 2		2.0	-1.0
70	69	1/2	#viio65/iii		D	V		#viio65/iii	#vii	o	65		iii		o7	0	0	6, 3, 0, 9		9.0	6.0
70	69	5/8	I64		D	V		I64	I		64				M	0	0	1, 0, 4		0.0	1.0
71	70	0	IV6		D	V		IV6	IV		6				M	0	0	3, 0, -1		-1.0	3.0
71	70	1/4	I64		D	V		I64	I		64				M	0	0	1, 0, 4		0.0	1.0
71	70	3/8	ii65		D	V		ii65	ii		65				mm7	0	0	-1, 3, 0, 2		2.0	-1.0
71	70	1/2	#viio65/iii		D	V		#viio65/iii	#vii	o	65		iii		o7	0	0	6, 3, 0, 9		9.0	6.0
71	70	5/8	I64		D	V		I64	I		64				M	0	0	1, 0, 4		0.0	1.0
72	71	0	IV6		D	V		IV6	IV		6				M	0	0	3, 0, -1		-1.0	3.0
72	71	3/8	ii6		D	V		ii6	ii		6				m	0	0	-1, 3, 2		2.0	-1.0
73	72	0	viio6		D	V		viio6	vii	o	6				o	0	0	2, -1, 5		5.0	2.0
73	72	3/8	.bVI6		D	V										0	0				
74	73	0	V6		D	V		V6	V		6				M	0	0	5, 2, 1		1.0	5.0
74	73	3/8	#viio7/vi		D	V		#viio7/vi	#vii	o	7		vi		o7	0	0	8, 5, 2, -1		8.0	8.0
75	74	0	vi		D	V		vi	vi						m	0	0	3, 0, 4		3.0	3.0
75	74	3/8	IV		D	V		IV	IV						M	0	0	-1, 3, 0		-1.0	-1.0
76	75	0	V(64)		D	V		V(64)	V			64			M	0	0	1, 0, 4		1.0	1.0
80	79	3/8	V7		D	V		V7	V		7				Mm7	0	0	1, 5, 2, -1		1.0	1.0
81	80	0	I\\		D	V		I	I					\\	M	0	0	0, 4, 1		0.0	0.0
84	83	5/8	V		D	V		V	V						M	0	0	1, 5, 2		1.0	1.0
85	84	0	I		D	V		I	I						M	0	0	0, 4, 1		0.0	0.0
85	84	1/4	V		D	V		V	V						M	0	0	1, 5, 2		1.0	1.0
85	84	3/8	I		D	V		I	I						M	0	0	0, 4, 1		0.0	0.0
85	84	5/8	V		D	V		V	V						M	0	0	1, 5, 2		1.0	1.0
86	85	0	I		D	V		I	I						M	0	0	0, 4, 1		0.0	0.0
86	85	5/8	V		D	V		V	V						M	0	0	1, 5, 2		1.0	1.0
87	86	0	I		D	V		I	I						M	0	0	0, 4, 1		0.0	0.0
87	86	1/4	V		D	V		V	V						M	0	0	1, 5, 2		1.0	1.0
87	86	3/8	I		D	V		I	I						M	0	0	0, 4, 1		0.0	0.0
87	86	5/8	V		D	V		V	V						M	0	0	1, 5, 2		1.0	1.0
88	87	0	I\\		D	V		I	I					\\	M	0	0	0, 4, 1		0.0	0.0
89	87	5/8	v.i		D	v		i	i						m	0	1	0, -3, 1		0.0	0.0
90	88	1/4	ii.i6		D	ii		i6	i		6				m	0	1	-3, 1, 0		0.0	-3.0
90	88	3/8	iio	#viio6	D	ii		iio	ii	o					o	0	1	2, -1, -4		2.0	2.0
90	88	5/8	viio7/V		D	ii		viio7/V	vii	o	7		V		o7	0	1	6, 3, 0, -3		6.0	6.0
91	89	0	V		D	ii		V	V						M	0	1	1, 5, 2		1.0	1.0
91	89	1/4	V2		D	ii		V2	V		2				Mm7	0	1	-1, 1, 5, 2		1.0	-1.0
91	89	3/8	i6		D	ii		i6	i		6				m	0	1	-3, 1, 0		0.0	-3.0
91	89	5/8	#viio6		D	ii		#viio6	#vii	o	6				o	0	1	2, -1, 5		5.0	2.0
92	90	0	i		D	ii		i	i						m	0	1	0, -3, 1		0.0	0.0
92	90	1/4	V		D	ii		V	V						M	0	1	1, 5, 2		1.0	1.0
92	90	3/8	i		D	ii		i	i						m	0	1	0, -3, 1		0.0	0.0
92	90	5/8	V		D	ii		V	V						M	0	1	1, 5, 2		1.0	1.0
93	91	0	i		D	ii		i	i						m	0	1	0, -3, 1		0.0	0.0
93	91	5/8	v.#viio		D	v		#viio	#vii	o					o	0	1	5, 2, -1		5.0	5.0
94	92	0	i		D	v		i	i						m	0	1	0, -3, 1		0.0	0.0
94	92	1/4	V		D	v		V	V						M	0	1	1, 5, 2		1.0	1.0
94	92	3/8	i		D	v		i	i						m	0	1	0, -3, 1		0.0	0.0
94	92	5/8	V		D	v		V	V						M	0	1	1, 5, 2		1.0	1.0
95	93	0	i		D	v		i	i						m	0	1	0, -3, 1		0.0	0.0
95	93	5/8	i.#viio		D	i		#viio	#vii	o					o	0	1	5, 2, -1		5.0	5.0
96	94	0	i		D	i		i	i						m	0	1	0, -3, 1		0.0	0.0
96	94	1/4	V		D	i		V	V						M	0	1	1, 5, 2		1.0	1.0
96	94	3/8	i		D	i		i	i						m	0	1	0, -3, 1		0.0	0.0
96	94	5/8	V		D	i		V	V						M	0	1	1, 5, 2		1.0	1.0
97	95	0	i		D	i		i	i						m	0	1	0, -3, 1		0.0	0.0
97	95	5/8	IV.viio		D	IV		viio	vii	o					o	0	0	5, 2, -1		5.0	5.0
98	96	0	I		D	IV		I	I						M	0	0	0, 4, 1		0.0	0.0
98	96	5/8	.bVII.viio		D	IV										0	0				
99	97	0	I		D	IV		I	I						M	0	0	0, 4, 1		0.0	0.0
99	97	3/8	IV		D	IV		IV	IV						M	0	0	-1, 3, 0		-1.0	-1.0
99	97	5/8	V65/V		D	IV		V65/V	V		65		V		Mm7	0	0	6, 3, 0, 2		2.0	6.0
100	98	0	V[V		D	IV	V	V	V						M	0	0	1, 5, 2		1.0	1.0
100	98	3/8	viio7/V		D	IV	V	viio7/V	vii	o	7		V		o7	0	0	6, 3, 0, -3		6.0	6.0
101	99	0	V		D	IV	V	V	V						M	0	0	1, 5, 2		1.0	1.0
101	99	3/8	viio7/V		D	IV	V	viio7/V	vii	o	7		V		o7	0	0	6, 3, 0, -3		6.0	6.0
102	100	0	V\\		D	IV	V	V	V					\\	M	0	0	1, 5, 2		1.0	1.0
103	101	5/8	V]		D	IV	V	V	V						M	0	0	1, 5, 2		1.0	1.0
104	102	0	I6		D	IV		I6	I		6				M	0	0	4, 1, 0		0.0	4.0
104	102	1/4	viio6		D	IV		viio6	vii	o	6				o	0	0	2, -1, 5		5.0	2.0
104	102	3/8	I		D	IV		I	I						M	0	0	0, 4, 1		0.0	0.0
104	102	5/8	V7		D	IV		V7	V		7				Mm7	0	0	1, 5, 2, -1		1.0	1.0
105	103	0	I		D	IV		I	I						M	0	0	0, 4, 1		0.0	0.0
105	103	5/8	V		D	IV		V	V						M	0	0	1, 5, 2		1.0	1.0
106	104	0	I		D	IV		I	I						M	0	0	0, 4, 1		0.0	0.0
106	104	1/4	V		D	IV		V	V						M	0	0	1, 5, 2		1.0	1.0
106	104	3/8	I		D	IV		I	I						M	0	0	0, 4, 1		0.0	0.0
106	104	5/8	V		D	IV		V	V						M	0	0	1, 5, 2		1.0	1.0
107	105	0	I\\		D	IV		I	I					\\	M	0	0	0, 4, 1		0.0	0.0
107	105	5/8	I		D	IV		I	I						M	0	0	0, 4, 1		0.0	0.0
108	106	0	V43		D	IV		V43	V		43				Mm7	0	0	2, -1, 1, 5		1.0	2.0
109	107	0	I		D	IV		I	I						M	0	0	0, 4, 1		0.0	0.0
110	108	0	V43		D	IV		V43	V		43				Mm7	0	0	2, -1, 1, 5		1.0	2.0
111	109	0	I		D	IV		I	I						M	0	0	0, 4, 1		0.0	0.0
112	110	0	i.V65		D	i		V65	V		65				Mm7	0	1	5, 2, -1, 1		1.0	5.0
112	110	3/8	i		D	i		i	i						m	0	1	0, -3, 1		0.0	0.0
113	111	0	#viio6		D	i		#viio6	#vii	o	6				o	0	1	2, -1, 5		5.0	2.0
113	111	3/8	i6		D	i		i6	i		6				m	0	1	-3, 1, 0		0.0	-3.0
113	111	5/8	ii.iv64		D	ii		iv64	iv		64				m	0	1	0, -1, -4		-1.0	0.0
114	112	0	V65		D	ii		V65	V		65				Mm7	0	1	5, 2, -1, 1		1.0	5.0
114	112	3/8	i		D	ii		i	i						m	0	1	0, -3, 1		0.0	0.0
115	113	0	#viio6		D	ii		#viio6	#vii	o	6				o	0	1	2, -1, 5		5.0	2.0
115	113	3/8	i6		D	ii		i6	i		6				m	0	1	-3, 1, 0		0.0	-3.0
115	113	5/8	iii.iv64		D	iii		iv64	iv		64				m	0	1	0, -1, -4		-1.0	0.0
116	114	0	V65		D	iii		V65	V		65				Mm7	0	1	5, 2, -1, 1		1.0	5.0
116	114	3/8	i		D	iii		i	i						m	0	1	0, -3, 1		0.0	0.0
117	115	0	#viio6		D	iii		#viio6	#vii	o	6				o	0	1	2, -1, 5		5.0	2.0
117	115	3/8	i6		D	iii		i6	i		6				m	0	1	-3, 1, 0		0.0	-3.0
118	116	0	iio6		D	iii		iio6	ii	o	6				o	0	1	-1, -4, 2		2.0	-1.0
118	116	3/8	viio7/V		D	iii		viio7/V	vii	o	7		V		o7	0	1	6, 3, 0, -3		6.0	6.0
119	117	0	V[V		D	iii	V	V	V						M	0	1	1, 5, 2		1.0	1.0
120	118	0	i6	III	D	iii	V	i6	i		6				m	0	1	-3, 1, 0		0.0	-3.0
120	118	3/8	viio43/V		D	iii	V	viio43/V	vii	o	43		V		o7	0	1	0, -3, 6, 3		6.0	0.0
121	119	0	V		D	iii	V	V	V						M	0	1	1, 5, 2		1.0	1.0
122	120	0	i6	III	D	iii	V	i6	i		6				m	0	1	-3, 1, 0		0.0	-3.0
122	120	3/8	viio43/V		D	iii	V	viio43/V	vii	o	43		V		o7	0	1	0, -3, 6, 3		6.0	0.0
123	121	0	V		D	iii	V	V	V						M	0	1	1, 5, 2		1.0	1.0
124	122	0	III6]		D	iii	V	III6	III		6				M	0	1	1, -2, -3		-3.0	1.0
124	122	3/8	iv		D	iii		iv	iv						m	0	1	-1, -4, 0		-1.0	-1.0
125	123	0	III		D	iii		III	III						M	0	1	-3, 1, -2		-3.0	-3.0
126	124	0	i6		D	iii		i6	i		6				m	0	1	-3, 1, 0		0.0	-3.0
126	124	3/8	iio		D	iii		iio	ii	o					o	0	1	2, -1, -4		2.0	2.0
127	125	0	i		D	iii		i	i						m	0	1	0, -3, 1		0.0	0.0
128	126	0	iv6		D	iii		iv6	iv		6				m	0	1	-4, 0, -1		-1.0	-4.0
128	126	1/4	i64		D	iii		i64	i		64				m	0	1	1, 0, -3		0.0	1.0
128	126	3/8	ii%65		D	iii		ii%65	ii	%	65				%7	0	1	1, 8, 0, 2		2.0	1.0
128	126	1/2	io64		D	iii		io64	i	o	64				o	0	1	-6, 0, -3		0.0	-6.0
128	126	5/8	V64/iv		D	iii		V64/iv	V		64		iv		M	0	1	1, 0, 4		0.0	1.0
129	127	0	iv6		D	iii		iv6	iv		6				m	0	1	-4, 0, -1		-1.0	-4.0
129	127	1/4	i64		D	iii		i64	i		64				m	0	1	1, 0, -3		0.0	1.0
129	127	3/8	ii%65		D	iii		ii%65	ii	%	65				%7	0	1	1, 8, 0, 2		2.0	1.0
129	127	1/2	io64		D	iii		io64	i	o	64				o	0	1	-6, 0, -3		0.0	-6.0
129	127	5/8	V64/iv		D	iii		V64/iv	V		64		iv		M	0	1	1, 0, 4		0.0	1.0
130	128	0	iv6		D	iii		iv6	iv		6				m	0	1	-4, 0, -1		-1.0	-4.0
130	128	3/8	V64/iv		D	iii		V64/iv	V		64		iv		M	0	1	1, 0, 4		0.0	1.0
131	129	0	iv6		D	iii		iv6	iv		6				m	0	1	-4, 0, -1		-1.0	-4.0
131	129	3/8	.It6		D	iii										0	1				
132	130	0	V(64)		D	iii		V(64)	V			64			M	0	1	1, 0, -3		1.0	1.0
133	131	3/8	V7(6)		D	iii		V7(6)	V		7	6			Mm7	0	1	1, 5, -3, -1		1.0	1.0
133	131	5/8	V7		D	iii		V7	V		7				Mm7	0	1	1, 5, 2, -1		1.0	1.0
134	132	0	i\\		D	iii		i	i					\\	m	0	1	0, -3, 1		0.0	0.0
134	132	1/4	iio	#viio6	D	iii		iio	ii	o					o	0	1	2, -1, -4		2.0	2.0
134	132	3/8	i6		D	iii		i6	i		6				m	0	1	-3, 1, 0		0.0	-3.0
134	132	5/8	#viio43		D	iii		#viio43	#vii	o	43				o7	0	1	-1, -4, 5, 2		5.0	-1.0
135	133	0	i6		D	iii		i6	i		6				m	0	1	-3, 1, 0		0.0	-3.0
135	133	1/4	iio	#viio6	D	iii		iio	ii	o					o	0	1	2, -1, -4		2.0	2.0
135	133	3/8	i		D	iii		i	i						m	0	1	0, -3, 1		0.0	0.0
