mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	1.0	0	0	2/4	2	1	C.I[I		C	I	I	I	I							M	0	0	0, 4, 1		0	0
1	1	1	0.5	1/4	1/4	2/4	2	1	viio64	ii6	C	I	I	viio64	vii	o	64					o	0	0	-1, 5, 2		5	-1
1	1	3/2	0.5	3/8	3/8	2/4	2	1	I		C	I	I	I	I							M	0	0	0, 4, 1		0	0
2	2	2	1.0	0	0	2/4	2	1	IV6		C	I	I	IV6	IV		6					M	0	0	3, 0, -1		-1	3
2	2	3	1.0	1/4	1/4	2/4	2	1	I		C	I	I	I	I							M	0	0	0, 4, 1		0	0
3	3	4	0.75	0	0	2/4	2	1	IV		C	I	I	IV	IV							M	0	0	-1, 3, 0		-1	-1
3	3	19/4	0.25	3/16	3/16	2/4	2	1	viio64		C	I	I	viio64	vii	o	64					o	0	0	-1, 5, 2		5	-1
3	3	5	0.5	1/4	1/4	2/4	2	1	I		C	I	I	I	I							M	0	0	0, 4, 1		0	0
3	3	11/2	0.5	3/8	3/8	2/4	2	1	IV]		C	I	I	IV	IV							M	0	0	-1, 3, 0		-1	-1
4	4	6	0.5	0	0	2/4	2	1	V(64)		C	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
4	4	13/2	0.5	1/8	1/8	2/4	2	1	V7		C	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
4	4	7	0.5	1/4	1/4	2/4	2	1	I\\		C	I		I	I						\\	M	0	0	0, 4, 1		0	0
4	4	15/2	1.5	3/8	3/8	2/4	2	1	ii6		C	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
5	5	9	0.5	1/4	1/4	2/4	2	1	#viio6(2)/ii		C	I		#viio6(2)/ii	#vii	o	6	2	ii			o	0	0	4, 1, 2		7	4
5	5	19/2	0.5	3/8	3/8	2/4	2	1	#viio6/ii		C	I		#viio6/ii	#vii	o	6		ii			o	0	0	4, 1, 7		7	4
6	6	10	0.5	0	0	2/4	2	1	ii6(#7)		C	I		ii6(#7)	ii		6	#7				m	0	0	-1, 3, 7		2	-1
6	6	21/2	0.5	1/8	1/8	2/4	2	1	ii6		C	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
6	6	11	0.5	1/4	1/4	2/4	2	1	V6(+4)/ii		C	I		V6(+4)/ii	V		6	+4	ii			M	0	0	7, 4, 3	2	3	7
6	6	23/2	0.5	3/8	3/8	2/4	2	1	V6/ii		C	I		V6/ii	V		6		ii			M	0	0	7, 4, 3		3	7
7	7	12	0.5	0	0	2/4	2	1	ii(9)		C	I		ii(9)	ii			9				m	0	0	2, -1, 3	4	2	2
7	7	25/2	0.5	1/8	1/8	2/4	2	1	ii		C	I		ii	ii							m	0	0	2, -1, 3		2	2
7	7	13	1.0	1/4	1/4	2/4	2	1	V65		C	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
8	8	14	1.0	0	0	2/4	2	1	I		C	I		I	I							M	0	0	0, 4, 1		0	0
8	8	15	1.0	1/4	1/4	2/4	2	1	ii6		C	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
9	9	16	1.0	0	0	2/4	2	1	V(64)		C	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
9	9	17	1.0	1/4	1/4	2/4	2	1	viio6	V64\\	C	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
10	10	18	1.0	0	0	2/4	2	1	I[I		C	I	I	I	I							M	0	0	0, 4, 1		0	0
10	10	19	0.5	1/4	1/4	2/4	2	1	viio64	ii6	C	I	I	viio64	vii	o	64					o	0	0	-1, 5, 2		5	-1
10	10	39/2	0.5	3/8	3/8	2/4	2	1	I		C	I	I	I	I							M	0	0	0, 4, 1		0	0
11	11	20	1.0	0	0	2/4	2	1	IV6		C	I	I	IV6	IV		6					M	0	0	3, 0, -1		-1	3
11	11	21	1.0	1/4	1/4	2/4	2	1	I		C	I	I	I	I							M	0	0	0, 4, 1		0	0
12	12	22	0.75	0	0	2/4	2	1	IV		C	I	I	IV	IV							M	0	0	-1, 3, 0		-1	-1
12	12	91/4	0.25	3/16	3/16	2/4	2	1	viio64		C	I	I	viio64	vii	o	64					o	0	0	-1, 5, 2		5	-1
12	12	23	0.5	1/4	1/4	2/4	2	1	I		C	I	I	I	I							M	0	0	0, 4, 1		0	0
12	12	47/2	0.5	3/8	3/8	2/4	2	1	IV]		C	I	I	IV	IV							M	0	0	-1, 3, 0		-1	-1
13	13	24	0.5	0	0	2/4	2	1	V(64)		C	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
13	13	49/2	0.5	1/8	1/8	2/4	2	1	V7		C	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
13	13	25	1.0	1/4	1/4	2/4	2	1	I\\		C	I		I	I						\\	M	0	0	0, 4, 1		0	0
14	14	26	2.0	0	0	2/4	2	1	I6		C	I		I6	I		6					M	0	0	4, 1, 0		0	4
15	15	28	2.0	0	0	2/4	2	1	ii6		C	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
16	16	30	1.0	0	0	2/4	2	1	V(64)		C	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
16	16	31	1.0	1/4	1/4	2/4	2	1	V7		C	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
17	17	32	2.0	0	0	2/4	2	1	I\\		C	I		I	I						\\	M	0	0	0, 4, 1		0	0
18	18	34	2.0	0	0	2/4	2	1	V.IV		C	V		IV	IV							M	0	0	-1, 3, 0		-1	-1
19	19	36	2.0	0	0	2/4	2	1	I6		C	V		I6	I		6					M	0	0	4, 1, 0		0	4
20	20	38	1.0	0	0	2/4	2	1	ii7		C	V		ii7	ii		7					mm7	0	0	2, -1, 3, 0		2	2
20	20	39	1.0	1/4	1/4	2/4	2	1	V7		C	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
21	21	40	0.5	0	0	2/4	2	1	I(4)		C	V		I(4)	I			4				M	0	0	0, -1, 1		0	0
21	21	81/2	0.5	1/8	1/8	2/4	2	1	I\\		C	V		I	I						\\	M	0	0	0, 4, 1		0	0
21	21	41	1.0	1/4	1/4	2/4	2	1	I6		C	V		I6	I		6					M	0	0	4, 1, 0		0	4
22	22	42	1.0	0	0	2/4	2	1	ii65		C	V		ii65	ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
22	22	43	1.0	1/4	1/4	2/4	2	1	I64		C	V		I64	I		64					M	0	0	1, 0, 4		0	1
23	23	44	1.0	0	0	2/4	2	1	IV6		C	V		IV6	IV		6					M	0	0	3, 0, -1		-1	3
