mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	2/4	1	1	.C.I		C	I		I		I						M	0	0	0, 4, 1		0	0
1	1	1/4	1/4	2/4	1	1	V6		C	I		V6		V		6				M	0	0	5, 2, 1		1	5
2	2	0	0	2/4	1	1	vi	IV6	C	I		vi		vi						m	0	0	3, 0, 4		3	3
2	2	1/4	1/4	2/4	1	1	iii6		C	I		iii6		iii		6				m	0	0	1, 5, 4		4	1
3	3	0	0	2/4	1	1	ii6		C	I		ii6		ii		6				m	0	0	-1, 3, 2		2	-1
3	3	1/8	1/8	2/4	1	1	I6		C	I		I6		I		6				M	0	0	4, 1, 0		0	4
3	3	1/4	1/4	2/4	1	1	ii		C	I		ii		ii						m	0	0	2, -1, 3		2	2
3	3	3/8	3/8	2/4	1	1	ii6		C	I		ii6		ii		6				m	0	0	-1, 3, 2		2	-1
4	4	0	0	2/4	1	1	V		C	I		V		V						M	0	0	1, 5, 2		1	1
5	5	0	0	2/4	1	1	I		C	I		I		I						M	0	0	0, 4, 1		0	0
5	5	1/4	1/4	2/4	1	1	V6		C	I		V6		V		6				M	0	0	5, 2, 1		1	5
6	6	0	0	2/4	1	1	V2/IV		C	I		V2/IV		V		2		IV		Mm7	0	0	-2, 0, 4, 1		0	-2
6	6	1/4	1/4	2/4	1	1	IV6		C	I		IV6		IV		6				M	0	0	3, 0, -1		-1	3
6	6	3/8	3/8	2/4	1	1	vii%7		C	I		vii%7		vii	%	7				%7	0	0	5, 2, -1, 3		5	5
7	7	0	0	2/4	1	1	I		C	I		I		I						M	0	0	0, 4, 1		0	0
7	7	1/8	1/8	2/4	1	1	ii6		C	I		ii6		ii		6				m	0	0	-1, 3, 2		2	-1
7	7	1/4	1/4	2/4	1	1	V(64)		C	I		V(64)		V			64			M	0	0	1, 0, 4		1	1
7	7	3/8	3/8	2/4	1	1	V		C	I		V		V						M	0	0	1, 5, 2		1	1
8	8	0	0	2/4	1	1	I(97)		C	I		I(97)		I			97			M	0	0	0, 4, 1	2, 5	0	0
8	8	1/4	1/4	2/4	1	1	I\\		C	I		I		I					\\	M	0	0	0, 4, 1		0	0
8	8	3/8	3/8	2/4	1	1	I		C	I		I		I						M	0	0	0, 4, 1		0	0
9	9	0	0	2/4	1	1	V[V7		C	I	V	V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
10	10	0	0	2/4	1	1	I		C	I	V	I		I						M	0	0	0, 4, 1		0	0
11	11	0	0	2/4	1	1	V7		C	I	V	V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
12	12	0	0	2/4	1	1	I		C	I	V	I		I						M	0	0	0, 4, 1		0	0
13	13	0	0	2/4	1	1	V]		C	I	V	V		V						M	0	0	1, 5, 2		1	1
14	14	3/8	3/8	2/4	1	1	V7/V		C	I		V7/V		V		7		V		Mm7	0	0	2, 6, 3, 0		2	2
15	15	0	0	2/4	1	1	V		C	I		V		V						M	0	0	1, 5, 2		1	1
15	15	3/8	3/8	2/4	1	1	V7/V		C	I		V7/V		V		7		V		Mm7	0	0	2, 6, 3, 0		2	2
