mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	1.0	0	0	2/4	2	1	A.I[I		A	I	I	I		I							M	0	0	0, 4, 1		0	0
1	1	1	1.0	1/4	1/4	2/4	2	1	vi		A	I	I	vi		vi							m	0	0	3, 0, 4		3	3
2	2	2	1.0	0	0	2/4	2	1	ii6		A	I	I	ii6		ii		6					m	0	0	-1, 3, 2		2	-1
2	2	3	1.0	1/4	1/4	2/4	2	1	V		A	I	I	V		V							M	0	0	1, 5, 2		1	1
3	3	4	1.5	0	0	2/4	2	1	I]		A	I	I	I		I							M	0	0	0, 4, 1		0	0
3	3	11/2	0.5	3/8	3/8	2/4	2	1	I6		A	I		I6		I		6					M	0	0	4, 1, 0		0	4
4	4	6	1.5	0	0	2/4	2	1	V43		A	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
4	4	15/2	0.5	3/8	3/8	2/4	2	1	V65		A	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
5	5	8	1.0	0	0	2/4	2	1	I		A	I		I		I							M	0	0	0, 4, 1		0	0
5	5	9	1.0	1/4	1/4	2/4	2	1	vi		A	I		vi		vi							m	0	0	3, 0, 4		3	3
6	6	10	1.0	0	0	2/4	2	1	ii6		A	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
6	6	11	1.0	1/4	1/4	2/4	2	1	V65/V		A	I		V65/V		V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
7	7	12	4.0	0	0	2/4	2	1	V\\		A	I		V		V						\\	M	0	0	1, 5, 2		1	1
9	9	16	1.0	0	0	2/4	2	1	I[I		A	I	I	I		I							M	0	0	0, 4, 1		0	0
9	9	17	1.0	1/4	1/4	2/4	2	1	vi		A	I	I	vi		vi							m	0	0	3, 0, 4		3	3
10	10	18	1.0	0	0	2/4	2	1	ii6		A	I	I	ii6		ii		6					m	0	0	-1, 3, 2		2	-1
10	10	19	1.0	1/4	1/4	2/4	2	1	V		A	I	I	V		V							M	0	0	1, 5, 2		1	1
11	11	20	1.5	0	0	2/4	2	1	I]		A	I	I	I		I							M	0	0	0, 4, 1		0	0
11	11	43/2	0.5	3/8	3/8	2/4	2	1	I6		A	I		I6		I		6					M	0	0	4, 1, 0		0	4
12	12	22	1.5	0	0	2/4	2	1	V43		A	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
12	12	47/2	0.5	3/8	3/8	2/4	2	1	V65		A	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
13	13	24	1.0	0	0	2/4	2	1	I		A	I		I		I							M	0	0	0, 4, 1		0	0
13	13	25	1.0	1/4	1/4	2/4	2	1	vi		A	I		vi		vi							m	0	0	3, 0, 4		3	3
14	14	26	1.0	0	0	2/4	2	1	ii		A	I		ii		ii							m	0	0	2, -1, 3		2	2
14	14	27	1.0	1/4	1/4	2/4	2	1	V		A	I		V		V							M	0	0	1, 5, 2		1	1
15	15	28	1.0	0	0	2/4	2	1	iii		A	I		iii		iii							m	0	0	4, 1, 5		4	4
15	15	29	1.0	1/4	1/4	2/4	2	1	vi		A	I		vi		vi							m	0	0	3, 0, 4		3	3
16	16	30	1.0	0	0	2/4	2	1	IV		A	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
16	16	31	1.0	1/4	1/4	2/4	2	1	viio6		A	I		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
17	17	32	4.0	0	0	2/4	2	1	I6		A	I		I6		I		6					M	0	0	4, 1, 0		0	4
19	19	36	1.5	0	0	2/4	2	1	V7		A	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
19	19	75/2	0.5	3/8	3/8	2/4	2	1	#viio7/vi		A	I		#viio7/vi		#vii	o	7		vi			o7	0	0	8, 5, 2, -1		8	8
20	20	38	1.0	0	0	2/4	2	1	vi		A	I		vi		vi							m	0	0	3, 0, 4		3	3
20	20	39	1.0	1/4	1/4	2/4	2	1	ii6		A	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
21	21	40	1.0	0	0	2/4	2	1	V(64)		A	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
21	21	41	1.0	1/4	1/4	2/4	2	1	V7		A	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
22	22	42	1.0	0	0	2/4	2	1	I[I\\		A	I	I	I		I						\\	M	0	0	0, 4, 1		0	0
22	22	43	2.0	1/4	1/4	2/4	2	1	I		A	I	I	I		I							M	0	0	0, 4, 1		0	0
23	23	45	1.0	1/4	1/4	2/4	2	1	viio64		A	I	I	viio64		vii	o	64					o	0	0	-1, 5, 2		5	-1
24	24	46	1.0	0	0	2/4	2	1	I\\		A	I	I	I		I						\\	M	0	0	0, 4, 1		0	0
24	24	47	2.0	1/4	1/4	2/4	2	1	I]		A	I	I	I		I							M	0	0	0, 4, 1		0	0
25	25	49	1.0	1/4	1/4	2/4	2	1	V7		A	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
26	26	50	1.0	0	0	2/4	2	1	I\\		A	I		I		I						\\	M	0	0	0, 4, 1		0	0
26	26	51	1.0	1/4	1/4	2/4	2	1	I6		A	I		I6		I		6					M	0	0	4, 1, 0		0	4
27	27	52	1.0	0	0	2/4	2	1	vi[vi		A	I	vi	vi		vi							m	0	0	3, 0, 4		3	3
27	27	53	1.0	1/4	1/4	2/4	2	1	#viio64/vi		A	I	vi	#viio64/vi		#vii	o	64		vi			o	0	0	2, 8, 5		8	2
28	28	54	1.0	0	0	2/4	2	1	vi\\		A	I	vi	vi		vi						\\	m	0	0	3, 0, 4		3	3
28	28	55	1.0	1/4	1/4	2/4	2	1	vi		A	I	vi	vi		vi							m	0	0	3, 0, 4		3	3
29	29	56	1.0	0	0	2/4	2	1	V.viio6]		A	V	ii	viio6		vii	o	6					o	0	0	2, -1, 5		5	2
29	29	57	1.0	1/4	1/4	2/4	2	1	I		A	V		I		I							M	0	0	0, 4, 1		0	0
30	30	58	1.0	0	0	2/4	2	1	V[V		A	V	V	V		V							M	0	0	1, 5, 2		1	1
30	30	59	0.5	1/4	1/4	2/4	2	1	V7		A	V	V	V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
30	30	119/2	0.5	3/8	3/8	2/4	2	1	I6		A	V	V	I6		I		6					M	0	0	4, 1, 0		0	4
31	31	60	0.5	0	0	2/4	2	1	V		A	V	V	V		V							M	0	0	1, 5, 2		1	1
31	31	121/2	0.5	1/8	1/8	2/4	2	1	I		A	V	V	I		I							M	0	0	0, 4, 1		0	0
31	31	61	1.0	1/4	1/4	2/4	2	1	V7		A	V	V	V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
32	32	62	1.5	0	0	2/4	2	1	I6		A	V	V	I6		I		6					M	0	0	4, 1, 0		0	4
32	32	127/2	0.5	3/8	3/8	2/4	2	1	V		A	V	V	V		V							M	0	0	1, 5, 2		1	1
33	33	64	0.5	0	0	2/4	2	1	I		A	V	V	I		I							M	0	0	0, 4, 1		0	0
33	33	129/2	0.5	1/8	1/8	2/4	2	1	V7		A	V	V	V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
33	33	65	0.5	1/4	1/4	2/4	2	1	I6		A	V	V	I6		I		6					M	0	0	4, 1, 0		0	4
33	33	131/2	0.5	3/8	3/8	2/4	2	1	I		A	V	V	I		I							M	0	0	0, 4, 1		0	0
34	34	66	1.0	0	0	2/4	2	1	V		A	V	V	V		V							M	0	0	1, 5, 2		1	1
34	34	67	0.5	1/4	1/4	2/4	2	1	V7		A	V	V	V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
34	34	135/2	0.5	3/8	3/8	2/4	2	1	v.i6		A	v	V	i6		i		6					m	0	1	-3, 1, 0		0	-3
35	35	68	0.5	0	0	2/4	2	1	V		A	v	V	V		V							M	0	1	1, 5, 2		1	1
35	35	137/2	0.5	1/8	1/8	2/4	2	1	i		A	v	V	i		i							m	0	1	0, -3, 1		0	0
35	35	69	1.0	1/4	1/4	2/4	2	1	V7		A	v	V	V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
36	36	70	1.5	0	0	2/4	2	1	i6		A	v	V	i6		i		6					m	0	1	-3, 1, 0		0	-3
36	36	143/2	0.5	3/8	3/8	2/4	2	1	V		A	v	V	V		V							M	0	1	1, 5, 2		1	1
37	37	72	0.5	0	0	2/4	2	1	i		A	v	V	i		i							m	0	1	0, -3, 1		0	0
37	37	145/2	0.5	1/8	1/8	2/4	2	1	V7		A	v	V	V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
37	37	73	0.5	1/4	1/4	2/4	2	1	i6		A	v	V	i6		i		6					m	0	1	-3, 1, 0		0	-3
37	37	147/2	0.5	3/8	3/8	2/4	2	1	i		A	v	V	i		i							m	0	1	0, -3, 1		0	0
38	38	74	1.0	0	0	2/4	2	1	V		A	v	V	V		V							M	0	1	1, 5, 2		1	1
38	38	75	0.5	1/4	1/4	2/4	2	1	i		A	v	V	i		i							m	0	1	0, -3, 1		0	0
38	38	151/2	0.5	3/8	3/8	2/4	2	1	i6		A	v	V	i6		i		6					m	0	1	-3, 1, 0		0	-3
39	39	76	1.0	0	0	2/4	2	1	V		A	v	V	V		V							M	0	1	1, 5, 2		1	1
39	39	77	0.5	1/4	1/4	2/4	2	1	i		A	v	V	i		i							m	0	1	0, -3, 1		0	0
39	39	155/2	0.5	3/8	3/8	2/4	2	1	i6		A	v	V	i6		i		6					m	0	1	-3, 1, 0		0	-3
40	40	78	1.5	0	0	2/4	2	1	V\\		A	v	V	V		V						\\	M	0	1	1, 5, 2		1	1
40	40	159/2	0.5	3/8	3/8	2/4	2	1	V]		A	v	V	V		V							M	0	1	1, 5, 2		1	1
41	41	80	2.0	0	0	2/4	2	1	#viio65		A	v		#viio65		#vii	o	65					o7	0	1	2, -1, -4, 5		5	2
42	42	82	0.5	0	0	2/4	2	1	i[i		A	v	i	i		i							m	0	1	0, -3, 1		0	0
42	42	165/2	0.5	1/8	1/8	2/4	2	1	#viio		A	v	i	#viio		#vii	o						o	0	1	5, 2, -1		5	5
42	42	83	0.5	1/4	1/4	2/4	2	1	i]		A	v	i	i		i							m	0	1	0, -3, 1		0	0
42	42	167/2	0.5	3/8	3/8	2/4	2	1	iio	#viio6	A	v		iio		ii	o						o	0	1	2, -1, -4		2	2
43	43	84	0.5	0	0	2/4	2	1	III	i6	A	v		III		III							M	0	1	-3, 1, -2		-3	-3
43	43	169/2	0.5	1/8	1/8	2/4	2	1	viio/III	#viio6	A	v		viio/III		vii	o			III			o	0	1	2, -1, -4		2	2
43	43	85	0.5	1/4	1/4	2/4	2	1	III	i6	A	v		III		III							M	0	1	-3, 1, -2		-3	-3
43	43	171/2	0.5	3/8	3/8	2/4	2	1	i.#viio		A	i		#viio		#vii	o						o	0	1	5, 2, -1		5	5
44	44	86	0.5	0	0	2/4	2	1	i[i		A	i	i	i		i							m	0	1	0, -3, 1		0	0
44	44	173/2	0.5	1/8	1/8	2/4	2	1	#viio		A	i	i	#viio		#vii	o						o	0	1	5, 2, -1		5	5
44	44	87	0.5	1/4	1/4	2/4	2	1	i]		A	i	i	i		i							m	0	1	0, -3, 1		0	0
44	44	175/2	0.5	3/8	3/8	2/4	2	1	iio	#viio6	A	i		iio		ii	o						o	0	1	2, -1, -4		2	2
45	45	88	0.5	0	0	2/4	2	1	i		A	i		i		i							m	0	1	0, -3, 1		0	0
45	45	177/2	0.5	1/8	1/8	2/4	2	1	bVII.I		A	bVII		I		I							M	0	0	0, 4, 1		0	0
45	45	89	0.5	1/4	1/4	2/4	2	1	viio		A	bVII		viio		vii	o						o	0	0	5, 2, -1		5	5
45	45	179/2	0.5	3/8	3/8	2/4	2	1	vi	IV6	A	bVII		vi		vi							m	0	0	3, 0, 4		3	3
46	46	90	0.5	0	0	2/4	2	1	V[V		A	bVII	V	V		V							M	0	0	1, 5, 2		1	1
46	46	181/2	0.5	1/8	1/8	2/4	2	1	viio/V		A	bVII	V	viio/V		vii	o			V			o	0	0	6, 3, 0		6	6
46	46	91	0.5	1/4	1/4	2/4	2	1	V]		A	bVII	V	V		V							M	0	0	1, 5, 2		1	1
46	46	183/2	0.5	3/8	3/8	2/4	2	1	vi	IV6	A	bVII		vi		vi							m	0	0	3, 0, 4		3	3
47	47	92	0.5	0	0	2/4	2	1	viio		A	bVII		viio		vii	o						o	0	0	5, 2, -1		5	5
47	47	185/2	0.5	1/8	1/8	2/4	2	1	V		A	bVII		V		V							M	0	0	1, 5, 2		1	1
47	47	93	0.5	1/4	1/4	2/4	2	1	vi	IV6	A	bVII		vi		vi							m	0	0	3, 0, 4		3	3
47	47	187/2	0.5	3/8	3/8	2/4	2	1	viio		A	bVII		viio		vii	o						o	0	0	5, 2, -1		5	5
48	48	94	0.5	0	0	2/4	2	1	I[I		A	bVII	I	I		I							M	0	0	0, 4, 1		0	0
48	48	189/2	0.5	1/8	1/8	2/4	2	1	viio		A	bVII	I	viio		vii	o						o	0	0	5, 2, -1		5	5
48	48	95	0.5	1/4	1/4	2/4	2	1	I]		A	bVII	I	I		I							M	0	0	0, 4, 1		0	0
48	48	191/2	0.5	3/8	3/8	2/4	2	1	ii	viio6	A	bVII		ii		ii							m	0	0	2, -1, 3		2	2
49	49	96	0.5	0	0	2/4	2	1	I		A	bVII		I		I							M	0	0	0, 4, 1		0	0
49	49	193/2	0.5	1/8	1/8	2/4	2	1	viio		A	bVII		viio		vii	o						o	0	0	5, 2, -1		5	5
49	49	97	0.5	1/4	1/4	2/4	2	1	v.V(64)		A	v		V(64)		V			64				M	0	1	1, 0, -3		1	1
49	49	195/2	0.5	3/8	3/8	2/4	2	1	V		A	v		V		V							M	0	1	1, 5, 2		1	1
50	50	98	0.5	0	0	2/4	2	1	i[i		A	v	i	i		i							m	0	1	0, -3, 1		0	0
50	50	197/2	0.5	1/8	1/8	2/4	2	1	#viio		A	v	i	#viio		#vii	o						o	0	1	5, 2, -1		5	5
50	50	99	0.5	1/4	1/4	2/4	2	1	i]		A	v	i	i		i							m	0	1	0, -3, 1		0	0
50	50	199/2	0.5	3/8	3/8	2/4	2	1	bIII.IV	ii6	A	bIII		IV		IV							M	0	0	-1, 3, 0		-1	-1
51	51	100	0.5	0	0	2/4	2	1	iii	I6	A	bIII		iii		iii							m	0	0	4, 1, 5		4	4
51	51	201/2	0.5	1/8	1/8	2/4	2	1	ii	viio6	A	bIII		ii		ii							m	0	0	2, -1, 3		2	2
51	51	101	0.5	1/4	1/4	2/4	2	1	V(64)		A	bIII		V(64)		V			64				M	0	0	1, 0, 4		1	1
51	51	203/2	0.5	3/8	3/8	2/4	2	1	V		A	bIII		V		V							M	0	0	1, 5, 2		1	1
52	52	102	0.5	0	0	2/4	2	1	I[I		A	bIII	I	I		I							M	0	0	0, 4, 1		0	0
52	52	205/2	0.5	1/8	1/8	2/4	2	1	viio		A	bIII	I	viio		vii	o						o	0	0	5, 2, -1		5	5
52	52	103	0.5	1/4	1/4	2/4	2	1	I]		A	bIII	I	I		I							M	0	0	0, 4, 1		0	0
52	52	207/2	0.5	3/8	3/8	2/4	2	1	IV.V7		A	IV		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
53	53	104	0.5	0	0	2/4	2	1	I[I		A	IV	I	I		I							M	0	0	0, 4, 1		0	0
53	53	209/2	0.5	1/8	1/8	2/4	2	1	viio		A	IV	I	viio		vii	o						o	0	0	5, 2, -1		5	5
53	53	105	0.5	1/4	1/4	2/4	2	1	I]		A	IV	I	I		I							M	0	0	0, 4, 1		0	0
53	53	211/2	0.5	3/8	3/8	2/4	2	1	v.V7		A	v		V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
54	54	106	0.5	0	0	2/4	2	1	i[i		A	v	i	i		i							m	0	1	0, -3, 1		0	0
54	54	213/2	0.5	1/8	1/8	2/4	2	1	ii%7]	#viio6(2)]	A	v	i	ii%7		ii	%	7					%7	0	1	2, -1, -4, 0		2	2
54	54	107	0.5	1/4	1/4	2/4	2	1	i6		A	v		i6		i		6					m	0	1	-3, 1, 0		0	-3
54	54	215/2	0.5	3/8	3/8	2/4	2	1	ii%7	#viio6(2)	A	v		ii%7		ii	%	7					%7	0	1	2, -1, -4, 0		2	2
55	55	108	0.5	0	0	2/4	2	1	i		A	v		i		i							m	0	1	0, -3, 1		0	0
55	55	217/2	0.5	1/8	1/8	2/4	2	1	V2/iv		A	v		V2/iv		V		2		iv			Mm7	0	1	-2, 0, 4, 1		0	-2
55	55	109	0.5	1/4	1/4	2/4	2	1	IV		A	v		IV		IV							M	0	1	-1, 3, 0		-1	-1
55	55	219/2	0.5	3/8	3/8	2/4	2	1	It6		A	v		It6	It	vii	o	6	b3	V			It	0	1	-4, 0, 6		6	-4
56	56	110	1.5	0	0	2/4	2	1	V[V		A	v	V	V		V							M	0	1	1, 5, 2		1	1
56	56	223/2	0.5	3/8	3/8	2/4	2	1	V7		A	v	V	V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
57	57	112	1.5	0	0	2/4	2	1	i6		A	v	V	i6		i		6					m	0	1	-3, 1, 0		0	-3
57	57	227/2	0.5	3/8	3/8	2/4	2	1	i		A	v	V	i		i							m	0	1	0, -3, 1		0	0
58	58	114	1.5	0	0	2/4	2	1	V		A	v	V	V		V							M	0	1	1, 5, 2		1	1
58	58	231/2	0.5	3/8	3/8	2/4	2	1	V7		A	v	V	V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
59	59	116	1.5	0	0	2/4	2	1	i6		A	v	V	i6		i		6					m	0	1	-3, 1, 0		0	-3
59	59	235/2	0.5	3/8	3/8	2/4	2	1	i		A	v	V	i		i							m	0	1	0, -3, 1		0	0
60	60	118	1.5	0	0	2/4	2	1	V]\\		A	v	V	V		V						\\	M	0	1	1, 5, 2		1	1
60	60	239/2	2.5	3/8	3/8	2/4	2	1	V.V43	viio6	A	V		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
62	62	122	2.0	0	0	2/4	2	1	I[I		A	V	I	I		I							M	0	0	0, 4, 1		0	0
63	63	124	1.0	0	0	2/4	2	1	ii65		A	V	I	ii65		ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
63	63	125	1.0	1/4	1/4	2/4	2	1	I		A	V	I	I		I							M	0	0	0, 4, 1		0	0
64	64	126	2.0	0	0	2/4	2	1	IV		A	V	I	IV		IV							M	0	0	-1, 3, 0		-1	-1
65	65	128	1.0	0	0	2/4	2	1	I		A	V	I	I		I							M	0	0	0, 4, 1		0	0
65	65	129	1.0	1/4	1/4	2/4	2	1	ii65		A	V	I	ii65		ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
66	66	130	2.0	0	0	2/4	2	1	I		A	V	I	I		I							M	0	0	0, 4, 1		0	0
67	67	132	1.0	0	0	2/4	2	1	ii65		A	V	I	ii65		ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
67	67	133	1.0	1/4	1/4	2/4	2	1	I		A	V	I	I		I							M	0	0	0, 4, 1		0	0
68	68	134	2.0	0	0	2/4	2	1	IV		A	V	I	IV		IV							M	0	0	-1, 3, 0		-1	-1
69	69	136	1.0	0	0	2/4	2	1	I		A	V	I	I		I							M	0	0	0, 4, 1		0	0
69	69	137	1.0	1/4	1/4	2/4	2	1	ii65		A	V	I	ii65		ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
70	70	138	2.0	0	0	2/4	2	1	I]		A	V	I	I		I							M	0	0	0, 4, 1		0	0
71	71	140	2.0	0	0	2/4	2	1	V65		A	V		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
72	72	142	2.0	0	0	2/4	2	1	V2/IV		A	V		V2/IV		V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
73	73	144	2.0	0	0	2/4	2	1	IV6		A	V		IV6		IV		6					M	0	0	3, 0, -1		-1	3
74	74	146	1.5	0	0	2/4	2	1	V7\\		A	V		V7		V		7				\\	Mm7	0	0	1, 5, 2, -1		1	1
74	74	295/2	1.5	3/8	3/8	2/4	2	1	V7		A	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
75	75	149	1.0	1/4	1/4	2/4	2	1	#viio/vi		A	V		#viio/vi		#vii	o			vi			o	0	0	8, 5, 2		8	8
76	76	150	1.0	0	0	2/4	2	1	vi		A	V		vi		vi							m	0	0	3, 0, 4		3	3
76	76	151	1.0	1/4	1/4	2/4	2	1	ii6		A	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
77	77	152	1.0	0	0	2/4	2	1	V(64)		A	V		V(64)		V			64				M	0	0	1, 0, 4		1	1
77	77	153	1.0	1/4	1/4	2/4	2	1	V7		A	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
78	78	154	2.0	0	0	2/4	2	1	I		A	V		I		I							M	0	0	0, 4, 1		0	0
79	79	156	2.0	0	0	2/4	2	1	V7		A	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
80	80	158	2.0	0	0	2/4	2	1	V7/IV		A	V		V7/IV		V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
81	81	160	2.0	0	0	2/4	2	1	IV		A	V		IV		IV							M	0	0	-1, 3, 0		-1	-1
82	82	162	1.75	0	0	2/4	2	1	V65\\		A	V		V65		V		65				\\	Mm7	0	0	5, 2, -1, 1		1	5
82	82	655/4	0.25	7/16	7/16	2/4	2	1	V		A	V		V		V							M	0	0	1, 5, 2		1	1
83	83	164	1.0	0	0	2/4	2	1	V65		A	V		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
83	83	165	1.0	1/4	1/4	2/4	2	1	I		A	V		I		I							M	0	0	0, 4, 1		0	0
84	84	166	1.5	0	0	2/4	2	1	V7		A	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
84	84	335/2	0.5	3/8	3/8	2/4	2	1	vi		A	V		vi		vi							m	0	0	3, 0, 4		3	3
85	85	168	1.0	0	0	2/4	2	1	ii6		A	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
85	85	169	1.0	1/4	1/4	2/4	2	1	V7		A	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
86	86	170	1.0	0	0	2/4	2	1	I\\		A	V		I		I						\\	M	0	0	0, 4, 1		0	0
86	86	171	1.0	1/4	1/4	2/4	2	1	I6		A	V		I6		I		6					M	0	0	4, 1, 0		0	4
87	87	172	1.0	0	0	2/4	2	1	ii6		A	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
87	87	173	1.0	1/4	1/4	2/4	2	1	V7		A	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
88	88	174	1.0	0	0	2/4	2	1	I		A	V		I		I							M	0	0	0, 4, 1		0	0
88	88	175	1.0	1/4	1/4	2/4	2	1	I6		A	V		I6		I		6					M	0	0	4, 1, 0		0	4
89	89	176	1.0	0	0	2/4	2	1	ii6		A	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
89	89	177	1.0	1/4	1/4	2/4	2	1	V7		A	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
90	90	178	1.0	0	0	2/4	2	1	I		A	V		I		I							M	0	0	0, 4, 1		0	0
90	90	179	1.0	1/4	1/4	2/4	2	1	V7		A	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
91	91	180	1.0	0	0	2/4	2	1	I		A	V		I		I							M	0	0	0, 4, 1		0	0
91	91	181	1.0	1/4	1/4	2/4	2	1	V7		A	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
92	92	182	1.5	0	0	2/4	2	1	I\\		A	V		I		I						\\	M	0	0	0, 4, 1		0	0
92	92	367/2	1.5	3/8	3/8	2/4	2	1	I.V		A	I		V		V							M	0	0	1, 5, 2		1	1
