mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
24	23	1/2	1/2	3/4	1	1	V7]		E	V	V	V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
25	24	0	0	3/4	1	1	I\\		E	V		I	I					\\	M	0	0	0, 4, 1		0	0
25	24	1/6	1/6	3/4	1	1	I		E	V		I	I						M	0	0	0, 4, 1		0	0
26	25	0	0	3/4	1	1	vii%65/V		E	V		vii%65/V	vii	%	65		V		%7	0	0	3, 0, 4, 6		6	3
26	25	1/4	1/4	3/4	1	1	V65		E	V		V65	V		65				Mm7	0	0	5, 2, -1, 1		1	5
27	26	0	0	3/4	1	1	vii%65		E	V		vii%65	vii	%	65				%7	0	0	2, -1, 3, 5		5	2
27	26	1/4	1/4	3/4	1	1	I6		E	V		I6	I		6				M	0	0	4, 1, 0		0	4
27	26	5/8	5/8	3/4	1	1	V65/IV		E	V		V65/IV	V		65		IV		Mm7	0	0	4, 1, -2, 0		0	4
28	27	0	0	3/4	1	1	IV		E	V		IV	IV						M	0	0	-1, 3, 0		-1	-1
28	27	1/8	1/8	3/4	1	1	ii6		E	V		ii6	ii		6				m	0	0	-1, 3, 2		2	-1
28	27	1/4	1/4	3/4	1	1	V(4)		E	V		V(4)	V			4			M	0	0	1, 0, 2		1	1
28	27	1/2	1/2	3/4	1	1	V		E	V		V	V						M	0	0	1, 5, 2		1	1
29	28	0	0	3/4	1	1	I\\		E	V		I	I					\\	M	0	0	0, 4, 1		0	0
29	28	1/8	1/8	3/4	1	1	I		E	V		I	I						M	0	0	0, 4, 1		0	0
29	28	1/2	1/2	3/4	1	1	vi		E	V		vi	vi						m	0	0	3, 0, 4		3	3
30	29	0	0	3/4	1	1	vii%7/V		E	V		vii%7/V	vii	%	7		V		%7	0	0	6, 3, 0, 4		6	6
30	29	1/4	1/4	3/4	1	1	V(64)		E	V		V(64)	V			64			M	0	0	1, 0, 4		1	1
30	29	3/8	3/8	3/4	1	1	V		E	V		V	V						M	0	0	1, 5, 2		1	1
30	29	1/2	1/2	3/4	1	1	V(64)/V		E	V		V(64)/V	V			64	V		M	0	0	2, 1, 5		2	2
30	29	5/8	5/8	3/4	1	1	V7/V		E	V		V7/V	V		7		V		Mm7	0	0	2, 6, 3, 0		2	2
31	30	0	0	3/4	1	1	V\\		E	V		V	V					\\	M	0	0	1, 5, 2		1	1
31	30	1/8	1/8	3/4	1	1	V43		E	V		V43	V		43				Mm7	0	0	2, -1, 1, 5		1	2
32	31	0	0	3/4	1	1	vii%7		E	V		vii%7	vii	%	7				%7	0	0	5, 2, -1, 3		5	5
32	31	1/4	1/4	3/4	1	1	I(64)		E	V		I(64)	I			64			M	0	0	0, -1, 3		0	0
32	31	3/8	3/8	3/4	1	1	I		E	V		I	I						M	0	0	0, 4, 1		0	0
32	31	1/2	1/2	3/4	1	1	V(64)		E	V		V(64)	V			64			M	0	0	1, 0, 4		1	1
32	31	5/8	5/8	3/4	1	1	V7		E	V		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
33	32	0	0	3/4	1	1	vi		E	V		vi	vi						m	0	0	3, 0, 4		3	3
33	32	1/8	1/8	3/4	1	1	#viio43/ii		E	V		#viio43/ii	#vii	o	43		ii		o7	0	0	1, -2, 7, 4		7	1
33	32	1/4	1/4	3/4	1	1	ii6		E	V		ii6	ii		6				m	0	0	-1, 3, 2		2	-1
33	32	3/8	3/8	3/4	1	1	V7/ii		E	V		V7/ii	V		7		ii		Mm7	0	0	3, 7, 4, 1		3	3
33	32	1/2	1/2	3/4	1	1	ii		E	V		ii	ii						m	0	0	2, -1, 3		2	2
33	32	5/8	5/8	3/4	1	1	V43/V		E	V		V43/V	V		43		V		Mm7	0	0	3, 0, 2, 6		2	3
34	33	0	0	3/4	1	1	V		E	V		V	V						M	0	0	1, 5, 2		1	1
34	33	1/8	1/8	3/4	1	1	V65		E	V		V65	V		65				Mm7	0	0	5, 2, -1, 1		1	5
34	33	1/4	1/4	3/4	1	1	I		E	V		I	I						M	0	0	0, 4, 1		0	0
34	33	3/8	3/8	3/4	1	1	vii%65/V		E	V		vii%65/V	vii	%	65		V		%7	0	0	3, 0, 4, 6		6	3
34	33	1/2	1/2	3/4	1	1	V(64)		E	V		V(64)	V			64			M	0	0	1, 0, 4		1	1
34	33	5/8	5/8	3/4	1	1	V65/V		E	V		V65/V	V		65		V		Mm7	0	0	6, 3, 0, 2		2	6
35	34	0	0	3/4	1	1	V(64)		E	V		V(64)	V			64			M	0	0	1, 0, 4		1	1
35	34	1/4	1/4	3/4	1	1	V(4)		E	V		V(4)	V			4			M	0	0	1, 0, 2		1	1
35	34	1/2	1/2	3/4	1	1	V		E	V		V	V						M	0	0	1, 5, 2		1	1
36	35	0	0	3/4	1	1	I		E	V		I	I						M	0	0	0, 4, 1		0	0
36	35	1/2	1/2	3/4	1	1	V(64)		E	V		V(64)	V			64			M	0	0	1, 0, 4		1	1
36	35	5/8	5/8	3/4	1	1	V7		E	V		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
37	36	0	0	3/4	1	1	I(974)		E	V		I(974)	I			974			M	0	0	0, -1, 1	2, 5	0	0
37	36	1/4	1/4	3/4	1	1	I\\		E	V		I	I					\\	M	0	0	0, 4, 1		0	0
38	36	0	5/8	3/4	1	1	V		E	V		V	V						M	0	0	1, 5, 2		1	1
39	37	0	0	3/4	1	1	i		E	V		i	i						m	0	0	0, -3, 1		0	0
39	37	5/8	5/8	3/4	1	1	ii.ii%43		E	ii		ii%43	ii	%	43				%7	0	1	-4, 0, 2, -1		2	-4
40	38	0	0	3/4	1	1	V[V7(4)		E	ii	V	V7(4)	V		7	4			Mm7	0	1	1, 0, 2, -1		1	1
40	38	1/4	1/4	3/4	1	1	V7		E	ii	V	V7	V		7				Mm7	0	1	1, 5, 2, -1		1	1
41	39	0	0	3/4	1	1	i(#7)		E	ii	V	i(#7)	i			#7			m	0	1	0, -3, 1	5	0	0
41	39	1/4	1/4	3/4	1	1	i		E	ii	V	i	i						m	0	1	0, -3, 1		0	0
42	40	0	0	3/4	1	1	V		E	ii	V	V	V						M	0	1	1, 5, 2		1	1
42	40	1/4	1/4	3/4	1	1	V7]		E	ii	V	V7	V		7				Mm7	0	1	1, 5, 2, -1		1	1
43	41	0	0	3/4	1	1	i\\		E	ii		i	i					\\	m	0	1	0, -3, 1		0	0
43	41	1/24	1/24	3/4	1	1	i		E	ii		i	i						m	0	1	0, -3, 1		0	0
44	42	1/8	1/8	3/4	1	1	VI6		E	ii		VI6	VI		6				M	0	1	0, -3, -4		-4	0
45	43	1/8	1/8	3/4	1	1	vi.#viio43		E	vi		#viio43	#vii	o	43				o7	0	1	-1, -4, 5, 2		5	-1
46	44	1/8	1/8	3/4	1	1	i6		E	vi		i6	i		6				m	0	1	-3, 1, 0		0	-3
46	44	1/2	1/2	3/4	1	1	iii.#viio2		E	iii		#viio2	#vii	o	2				o7	0	1	-4, 5, 2, -1		5	-4
48	46	1/8	1/8	3/4	1	1	V[V7		E	iii	V	V7	V		7				Mm7	0	1	1, 5, 2, -1		1	1
49	47	1/8	1/8	3/4	1	1	i]		E	iii	V	i	i						m	0	1	0, -3, 1		0	0
50	48	1/8	1/8	3/4	1	1	I.V65		E	I		V65	V		65				Mm7	0	0	5, 2, -1, 1		1	5
51	49	0	0	3/4	1	1	I		E	I		I	I						M	0	0	0, 4, 1		0	0
51	49	1/4	1/4	3/4	1	1	viio6		E	I		viio6	vii	o	6				o	0	0	2, -1, 5		5	2
51	49	1/2	1/2	3/4	1	1	I6		E	I		I6	I		6				M	0	0	4, 1, 0		0	4
52	50	0	0	3/4	1	1	V6		E	I		V6	V		6				M	0	0	5, 2, 1		1	5
52	50	1/4	1/4	3/4	1	1	I\\		E	I		I	I					\\	M	0	0	0, 4, 1		0	0
52	50	1/2	1/2	3/4	1	1	I		E	I		I	I						M	0	0	0, 4, 1		0	0
52	50	5/8	5/8	3/4	1	1	I6		E	I		I6	I		6				M	0	0	4, 1, 0		0	4
53	51	1/8	1/8	3/4	1	1	ii6		E	I		ii6	ii		6				m	0	0	-1, 3, 2		2	-1
53	51	1/2	1/2	3/4	1	1	V7		E	I		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
54	52	1/8	1/8	3/4	1	1	vi\\		E	I		vi	vi					\\	m	0	0	3, 0, 4		3	3
54	52	1/4	1/4	3/4	1	1	vi		E	I		vi	vi						m	0	0	3, 0, 4		3	3
54	52	1/2	1/2	3/4	1	1	I64		E	I		I64	I		64				M	0	0	1, 0, 4		0	1
54	52	5/8	5/8	3/4	1	1	IV		E	I		IV	IV						M	0	0	-1, 3, 0		-1	-1
55	53	1/8	1/8	3/4	1	1	I6		E	I		I6	I		6				M	0	0	4, 1, 0		0	4
55	53	1/2	1/2	3/4	1	1	V65/IV		E	I		V65/IV	V		65		IV		Mm7	0	0	4, 1, -2, 0		0	4
56	54	1/8	1/8	3/4	1	1	V43/ii		E	I		V43/ii	V		43		ii		Mm7	0	0	4, 1, 3, 7		3	4
56	54	1/4	1/4	3/4	1	1	ii6		E	I		ii6	ii		6				m	0	0	-1, 3, 2		2	-1
57	55	1/8	1/8	3/4	1	1	V65/V		E	I		V65/V	V		65		V		Mm7	0	0	6, 3, 0, 2		2	6
57	55	5/8	5/8	3/4	1	1	vi.iv65		E	vi		iv65	iv		65				mm7	0	1	-4, 0, -3, -1		-1	-4
58	56	0	0	3/4	1	1	V7\\		E	vi		V7	V		7			\\	Mm7	0	1	1, 5, 2, -1		1	1
58	56	5/8	5/8	3/4	1	1	#viio		E	vi		#viio	#vii	o					o	0	1	5, 2, -1		5	5
59	57	0	0	3/4	1	1	i		E	vi		i	i						m	0	1	0, -3, 1		0	0
59	57	1/8	1/8	3/4	1	1	VI		E	vi		VI	VI						M	0	1	-4, 0, -3		-4	-4
59	57	1/4	1/4	3/4	1	1	iv		E	vi		iv	iv						m	0	1	-1, -4, 0		-1	-1
59	57	3/8	3/8	3/4	1	1	iio		E	vi		iio	ii	o					o	0	1	2, -1, -4		2	2
59	57	1/2	1/2	3/4	1	1	V(64)		E	vi		V(64)	V			64			M	0	1	1, 0, -3		1	1
59	57	5/8	5/8	3/4	1	1	V7		E	vi		V7	V		7				Mm7	0	1	1, 5, 2, -1		1	1
60	58	0	0	3/4	1	1	i(9#74)		E	vi		i(9#74)	i			9#74			m	0	1	0, -1, 1	2, 5	0	0
60	58	1/4	1/4	3/4	1	1	i\\		E	vi		i	i					\\	m	0	1	0, -3, 1		0	0
60	58	3/8	3/8	3/4	1	1	i		E	vi		i	i						m	0	1	0, -3, 1		0	0
60	58	5/8	5/8	3/4	1	1	V43		E	vi		V43	V		43				Mm7	0	1	2, -1, 1, 5		1	2
61	59	1/8	1/8	3/4	1	1	i		E	vi		i	i						m	0	1	0, -3, 1		0	0
62	60	1/8	1/8	3/4	1	1	I.viio		E	I		viio	vii	o					o	0	0	5, 2, -1		5	5
62	60	1/4	1/4	3/4	1	1	V65		E	I		V65	V		65				Mm7	0	0	5, 2, -1, 1		1	5
62	60	1/2	1/2	3/4	1	1	V43		E	I		V43	V		43				Mm7	0	0	2, -1, 1, 5		1	2
63	61	1/8	1/8	3/4	1	1	I		E	I		I	I						M	0	0	0, 4, 1		0	0
63	61	1/4	1/4	3/4	1	1	I6		E	I		I6	I		6				M	0	0	4, 1, 0		0	4
63	61	5/8	5/8	3/4	1	1	V+6/IV		E	I		V+6/IV	V	+	6		IV		+	0	0	4, 8, 0		0	4
64	62	0	0	3/4	1	1	IV		E	I		IV	IV						M	0	0	-1, 3, 0		-1	-1
64	62	1/3	1/3	3/4	1	1	ii		E	I		ii	ii						m	0	0	2, -1, 3		2	2
64	62	5/8	5/8	3/4	1	1	ii6		E	I		ii6	ii		6				m	0	0	-1, 3, 2		2	-1
65	63	0	0	3/4	1	1	V[V7(4)		E	I	V	V7(4)	V		7	4			Mm7	0	0	1, 0, 2, -1		1	1
65	63	1/4	1/4	3/4	1	1	V7		E	I	V	V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
66	64	0	0	3/4	1	1	I(7)		E	I	V	I(7)	I			7			M	0	0	0, 4, 1	5	0	0
66	64	1/4	1/4	3/4	1	1	I		E	I	V	I	I						M	0	0	0, 4, 1		0	0
67	65	0	0	3/4	1	1	V		E	I	V	V	V						M	0	0	1, 5, 2		1	1
67	65	1/4	1/4	3/4	1	1	V7]		E	I	V	V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
68	66	0	0	3/4	1	1	vi(+2)		E	I		vi(+2)	vi			+2			m	0	0	3, 0, 4	5	3	3
68	66	1/4	1/4	3/4	1	1	vi		E	I		vi	vi						m	0	0	3, 0, 4		3	3
69	67	0	0	3/4	1	1	V7(4)/V		E	I		V7(4)/V	V		7	4	V		Mm7	0	0	2, 1, 3, 0		2	2
69	67	1/4	1/4	3/4	1	1	V7/V		E	I		V7/V	V		7		V		Mm7	0	0	2, 6, 3, 0		2	2
70	68	0	0	3/4	1	1	V[V(+2)		E	I	V	V(+2)	V			+2			M	0	0	1, 5, 2	3	1	1
70	68	1/4	1/4	3/4	1	1	V		E	I	V	V	V						M	0	0	1, 5, 2		1	1
71	69	0	0	3/4	1	1	vi6(2)		E	I	V	vi6(2)	vi		6	2			m	0	0	0, 4, 5		3	0
71	69	1/4	1/4	3/4	1	1	V2/ii		E	I	V	V2/ii	V		2		ii		Mm7	0	0	1, 3, 7, 4		3	1
71	69	1/2	1/2	3/4	1	1	V7	ii	E	I	V	V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
72	70	0	0	3/4	1	1	V7		E	I	V	V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
72	70	1/4	1/4	3/4	1	1	V		E	I	V	V	V						M	0	0	1, 5, 2		1	1
72	70	1/2	1/2	3/4	1	1	I		E	I	V	I	I						M	0	0	0, 4, 1		0	0
73	71	0	0	3/4	1	1	vii%65/V		E	I	V	vii%65/V	vii	%	65		V		%7	0	0	3, 0, 4, 6		6	3
73	71	1/4	1/4	3/4	1	1	viio43/V		E	I	V	viio43/V	vii	o	43		V		o7	0	0	0, -3, 6, 3		6	0
73	71	1/2	1/2	3/4	1	1	V7]		E	I	V	V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
74	72	0	0	3/4	1	1	I\\		E	I		I	I					\\	M	0	0	0, 4, 1		0	0
74	72	1/6	1/6	3/4	1	1	I		E	I		I	I						M	0	0	0, 4, 1		0	0
75	73	0	0	3/4	1	1	vii%65/V		E	I		vii%65/V	vii	%	65		V		%7	0	0	3, 0, 4, 6		6	3
75	73	1/4	1/4	3/4	1	1	V65		E	I		V65	V		65				Mm7	0	0	5, 2, -1, 1		1	5
76	74	0	0	3/4	1	1	vii%65		E	I		vii%65	vii	%	65				%7	0	0	2, -1, 3, 5		5	2
76	74	1/4	1/4	3/4	1	1	I6		E	I		I6	I		6				M	0	0	4, 1, 0		0	4
76	74	5/8	5/8	3/4	1	1	V65/IV		E	I		V65/IV	V		65		IV		Mm7	0	0	4, 1, -2, 0		0	4
77	75	0	0	3/4	1	1	IV		E	I		IV	IV						M	0	0	-1, 3, 0		-1	-1
77	75	1/8	1/8	3/4	1	1	ii6		E	I		ii6	ii		6				m	0	0	-1, 3, 2		2	-1
77	75	1/4	1/4	3/4	1	1	V(4)		E	I		V(4)	V			4			M	0	0	1, 0, 2		1	1
77	75	1/2	1/2	3/4	1	1	V		E	I		V	V						M	0	0	1, 5, 2		1	1
78	76	0	0	3/4	1	1	I\\		E	I		I	I					\\	M	0	0	0, 4, 1		0	0
78	76	1/8	1/8	3/4	1	1	I		E	I		I	I						M	0	0	0, 4, 1		0	0
78	76	1/2	1/2	3/4	1	1	vi		E	I		vi	vi						m	0	0	3, 0, 4		3	3
79	77	0	0	3/4	1	1	vii%7/V		E	I		vii%7/V	vii	%	7		V		%7	0	0	6, 3, 0, 4		6	6
79	77	1/4	1/4	3/4	1	1	V(64)		E	I		V(64)	V			64			M	0	0	1, 0, 4		1	1
79	77	3/8	3/8	3/4	1	1	V		E	I		V	V						M	0	0	1, 5, 2		1	1
79	77	1/2	1/2	3/4	1	1	V(64)/V		E	I		V(64)/V	V			64	V		M	0	0	2, 1, 5		2	2
79	77	5/8	5/8	3/4	1	1	V7/V		E	I		V7/V	V		7		V		Mm7	0	0	2, 6, 3, 0		2	2
80	78	0	0	3/4	1	1	V\\		E	I		V	V					\\	M	0	0	1, 5, 2		1	1
80	78	1/8	1/8	3/4	1	1	V43		E	I		V43	V		43				Mm7	0	0	2, -1, 1, 5		1	2
81	79	0	0	3/4	1	1	vii%7		E	I		vii%7	vii	%	7				%7	0	0	5, 2, -1, 3		5	5
81	79	1/4	1/4	3/4	1	1	I(64)		E	I		I(64)	I			64			M	0	0	0, -1, 3		0	0
81	79	3/8	3/8	3/4	1	1	I		E	I		I	I						M	0	0	0, 4, 1		0	0
81	79	1/2	1/2	3/4	1	1	V(64)		E	I		V(64)	V			64			M	0	0	1, 0, 4		1	1
81	79	5/8	5/8	3/4	1	1	V7		E	I		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
82	80	0	0	3/4	1	1	vi		E	I		vi	vi						m	0	0	3, 0, 4		3	3
82	80	1/8	1/8	3/4	1	1	#viio43/ii		E	I		#viio43/ii	#vii	o	43		ii		o7	0	0	1, -2, 7, 4		7	1
82	80	1/4	1/4	3/4	1	1	ii6		E	I		ii6	ii		6				m	0	0	-1, 3, 2		2	-1
82	80	3/8	3/8	3/4	1	1	V7/ii		E	I		V7/ii	V		7		ii		Mm7	0	0	3, 7, 4, 1		3	3
82	80	1/2	1/2	3/4	1	1	ii		E	I		ii	ii						m	0	0	2, -1, 3		2	2
82	80	5/8	5/8	3/4	1	1	V43/V		E	I		V43/V	V		43		V		Mm7	0	0	3, 0, 2, 6		2	3
83	81	0	0	3/4	1	1	V		E	I		V	V						M	0	0	1, 5, 2		1	1
83	81	1/8	1/8	3/4	1	1	V65		E	I		V65	V		65				Mm7	0	0	5, 2, -1, 1		1	5
83	81	1/4	1/4	3/4	1	1	I		E	I		I	I						M	0	0	0, 4, 1		0	0
83	81	3/8	3/8	3/4	1	1	viio65/V		E	I		viio65/V	vii	o	65		V		o7	0	0	3, 0, -3, 6		6	3
83	81	1/2	1/2	3/4	1	1	V(64)		E	I		V(64)	V			64			M	0	0	1, 0, 4		1	1
83	81	5/8	5/8	3/4	1	1	V65/V		E	I		V65/V	V		65		V		Mm7	0	0	6, 3, 0, 2		2	6
84	82	0	0	3/4	1	1	V(64)		E	I		V(64)	V			64			M	0	0	1, 0, 4		1	1
84	82	1/4	1/4	3/4	1	1	V(4)		E	I		V(4)	V			4			M	0	0	1, 0, 2		1	1
84	82	1/2	1/2	3/4	1	1	V		E	I		V	V						M	0	0	1, 5, 2		1	1
85	83	0	0	3/4	1	1	I		E	I		I	I						M	0	0	0, 4, 1		0	0
85	83	1/2	1/2	3/4	1	1	V(64)		E	I		V(64)	V			64			M	0	0	1, 0, 4		1	1
85	83	5/8	5/8	3/4	1	1	V7		E	I		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
86	84	0	0	3/4	1	1	I(974)		E	I		I(974)	I			974			M	0	0	0, -1, 1	2, 5	0	0
86	84	1/4	1/4	3/4	1	1	I\\		E	I		I	I					\\	M	0	0	0, 4, 1		0	0
