mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	0	1.0	0	1/4	2/4	2	1	Bb.I6		Bb	I		I6		I		6					M	0	0	4, 1, 0		0	4
2	1	1	1.0	0	0	2/4	2	1	I		Bb	I		I		I							M	0	0	0, 4, 1		0	0
2	1	2	1.0	1/4	1/4	2/4	2	1	I6		Bb	I		I6		I		6					M	0	0	4, 1, 0		0	4
3	2	3	1.5	0	0	2/4	2	1	I[I		Bb	I	I	I		I							M	0	0	0, 4, 1		0	0
3	2	9/2	0.5	3/8	3/8	2/4	2	1	V2		Bb	I	I	V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
4	3	5	1.0	0	0	2/4	2	1	I]		Bb	I	I	I		I							M	0	0	0, 4, 1		0	0
4	3	6	0.5	1/4	1/4	2/4	2	1	V65		Bb	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
4	3	13/2	0.5	3/8	3/8	2/4	2	1	I		Bb	I		I		I							M	0	0	0, 4, 1		0	0
5	4	7	0.5	0	0	2/4	2	1	V(64)		Bb	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
5	4	15/2	0.5	1/8	1/8	2/4	2	1	V		Bb	I		V		V							M	0	0	1, 5, 2		1	1
5	4	8	1.0	1/4	1/4	2/4	2	1	I6		Bb	I		I6		I		6					M	0	0	4, 1, 0		0	4
6	5	9	1.0	0	0	2/4	2	1	I		Bb	I		I		I							M	0	0	0, 4, 1		0	0
6	5	10	1.0	1/4	1/4	2/4	2	1	I6		Bb	I		I6		I		6					M	0	0	4, 1, 0		0	4
7	6	11	1.0	0	0	2/4	2	1	I		Bb	I		I		I							M	0	0	0, 4, 1		0	0
7	6	12	1.0	1/4	1/4	2/4	2	1	I6		Bb	I		I6		I		6					M	0	0	4, 1, 0		0	4
8	7	13	1.0	0	0	2/4	2	1	ii65		Bb	I		ii65		ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
8	7	14	1.0	1/4	1/4	2/4	2	1	V7		Bb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
9	8	15	1.0	0	0	2/4	2	1	I\\		Bb	I		I		I						\\	M	0	0	0, 4, 1		0	0
9	8	16	0.5	1/4	1/4	2/4	2	1	V[V		Bb	I	V	V		V							M	0	0	1, 5, 2		1	1
9	8	33/2	0.5	3/8	3/8	2/4	2	1	I		Bb	I	V	I		I							M	0	0	0, 4, 1		0	0
10	9	17	2.0	0	0	2/4	2	1	V7		Bb	I	V	V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
11	10	19	1.5	0	0	2/4	2	1	I		Bb	I	V	I		I							M	0	0	0, 4, 1		0	0
11	10	41/2	0.5	3/8	3/8	2/4	2	1	V7		Bb	I	V	V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
12	11	21	2.0	0	0	2/4	2	1	I6		Bb	I	V	I6		I		6					M	0	0	4, 1, 0		0	4
