mc	mn	onset	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
38	38	0	I		D	I		I	I						M	0	0	0, 4, 1		0	0
39	39	0	V[V7		D	I	V	V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
39	39	1/8	I		D	I	V	I	I						M	0	0	0, 4, 1		0	0
39	39	1/4	V7		D	I	V	V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
39	39	3/8	I		D	I	V	I	I						M	0	0	0, 4, 1		0	0
40	40	0	V]		D	I	V	V	V						M	0	0	1, 5, 2		1	1
40	40	1/8	V7/V		D	I		V7/V	V		7		V		Mm7	0	0	2, 6, 3, 0		2	2
40	40	1/4	V\\		D	I		V	V					\\	M	0	0	1, 5, 2		1	1
41	41	0	I		D	I		I	I						M	0	0	0, 4, 1		0	0
41	41	1/4	viio6		D	I		viio6	vii	o	6				o	0	0	2, -1, 5		5	2
41	41	3/8	I6		D	I		I6	I		6				M	0	0	4, 1, 0		0	4
42	42	0	viio6		D	I		viio6	vii	o	6				o	0	0	2, -1, 5		5	2
42	42	1/4	V43		D	I		V43	V		43				Mm7	0	0	2, -1, 1, 5		1	2
43	43	0	I6		D	I		I6	I		6				M	0	0	4, 1, 0		0	4
44	44	0	ii6		D	I		ii6	ii		6				m	0	0	-1, 3, 2		2	-1
45	45	0	V(64)		D	I		V(64)	V			64			M	0	0	1, 0, 4		1	1
45	45	1/4	V7		D	I		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
46	46	0	I\\		D	I		I	I					\\	M	0	0	0, 4, 1		0	0
46	46	1/8	IV		D	I		IV	IV						M	0	0	-1, 3, 0		-1	-1
46	46	1/4	ii6	viio64	D	I		ii6	ii		6				m	0	0	-1, 3, 2		2	-1
46	46	3/8	viio6		D	I		viio6	vii	o	6				o	0	0	2, -1, 5		5	2
47	47	0	V6		D	I		V6	V		6				M	0	0	5, 2, 1		1	5
47	47	1/8	viio6/V		D	I		viio6/V	vii	o	6		V		o	0	0	3, 0, 6		6	3
47	47	1/4	#viio7/vi		D	I		#viio7/vi	#vii	o	7		vi		o7	0	0	8, 5, 2, -1		8	8
47	47	3/8	vi		D	I		vi	vi						m	0	0	3, 0, 4		3	3
48	48	0	ii65		D	I		ii65	ii		65				mm7	0	0	-1, 3, 0, 2		2	-1
48	48	1/8	viio7/V		D	I		viio7/V	vii	o	7		V		o7	0	0	6, 3, 0, -3		6	6
49	49	0	V(64)		D	I		V(64)	V			64			M	0	0	1, 0, 4		1	1
49	49	1/4	V7		D	I		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
50	50	0	I(974)		D	I		I(974)	I			974			M	0	0	0, -1, 1	2, 5	0	0
50	50	1/4	I\\		D	I		I	I					\\	M	0	0	0, 4, 1		0	0
