mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
75	75	1/2	1/2	4/4	1	1	.bIII.viio6		C	bIII	I	viio6		vii	o	6					o	0	0	2, -1, 5		5	2
76	76	0	0	4/4	1	1	I]		C	bIII	I	I		I							M	0	0	0, 4, 1		0	0
77	77	0	0	4/4	1	1	.bVII.ii		C	bVII		ii		ii							m	0	0	2, -1, 3		2	2
78	78	0	0	4/4	1	1	viio		C	bVII		viio		vii	o						o	0	0	5, 2, -1		5	5
79	79	0	0	4/4	1	1	I[I		C	bVII	I	I		I							M	0	0	0, 4, 1		0	0
80	80	0	0	4/4	1	1	ii6		C	bVII	I	ii6		ii		6					m	0	0	-1, 3, 2		2	-1
80	80	1/2	1/2	4/4	1	1	viio6		C	bVII	I	viio6		vii	o	6					o	0	0	2, -1, 5		5	2
81	81	0	0	4/4	1	1	I		C	bVII	I	I		I							M	0	0	0, 4, 1		0	0
82	82	0	0	4/4	1	1	ii6		C	bVII	I	ii6		ii		6					m	0	0	-1, 3, 2		2	-1
82	82	1/2	1/2	4/4	1	1	viio6		C	bVII	I	viio6		vii	o	6					o	0	0	2, -1, 5		5	2
83	83	0	0	4/4	1	1	I\\		C	bVII	I	I		I						\\	M	0	0	0, 4, 1		0	0
83	83	1/4	1/4	4/4	1	1	vi	IV6	C	bVII	I	vi		vi							m	0	0	3, 0, 4		3	3
83	83	1/2	1/2	4/4	1	1	V		C	bVII	I	V		V							M	0	0	1, 5, 2		1	1
83	83	3/4	3/4	4/4	1	1	IV	ii6	C	bVII	I	IV		IV							M	0	0	-1, 3, 0		-1	-1
84	84	0	0	4/4	1	1	I		C	bVII	I	I		I							M	0	0	0, 4, 1		0	0
84	84	1/4	1/4	4/4	1	1	vi	IV6	C	bVII	I	vi		vi							m	0	0	3, 0, 4		3	3
84	84	1/2	1/2	4/4	1	1	V		C	bVII	I	V		V							M	0	0	1, 5, 2		1	1
84	84	3/4	3/4	4/4	1	1	IV	ii6	C	bVII	I	IV		IV							M	0	0	-1, 3, 0		-1	-1
85	85	0	0	4/4	1	1	I]\\		C	bVII	I	I		I						\\	M	0	0	0, 4, 1		0	0
86	86	0	0	4/4	1	1	V[I6		C	bVII	V	I6		I		6					M	0	0	4, 1, 0		0	4
86	86	1/2	1/2	4/4	1	1	V7		C	bVII	V	V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
86	86	3/4	3/4	4/4	1	1	I		C	bVII	V	I		I							M	0	0	0, 4, 1		0	0
87	87	0	0	4/4	1	1	V		C	bVII	V	V		V							M	0	0	1, 5, 2		1	1
87	87	1/4	1/4	4/4	1	1	I6		C	bVII	V	I6		I		6					M	0	0	4, 1, 0		0	4
87	87	1/2	1/2	4/4	1	1	V7		C	bVII	V	V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
87	87	3/4	3/4	4/4	1	1	I		C	bVII	V	I		I							M	0	0	0, 4, 1		0	0
88	88	0	0	4/4	1	1	V		C	bVII	V	V		V							M	0	0	1, 5, 2		1	1
88	88	1/4	1/4	4/4	1	1	I		C	bVII	V	I		I							M	0	0	0, 4, 1		0	0
88	88	1/2	1/2	4/4	1	1	V		C	bVII	V	V		V							M	0	0	1, 5, 2		1	1
88	88	3/4	3/4	4/4	1	1	IV.viio6		C	IV	I	viio6		vii	o	6					o	0	0	2, -1, 5		5	2
89	89	0	0	4/4	1	1	I		C	IV	I	I		I							M	0	0	0, 4, 1		0	0
89	89	1/4	1/4	4/4	1	1	IV		C	IV	I	IV		IV							M	0	0	-1, 3, 0		-1	-1
89	89	1/2	1/2	4/4	1	1	I		C	IV	I	I		I							M	0	0	0, 4, 1		0	0
89	89	3/4	3/4	4/4	1	1	V7		C	IV	I	V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
90	90	0	0	4/4	1	1	I]\\		C	IV	I	I		I						\\	M	0	0	0, 4, 1		0	0
91	91	0	0	4/4	1	1	.bVII.I[I		C	bVII	I	I		I							M	0	0	0, 4, 1		0	0
91	91	1/4	1/4	4/4	1	1	ii	viio6	C	bVII	I	ii		ii							m	0	0	2, -1, 3		2	2
91	91	1/2	1/2	4/4	1	1	I]		C	bVII	I	I		I							M	0	0	0, 4, 1		0	0
91	91	3/4	3/4	4/4	1	1	V7		C	bVII		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
92	92	0	0	4/4	1	1	I[I		C	bVII	I	I		I							M	0	0	0, 4, 1		0	0
92	92	1/4	1/4	4/4	1	1	ii	viio6	C	bVII	I	ii		ii							m	0	0	2, -1, 3		2	2
92	92	1/2	1/2	4/4	1	1	I]		C	bVII	I	I		I							M	0	0	0, 4, 1		0	0
92	92	3/4	3/4	4/4	1	1	i.V7		C	i		V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
93	93	0	0	4/4	1	1	i[i		C	i	i	i		i							m	0	1	0, -3, 1		0	0
93	93	1/4	1/4	4/4	1	1	iio	#viio6	C	i	i	iio		ii	o						o	0	1	2, -1, -4		2	2
93	93	1/2	1/2	4/4	1	1	i]		C	i	i	i		i							m	0	1	0, -3, 1		0	0
93	93	3/4	3/4	4/4	1	1	V7		C	i		V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
94	94	0	0	4/4	1	1	i[i		C	i	i	i		i							m	0	1	0, -3, 1		0	0
94	94	1/4	1/4	4/4	1	1	iio	#viio6	C	i	i	iio		ii	o						o	0	1	2, -1, -4		2	2
94	94	1/2	1/2	4/4	1	1	i]		C	i	i	i		i							m	0	1	0, -3, 1		0	0
94	94	3/4	3/4	4/4	1	1	ii.V7		C	ii		V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
95	95	0	0	4/4	1	1	ii		C	ii		ii		ii							m	0	1	2, -1, 3		2	2
95	95	1/4	1/4	4/4	1	1	I.vii%7		C	I		vii%7		vii	%	7					%7	0	0	5, 2, -1, 3		5	5
95	95	1/2	1/2	4/4	1	1	I		C	I		I		I							M	0	0	0, 4, 1		0	0
95	95	3/4	3/4	4/4	1	1	IV.V7		C	IV		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
96	96	0	0	4/4	1	1	I		C	IV		I		I							M	0	0	0, 4, 1		0	0
96	96	1/4	1/4	4/4	1	1	III.viio7		C	III		viio7		vii	o	7					o7	0	0	5, 2, -1, -4		5	5
96	96	1/2	1/2	4/4	1	1	I		C	III		I		I							M	0	0	0, 4, 1		0	0
96	96	3/4	3/4	4/4	1	1	vi.V7		C	vi		V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
97	97	0	0	4/4	1	1	i		C	vi		i		i							m	0	1	0, -3, 1		0	0
97	97	1/4	1/4	4/4	1	1	V.vii%7		C	V		vii%7		vii	%	7					%7	0	0	5, 2, -1, 3		5	5
97	97	1/2	1/2	4/4	1	1	I		C	V		I		I							M	0	0	0, 4, 1		0	0
97	97	3/4	3/4	4/4	1	1	I.V7		C	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
98	98	0	0	4/4	1	1	I		C	I		I		I							M	0	0	0, 4, 1		0	0
98	98	1/4	1/4	4/4	1	1	vi.#viio		C	vi		#viio		#vii	o						o	0	1	5, 2, -1		5	5
98	98	1/2	1/2	4/4	1	1	i		C	vi		i		i							m	0	1	0, -3, 1		0	0
98	98	3/4	3/4	4/4	1	1	IV.viio		C	IV		viio		vii	o						o	0	0	5, 2, -1		5	5
99	99	0	0	4/4	1	1	I		C	IV		I		I							M	0	0	0, 4, 1		0	0
99	99	1/4	1/4	4/4	1	1	ii.#viio		C	ii		#viio		#vii	o						o	0	1	5, 2, -1		5	5
99	99	1/2	1/2	4/4	1	1	i		C	ii		i		i							m	0	1	0, -3, 1		0	0
99	99	3/4	3/4	4/4	1	1	vi.V7		C	vi		V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
100	100	0	0	4/4	1	1	VI[VI		C	vi	VI	VI		VI							M	0	1	-4, 0, -3		-4	-4
100	100	1/4	1/4	4/4	1	1	V7/iv		C	vi	VI	V7/iv		V		7		iv			Mm7	0	1	0, 4, 1, -2		0	0
100	100	1/2	1/2	4/4	1	1	iv6		C	vi	VI	iv6		iv		6					m	0	1	-4, 0, -1		-1	-4
100	100	3/4	3/4	4/4	1	1	.It6]		C	vi	VI	It6	It	vii	o	6	b3	V			It	0	1	-4, 0, 6		6	-4
101	101	0	0	4/4	1	1	V\\		C	vi		V		V						\\	M	0	1	1, 5, 2		1	1
101	101	1/4	1/4	4/4	1	1	#viio		C	vi		#viio		#vii	o						o	0	1	5, 2, -1		5	5
101	101	1/2	1/2	4/4	1	1	i		C	vi		i		i							m	0	1	0, -3, 1		0	0
101	101	3/4	3/4	4/4	1	1	iio	#viio6	C	vi		iio		ii	o						o	0	1	2, -1, -4		2	2
102	102	0	0	4/4	1	1	i6		C	vi		i6		i		6					m	0	1	-3, 1, 0		0	-3
102	102	1/4	1/4	4/4	1	1	#viio		C	vi		#viio		#vii	o						o	0	1	5, 2, -1		5	5
102	102	1/2	1/2	4/4	1	1	i		C	vi		i		i							m	0	1	0, -3, 1		0	0
102	102	3/4	3/4	4/4	1	1	.It6		C	vi		It6	It	vii	o	6	b3	V			It	0	1	-4, 0, 6		6	-4
103	103	0	0	4/4	1	1	V		C	vi		V		V							M	0	1	1, 5, 2		1	1
103	103	1/4	1/4	4/4	1	1	#viio		C	vi		#viio		#vii	o						o	0	1	5, 2, -1		5	5
103	103	1/2	1/2	4/4	1	1	i		C	vi		i		i							m	0	1	0, -3, 1		0	0
103	103	3/4	3/4	4/4	1	1	iio	#viio6	C	vi		iio		ii	o						o	0	1	2, -1, -4		2	2
104	104	0	0	4/4	1	1	i6		C	vi		i6		i		6					m	0	1	-3, 1, 0		0	-3
104	104	1/4	1/4	4/4	1	1	#viio		C	vi		#viio		#vii	o						o	0	1	5, 2, -1		5	5
104	104	1/2	1/2	4/4	1	1	i		C	vi		i		i							m	0	1	0, -3, 1		0	0
104	104	3/4	3/4	4/4	1	1	.It6		C	vi		It6	It	vii	o	6	b3	V			It	0	1	-4, 0, 6		6	-4
105	105	0	0	4/4	1	1	V[V		C	vi	V	V		V							M	0	1	1, 5, 2		1	1
105	105	1/4	1/4	4/4	1	1	i		C	vi	V	i		i							m	0	1	0, -3, 1		0	0
