mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
84	84	1/8	1/8	2/4	1	1	viio6		E	I	I	viio6	vii	o	6				o	0	0	2, -1, 5		5	2
84	84	1/4	1/4	2/4	1	1	I]		E	I	I	I	I						M	0	0	0, 4, 1		0	0
85	85	0	0	2/4	1	1	viio6		E	I		viio6	vii	o	6				o	0	0	2, -1, 5		5	2
85	85	1/8	1/8	2/4	1	1	vi6		E	I		vi6	vi		6				m	0	0	0, 4, 3		3	0
85	85	1/4	1/4	2/4	1	1	V6		E	I		V6	V		6				M	0	0	5, 2, 1		1	5
85	85	3/8	3/8	2/4	1	1	V7/V		E	I		V7/V	V		7		V		Mm7	0	0	2, 6, 3, 0		2	2
86	86	0	0	2/4	1	1	V(9#74)		E	I		V(9#74)	V			9#74			M	0	0	1, 0, 2	3, 6	1	1
86	86	1/4	1/4	2/4	1	1	V\\		E	I		V	V					\\	M	0	0	1, 5, 2		1	1
86	86	3/8	3/8	2/4	1	1	V		E	I		V	V						M	0	0	1, 5, 2		1	1
87	87	0	0	2/4	1	1	#viio7/ii		E	I		#viio7/ii	#vii	o	7		ii		o7	0	0	7, 4, 1, -2		7	7
87	87	1/4	1/4	2/4	1	1	ii		E	I		ii	ii						m	0	0	2, -1, 3		2	2
88	88	0	0	2/4	1	1	V65		E	I		V65	V		65				Mm7	0	0	5, 2, -1, 1		1	5
88	88	1/4	1/4	2/4	1	1	I		E	I		I	I						M	0	0	0, 4, 1		0	0
89	89	0	0	2/4	1	1	IV[IV		E	I	IV	IV	IV						M	0	0	-1, 3, 0		-1	-1
89	89	1/8	1/8	2/4	1	1	I6		E	I	IV	I6	I		6				M	0	0	4, 1, 0		0	4
89	89	1/4	1/4	2/4	1	1	ii7]		E	I	IV	ii7	ii		7				mm7	0	0	2, -1, 3, 0		2	2
89	89	3/8	3/8	2/4	1	1	vii%7/V		E	I		vii%7/V	vii	%	7		V		%7	0	0	6, 3, 0, 4		6	6
90	90	0	0	2/4	1	1	V[V(64)		E	I	V	V(64)	V			64			M	0	0	1, 0, 4		1	1
90	90	1/4	1/4	2/4	1	1	V\\		E	I	V	V	V					\\	M	0	0	1, 5, 2		1	1
90	90	7/16	7/16	2/4	1	1	V		E	I	V	V	V						M	0	0	1, 5, 2		1	1
91	91	0	0	2/4	1	1	V7		E	I	V	V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
92	92	0	0	2/4	1	1	I		E	I	V	I	I						M	0	0	0, 4, 1		0	0
93	93	0	0	2/4	1	1	V7		E	I	V	V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
93	93	1/8	1/8	2/4	1	1	I		E	I	V	I	I						M	0	0	0, 4, 1		0	0
93	93	1/4	1/4	2/4	1	1	V7		E	I	V	V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
93	93	3/8	3/8	2/4	1	1	I		E	I	V	I	I						M	0	0	0, 4, 1		0	0
94	94	0	0	2/4	1	1	V7\\		E	I	V	V7	V		7			\\	Mm7	0	0	1, 5, 2, -1		1	1
94	94	7/16	7/16	2/4	1	1	V]		E	I	V	V	V						M	0	0	1, 5, 2		1	1
95	95	0	0	2/4	1	1	#viio7/ii		E	I		#viio7/ii	#vii	o	7		ii		o7	0	0	7, 4, 1, -2		7	7
95	95	1/8	1/8	2/4	1	1	ii		E	I		ii	ii						m	0	0	2, -1, 3		2	2
95	95	1/4	1/4	2/4	1	1	viio7		E	I		viio7	vii	o	7				o7	0	0	5, 2, -1, -4		5	5
95	95	3/8	3/8	2/4	1	1	I		E	I		I	I						M	0	0	0, 4, 1		0	0
96	96	0	0	2/4	1	1	#viio7/vi		E	I		#viio7/vi	#vii	o	7		vi		o7	0	0	8, 5, 2, -1		8	8
96	96	1/4	1/4	2/4	1	1	vi		E	I		vi	vi						m	0	0	3, 0, 4		3	3
96	96	3/8	3/8	2/4	1	1	IV		E	I		IV	IV						M	0	0	-1, 3, 0		-1	-1
97	97	0	0	2/4	1	1	I		E	I		I	I						M	0	0	0, 4, 1		0	0
97	97	1/8	1/8	2/4	1	1	I6		E	I		I6	I		6				M	0	0	4, 1, 0		0	4
97	97	7/32	7/32	2/4	1	1	ii6		E	I		ii6	ii		6				m	0	0	-1, 3, 2		2	-1
97	97	1/4	1/4	2/4	1	1	V(64)		E	I		V(64)	V			64			M	0	0	1, 0, 4		1	1
97	97	3/8	3/8	2/4	1	1	V7		E	I		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
98	98	0	0	2/4	1	1	I\\		E	I		I	I					\\	M	0	0	0, 4, 1		0	0
98	98	1/8	1/8	2/4	1	1	V(64)		E	I		V(64)	V			64			M	0	0	1, 0, 4		1	1
99	99	1/8	1/8	2/4	1	1	I6		E	I		I6	I		6				M	0	0	4, 1, 0		0	4
99	99	7/32	7/32	2/4	1	1	ii6		E	I		ii6	ii		6				m	0	0	-1, 3, 2		2	-1
99	99	1/4	1/4	2/4	1	1	V(64)		E	I		V(64)	V			64			M	0	0	1, 0, 4		1	1
99	99	3/8	3/8	2/4	1	1	V7		E	I		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
100	100	0	0	2/4	1	1	I(974)		E	I		I(974)	I			974			M	0	0	0, -1, 1	2, 5	0	0
100	100	1/4	1/4	2/4	1	1	I\\		E	I		I	I					\\	M	0	0	0, 4, 1		0	0
