mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
12	12	1/2	1/2	4/4	1	1	IV		Eb	I		IV	IV						M	0	0	-1, 3, 0		-1	-1
12	12	3/4	3/4	4/4	1	1	#viio7/iii		Eb	I		#viio7/iii	#vii	o	7		iii		o7	0	0	9, 6, 3, 0		9	9
13	13	0	0	4/4	1	1	I		Eb	I		I	I						M	0	0	0, 4, 1		0	0
13	13	1/2	1/2	4/4	1	1	IV		Eb	I		IV	IV						M	0	0	-1, 3, 0		-1	-1
13	13	3/4	3/4	4/4	1	1	#viio7/iii		Eb	I		#viio7/iii	#vii	o	7		iii		o7	0	0	9, 6, 3, 0		9	9
14	14	0	0	4/4	1	1	I		Eb	I		I	I						M	0	0	0, 4, 1		0	0
14	14	1/2	1/2	4/4	1	1	vi		Eb	I		vi	vi						m	0	0	3, 0, 4		3	3
14	14	3/4	3/4	4/4	1	1	V.viio6		Eb	V		viio6	vii	o	6				o	0	0	2, -1, 5		5	2
15	15	0	0	4/4	1	1	I		Eb	V		I	I						M	0	0	0, 4, 1		0	0
15	15	3/4	3/4	4/4	1	1	V7		Eb	V		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
16	16	0	0	4/4	1	1	I		Eb	V		I	I						M	0	0	0, 4, 1		0	0
16	16	3/4	3/4	4/4	1	1	V7		Eb	V		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
17	17	0	0	4/4	1	1	I\\		Eb	V		I	I					\\	M	0	0	0, 4, 1		0	0
17	17	3/8	3/8	4/4	1	1	I.V		Eb	I		V	V						M	0	0	1, 5, 2		1	1
18	18	0	0	4/4	1	1	V7(9)		Eb	I		V7(9)	V		7	9			Mm7	0	0	1, 5, 2, -1	3	1	1
18	18	1/2	1/2	4/4	1	1	V(64)		Eb	I		V(64)	V			64			M	0	0	1, 0, 4		1	1
19	19	0	0	4/4	1	1	V7\\		Eb	I		V7	V		7			\\	Mm7	0	0	1, 5, 2, -1		1	1
20	20	0	0	4/4	1	1	I[I		Eb	I	I	I	I						M	0	0	0, 4, 1		0	0
21	21	0	0	4/4	1	1	viio6		Eb	I	I	viio6	vii	o	6				o	0	0	2, -1, 5		5	2
21	21	1/2	1/2	4/4	1	1	I]		Eb	I	I	I	I						M	0	0	0, 4, 1		0	0
22	22	0	0	4/4	1	1	V.ii		Eb	V		ii	ii						m	0	0	2, -1, 3		2	2
22	22	1/2	1/2	4/4	1	1	V(64)		Eb	V		V(64)	V			64			M	0	0	1, 0, 4		1	1
22	22	7/8	7/8	4/4	1	1	V		Eb	V		V	V						M	0	0	1, 5, 2		1	1
23	23	0	0	4/4	1	1	iii		Eb	V		iii	iii						m	0	0	4, 1, 5		4	4
23	23	1/2	1/2	4/4	1	1	vi(64)		Eb	V		vi(64)	vi			64			m	0	0	3, 2, -1		3	3
23	23	7/8	7/8	4/4	1	1	vi		Eb	V		vi	vi						m	0	0	3, 0, 4		3	3
24	24	0	0	4/4	1	1	IV		Eb	V		IV	IV						M	0	0	-1, 3, 0		-1	-1
24	24	1/4	1/4	4/4	1	1	IV6		Eb	V		IV6	IV		6				M	0	0	3, 0, -1		-1	3
24	24	1/2	1/2	4/4	1	1	I		Eb	V		I	I						M	0	0	0, 4, 1		0	0
25	25	0	0	4/4	1	1	IV		Eb	V		IV	IV						M	0	0	-1, 3, 0		-1	-1
25	25	1/4	1/4	4/4	1	1	IV6		Eb	V		IV6	IV		6				M	0	0	3, 0, -1		-1	3
25	25	1/2	1/2	4/4	1	1	I		Eb	V		I	I						M	0	0	0, 4, 1		0	0
26	26	0	0	4/4	1	1	ii		Eb	V		ii	ii						m	0	0	2, -1, 3		2	2
26	26	1/4	1/4	4/4	1	1	viio		Eb	V		viio	vii	o					o	0	0	5, 2, -1		5	5
26	26	1/2	1/2	4/4	1	1	I		Eb	V		I	I						M	0	0	0, 4, 1		0	0
26	26	3/4	3/4	4/4	1	1	I6		Eb	V		I6	I		6				M	0	0	4, 1, 0		0	4
27	27	0	0	4/4	1	1	IV	ii6	Eb	V		IV	IV						M	0	0	-1, 3, 0		-1	-1
27	27	3/4	3/4	4/4	1	1	V65/V		Eb	V		V65/V	V		65		V		Mm7	0	0	6, 3, 0, 2		2	6
28	28	0	0	4/4	1	1	V\\		Eb	V		V	V					\\	M	0	0	1, 5, 2		1	1
28	28	1/4	1/4	4/4	1	1	V		Eb	V		V	V						M	0	0	1, 5, 2		1	1
28	28	3/8	3/8	4/4	1	1	vi7		Eb	V		vi7	vi		7				mm7	0	0	3, 0, 4, 1		3	3
28	28	1/2	1/2	4/4	1	1	V6		Eb	V		V6	V		6				M	0	0	5, 2, 1		1	5
28	28	5/8	5/8	4/4	1	1	I		Eb	V		I	I						M	0	0	0, 4, 1		0	0
28	28	3/4	3/4	4/4	1	1	V6		Eb	V		V6	V		6				M	0	0	5, 2, 1		1	5
28	28	7/8	7/8	4/4	1	1	vi7		Eb	V		vi7	vi		7				mm7	0	0	3, 0, 4, 1		3	3
29	29	0	0	4/4	1	1	V[V		Eb	V	V	V	V						M	0	0	1, 5, 2		1	1
29	29	3/8	3/8	4/4	1	1	vi6		Eb	V	V	vi6	vi		6				m	0	0	0, 4, 3		3	0
29	29	1/2	1/2	4/4	1	1	V		Eb	V	V	V	V						M	0	0	1, 5, 2		1	1
29	29	5/8	5/8	4/4	1	1	I6		Eb	V	V	I6	I		6				M	0	0	4, 1, 0		0	4
29	29	3/4	3/4	4/4	1	1	V		Eb	V	V	V	V						M	0	0	1, 5, 2		1	1
29	29	7/8	7/8	4/4	1	1	vi6		Eb	V	V	vi6	vi		6				m	0	0	0, 4, 3		3	0
30	30	0	0	4/4	1	1	V]		Eb	V	V	V	V						M	0	0	1, 5, 2		1	1
30	30	3/8	3/8	4/4	1	1	vi7		Eb	V		vi7	vi		7				mm7	0	0	3, 0, 4, 1		3	3
30	30	1/2	1/2	4/4	1	1	V6		Eb	V		V6	V		6				M	0	0	5, 2, 1		1	5
30	30	5/8	5/8	4/4	1	1	I		Eb	V		I	I						M	0	0	0, 4, 1		0	0
30	30	3/4	3/4	4/4	1	1	V6		Eb	V		V6	V		6				M	0	0	5, 2, 1		1	5
30	30	7/8	7/8	4/4	1	1	vi7		Eb	V		vi7	vi		7				mm7	0	0	3, 0, 4, 1		3	3
31	31	0	0	4/4	1	1	V[V		Eb	V	V	V	V						M	0	0	1, 5, 2		1	1
31	31	3/8	3/8	4/4	1	1	vi6		Eb	V	V	vi6	vi		6				m	0	0	0, 4, 3		3	0
31	31	1/2	1/2	4/4	1	1	V		Eb	V	V	V	V						M	0	0	1, 5, 2		1	1
31	31	5/8	5/8	4/4	1	1	I6		Eb	V	V	I6	I		6				M	0	0	4, 1, 0		0	4
31	31	3/4	3/4	4/4	1	1	V		Eb	V	V	V	V						M	0	0	1, 5, 2		1	1
31	31	7/8	7/8	4/4	1	1	vi6		Eb	V	V	vi6	vi		6				m	0	0	0, 4, 3		3	0
32	32	0	0	4/4	1	1	V		Eb	V	V	V	V						M	0	0	1, 5, 2		1	1
32	32	1/4	1/4	4/4	1	1	IV		Eb	V	V	IV	IV						M	0	0	-1, 3, 0		-1	-1
32	32	1/2	1/2	4/4	1	1	I6		Eb	V	V	I6	I		6				M	0	0	4, 1, 0		0	4
32	32	3/4	3/4	4/4	1	1	#viio/iii		Eb	V	V	#viio/iii	#vii	o			iii		o	0	0	9, 6, 3		9	9
33	33	0	0	4/4	1	1	iii	I6	Eb	V	V	iii	iii						m	0	0	4, 1, 5		4	4
33	33	1/4	1/4	4/4	1	1	V7		Eb	V	V	V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
33	33	1/2	1/2	4/4	1	1	I		Eb	V	V	I	I						M	0	0	0, 4, 1		0	0
33	33	3/4	3/4	4/4	1	1	V]		Eb	V	V	V	V						M	0	0	1, 5, 2		1	1
34	34	0	0	4/4	1	1	I\\		Eb	V		I	I					\\	M	0	0	0, 4, 1		0	0
34	34	1/4	1/4	4/4	1	1	I		Eb	V		I	I						M	0	0	0, 4, 1		0	0
34	34	3/8	3/8	4/4	1	1	ii7		Eb	V		ii7	ii		7				mm7	0	0	2, -1, 3, 0		2	2
34	34	1/2	1/2	4/4	1	1	I6		Eb	V		I6	I		6				M	0	0	4, 1, 0		0	4
34	34	5/8	5/8	4/4	1	1	IV		Eb	V		IV	IV						M	0	0	-1, 3, 0		-1	-1
34	34	3/4	3/4	4/4	1	1	I6		Eb	V		I6	I		6				M	0	0	4, 1, 0		0	4
34	34	7/8	7/8	4/4	1	1	ii7		Eb	V		ii7	ii		7				mm7	0	0	2, -1, 3, 0		2	2
35	35	0	0	4/4	1	1	I[I		Eb	V	I	I	I						M	0	0	0, 4, 1		0	0
35	35	3/8	3/8	4/4	1	1	ii6		Eb	V	I	ii6	ii		6				m	0	0	-1, 3, 2		2	-1
35	35	1/2	1/2	4/4	1	1	I		Eb	V	I	I	I						M	0	0	0, 4, 1		0	0
35	35	5/8	5/8	4/4	1	1	IV6		Eb	V	I	IV6	IV		6				M	0	0	3, 0, -1		-1	3
35	35	3/4	3/4	4/4	1	1	I		Eb	V	I	I	I						M	0	0	0, 4, 1		0	0
35	35	7/8	7/8	4/4	1	1	ii6		Eb	V	I	ii6	ii		6				m	0	0	-1, 3, 2		2	-1
36	36	0	0	4/4	1	1	I]		Eb	V	I	I	I						M	0	0	0, 4, 1		0	0
36	36	3/8	3/8	4/4	1	1	ii7		Eb	V		ii7	ii		7				mm7	0	0	2, -1, 3, 0		2	2
36	36	1/2	1/2	4/4	1	1	I6		Eb	V		I6	I		6				M	0	0	4, 1, 0		0	4
36	36	5/8	5/8	4/4	1	1	IV		Eb	V		IV	IV						M	0	0	-1, 3, 0		-1	-1
36	36	3/4	3/4	4/4	1	1	I6		Eb	V		I6	I		6				M	0	0	4, 1, 0		0	4
36	36	7/8	7/8	4/4	1	1	ii7		Eb	V		ii7	ii		7				mm7	0	0	2, -1, 3, 0		2	2
37	37	0	0	4/4	1	1	I[I		Eb	V	I	I	I						M	0	0	0, 4, 1		0	0
37	37	3/8	3/8	4/4	1	1	ii6		Eb	V	I	ii6	ii		6				m	0	0	-1, 3, 2		2	-1
37	37	1/2	1/2	4/4	1	1	I		Eb	V	I	I	I						M	0	0	0, 4, 1		0	0
37	37	5/8	5/8	4/4	1	1	IV6		Eb	V	I	IV6	IV		6				M	0	0	3, 0, -1		-1	3
37	37	3/4	3/4	4/4	1	1	I		Eb	V	I	I	I						M	0	0	0, 4, 1		0	0
37	37	7/8	7/8	4/4	1	1	ii6		Eb	V	I	ii6	ii		6				m	0	0	-1, 3, 2		2	-1
38	38	0	0	4/4	1	1	I		Eb	V	I	I	I						M	0	0	0, 4, 1		0	0
38	38	1/4	1/4	4/4	1	1	I.IV		Eb	I	V	IV	IV						M	0	0	-1, 3, 0		-1	-1
38	38	1/2	1/2	4/4	1	1	I6		Eb	I	V	I6	I		6				M	0	0	4, 1, 0		0	4
38	38	3/4	3/4	4/4	1	1	V7]		Eb	I	V	V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
39	39	0	0	4/4	1	1	I(+9)		Eb	I		I(+9)	I			+9			M	0	0	0, 4, 1	2	0	0
39	39	1/4	1/4	4/4	1	1	V.V7		Eb	V		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
39	39	1/2	1/2	4/4	1	1	IV6(+9)		Eb	V		IV6(+9)	IV		6	+9			M	0	0	3, 0, -1	1	-1	3
39	39	3/4	3/4	4/4	1	1	V65		Eb	V		V65	V		65				Mm7	0	0	5, 2, -1, 1		1	5
40	40	0	0	4/4	1	1	I(+9)		Eb	V		I(+9)	I			+9			M	0	0	0, 4, 1	2	0	0
40	40	1/4	1/4	4/4	1	1	ii7		Eb	V		ii7	ii		7				mm7	0	0	2, -1, 3, 0		2	2
40	40	1/2	1/2	4/4	1	1	I6(+9)		Eb	V		I6(+9)	I		6	+9			M	0	0	4, 1, 0	2	0	4
40	40	3/4	3/4	4/4	1	1	V65/V		Eb	V		V65/V	V		65		V		Mm7	0	0	6, 3, 0, 2		2	6
41	41	0	0	4/4	1	1	V[V		Eb	V	V	V	V						M	0	0	1, 5, 2		1	1
41	41	1/2	1/2	4/4	1	1	viio43/V		Eb	V	V	viio43/V	vii	o	43		V		o7	0	0	0, -3, 6, 3		6	0
42	42	0	0	4/4	1	1	V		Eb	V	V	V	V						M	0	0	1, 5, 2		1	1
42	42	1/2	1/2	4/4	1	1	viio43/V		Eb	V	V	viio43/V	vii	o	43		V		o7	0	0	0, -3, 6, 3		6	0
43	43	0	0	4/4	1	1	V\\		Eb	V	V	V	V					\\	M	0	0	1, 5, 2		1	1
43	43	3/8	3/8	4/4	1	1	V		Eb	V	V	V	V						M	0	0	1, 5, 2		1	1
44	44	0	0	4/4	1	1	V7(+9)		Eb	V	V	V7(+9)	V		7	+9			Mm7	0	0	1, 5, 2, -1	3	1	1
44	44	1/2	1/2	4/4	1	1	V(64)		Eb	V	V	V(64)	V			64			M	0	0	1, 0, 4		1	1
45	45	0	0	4/4	1	1	V7]\\		Eb	V	V	V7	V		7			\\	Mm7	0	0	1, 5, 2, -1		1	1
46	46	0	0	4/4	1	1	I		Eb	V		I	I						M	0	0	0, 4, 1		0	0
47	47	0	0	4/4	1	1	V7		Eb	V		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
47	47	1/2	1/2	4/4	1	1	I		Eb	V		I	I						M	0	0	0, 4, 1		0	0
47	47	7/8	7/8	4/4	1	1	V7/IV		Eb	V		V7/IV	V		7		IV		Mm7	0	0	0, 4, 1, -2		0	0
48	48	0	0	4/4	1	1	IV		Eb	V		IV	IV						M	0	0	-1, 3, 0		-1	-1
48	48	1/2	1/2	4/4	1	1	V		Eb	V		V	V						M	0	0	1, 5, 2		1	1
48	48	7/8	7/8	4/4	1	1	V7		Eb	V		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
49	49	0	0	4/4	1	1	vi		Eb	V		vi	vi						m	0	0	3, 0, 4		3	3
49	49	1/2	1/2	4/4	1	1	V6		Eb	V		V6	V		6				M	0	0	5, 2, 1		1	5
49	49	7/8	7/8	4/4	1	1	vii%7		Eb	V		vii%7	vii	%	7				%7	0	0	5, 2, -1, 3		5	5
50	50	0	0	4/4	1	1	I		Eb	V		I	I						M	0	0	0, 4, 1		0	0
50	50	1/2	1/2	4/4	1	1	V/V		Eb	V		V/V	V				V		M	0	0	2, 6, 3		2	2
50	50	7/8	7/8	4/4	1	1	V7/V		Eb	V		V7/V	V		7		V		Mm7	0	0	2, 6, 3, 0		2	2
51	51	0	0	4/4	1	1	V		Eb	V		V	V						M	0	0	1, 5, 2		1	1
51	51	1/2	1/2	4/4	1	1	V(64)		Eb	V		V(64)	V			64			M	0	0	1, 0, 4		1	1
51	51	7/8	7/8	4/4	1	1	V7		Eb	V		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
52	52	0	0	4/4	1	1	I		Eb	V		I	I						M	0	0	0, 4, 1		0	0
52	52	3/8	3/8	4/4	1	1	V7/IV		Eb	V		V7/IV	V		7		IV		Mm7	0	0	0, 4, 1, -2		0	0
52	52	1/2	1/2	4/4	1	1	IV		Eb	V		IV	IV						M	0	0	-1, 3, 0		-1	-1
53	53	0	0	4/4	1	1	V(64)		Eb	V		V(64)	V			64			M	0	0	1, 0, 4		1	1
53	53	1/2	1/2	4/4	1	1	V7		Eb	V		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
53	53	3/4	3/4	4/4	1	1	V		Eb	V		V	V						M	0	0	1, 5, 2		1	1
54	54	0	0	4/4	1	1	I\\		Eb	V		I	I					\\	M	0	0	0, 4, 1		0	0
54	54	1/8	1/8	4/4	1	1	I(+6)		Eb	V		I(+6)	I			+6			M	0	0	0, 4, 1	3	0	0
54	54	1/2	1/2	4/4	1	1	V65(+9)		Eb	V		V65(+9)	V		65	+9			Mm7	0	0	5, 2, -1, 1	3	1	5
55	55	0	0	4/4	1	1	I(+6)		Eb	V		I(+6)	I			+6			M	0	0	0, 4, 1	3	0	0
55	55	1/2	1/2	4/4	1	1	V43(+9)		Eb	V		V43(+9)	V		43	+9			Mm7	0	0	2, -1, 1, 5	3	1	2
56	56	0	0	4/4	1	1	I(+6)		Eb	V		I(+6)	I			+6			M	0	0	0, 4, 1	3	0	0
56	56	1/2	1/2	4/4	1	1	V65(+9)		Eb	V		V65(+9)	V		65	+9			Mm7	0	0	5, 2, -1, 1	3	1	5
57	57	0	0	4/4	1	1	I(+6)		Eb	V		I(+6)	I			+6			M	0	0	0, 4, 1	3	0	0
57	57	1/2	1/2	4/4	1	1	V43(+9)		Eb	V		V43(+9)	V		43	+9			Mm7	0	0	2, -1, 1, 5	3	1	2
58	58	0	0	4/4	1	1	I[I(+6)		Eb	V	I	I(+6)	I			+6			M	0	0	0, 4, 1	3	0	0
58	58	1/4	1/4	4/4	1	1	V6(+9)		Eb	V	I	V6(+9)	V		6	+9			M	0	0	5, 2, 1	3	1	5
58	58	1/2	1/2	4/4	1	1	I(+6)		Eb	V	I	I(+6)	I			+6			M	0	0	0, 4, 1	3	0	0
58	58	3/4	3/4	4/4	1	1	V6(+9)		Eb	V	I	V6(+9)	V		6	+9			M	0	0	5, 2, 1	3	1	5
59	59	0	0	4/4	1	1	I]		Eb	V	I	I	I						M	0	0	0, 4, 1		0	0
59	59	1/2	1/2	4/4	1	1	V7		Eb	V		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
60	60	0	0	4/4	1	1	I[I(+6)		Eb	V	I	I(+6)	I			+6			M	0	0	0, 4, 1	3	0	0
60	60	1/4	1/4	4/4	1	1	V6(+9)		Eb	V	I	V6(+9)	V		6	+9			M	0	0	5, 2, 1	3	1	5
60	60	1/2	1/2	4/4	1	1	I(+6)		Eb	V	I	I(+6)	I			+6			M	0	0	0, 4, 1	3	0	0
60	60	3/4	3/4	4/4	1	1	V6(+9)		Eb	V	I	V6(+9)	V		6	+9			M	0	0	5, 2, 1	3	1	5
61	61	0	0	4/4	1	1	I]		Eb	V	I	I	I						M	0	0	0, 4, 1		0	0
61	61	1/2	1/2	4/4	1	1	V7		Eb	V		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
62	62	0	0	4/4	1	1	I(+6)		Eb	V		I(+6)	I			+6			M	0	0	0, 4, 1	3	0	0
62	62	1/4	1/4	4/4	1	1	V2/IV		Eb	V		V2/IV	V		2		IV		Mm7	0	0	-2, 0, 4, 1		0	-2
62	62	1/2	1/2	4/4	1	1	IV6		Eb	V		IV6	IV		6				M	0	0	3, 0, -1		-1	3
62	62	3/4	3/4	4/4	1	1	IV		Eb	V		IV	IV						M	0	0	-1, 3, 0		-1	-1
63	63	0	0	4/4	1	1	I6		Eb	V		I6	I		6				M	0	0	4, 1, 0		0	4
63	63	1/4	1/4	4/4	1	1	V2		Eb	V		V2	V		2				Mm7	0	0	-1, 1, 5, 2		1	-1
63	63	1/2	1/2	4/4	1	1	V(64)		Eb	V		V(64)	V			64			M	0	0	1, 0, 4		1	1
63	63	3/4	3/4	4/4	1	1	V7		Eb	V		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
64	64	0	0	4/4	1	1	I6		Eb	V		I6	I		6				M	0	0	4, 1, 0		0	4
64	64	1/4	1/4	4/4	1	1	#viio7/iii		Eb	V		#viio7/iii	#vii	o	7		iii		o7	0	0	9, 6, 3, 0		9	9
64	64	1/2	1/2	4/4	1	1	I6		Eb	V		I6	I		6				M	0	0	4, 1, 0		0	4
64	64	3/4	3/4	4/4	1	1	V+6/IV		Eb	V		V+6/IV	V	+	6		IV		+	0	0	4, 8, 0		0	4
65	65	0	0	4/4	1	1	IV		Eb	V		IV	IV						M	0	0	-1, 3, 0		-1	-1
65	65	1/4	1/4	4/4	1	1	V+6/IV		Eb	V		V+6/IV	V	+	6		IV		+	0	0	4, 8, 0		0	4
65	65	1/2	1/2	4/4	1	1	IV		Eb	V		IV	IV						M	0	0	-1, 3, 0		-1	-1
65	65	3/4	3/4	4/4	1	1	V43/IV		Eb	V		V43/IV	V		43		IV		Mm7	0	0	1, -2, 0, 4		0	1
66	66	0	0	4/4	1	1	IV		Eb	V		IV	IV						M	0	0	-1, 3, 0		-1	-1
66	66	1/4	1/4	4/4	1	1	V+6/IV		Eb	V		V+6/IV	V	+	6		IV		+	0	0	4, 8, 0		0	4
66	66	1/2	1/2	4/4	1	1	IV		Eb	V		IV	IV						M	0	0	-1, 3, 0		-1	-1
66	66	3/4	3/4	4/4	1	1	viio7/V		Eb	V		viio7/V	vii	o	7		V		o7	0	0	6, 3, 0, -3		6	6
67	67	0	0	4/4	1	1	V(b64)		Eb	V		V(b64)	V			b64			M	0	0	1, 0, -3		1	1
67	67	1/4	1/4	4/4	1	1	.bVI		Eb	V		bVI	bVI						M	0	0	-4, 0, -3		-4	-4
67	67	1/2	1/2	4/4	1	1	V(b64)		Eb	V		V(b64)	V			b64			M	0	0	1, 0, -3		1	1
67	67	3/4	3/4	4/4	1	1	viio7/V		Eb	V		viio7/V	vii	o	7		V		o7	0	0	6, 3, 0, -3		6	6
68	68	0	0	4/4	1	1	V(64)		Eb	V		V(64)	V			64			M	0	0	1, 0, 4		1	1
69	69	0	0	4/4	1	1	V(4)		Eb	V		V(4)	V			4			M	0	0	1, 0, 2		1	1
69	69	1/2	1/2	4/4	1	1	V		Eb	V		V	V						M	0	0	1, 5, 2		1	1
70	70	0	0	4/4	1	1	I[I\\		Eb	V	I	I	I					\\	M	0	0	0, 4, 1		0	0
70	70	3/8	3/8	4/4	1	1	I		Eb	V	I	I	I						M	0	0	0, 4, 1		0	0
73	73	0	0	4/4	1	1	IV6		Eb	V	I	IV6	IV		6				M	0	0	3, 0, -1		-1	3
73	73	3/8	3/8	4/4	1	1	I		Eb	V	I	I	I						M	0	0	0, 4, 1		0	0
73	73	5/8	5/8	4/4	1	1	ii6		Eb	V	I	ii6	ii		6				m	0	0	-1, 3, 2		2	-1
73	73	3/4	3/4	4/4	1	1	V(64)		Eb	V	I	V(64)	V			64			M	0	0	1, 0, 4		1	1
73	73	7/8	7/8	4/4	1	1	V		Eb	V	I	V	V						M	0	0	1, 5, 2		1	1
74	74	0	0	4/4	1	1	I\\		Eb	V	I	I	I					\\	M	0	0	0, 4, 1		0	0
74	74	3/8	3/8	4/4	1	1	I]		Eb	V	I	I	I						M	0	0	0, 4, 1		0	0
77	77	0	0	4/4	1	1	IV		Eb	V		IV	IV						M	0	0	-1, 3, 0		-1	-1
77	77	1/2	1/2	4/4	1	1	V7		Eb	V		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
78	78	0	0	4/4	1	1	I(974)		Eb	V		I(974)	I			974			M	0	0	0, -1, 1	2, 5	0	0
78	78	1/2	1/2	4/4	1	1	I\\		Eb	V		I	I					\\	M	0	0	0, 4, 1		0	0
79	79	0	0	4/4	1	1	IV.V[V		Eb	IV	V	V	V						M	0	0	1, 5, 2		1	1
79	79	3/8	3/8	4/4	1	1	V7		Eb	IV	V	V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
79	79	1/2	1/2	4/4	1	1	I6]		Eb	IV	V	I6	I		6				M	0	0	4, 1, 0		0	4
80	80	0	0	4/4	1	1	V6		Eb	IV		V6	V		6				M	0	0	5, 2, 1		1	5
80	80	3/8	3/8	4/4	1	1	viio		Eb	IV		viio	vii	o					o	0	0	5, 2, -1		5	5
80	80	1/2	1/2	4/4	1	1	I		Eb	IV		I	I						M	0	0	0, 4, 1		0	0
81	81	0	0	4/4	1	1	ii6		Eb	IV		ii6	ii		6				m	0	0	-1, 3, 2		2	-1
81	81	3/8	3/8	4/4	1	1	IV		Eb	IV		IV	IV						M	0	0	-1, 3, 0		-1	-1
81	81	1/2	1/2	4/4	1	1	V		Eb	IV		V	V						M	0	0	1, 5, 2		1	1
81	81	7/8	7/8	4/4	1	1	V7		Eb	IV		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
