mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
14	14	3/8	3/8	6/8	1	1	I		A	I		I	I						M	0	0	0, 4, 1		0	0
14	14	1/2	1/2	6/8	1	1	V6		A	I		V6	V		6				M	0	0	5, 2, 1		1	5
14	14	5/8	5/8	6/8	1	1	vi7		A	I		vi7	vi		7				mm7	0	0	3, 0, 4, 1		3	3
15	15	0	0	6/8	1	1	V		A	I		V	V						M	0	0	1, 5, 2		1	1
15	15	1/4	1/4	6/8	1	1	viio		A	I		viio	vii	o					o	0	0	5, 2, -1		5	5
15	15	3/8	3/8	6/8	1	1	I		A	I		I	I						M	0	0	0, 4, 1		0	0
15	15	5/8	5/8	6/8	1	1	I6		A	I		I6	I		6				M	0	0	4, 1, 0		0	4
16	16	0	0	6/8	1	1	V43		A	I		V43	V		43				Mm7	0	0	2, -1, 1, 5		1	2
16	16	1/8	1/8	6/8	1	1	I		A	I		I	I						M	0	0	0, 4, 1		0	0
16	16	1/4	1/4	6/8	1	1	V6		A	I		V6	V		6				M	0	0	5, 2, 1		1	5
16	16	3/8	3/8	6/8	1	1	I		A	I		I	I						M	0	0	0, 4, 1		0	0
16	16	1/2	1/2	6/8	1	1	V6		A	I		V6	V		6				M	0	0	5, 2, 1		1	5
16	16	5/8	5/8	6/8	1	1	vi7		A	I		vi7	vi		7				mm7	0	0	3, 0, 4, 1		3	3
17	17	0	0	6/8	1	1	V		A	I		V	V						M	0	0	1, 5, 2		1	1
17	17	1/4	1/4	6/8	1	1	viio		A	I		viio	vii	o					o	0	0	5, 2, -1		5	5
17	17	3/8	3/8	6/8	1	1	I		A	I		I	I						M	0	0	0, 4, 1		0	0
17	17	5/8	5/8	6/8	1	1	I6		A	I		I6	I		6				M	0	0	4, 1, 0		0	4
18	18	0	0	6/8	1	1	IV		A	I		IV	IV						M	0	0	-1, 3, 0		-1	-1
18	18	1/4	1/4	6/8	1	1	IV6		A	I		IV6	IV		6				M	0	0	3, 0, -1		-1	3
18	18	3/8	3/8	6/8	1	1	V		A	I		V	V						M	0	0	1, 5, 2		1	1
18	18	5/8	5/8	6/8	1	1	viio		A	I		viio	vii	o					o	0	0	5, 2, -1		5	5
19	19	0	0	6/8	1	1	I[I		A	I	I	I	I						M	0	0	0, 4, 1		0	0
19	19	1/4	1/4	6/8	1	1	viio		A	I	I	viio	vii	o					o	0	0	5, 2, -1		5	5
19	19	3/8	3/8	6/8	1	1	IV6		A	I	I	IV6	IV		6				M	0	0	3, 0, -1		-1	3
19	19	5/8	5/8	6/8	1	1	#viio/vi		A	I	I	#viio/vi	#vii	o			vi		o	0	0	8, 5, 2		8	8
20	20	0	0	6/8	1	1	IV6		A	I	I	IV6	IV		6				M	0	0	3, 0, -1		-1	3
20	20	1/4	1/4	6/8	1	1	V		A	I	I	V	V						M	0	0	1, 5, 2		1	1
20	20	3/8	3/8	6/8	1	1	IV		A	I	I	IV	IV						M	0	0	-1, 3, 0		-1	-1
20	20	5/8	5/8	6/8	1	1	I]		A	I	I	I	I						M	0	0	0, 4, 1		0	0
21	21	0	0	6/8	1	1	V[V7		A	I	V	V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
21	21	1/4	1/4	6/8	1	1	I		A	I	V	I	I						M	0	0	0, 4, 1		0	0
21	21	3/8	3/8	6/8	1	1	V		A	I	V	V	V						M	0	0	1, 5, 2		1	1
21	21	5/8	5/8	6/8	1	1	I		A	I	V	I	I						M	0	0	0, 4, 1		0	0
22	22	0	0	6/8	1	1	V7		A	I	V	V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
22	22	1/4	1/4	6/8	1	1	I		A	I	V	I	I						M	0	0	0, 4, 1		0	0
22	22	3/8	3/8	6/8	1	1	V		A	I	V	V	V						M	0	0	1, 5, 2		1	1
22	22	5/8	5/8	6/8	1	1	V.V2		A	V	I	V2	V		2				Mm7	0	0	-1, 1, 5, 2		1	-1
23	23	0	0	6/8	1	1	I		A	V	I	I	I						M	0	0	0, 4, 1		0	0
23	23	1/4	1/4	6/8	1	1	V2		A	V	I	V2	V		2				Mm7	0	0	-1, 1, 5, 2		1	-1
23	23	3/8	3/8	6/8	1	1	I		A	V	I	I	I						M	0	0	0, 4, 1		0	0
23	23	5/8	5/8	6/8	1	1	V2		A	V	I	V2	V		2				Mm7	0	0	-1, 1, 5, 2		1	-1
24	24	0	0	6/8	1	1	I]\\		A	V	I	I	I					\\	M	0	0	0, 4, 1		0	0
25	25	3/8	3/8	6/8	1	1	I.V7		A	I		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
26	26	0	0	6/8	1	1	I[I		A	I	I	I	I						M	0	0	0, 4, 1		0	0
28	28	0	0	6/8	1	1	V7		A	I	I	V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
29	29	0	0	6/8	1	1	I]		A	I	I	I	I						M	0	0	0, 4, 1		0	0
30	30	0	0	6/8	1	1	V.ii		A	V		ii	ii						m	0	0	2, -1, 3		2	2
31	31	0	0	6/8	1	1	viio		A	V		viio	vii	o					o	0	0	5, 2, -1		5	5
32	32	0	0	6/8	1	1	V		A	V		V	V						M	0	0	1, 5, 2		1	1
33	33	0	0	6/8	1	1	I		A	V		I	I						M	0	0	0, 4, 1		0	0
33	33	1/4	1/4	6/8	1	1	I6		A	V		I6	I		6				M	0	0	4, 1, 0		0	4
33	33	3/8	3/8	6/8	1	1	IV		A	V		IV	IV						M	0	0	-1, 3, 0		-1	-1
33	33	1/2	1/2	6/8	1	1	I6		A	V		I6	I		6				M	0	0	4, 1, 0		0	4
33	33	5/8	5/8	6/8	1	1	ii7		A	V		ii7	ii		7				mm7	0	0	2, -1, 3, 0		2	2
34	34	0	0	6/8	1	1	I		A	V		I	I						M	0	0	0, 4, 1		0	0
34	34	1/4	1/4	6/8	1	1	I6		A	V		I6	I		6				M	0	0	4, 1, 0		0	4
34	34	3/8	3/8	6/8	1	1	IV		A	V		IV	IV						M	0	0	-1, 3, 0		-1	-1
34	34	1/2	1/2	6/8	1	1	I6		A	V		I6	I		6				M	0	0	4, 1, 0		0	4
34	34	5/8	5/8	6/8	1	1	ii7		A	V		ii7	ii		7				mm7	0	0	2, -1, 3, 0		2	2
35	35	0	0	6/8	1	1	I		A	V		I	I						M	0	0	0, 4, 1		0	0
35	35	3/8	3/8	6/8	1	1	viio6/V		A	V		viio6/V	vii	o	6		V		o	0	0	3, 0, 6		6	3
36	36	0	0	6/8	1	1	V7\\		A	V		V7	V		7			\\	Mm7	0	0	1, 5, 2, -1		1	1
40	40	3/8	3/8	6/8	1	1	V2		A	V		V2	V		2				Mm7	0	0	-1, 1, 5, 2		1	-1
41	41	0	0	6/8	1	1	I6		A	V		I6	I		6				M	0	0	4, 1, 0		0	4
41	41	3/8	3/8	6/8	1	1	V65		A	V		V65	V		65				Mm7	0	0	5, 2, -1, 1		1	5
42	42	0	0	6/8	1	1	I\\		A	V		I	I					\\	M	0	0	0, 4, 1		0	0
42	42	3/8	3/8	6/8	1	1	IV6		A	V		IV6	IV		6				M	0	0	3, 0, -1		-1	3
42	42	1/2	1/2	6/8	1	1	V		A	V		V	V						M	0	0	1, 5, 2		1	1
42	42	5/8	5/8	6/8	1	1	IV		A	V		IV	IV						M	0	0	-1, 3, 0		-1	-1
43	43	0	0	6/8	1	1	I[I		A	V	I	I	I						M	0	0	0, 4, 1		0	0
43	43	1/8	1/8	6/8	1	1	IV		A	V	I	IV	IV						M	0	0	-1, 3, 0		-1	-1
43	43	1/4	1/4	6/8	1	1	I		A	V	I	I	I						M	0	0	0, 4, 1		0	0
43	43	3/8	3/8	6/8	1	1	IV		A	V	I	IV	IV						M	0	0	-1, 3, 0		-1	-1
43	43	1/2	1/2	6/8	1	1	I		A	V	I	I	I						M	0	0	0, 4, 1		0	0
43	43	5/8	5/8	6/8	1	1	IV		A	V	I	IV	IV						M	0	0	-1, 3, 0		-1	-1
44	44	0	0	6/8	1	1	I		A	V	I	I	I						M	0	0	0, 4, 1		0	0
44	44	3/8	3/8	6/8	1	1	IV6		A	V	I	IV6	IV		6				M	0	0	3, 0, -1		-1	3
44	44	1/2	1/2	6/8	1	1	V		A	V	I	V	V						M	0	0	1, 5, 2		1	1
44	44	5/8	5/8	6/8	1	1	IV		A	V	I	IV	IV						M	0	0	-1, 3, 0		-1	-1
45	45	0	0	6/8	1	1	I		A	V	I	I	I						M	0	0	0, 4, 1		0	0
45	45	1/8	1/8	6/8	1	1	IV		A	V	I	IV	IV						M	0	0	-1, 3, 0		-1	-1
45	45	1/4	1/4	6/8	1	1	I		A	V	I	I	I						M	0	0	0, 4, 1		0	0
45	45	3/8	3/8	6/8	1	1	IV		A	V	I	IV	IV						M	0	0	-1, 3, 0		-1	-1
45	45	1/2	1/2	6/8	1	1	I		A	V	I	I	I						M	0	0	0, 4, 1		0	0
45	45	5/8	5/8	6/8	1	1	IV		A	V	I	IV	IV						M	0	0	-1, 3, 0		-1	-1
46	46	0	0	6/8	1	1	I]		A	V	I	I	I						M	0	0	0, 4, 1		0	0
46	46	3/8	3/8	6/8	1	1	V65		A	V		V65	V		65				Mm7	0	0	5, 2, -1, 1		1	5
46	46	5/8	5/8	6/8	1	1	#viio7/vi		A	V		#viio7/vi	#vii	o	7		vi		o7	0	0	8, 5, 2, -1		8	8
47	47	0	0	6/8	1	1	IV6		A	V		IV6	IV		6				M	0	0	3, 0, -1		-1	3
47	47	1/8	1/8	6/8	1	1	vi		A	V		vi	vi						m	0	0	3, 0, 4		3	3
47	47	1/4	1/4	6/8	1	1	I64		A	V		I64	I		64				M	0	0	1, 0, 4		0	1
47	47	3/8	3/8	6/8	1	1	vii%7/V		A	V		vii%7/V	vii	%	7		V		%7	0	0	6, 3, 0, 4		6	6
47	47	1/2	1/2	6/8	1	1	V65/V		A	V		V65/V	V		65		V		Mm7	0	0	6, 3, 0, 2		2	6
48	48	0	0	6/8	1	1	V		A	V		V	V						M	0	0	1, 5, 2		1	1
48	48	3/8	3/8	6/8	1	1	V2		A	V		V2	V		2				Mm7	0	0	-1, 1, 5, 2		1	-1
49	49	0	0	6/8	1	1	I6		A	V		I6	I		6				M	0	0	4, 1, 0		0	4
49	49	1/4	1/4	6/8	1	1	vi	IV6	A	V		vi	vi						m	0	0	3, 0, 4		3	3
49	49	3/8	3/8	6/8	1	1	V(64)		A	V		V(64)	V			64			M	0	0	1, 0, 4		1	1
49	49	5/8	5/8	6/8	1	1	V		A	V		V	V						M	0	0	1, 5, 2		1	1
50	50	0	0	6/8	1	1	I(4)		A	V		I(4)	I			4			M	0	0	0, -1, 1		0	0
50	50	1/4	1/4	6/8	1	1	I\\		A	V		I	I					\\	M	0	0	0, 4, 1		0	0
50	50	3/8	3/8	6/8	1	1	IV6		A	V		IV6	IV		6				M	0	0	3, 0, -1		-1	3
50	50	1/2	1/2	6/8	1	1	V64(+4)		A	V		V64(+4)	V		64	+4			M	0	0	2, 1, 5	0	1	2
50	50	5/8	5/8	6/8	1	1	IV		A	V		IV	IV						M	0	0	-1, 3, 0		-1	-1
51	51	0	0	6/8	1	1	I6		A	V		I6	I		6				M	0	0	4, 1, 0		0	4
51	51	1/8	1/8	6/8	1	1	IV		A	V		IV	IV						M	0	0	-1, 3, 0		-1	-1
51	51	1/4	1/4	6/8	1	1	I6		A	V		I6	I		6				M	0	0	4, 1, 0		0	4
51	51	3/8	3/8	6/8	1	1	IV		A	V		IV	IV						M	0	0	-1, 3, 0		-1	-1
51	51	1/2	1/2	6/8	1	1	I6		A	V		I6	I		6				M	0	0	4, 1, 0		0	4
51	51	5/8	5/8	6/8	1	1	IV		A	V		IV	IV						M	0	0	-1, 3, 0		-1	-1
52	52	0	0	6/8	1	1	I6		A	V		I6	I		6				M	0	0	4, 1, 0		0	4
52	52	3/8	3/8	6/8	1	1	IV6		A	V		IV6	IV		6				M	0	0	3, 0, -1		-1	3
52	52	1/2	1/2	6/8	1	1	V64(+4)		A	V		V64(+4)	V		64	+4			M	0	0	2, 1, 5	0	1	2
52	52	5/8	5/8	6/8	1	1	IV		A	V		IV	IV						M	0	0	-1, 3, 0		-1	-1
53	53	0	0	6/8	1	1	I6		A	V		I6	I		6				M	0	0	4, 1, 0		0	4
53	53	1/8	1/8	6/8	1	1	IV		A	V		IV	IV						M	0	0	-1, 3, 0		-1	-1
53	53	1/4	1/4	6/8	1	1	I6		A	V		I6	I		6				M	0	0	4, 1, 0		0	4
53	53	3/8	3/8	6/8	1	1	IV		A	V		IV	IV						M	0	0	-1, 3, 0		-1	-1
53	53	1/2	1/2	6/8	1	1	I6		A	V		I6	I		6				M	0	0	4, 1, 0		0	4
53	53	5/8	5/8	6/8	1	1	IV		A	V		IV	IV						M	0	0	-1, 3, 0		-1	-1
54	54	0	0	6/8	1	1	I6		A	V		I6	I		6				M	0	0	4, 1, 0		0	4
54	54	3/8	3/8	6/8	1	1	IV6		A	V		IV6	IV		6				M	0	0	3, 0, -1		-1	3
55	55	0	0	6/8	1	1	I64		A	V		I64	I		64				M	0	0	1, 0, 4		0	1
55	55	3/8	3/8	6/8	1	1	vii%7/V		A	V		vii%7/V	vii	%	7		V		%7	0	0	6, 3, 0, 4		6	6
55	55	1/2	1/2	6/8	1	1	V65/V		A	V		V65/V	V		65		V		Mm7	0	0	6, 3, 0, 2		2	6
56	56	0	0	6/8	1	1	V(4)		A	V		V(4)	V			4			M	0	0	1, 0, 2		1	1
56	56	3/8	3/8	6/8	1	1	V		A	V		V	V						M	0	0	1, 5, 2		1	1
56	56	5/8	5/8	6/8	1	1	#viio7/vi		A	V		#viio7/vi	#vii	o	7		vi		o7	0	0	8, 5, 2, -1		8	8
57	57	0	0	6/8	1	1	IV6		A	V		IV6	IV		6				M	0	0	3, 0, -1		-1	3
57	57	1/8	1/8	6/8	1	1	vi		A	V		vi	vi						m	0	0	3, 0, 4		3	3
57	57	1/4	1/4	6/8	1	1	viio43/V		A	V		viio43/V	vii	o	43		V		o7	0	0	0, -3, 6, 3		6	0
57	57	3/8	3/8	6/8	1	1	V6(#7)		A	V		V6(#7)	V		6	#7			M	0	0	5, 2, 6		1	5
57	57	1/2	1/2	6/8	1	1	V6		A	V		V6	V		6				M	0	0	5, 2, 1		1	5
57	57	5/8	5/8	6/8	1	1	V6/ii		A	V		V6/ii	V		6		ii		M	0	0	7, 4, 3		3	7
58	58	0	0	6/8	1	1	ii		A	V		ii	ii						m	0	0	2, -1, 3		2	2
58	58	1/8	1/8	6/8	1	1	viio6		A	V		viio6	vii	o	6				o	0	0	2, -1, 5		5	2
58	58	1/4	1/4	6/8	1	1	I6		A	V		I6	I		6				M	0	0	4, 1, 0		0	4
58	58	3/8	3/8	6/8	1	1	I		A	V		I	I						M	0	0	0, 4, 1		0	0
58	58	1/2	1/2	6/8	1	1	vi		A	V		vi	vi						m	0	0	3, 0, 4		3	3
58	58	5/8	5/8	6/8	1	1	V7/V		A	V		V7/V	V		7		V		Mm7	0	0	2, 6, 3, 0		2	2
59	59	0	0	6/8	1	1	V(#74)		A	V		V(#74)	V			#74			M	0	0	1, 0, 2	6	1	1
59	59	3/8	3/8	6/8	1	1	V\\		A	V		V	V					\\	M	0	0	1, 5, 2		1	1
59	59	1/2	1/2	6/8	1	1	V2		A	V		V2	V		2				Mm7	0	0	-1, 1, 5, 2		1	-1
60	60	0	0	6/8	1	1	I6		A	V		I6	I		6				M	0	0	4, 1, 0		0	4
61	61	0	0	6/8	1	1	vi6		A	V		vi6	vi		6				m	0	0	0, 4, 3		3	0
62	62	0	0	6/8	1	1	IV6		A	V		IV6	IV		6				M	0	0	3, 0, -1		-1	3
63	63	0	0	6/8	1	1	ii6		A	V		ii6	ii		6				m	0	0	-1, 3, 2		2	-1
63	63	3/8	3/8	6/8	1	1	V		A	V		V	V						M	0	0	1, 5, 2		1	1
64	64	0	0	6/8	1	1	I		A	V		I	I						M	0	0	0, 4, 1		0	0
64	64	1/4	1/4	6/8	1	1	ii	viio6	A	V		ii	ii						m	0	0	2, -1, 3		2	2
64	64	3/8	3/8	6/8	1	1	I[I		A	V	I	I	I						M	0	0	0, 4, 1		0	0
64	64	5/8	5/8	6/8	1	1	IV		A	V	I	IV	IV						M	0	0	-1, 3, 0		-1	-1
65	65	0	0	6/8	1	1	I		A	V	I	I	I						M	0	0	0, 4, 1		0	0
65	65	1/4	1/4	6/8	1	1	IV		A	V	I	IV	IV						M	0	0	-1, 3, 0		-1	-1
65	65	3/8	3/8	6/8	1	1	I		A	V	I	I	I						M	0	0	0, 4, 1		0	0
65	65	5/8	5/8	6/8	1	1	ii	viio6	A	V	I	ii	ii						m	0	0	2, -1, 3		2	2
66	66	0	0	6/8	1	1	I]		A	V	I	I	I						M	0	0	0, 4, 1		0	0
66	66	1/4	1/4	6/8	1	1	ii	viio6	A	V		ii	ii						m	0	0	2, -1, 3		2	2
66	66	3/8	3/8	6/8	1	1	I[I		A	V	I	I	I						M	0	0	0, 4, 1		0	0
66	66	5/8	5/8	6/8	1	1	IV		A	V	I	IV	IV						M	0	0	-1, 3, 0		-1	-1
67	67	0	0	6/8	1	1	I		A	V	I	I	I						M	0	0	0, 4, 1		0	0
67	67	1/4	1/4	6/8	1	1	IV		A	V	I	IV	IV						M	0	0	-1, 3, 0		-1	-1
67	67	3/8	3/8	6/8	1	1	I		A	V	I	I	I						M	0	0	0, 4, 1		0	0
67	67	5/8	5/8	6/8	1	1	ii	viio6	A	V	I	ii	ii						m	0	0	2, -1, 3		2	2
68	68	0	0	6/8	1	1	I]\\		A	V	I	I	I					\\	M	0	0	0, 4, 1		0	0
69	69	0	0	6/8	1	1	V		A	V		V	V						M	0	0	1, 5, 2		1	1
69	69	3/8	3/8	6/8	1	1	#viio7/ii		A	V		#viio7/ii	#vii	o	7		ii		o7	0	0	7, 4, 1, -2		7	7
70	70	0	0	6/8	1	1	ii(+4)		A	V		ii(+4)	ii			+4			m	0	0	2, -1, 3	1	2	2
70	70	1/4	1/4	6/8	1	1	ii		A	V		ii	ii						m	0	0	2, -1, 3		2	2
70	70	3/8	3/8	6/8	1	1	viio7		A	V		viio7	vii	o	7				o7	0	0	5, 2, -1, -4		5	5
71	71	0	0	6/8	1	1	I(+4)		A	V		I(+4)	I			+4			M	0	0	0, 4, 1	-1	0	0
71	71	1/8	1/8	6/8	1	1	I		A	V		I	I						M	0	0	0, 4, 1		0	0
71	71	1/4	1/4	6/8	1	1	#viio7/vi		A	V		#viio7/vi	#vii	o	7		vi		o7	0	0	8, 5, 2, -1		8	8
71	71	3/8	3/8	6/8	1	1	vi(+4)		A	V		vi(+4)	vi			+4			m	0	0	3, 0, 4	2	3	3
71	71	1/2	1/2	6/8	1	1	vi		A	V		vi	vi						m	0	0	3, 0, 4		3	3
71	71	5/8	5/8	6/8	1	1	ii6		A	V		ii6	ii		6				m	0	0	-1, 3, 2		2	-1
72	72	0	0	6/8	1	1	V(64)		A	V		V(64)	V			64			M	0	0	1, 0, 4		1	1
72	72	3/8	3/8	6/8	1	1	V7\\		A	V		V7	V		7			\\	Mm7	0	0	1, 5, 2, -1		1	1
72	72	5/8	5/8	6/8	1	1	V7		A	V		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
73	73	0	0	6/8	1	1	I		A	V		I	I						M	0	0	0, 4, 1		0	0
74	74	0	0	6/8	1	1	vi		A	V		vi	vi						m	0	0	3, 0, 4		3	3
75	75	0	0	6/8	1	1	IV		A	V		IV	IV						M	0	0	-1, 3, 0		-1	-1
76	76	0	0	6/8	1	1	ii	viio6	A	V		ii	ii						m	0	0	2, -1, 3		2	2
76	76	1/8	1/8	6/8	1	1	I6(+4)		A	V		I6(+4)	I		6	+4			M	0	0	4, 1, 0	-1	0	4
76	76	1/4	1/4	6/8	1	1	IV		A	V		IV	IV						M	0	0	-1, 3, 0		-1	-1
76	76	3/8	3/8	6/8	1	1	V7		A	V		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
76	76	1/2	1/2	6/8	1	1	IV6		A	V		IV6	IV		6				M	0	0	3, 0, -1		-1	3
76	76	5/8	5/8	6/8	1	1	viio		A	V		viio	vii	o					o	0	0	5, 2, -1		5	5
77	77	0	0	6/8	1	1	I		A	V		I	I						M	0	0	0, 4, 1		0	0
77	77	1/8	1/8	6/8	1	1	ii7	viio6(2)	A	V		ii7	ii		7				mm7	0	0	2, -1, 3, 0		2	2
77	77	1/4	1/4	6/8	1	1	I6		A	V		I6	I		6				M	0	0	4, 1, 0		0	4
77	77	3/8	3/8	6/8	1	1	IV		A	V		IV	IV						M	0	0	-1, 3, 0		-1	-1
77	77	1/2	1/2	6/8	1	1	V(+4)		A	V		V(+4)	V			+4			M	0	0	1, 5, 2	0	1	1
77	77	5/8	5/8	6/8	1	1	vi	IV6	A	V		vi	vi						m	0	0	3, 0, 4		3	3
78	78	0	0	6/8	1	1	viio7/V		A	V		viio7/V	vii	o	7		V		o7	0	0	6, 3, 0, -3		6	6
79	79	0	0	6/8	1	1	V[V(4)		A	V	V	V(4)	V			4			M	0	0	1, 0, 2		1	1
79	79	1/8	1/8	6/8	1	1	V		A	V	V	V	V						M	0	0	1, 5, 2		1	1
79	79	1/4	1/4	6/8	1	1	viio		A	V	V	viio	vii	o					o	0	0	5, 2, -1		5	5
79	79	3/8	3/8	6/8	1	1	I(+9)		A	V	V	I(+9)	I			+9			M	0	0	0, 4, 1	2	0	0
79	79	1/2	1/2	6/8	1	1	I		A	V	V	I	I						M	0	0	0, 4, 1		0	0
79	79	5/8	5/8	6/8	1	1	viio/IV		A	V	V	viio/IV	vii	o			IV		o	0	0	4, 1, -2		4	4
80	80	0	0	6/8	1	1	V65/ii		A	V	V	V65/ii	V		65		ii		Mm7	0	0	7, 4, 1, 3		3	7
80	80	1/8	1/8	6/8	1	1	ii(4)		A	V	V	ii(4)	ii			4			m	0	0	2, 1, 3		2	2
80	80	1/4	1/4	6/8	1	1	iv64		A	V	V	iv64	iv		64				m	0	0	0, -1, -4		-1	0
80	80	3/8	3/8	6/8	1	1	V7		A	V	V	V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
80	80	1/2	1/2	6/8	1	1	I		A	V	V	I	I						M	0	0	0, 4, 1		0	0
80	80	5/8	5/8	6/8	1	1	I6		A	V	V	I6	I		6				M	0	0	4, 1, 0		0	4
81	81	0	0	6/8	1	1	viio43/V		A	V	V	viio43/V	vii	o	43		V		o7	0	0	0, -3, 6, 3		6	0
81	81	1/8	1/8	6/8	1	1	V/V		A	V	V	V/V	V				V		M	0	0	2, 6, 3		2	2
81	81	1/4	1/4	6/8	1	1	viio2/V		A	V	V	viio2/V	vii	o	2		V		o7	0	0	-3, 6, 3, 0		6	-3
81	81	3/8	3/8	6/8	1	1	viio43/V		A	V	V	viio43/V	vii	o	43		V		o7	0	0	0, -3, 6, 3		6	0
81	81	1/2	1/2	6/8	1	1	V/V		A	V	V	V/V	V				V		M	0	0	2, 6, 3		2	2
81	81	5/8	5/8	6/8	1	1	viio2/V		A	V	V	viio2/V	vii	o	2		V		o7	0	0	-3, 6, 3, 0		6	-3
82	82	0	0	6/8	1	1	V(64)		A	V	V	V(64)	V			64			M	0	0	1, 0, 4		1	1
82	82	3/8	3/8	6/8	1	1	V7(4)		A	V	V	V7(4)	V		7	4			Mm7	0	0	1, 0, 2, -1		1	1
82	82	5/8	5/8	6/8	1	1	V7]		A	V	V	V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
83	83	0	0	6/8	1	1	I[I		A	V	I	I	I						M	0	0	0, 4, 1		0	0
84	84	0	0	6/8	1	1	V7		A	V	I	V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
85	85	0	0	6/8	1	1	I		A	V	I	I	I						M	0	0	0, 4, 1		0	0
86	86	0	0	6/8	1	1	V7		A	V	I	V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
87	87	0	0	6/8	1	1	I		A	V	I	I	I						M	0	0	0, 4, 1		0	0
87	87	3/8	3/8	6/8	1	1	V7		A	V	I	V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
88	88	0	0	6/8	1	1	I		A	V	I	I	I						M	0	0	0, 4, 1		0	0
88	88	3/8	3/8	6/8	1	1	V7		A	V	I	V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
89	89	0	0	6/8	1	1	I]\\		A	V	I	I	I					\\	M	0	0	0, 4, 1		0	0
93	93	0	0	6/8	1	1	v.i		A	v		i	i						m	0	1	0, -3, 1		0	0
94	94	0	0	6/8	1	1	.bIII.I[I		A	bIII	I	I	I						M	0	0	0, 4, 1		0	0
95	95	0	0	6/8	1	1	V7		A	bIII	I	V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
96	96	0	0	6/8	1	1	I		A	bIII	I	I	I						M	0	0	0, 4, 1		0	0
99	99	0	0	6/8	1	1	V7		A	bIII	I	V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
100	100	0	0	6/8	1	1	I]\\		A	bIII	I	I	I					\\	M	0	0	0, 4, 1		0	0
101	101	0	0	6/8	1	1	I6		A	bIII		I6	I		6				M	0	0	4, 1, 0		0	4
101	101	5/8	5/8	6/8	1	1	V65/IV		A	bIII		V65/IV	V		65		IV		Mm7	0	0	4, 1, -2, 0		0	4
102	102	0	0	6/8	1	1	iv.V6		A	iv		V6	V		6				M	0	1	5, 2, 1		1	5
