mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	0	1.0	0	3/8	3/4	2	1	a.i6		a	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
1	0	1	0.5	1/4	5/8	3/4	2	1	#viio		a	i		#viio		#vii	o						o	1	1	5, 2, -1		5	5
2	1	3/2	0.5	0	0	3/4	2	1	i		a	i		i		i							m	1	1	0, -3, 1		0	0
2	1	2	0.5	1/8	1/8	3/4	2	1	VI		a	i		VI		VI							M	1	1	-4, 0, -3		-4	-4
2	1	5/2	0.5	1/4	1/4	3/4	2	1	i6		a	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
2	1	3	0.5	3/8	3/8	3/4	2	1	V6/iv		a	i		V6/iv		V		6		iv			M	1	1	4, 1, 0		0	4
2	1	7/2	0.5	1/2	1/2	3/4	2	1	iv		a	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
2	1	4	0.5	5/8	5/8	3/4	2	1	viio/V		a	i		viio/V		vii	o			V			o	1	1	6, 3, 0		6	6
3	2	9/2	3.0	0	0	3/4	2	1	V		a	i		V		V							M	1	1	1, 5, 2		1	1
4	3	15/2	1.0	0	0	3/4	2	1	V7		a	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
4	3	17/2	0.5	1/4	1/4	3/4	2	1	iv6		a	i		iv6		iv		6					m	1	1	-4, 0, -1		-1	-4
4	3	9	0.5	3/8	3/8	3/4	2	1	V6/VII		a	i		V6/VII		V		6		VII			M	1	1	3, 0, -1		-1	3
4	3	19/2	0.5	1/2	1/2	3/4	2	1	VII		a	i		VII		VII							M	1	1	-2, 2, -1		-2	-2
4	3	10	0.5	5/8	5/8	3/4	2	1	#viio		a	i		#viio		#vii	o						o	1	1	5, 2, -1		5	5
5	4	21/2	2.0	0	0	3/4	2	1	i		a	i		i		i							m	1	1	0, -3, 1		0	0
5	4	25/2	1.0	1/2	1/2	3/4	2	1	i6		a	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
6	5	27/2	1.0	0	0	3/4	2	1	i[#viio43		a	i	i	#viio43		#vii	o	43					o7	1	1	-1, -4, 5, 2		5	-1
6	5	29/2	1.0	1/4	1/4	3/4	2	1	i]		a	i	i	i		i							m	1	1	0, -3, 1		0	0
6	5	31/2	1.0	1/2	1/2	3/4	2	1	i6		a	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
7	6	33/2	1.0	0	0	3/4	2	1	i[#viio43		a	i	i	#viio43		#vii	o	43					o7	1	1	-1, -4, 5, 2		5	-1
7	6	35/2	1.5	1/4	1/4	3/4	2	1	i]		a	i	i	i		i							m	1	1	0, -3, 1		0	0
7	6	19	0.5	5/8	5/8	3/4	2	1	#viio/iv		a	i		#viio/iv		#vii	o			iv			o	1	1	4, 1, -2		4	4
8	7	39/2	1.0	0	0	3/4	2	1	iv		a	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
8	7	41/2	1.0	1/4	1/4	3/4	2	1	iv6		a	i		iv6		iv		6					m	1	1	-4, 0, -1		-1	-4
8	7	43/2	0.75	1/2	1/2	3/4	2	1	iio6		a	i		iio6		ii	o	6					o	1	1	-1, -4, 2		2	-1
8	7	89/4	0.25	11/16	11/16	3/4	2	1	viio/V		a	i		viio/V		vii	o			V			o	1	1	6, 3, 0		6	6
9	8	45/2	0.75	0	0	3/4	2	1	V(4)		a	i		V(4)		V			4				M	1	1	1, 0, 2		1	1
9	8	93/4	0.75	3/16	3/16	3/4	2	1	V\\		a	i		V		V						\\	M	1	1	1, 5, 2		1	1
9	8	24	1.0	3/8	3/8	3/4	2	1	i6		a	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
9	8	25	0.5	5/8	5/8	3/4	2	1	#viio		a	i		#viio		#vii	o						o	1	1	5, 2, -1		5	5
10	9	51/2	0.5	0	0	3/4	2	1	i		a	i		i		i							m	1	1	0, -3, 1		0	0
10	9	26	0.5	1/8	1/8	3/4	2	1	VI6		a	i		VI6		VI		6					M	1	1	0, -3, -4		-4	0
10	9	53/2	0.5	1/4	1/4	3/4	2	1	i		a	i		i		i							m	1	1	0, -3, 1		0	0
10	9	27	0.5	3/8	3/8	3/4	2	1	V/iv		a	i		V/iv		V				iv			M	1	1	0, 4, 1		0	0
10	9	55/2	0.5	1/2	1/2	3/4	2	1	iv64		a	i		iv64		iv		64					m	1	1	0, -1, -4		-1	0
10	9	28	0.5	5/8	5/8	3/4	2	1	viio64/V		a	i		viio64/V		vii	o	64		V			o	1	1	0, 6, 3		6	0
11	10	57/2	1.0	0	0	3/4	2	1	V6		a	i		V6		V		6					M	1	1	5, 2, 1		1	5
11	10	59/2	2.0	1/4	1/4	3/4	2	1	V		a	i		V		V							M	1	1	1, 5, 2		1	1
12	11	63/2	1.0	0	0	3/4	2	1	V2		a	i		V2		V		2					Mm7	1	1	-1, 1, 5, 2		1	-1
12	11	65/2	0.5	1/4	1/4	3/4	2	1	iv		a	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
12	11	33	0.5	3/8	3/8	3/4	2	1	V/VII		a	i		V/VII		V				VII			M	1	1	-1, 3, 0		-1	-1
12	11	67/2	0.5	1/2	1/2	3/4	2	1	VII64		a	i		VII64		VII		64					M	1	1	-1, -2, 2		-2	-1
12	11	34	0.5	5/8	5/8	3/4	2	1	#viio64		a	i		#viio64		#vii	o	64					o	1	1	-1, 5, 2		5	-1
13	12	69/2	1.0	0	0	3/4	2	1	i6		a	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
13	12	71/2	0.5	1/4	1/4	3/4	2	1	i\\		a	i		i		i						\\	m	1	1	0, -3, 1		0	0
13	12	36	1.0	3/8	3/8	3/4	2	1	V		a	i		V		V							M	1	1	1, 5, 2		1	1
13	12	37	0.5	5/8	5/8	3/4	2	1	#viio64		a	i		#viio64		#vii	o	64					o	1	1	-1, 5, 2		5	-1
14	13	75/2	1.0	0	0	3/4	2	1	i6		a	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
14	13	77/2	1.5	1/4	1/4	3/4	2	1	i		a	i		i		i							m	1	1	0, -3, 1		0	0
14	13	40	0.5	5/8	5/8	3/4	2	1	#viio64/iv		a	i		#viio64/iv		#vii	o	64		iv			o	1	1	-2, 4, 1		4	-2
15	14	81/2	1.0	0	0	3/4	2	1	iv6		a	i		iv6		iv		6					m	1	1	-4, 0, -1		-1	-4
15	14	83/2	1.5	1/4	1/4	3/4	2	1	iv		a	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
15	14	43	0.5	5/8	5/8	3/4	2	1	III.V65/V		a	III		V65/V		V		65		V			Mm7	1	0	6, 3, 0, 2		2	6
16	15	87/2	2.0	0	0	3/4	2	1	V		a	III		V		V							M	1	0	1, 5, 2		1	1
16	15	91/2	1.0	1/2	1/2	3/4	2	1	V65		a	III		V65		V		65					Mm7	1	0	5, 2, -1, 1		1	5
17	16	93/2	1.0	0	0	3/4	2	1	I		a	III		I		I							M	1	0	0, 4, 1		0	0
17	16	95/2	1.0	1/4	1/4	3/4	2	1	IV6		a	III		IV6		IV		6					M	1	0	3, 0, -1		-1	3
17	16	97/2	1.0	1/2	1/2	3/4	2	1	V/vi		a	III		V/vi		V				vi			M	1	0	4, 8, 5		4	4
18	17	99/2	2.0	0	0	3/4	2	1	ii6		a	III		ii6		ii		6					m	1	0	-1, 3, 2		2	-1
18	17	103/2	1.0	1/2	1/2	3/4	2	1	ii		a	III		ii		ii							m	1	0	2, -1, 3		2	2
19	18	105/2	2.0	0	0	3/4	2	1	iii6		a	III		iii6		iii		6					m	1	0	1, 5, 4		4	1
19	18	109/2	1.0	1/2	1/2	3/4	2	1	iii		a	III		iii		iii							m	1	0	4, 1, 5		4	4
20	19	111/2	2.0	0	0	3/4	2	1	IV6		a	III		IV6		IV		6					M	1	0	3, 0, -1		-1	3
20	19	115/2	1.0	1/2	1/2	3/4	2	1	V65/V		a	III		V65/V		V		65		V			Mm7	1	0	6, 3, 0, 2		2	6
21	20	117/2	3.0	0	0	3/4	2	1	V[V		a	III	V	V		V							M	1	0	1, 5, 2		1	1
22	21	123/2	3.0	0	0	3/4	2	1	V7		a	III	V	V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
23	22	129/2	3.0	0	0	3/4	2	1	I		a	III	V	I		I							M	1	0	0, 4, 1		0	0
24	23	135/2	2.0	0	0	3/4	2	1	viio65/V		a	III	V	viio65/V		vii	o	65		V			o7	1	0	3, 0, -3, 6		6	3
24	23	139/2	1.0	1/2	1/2	3/4	2	1	V2/V		a	III	V	V2/V		V		2		V			Mm7	1	0	0, 2, 6, 3		2	0
25	24	141/2	3.0	0	0	3/4	2	1	V]\\		a	III	V	V		V						\\	M	1	0	1, 5, 2		1	1
26	25	147/2	3.0	0	0	3/4	2	1	I		a	III		I		I							M	1	0	0, 4, 1		0	0
27	26	153/2	2.0	0	0	3/4	2	1	V64		a	III		V64		V		64					M	1	0	2, 1, 5		1	2
27	26	157/2	1.0	1/2	1/2	3/4	2	1	V43		a	III		V43		V		43					Mm7	1	0	2, -1, 1, 5		1	2
28	27	159/2	3.0	0	0	3/4	2	1	V2		a	III		V2		V		2					Mm7	1	0	-1, 1, 5, 2		1	-1
29	28	165/2	3.0	0	0	3/4	2	1	I6		a	III		I6		I		6					M	1	0	4, 1, 0		0	4
30	29	171/2	3.0	0	0	3/4	2	1	V65/ii		a	III		V65/ii		V		65		ii			Mm7	1	0	7, 4, 1, 3		3	7
31	30	177/2	3.0	0	0	3/4	2	1	ii		a	III		ii		ii							m	1	0	2, -1, 3		2	2
32	31	183/2	3.0	0	0	3/4	2	1	V65		a	III		V65		V		65					Mm7	1	0	5, 2, -1, 1		1	5
33	32	189/2	3.0	0	0	3/4	2	1	I		a	III		I		I							M	1	0	0, 4, 1		0	0
34	33	195/2	3.0	0	0	3/4	2	1	VII.V43		a	VII		V43		V		43					Mm7	1	0	2, -1, 1, 5		1	2
35	34	201/2	2.0	0	0	3/4	2	1	I		a	VII		I		I							M	1	0	0, 4, 1		0	0
35	34	205/2	1.0	1/2	1/2	3/4	2	1	I6		a	VII		I6		I		6					M	1	0	4, 1, 0		0	4
36	35	207/2	2.0	0	0	3/4	2	1	V(64)		a	VII		V(64)		V			64				M	1	0	1, 0, 4		1	1
36	35	211/2	1.0	1/2	1/2	3/4	2	1	V7		a	VII		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
37	36	213/2	6.0	0	0	3/4	2	1	I\\		a	VII		I		I						\\	M	1	0	0, 4, 1		0	0
39	38	225/2	3.0	0	0	3/4	2	1	bV.I		a	bV		I		I							M	1	0	0, 4, 1		0	0
40	39	231/2	2.0	0	0	3/4	2	1	V64		a	bV		V64		V		64					M	1	0	2, 1, 5		1	2
40	39	235/2	1.0	1/2	1/2	3/4	2	1	V43		a	bV		V43		V		43					Mm7	1	0	2, -1, 1, 5		1	2
41	40	237/2	3.0	0	0	3/4	2	1	V2		a	bV		V2		V		2					Mm7	1	0	-1, 1, 5, 2		1	-1
42	41	243/2	3.0	0	0	3/4	2	1	I6		a	bV		I6		I		6					M	1	0	4, 1, 0		0	4
43	42	249/2	3.0	0	0	3/4	2	1	iii.V7		a	iii		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
44	43	255/2	3.0	0	0	3/4	2	1	VI		a	iii		VI		VI							M	1	1	-4, 0, -3		-4	-4
45	44	261/2	3.0	0	0	3/4	2	1	Ger6		a	iii		Ger6	Ger	vii	o	65	b3	V			Ger	1	1	-4, 0, -3, 6		6	-4
46	45	267/2	1.5	0	0	3/4	2	1	V\\		a	iii		V		V						\\	M	1	1	1, 5, 2		1	1
46	45	135	1.0	3/8	3/8	3/4	2	1	i6		a	iii		i6		i		6					m	1	1	-3, 1, 0		0	-3
46	45	136	0.5	5/8	5/8	3/4	2	1	V		a	iii		V		V							M	1	1	1, 5, 2		1	1
