mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	3/4	2	1	F.I	F	I		I	I							M	0	0	0, 4, 1		0	0
1	1	1/4	1/4	3/4	2	1	V43	F	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
1	1	1/2	1/2	3/4	2	1	I6	F	I		I6	I		6					M	0	0	4, 1, 0		0	4
2	2	0	0	3/4	2	1	V65	F	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
2	2	1/4	1/4	3/4	2	1	I	F	I		I	I							M	0	0	0, 4, 1		0	0
2	2	5/8	5/8	3/4	2	1	I6	F	I		I6	I		6					M	0	0	4, 1, 0		0	4
3	3	0	0	3/4	2	1	V43	F	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
3	3	1/2	1/2	3/4	2	1	viio6	F	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
4	4	0	0	3/4	2	1	#viio65/ii	F	I		#viio65/ii	#vii	o	65		ii			o7	0	0	4, 1, -2, 7		7	4
4	4	1/2	1/2	3/4	2	1	#viio43/ii	F	I		#viio43/ii	#vii	o	43		ii			o7	0	0	1, -2, 7, 4		7	1
5	5	0	0	3/4	2	1	ii6	F	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
6	6	0	0	3/4	2	1	V(64)	F	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
6	6	1/4	1/4	3/4	2	1	V\\	F	I		V	V						\\	M	0	0	1, 5, 2		1	1
6	6	5/16	5/16	3/4	2	1	V	F	I		V	V							M	0	0	1, 5, 2		1	1
6	6	5/8	5/8	3/4	2	1	V2	F	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
7	7	0	0	3/4	2	1	I	F	I		I	I							M	0	0	0, 4, 1		0	0
7	7	1/4	1/4	3/4	2	1	V43	F	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
7	7	1/2	1/2	3/4	2	1	I6	F	I		I6	I		6					M	0	0	4, 1, 0		0	4
8	8	0	0	3/4	2	1	V65	F	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
8	8	1/4	1/4	3/4	2	1	I	F	I		I	I							M	0	0	0, 4, 1		0	0
9	9	0	0	3/4	2	1	viio65/V	F	I		viio65/V	vii	o	65		V			o7	0	0	3, 0, -3, 6		6	3
9	9	1/4	1/4	3/4	2	1	V6	F	I		V6	V		6					M	0	0	5, 2, 1		1	5
9	9	7/16	7/16	3/4	2	1	I	F	I		I	I							M	0	0	0, 4, 1		0	0
10	10	0	0	3/4	2	1	#viio7/vi	F	I		#viio7/vi	#vii	o	7		vi			o7	0	0	8, 5, 2, -1		8	8
10	10	1/4	1/4	3/4	2	1	vi	F	I		vi	vi							m	0	0	3, 0, 4		3	3
10	10	3/8	3/8	3/4	2	1	V+6/IV	F	I		V+6/IV	V	+	6		IV			+	0	0	4, 8, 0		0	4
10	10	1/2	1/2	3/4	2	1	IV	F	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
10	10	5/8	5/8	3/4	2	1	V+6/IV	F	I		V+6/IV	V	+	6		IV			+	0	0	4, 8, 0		0	4
11	11	0	0	3/4	2	1	IV	F	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
11	11	1/8	1/8	3/4	2	1	ii65	F	I		ii65	ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
11	11	1/4	1/4	3/4	2	1	V(64)	F	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
11	11	1/2	1/2	3/4	2	1	V7	F	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
12	12	0	0	3/4	2	1	I(974)	F	I		I(974)	I			974				M	0	0	0, -1, 1	2, 5	0	0
12	12	1/4	1/4	3/4	2	1	I\\	F	I		I	I						\\	M	0	0	0, 4, 1		0	0
12	12	3/8	3/8	3/4	2	1	I	F	I		I	I							M	0	0	0, 4, 1		0	0
13	13	1/4	1/4	3/4	2	1	V.viio6	F	V		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
13	13	1/2	1/2	3/4	2	1	V65	F	V		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
14	14	0	0	3/4	2	1	I6	F	V		I6	I		6					M	0	0	4, 1, 0		0	4
14	14	1/4	1/4	3/4	2	1	viio	F	V		viio	vii	o						o	0	0	5, 2, -1		5	5
14	14	1/2	1/2	3/4	2	1	V2	F	V		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
15	15	0	0	3/4	2	1	I	F	V		I	I							M	0	0	0, 4, 1		0	0
15	15	1/8	1/8	3/4	2	1	V2/IV	F	V		V2/IV	V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
15	15	1/4	1/4	3/4	2	1	IV6	F	V		IV6	IV		6					M	0	0	3, 0, -1		-1	3
15	15	3/8	3/8	3/4	2	1	I64	F	V		I64	I		64					M	0	0	1, 0, 4		0	1
15	15	1/2	1/2	3/4	2	1	ii65	F	V		ii65	ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
15	15	5/8	5/8	3/4	2	1	viio7/V	F	V		viio7/V	vii	o	7		V			o7	0	0	6, 3, 0, -3		6	6
16	16	0	0	3/4	2	1	V\\	F	V		V	V						\\	M	0	0	1, 5, 2		1	1
16	16	1/2	1/2	3/4	2	1	V43	F	V		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
17	17	0	0	3/4	2	1	I[I	F	V	I	I	I							M	0	0	0, 4, 1		0	0
18	18	0	0	3/4	2	1	viio6	F	V	I	viio6	vii	o	6					o	0	0	2, -1, 5		5	2
18	18	1/4	1/4	3/4	2	1	V43	F	V	I	V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
